"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Justin Fields","CHI","1","39","27","19","0","70.4","175","0","9.8","1","0","0","1","4","2","1","0","7.4","3.7","10","103","1","0","2","1","0","10","0","0","0","0","0","26.3","0.67"
"Trevor Lawrence","JAX","1","57","54","32","2","79.1","238","0","5.8","1","0","0","1","1","2","1","0","3.7","1.9","3","11","0","0","0","0","0","0","0","0","0","0","0","13.6","0.24"
"Tua Tagovailoa","MIA","1","43","39","21","1","61.1","205","0","7.1","0","0","0","1","2","0","0","0","0","0","3","10","1","0","1","2","1","66.7","2","1","66.7","1","1","14.2","0.33"
"Mac Jones","NE","1","39","35","18","1","57.6","217","0","9.1","0","0","0","0","1","4","0","0","11.4","0","4","10","0","0","0","1","0","25","0","0","0","1","1","9.7","0.25"
"Davis Mills","HST","1","43","38","29","0","82.9","310","1","7.6","2","1","0","1","5","2","1","0","5.3","2.6","0","0","0","0","1","0","0","0","0","0","0","1","1","19.4","0.45"
"Josh Allen","BUF","1","46","42","29","1","78.9","249","0","7","2","0","0","0","0","2","1","0","4.8","2.4","8","55","1","0","1","1","1","12.5","0","0","0","0","1","29.5","0.64"
"Baker Mayfield","CLV","1","36","31","20","6","83.9","225","0","6.8","0","0","0","0","4","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","9.5","0.26"
"Logan Woodside","TEN","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","0","0","0","0","0","0","0","-0.1",""
"David Blough","DET","1","2","0","0","0","0","0","0","","0","0","0","0","1","0","0","0","0","0","1","6","0","0","1","0","0","0","0","0","0","0","0","0.6","0.3"
"John Wolford","LA","1","3","2","1","0","50","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0.07"
