Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
28,Zay Flowers,BAL,23,WR,16,16,108,77,71.3%,858,11.1,5,41,55.6,75,7.9,4.8,53.6,0,FlowZa00
29,Breece Hall,NYJ,22,RB,17,16,95,76,80.0%,591,7.8,4,28,40.0,50,6.2,4.5,34.8,2,HallBr03
30,Calvin Ridley,JAX,29,WR,17,17,136,76,55.9%,1016,13.4,8,49,48.5,59,7.5,4.5,59.8,1,RidlCa00
31,Brandon Aiyuk,SFO,25,WR,16,16,105,75,71.4%,1342,17.9,7,61,70.5,76,12.8,4.7,83.9,1,AiyuBr00
32,DeAndre Hopkins,TEN,31,WR,17,16,137,75,54.7%,1057,14.1,7,48,43.8,61,7.7,4.4,62.2,0,HopkDe00
33,Alvin Kamara,NOR,28,RB,13,12,86,75,87.2%,466,6.2,1,23,45.3,25,5.4,5.8,35.8,0,KamaAl00
34,Dalton Kincaid,BUF,24,TE,16,11,91,73,80.2%,673,9.2,2,29,61.5,51,7.4,4.6,42.1,1,KincDa00
35,Cole Kmet,CHI,24,TE,17,17,90,73,81.1%,719,9.8,6,36,62.2,53,8.0,4.3,42.3,1,KmetCo00
36,Amari Cooper*,CLE,29,WR,15,15,128,72,56.3%,1250,17.4,5,50,53.1,75,9.8,4.8,83.3,2,CoopAm00
37,Jaylen Waddle,MIA,25,WR,14,14,104,72,69.2%,1014,14.1,4,47,58.7,60,9.8,5.1,72.4,0,WaddJa00
38,Jake Ferguson*,DAL,24,TE,17,16,102,71,69.6%,761,10.7,5,40,55.9,40,7.5,4.2,44.8,0,FergJa00
39,Jakobi Meyers,LVR,27,WR,16,16,106,71,67.0%,807,11.4,8,46,54.7,33,7.6,4.4,50.4,0,MeyeJa01
40,Jordan Addison,MIN,21,WR,17,14,108,70,64.8%,911,13.0,10,38,50.0,62,8.4,4.1,53.6,0,AddiJo00
41,Drake London,ATL,22,WR,16,16,110,69,62.7%,905,13.1,2,45,52.7,45,8.2,4.3,56.6,0,LondDr00
42,Josh Downs,IND,22,WR,17,9,98,68,69.4%,771,11.3,2,30,50.0,59,7.9,4.0,45.4,0,DownJo00
43,Justin Jefferson,MIN,24,WR,10,9,100,68,68.0%,1074,15.8,5,51,61.0,52,10.7,6.8,107.4,1,JeffJu00
44,Tyler Boyd,CIN,29,WR,17,13,98,67,68.4%,667,10.0,2,28,46.9,64,6.8,3.9,39.2,0,BoydTy00
45,Christian McCaffrey*+,SFO,27,RB,16,16,83,67,80.7%,564,8.4,7,31,55.4,41,6.8,4.2,35.3,3,McCaCh01
46,D.K. Metcalf*,SEA,26,WR,16,16,119,66,55.5%,1114,16.9,8,52,51.3,73,9.4,4.1,69.6,0,MetcDK00
47,George Kittle*+,SFO,30,TE,16,16,90,65,72.2%,1020,15.7,6,42,60.0,66,11.3,4.1,63.8,0,KittGe00
48,Jayden Reed,GNB,23,WR,16,13,94,64,68.1%,793,12.4,8,32,51.1,59,8.4,4.0,49.6,2,ReedJa03
49,Rachaad White,TAM,24,RB,17,17,70,64,91.4%,549,8.6,3,23,54.3,43,7.8,3.8,32.3,3,WhitRa01
50,George Pickens,PIT,22,WR,17,16,106,63,59.4%,1140,18.1,5,42,50.9,86,10.8,3.7,67.1,3,PickGe00
51,Jaxon Smith-Njigba,SEA,21,WR,17,3,93,63,67.7%,628,10.0,4,29,47.3,35,6.8,3.7,36.9,0,SmitJa06
52,Curtis Samuel,WAS,27,WR,16,13,91,62,68.1%,613,9.9,4,26,50.5,37,6.7,3.9,38.3,0,SamuCu00
53,Tyler Conklin,NYJ,28,TE,17,12,87,61,70.1%,621,10.2,0,27,44.8,37,7.1,3.6,36.5,0,ConkTy00
54,Jaylen Warren,PIT,25,RB,17,0,74,61,82.4%,370,6.1,0,19,44.6,30,5.0,3.6,21.8,4,WarrJa01
55,Wan'Dale Robinson,NYG,22,WR,15,8,78,60,76.9%,525,8.8,1,29,53.8,33,6.7,4.0,35.0,0,RobiWa01
56,Deebo Samuel,SFO,27,WR,15,15,89,60,67.4%,892,14.9,7,34,56.2,54,10.0,4.0,59.5,1,SamuDe00
57,Romeo Doubs,GNB,23,WR,17,16,96,59,61.5%,674,11.4,8,41,51.0,36,7.0,3.5,39.6,1,DoubRo00
58,Dallas Goedert,PHI,28,TE,14,14,83,59,71.1%,592,10.0,3,33,60.2,49,7.1,4.2,42.3,0,GoedDa00
59,Cooper Kupp,LAR,30,WR,12,12,95,59,62.1%,737,12.5,5,33,49.5,62,7.8,4.9,61.4,0,KuppCo00
60,Elijah Moore,CLE,23,WR,17,12,104,59,56.7%,640,10.8,2,29,42.3,42,6.2,3.5,37.6,2,MoorEl00
61,Dalton Schultz,HOU,27,TE,15,8,88,59,67.0%,635,10.8,5,35,52.3,31,7.2,3.9,42.3,1,SchuDa00
62,Courtland Sutton,DEN,28,WR,16,14,90,59,65.6%,772,13.1,10,37,54.4,46,8.6,3.7,48.3,3,SuttCo00
63,Travis Etienne,JAX,24,RB,17,17,73,58,79.5%,476,8.2,1,23,49.3,56,6.5,3.4,28.0,0,EtieTr00
64,Bijan Robinson,ATL,21,RB,17,16,86,58,67.4%,487,8.4,4,24,45.3,71,5.7,3.4,28.6,4,RobiBi01
65,Christian Kirk,JAX,27,WR,12,12,85,57,67.1%,787,13.8,3,34,57.6,57,9.3,4.8,65.6,2,KirkCh01
66,Tony Pollard,DAL,26,RB,17,17,67,55,82.1%,311,5.7,0,12,43.3,60,4.6,3.2,18.3,3,PollTo00
67,Logan Thomas,WAS,32,TE,16,15,78,55,70.5%,496,9.0,4,21,56.4,29,6.4,3.4,31.0,2,ThomLo00
68,Brandin Cooks,DAL,30,WR,16,15,81,54,66.7%,657,12.2,8,38,59.3,37,8.1,3.4,41.1,1,CookBr00
