"Player","Team","Pos","Fantasy Points Pts","Fantasy Points x-Pts","Fantasy Points +/-","Points Per Game PPG","Points Per Game x-PPG","Points Per Game +/-","#G","Receiving Rec","Receiving X-Rec","Receiving Yds","Receiving X-Yds","Receiving TD","Receiving X-TD","Rushing Yds","Rushing X-Yds","Rushing TD","Rushing X-TD"
"Jalin Hyatt","NYG","WR","0","1.6","-1.6","0","1.6","-1.6","1","0","0.68","0","12.52","0","0","0","0","0","0"
"Skyy Moore","KC","WR","0.4","4.9","-4.5","0.4","4.9","-4.5","1","0","1.93","0","24.3","0","0.1632","4","4.8804","0","0"
"Cade Otton","TB","TE","2.9","3.7","-0.8000000000000003","2.9","3.7","-0.8","1","2","2.11","19","20.19","0","0.096","0","0","0","0"
"Jakobi Meyers","LV","WR","24.6","18.5","6.100000000000001","24.6","18.5","6.1","1","9","6.63","81","70.32","2","1.3632","0","0","0","0"
"Tyler Conklin","NYJ","TE","0.7","1","-0.30000000000000004","0.7","1","-0.3","1","1","0.9","2","5.57","0","0","0","0","0","0"
"Khalil Herbert","CHI","RB","7.9","7.3","0.6000000000000005","7.9","7.3","0.6","1","3","2.58","37","20.03","0","0","27","39.1902","0","0.01"
"Xavier Hutchinson","HST","WR","1.4","1.3","0.09999999999999987","1.4","1.3","0.1","1","1","0.78","9","8.92","0","0","0","0","0","0"
"Michael Carter","NYJ","RB","2.8","3.1","-0.30000000000000027","2.8","3.1","-0.3","1","2","1.72","12","16.16","0","0","6","4.0964","0","0.03"
"J.K. Dobbins","BLT","RB","10.7","9","1.6999999999999993","10.7","9","1.7","1","2","1.62","15","10.08","0","0.288","22","33.5552","1","0.35"
"Calvin Ridley","JAX","WR","20.1","15.8","4.300000000000001","20.1","15.8","4.3","1","8","7.02","101","80.24","1","0.7104","0","0","0","0"
"Patrick Taylor","GB","RB","2.2","2.5","-0.2999999999999998","2.2","2.5","-0.3","1","0","0","0","0","0","0","22","22.6086","0","0.04"
"Tyjae Spears","TEN","RB","3.3","7.5","-4.2","3.3","7.5","-4.2","1","1","2.74","1","32.31","0","0.2496","27","13.7494","0","0"
"Tyreek Hill","MIA","WR","39","27.5","11.5","39","27.5","11.5","1","11","8.94","215","142.04","2","1.4784","0","0","0","0"
"Dameon Pierce","HST","RB","5.7","8.3","-2.6000000000000005","5.7","8.3","-2.6","1","2","2.66","9","16.8","0","0","38","48.902","0","0.07"
"Brock Wright","DET","TE","2.7","3.1","-0.3999999999999999","2.7","3.1","-0.4","1","2","1.7","17","16.97","0","0","0","3.8318","0","0.02"
"Garrett Wilson","NYJ","WR","11.9","8.2","3.700000000000001","11.9","8.2","3.7","1","5","3.36","34","31.87","1","0.5472","0","0","0","0"
"Tutu Atwell","LA","WR","14.9","12.1","2.8000000000000007","14.9","12.1","2.8","1","6","5.07","119","84.39","0","0.1824","0","0","0","0"
"Ty Montgomery","NE","WR","2.6","4.7","-2.1","2.6","4.7","-2.1","1","2","2.08","9","19.42","0","0.2016","7","4.8412","0","0"
"Rashee Rice","KC","WR","10.1","9.6","0.5","10.1","9.6","0.5","1","3","3.37","29","36.43","1","0.6432","-3","4.067","0","0"
"Deonte Harty","BUF","WR","2.8","4.9","-2.1000000000000005","2.8","4.9","-2.1","1","3","3.02","9","24.78","0","0.0768","4","4.3512","0","0"
"Tyler Higbee","LA","TE","6.4","4.1","2.3000000000000007","6.4","4.1","2.3","1","3","1.64","49","21.4","0","0.1824","0","0","0","0"
"Amari Cooper","CLV","WR","5.2","8.3","-3.1000000000000005","5.2","8.3","-3.1","1","3","2.93","37","45.45","0","0.384","0","0","0","0"
"Teagan Quitoriano","HST","TE","1.6","1.1","0.5","1.6","1.1","0.5","1","1","0.83","11","5.4","0","0.0192","0","0","0","0"
"Kadarius Toney","KC","WR","0.5","9.7","-9.2","0.5","9.7","-9.2","1","1","3.68","1","40.95","0","0.5472","-1","2.7538","0","0.03"
"DeVonta Smith","PHI","WR","14.2","15.4","-1.200000000000001","14.2","15.4","-1.2","1","7","6.72","47","79.65","1","0.672","0","0","0","0"
"DJ Moore","CHI","WR","3.5","2.8","0.7000000000000002","3.5","2.8","0.7","1","2","1.47","25","13.87","0","0.1056","0","0","0","0"
"Cole Turner","WAS","TE","2.2","1.9","0.30000000000000027","2.2","1.9","0.3","1","1","0.95","17","13.85","0","0.0096","0","0","0","0"
"Jamaal Williams","NO","RB","6.2","10.9","-4.7","6.2","10.9","-4.7","1","2","1.82","7","12.31","0","0","45","75.1758","0","0.21"
"Sam LaPorta","DET","TE","6.4","5.7","0.7000000000000002","6.4","5.7","0.7","1","5","3.81","39","36.97","0","0.0096","0","0","0","0"
"Mike Boone","HST","RB","3.3","3.9","-0.6000000000000001","3.3","3.9","-0.6","1","3","3.63","18","20.51","0","0","0","0","0","0"
"George Pickens","PIT","WR","6.1","11.9","-5.800000000000001","6.1","11.9","-5.8","1","5","4.47","36","59.06","0","0.6336","0","0","0","0"
"Anthony McFarland Jr.","PIT","RB","2.1","3.3","-1.1999999999999997","2.1","3.3","-1.2","1","2","1.58","11","8.36","0","0.2784","0","0","0","0"
"Tee Higgins","CIN","WR","0","11.8","-11.8","0","11.8","-11.8","1","0","3.54","0","69.37","0","0.5088","0","0","0","0"
"Zay Flowers","BLT","WR","13.2","15.3","-2.1000000000000014","13.2","15.3","-2.1","1","9","7.7","78","56.77","0","0.7296","9","8.379","0","0.09"
"Chris Evans","CIN","RB","1.6","1.9","-0.2999999999999998","1.6","1.9","-0.3","1","1","0.91","-1","5.16","0","0","12","9.3786","0","0"
"Khari Blasingame","CHI","RB","0","0.9","-0.9","0","0.9","-0.9","1","0","0.77","0","5.6","0","0","0","0","0","0"
"Colby Parkinson","SEA","TE","1.3","2.4","-1.0999999999999999","1.3","2.4","-1.1","1","1","1.71","8","15.92","0","0","0","0","0","0"
"Zach Pascal","ARZ","WR","0","1.2","-1.2","0","1.2","-1.2","1","0","0.85","0","7.61","0","0","0","0","0","0"
"Jamal Agnew","JAX","WR","-0.2","1.3","-1.5","-0.2","1.3","-1.5","1","0","0","0","0","0","0","-2","7.3304","0","0.1"
"Deven Thompkins","TB","WR","2","4.7","-2.7","2","4.7","-2.7","1","2","2.29","10","20.67","0","0.24","0","0","0","0"
"James Cook","BUF","RB","8.3","13.5","-5.199999999999999","8.3","13.5","-5.2","1","4","4.65","17","42.07","0","0.2208","46","54.831","0","0.02"
"Trey Palmer","TB","WR","7.8","6.9","0.8999999999999995","7.8","6.9","0.9","1","2","2.33","8","19.59","1","0.6336","0","0","0","0"
"Giovanni Ricci","CAR","TE","0.7","1","-0.30000000000000004","0.7","1","-0.3","1","1","0.89","2","6.01","0","0","0","0","0","0"
"Michael Wilson","ARZ","WR","2.9","5.3","-2.4","2.9","5.3","-2.4","1","2","2.25","19","41.42","0","0","0","0","0","0"
"AJ Dillon","GB","RB","4.6","14.1","-9.5","4.6","14.1","-9.5","1","2","2.69","17","17.01","0","0","19","52.6162","0","0.96"
"Odell Beckham Jr.","BLT","WR","4.7","4.2","0.5","4.7","4.2","0.5","1","2","1.85","37","26.96","0","0.096","0","0","0","0"
"Marquez Valdes-Scantling","KC","WR","5.8","3.3","2.5","5.8","3.3","2.5","1","2","1.15","48","27.31","0","0","0","0","0","0"
"C.J. Ham","MIN","RB","1.7","3.1","-1.4000000000000001","1.7","3.1","-1.4","1","2","2.58","7","18.3","0","0","0","0","0","0"
"Dawson Knox","BUF","TE","4","5.1","-1.0999999999999996","4","5.1","-1.1","1","3","3.06","25","35.35","0","0","0","0","0","0"
"David Njoku","CLV","TE","3.4","4","-0.6000000000000001","3.4","4","-0.6","1","2","2.53","24","21.25","0","0.096","0","0","0","0"
"Travis Etienne Jr.","JAX","RB","18.9","14.4","4.499999999999998","18.9","14.4","4.5","1","5","4.46","27","32.95","0","0.048","77","78.0962","1","0.13"
"Jerick McKinnon","KC","RB","1.5","2.8","-1.2999999999999998","1.5","2.8","-1.3","1","1","1.67","10","14.63","0","0.0768","0","0","0","0"
"Kyren Williams","LA","RB","17.8","16.1","1.6999999999999993","17.8","16.1","1.7","1","0","1.06","6","10.41","0","0.3456","52","61.7992","2","1.05"
"Derrick Henry","TEN","RB","12.9","9.4","3.5","12.9","9.4","3.5","1","2","1.89","56","10.22","0","0.0384","63","65.1798","0","0.11"
"Darnell Mooney","CHI","WR","13.3","10","3.3000000000000007","13.3","10","3.3","1","4","4.85","53","57.05","1","0.3072","0","0","0","0"
"Kylen Granson","IND","TE","5.9","8.1","-2.1999999999999993","5.9","8.1","-2.2","1","4","4.67","39","53.27","0","0.0768","0","0","0","0"
"Bijan Robinson","ATL","RB","17.3","12.4","4.9","17.3","12.4","4.9","1","6","5.52","27","27.04","1","0.3744","56","43.169","0","0.07"
"Nick Westbrook-Ikhine","TEN","WR","7.8","8.1","-0.2999999999999998","7.8","8.1","-0.3","1","4","4.72","58","39.18","0","0.3072","0","0","0","0"
"Jake Ferguson","DAL","TE","2.1","10.8","-8.700000000000001","2.1","10.8","-8.7","1","2","3.8","11","27.29","0","1.0272","0","0","0","0"
"Dallas Goedert","PHI","TE","0","1.3","-1.3","0","1.3","-1.3","1","0","0.54","0","7.25","0","0.048","0","0","0","0"
"Chris Godwin","TB","WR","7.6","8.9","-1.3000000000000007","7.6","8.9","-1.3","1","5","4.4","51","43.87","0","0.384","0","0","0","0"
"Samori Toure","GB","WR","2.8","5.9","-3.1000000000000005","2.8","5.9","-3.1","1","2","1.88","18","32.47","0","0.2784","0","0","0","0"
"Curtis Samuel","WAS","WR","8.5","7","1.5","8.5","7","1.5","1","5","3.9","54","40.22","0","0.048","6","3.6064","0","0.06"
"Jaylen Waddle","MIA","WR","9.8","9.4","0.40000000000000036","9.8","9.4","0.4","1","4","4.17","78","69.75","0","0.0576","0","0","0","0"
"Stefon Diggs","BUF","WR","21.2","19.3","1.8999999999999986","21.2","19.3","1.9","1","10","8.27","102","97.8","1","0.8928","0","0","0","0"
"Brandon Johnson","DEN","WR","4.1","8.2","-4.1","4.1","8.2","-4.1","1","2","2.03","31","28.05","0","0.7296","0","0","0","0"
"Josh Reynolds","DET","WR","10","9.3","0.6999999999999993","10","9.3","0.7","1","4","4.33","80","69.71","0","0.0288","0","0","0","0"
"Zay Jones","JAX","WR","14","11.1","2.9000000000000004","14","11.1","2.9","1","5","4.41","55","56.29","1","0.5472","0","0","0","0"
"D'Andre Swift","PHI","RB","0.8","2.5","-1.7","0.8","2.5","-1.7","1","1","1.75","0","11.15","0","0","3","4.5178","0","0.01"
"Demario Douglas","NE","WR","6","9.1","-3.0999999999999996","6","9.1","-3.1","1","4","4.56","40","62.56","0","0.0864","0","0","0","0"
"Zach Ertz","ARZ","TE","5.1","14.9","-9.8","5.1","14.9","-9.8","1","6","7.08","21","65.87","0","0.7968","0","0","0","0"
"Jonathan Mingo","CAR","WR","2.7","6.9","-4.2","2.7","6.9","-4.2","1","2","2.85","17","52.07","0","0.0384","0","0","0","0"
"Raheem Mostert","MIA","RB","12","9.9","2.0999999999999996","12","9.9","2.1","1","2","1.44","13","6.74","0","0.192","37","42.2674","1","0.52"
"DeAndre Hopkins","TEN","WR","10","15.3","-5.300000000000001","10","15.3","-5.3","1","7","7.51","65","103.58","0","0.2016","0","0","0","0"
"Ezekiel Elliott","NE","RB","6.8","8.4","-1.6000000000000005","6.8","8.4","-1.6","1","5","4.65","14","28.3","0","0.0192","29","29.057","0","0.03"
"D.K. Metcalf","SEA","WR","12.2","7.8","4.3999999999999995","12.2","7.8","4.4","1","3","2.78","47","44.68","1","0.3264","0","0","0","0"
"JuJu Smith-Schuster","NE","WR","5.3","8.2","-2.8999999999999995","5.3","8.2","-2.9","1","4","5.33","33","51.23","0","0.0768","0","0","0","0"
"Darius Slayton","NYG","WR","3","5","-2","3","5","-2","1","3","2.97","15","35.27","0","0","0","0","0","0"
"Alec Ingold","MIA","RB","4.4","3.1","1.3000000000000003","4.4","3.1","1.3","1","2","1.6","34","16.65","0","0.1056","0","0","0","0"
"Kalif Raymond","DET","WR","2.5","1.6","0.8999999999999999","2.5","1.6","0.9","1","1","0.65","20","12.84","0","0","0","0","0","0"
"Dalton Schultz","HST","TE","1.4","3.9","-2.5","1.4","3.9","-2.5","1","2","3.13","4","19.71","0","0.0576","0","0","0","0"
"Christian Kirk","JAX","WR","1.4","2.9","-1.5","1.4","2.9","-1.5","1","1","1.47","9","21.23","0","0.0096","0","0","0","0"
"Cole Kmet","CHI","TE","6.9","12","-5.1","6.9","12","-5.1","1","5","5.42","44","41.94","0","0.7872","0","4.0572","0","0"
"Jordan Akins","CLV","TE","1.7","1.1","0.5999999999999999","1.7","1.1","0.6","1","1","0.86","12","6.85","0","0","0","0","0","0"
"Michael Pittman Jr.","IND","WR","19.7","12.6","7.1","19.7","12.6","7.1","1","8","6.14","97","56.32","1","0.6528","0","0","0","0"
"Mack Hollins","ATL","WR","4.6","4.3","0.2999999999999998","4.6","4.3","0.3","1","3","2.21","31","30.93","0","0.0096","0","0","0","0"
"Hayden Hurst","CAR","TE","12.6","12.1","0.5","12.6","12.1","0.5","1","5","5.08","41","59.33","1","0.6048","0","0","0","0"
"Romeo Doubs","GB","WR","16.6","10.1","6.500000000000002","16.6","10.1","6.5","1","4","3.36","26","29.97","2","0.912","0","0","0","0"
"Javonte Williams","DEN","RB","7.7","13.4","-5.7","7.7","13.4","-5.7","1","4","4.48","5","28.61","0","0.0096","52","57.6142","0","0.41"
"Keaontay Ingram","ARZ","RB","-0.4","2.4","-2.8","-0.4","2.4","-2.8","1","0","0","0","0","0","0","-4","23.6376","0","0.01"
"Luke Musgrave","GB","TE","6.5","6.5","0","6.5","6.5","0","1","3","2.35","50","43.06","0","0.1632","0","0","0","0"
"Keenan Allen","LAC","WR","11.2","11.5","-0.3000000000000007","11.2","11.5","-0.3","1","6","5.57","76","71.57","0","0.2592","6","0","0","0"
"Saquon Barkley","NYG","RB","7.8","9.8","-2.000000000000001","7.8","9.8","-2","1","3","3.08","12","20.11","0","0.0768","51","52.626","0","0.08"
"Brian Robinson","WAS","RB","13.1","13.7","-0.5999999999999996","13.1","13.7","-0.6","1","1","1.45","7","7.03","1","0.528","59","75.8324","0","0.26"
"Richie James","KC","WR","1.1","3.1","-2","1.1","3.1","-2","1","1","1.19","6","23.61","0","0.0192","0","0","0","0"
"Matt Breida","NYG","RB","1.9","1.9","0","1.9","1.9","0","1","1","0.95","5","5.2","0","0","9","8.5358","0","0.01"
"Cam Akers","LA","RB","8.9","13.9","-5","8.9","13.9","-5","1","0","0","0","0","0","0","29","94.051","1","0.75"
"Elijah Moore","CLV","WR","7.7","10.3","-2.6000000000000005","7.7","10.3","-2.6","1","3","4.03","43","56.37","0","0.2784","19","9.6628","0","0.01"
"Ja'Marr Chase","CIN","WR","6.6","11.3","-4.700000000000001","6.6","11.3","-4.7","1","5","6.1","39","77.56","0","0.0096","2","4.8608","0","0"
"Tyler Allgeier","ATL","RB","22.9","17.4","5.5","22.9","17.4","5.5","1","3","2.57","19","19.98","0","0.0096","75","61.005","2","1.33"
"Justice Hill","BLT","RB","12.9","10","2.9000000000000004","12.9","10","2.9","1","0","0","0","0","0","0","9","27.5968","2","1.21"
"Donovan Peoples-Jones","CLV","WR","1.7","3.1","-1.4000000000000001","1.7","3.1","-1.4","1","1","1.27","12","24.51","0","0","0","0","0","0"
"Kenneth Walker III","SEA","RB","8.7","10.6","-1.9000000000000004","8.7","10.6","-1.9","1","4","3.76","3","17.4","0","0.1632","64","51.8028","0","0.13"
"Justin Watson","KC","WR","5.5","6.7","-1.2000000000000002","5.5","6.7","-1.2","1","2","1.71","45","49.92","0","0.144","0","0","0","0"
"Michael Thomas","NO","WR","8.6","11.7","-3.0999999999999996","8.6","11.7","-3.1","1","5","4.53","61","56.15","0","0.6432","0","0","0","0"
"Michael Gallup","DAL","WR","1.5","3.1","-1.6","1.5","3.1","-1.6","1","1","1.22","10","25.26","0","0","0","0","0","0"
"CeeDee Lamb","DAL","WR","9.7","5.5","4.199999999999999","9.7","5.5","4.2","1","4","2.87","77","39.86","0","0.0096","0","0","0","0"
"Jalen Tolbert","DAL","WR","0","1.5","-1.5","0","1.5","-1.5","1","0","0.71","0","9.05","0","0.048","0","0","0","0"
"Tony Pollard","DAL","RB","21.2","18.7","2.5","21.2","18.7","2.5","1","2","1.77","12","10.32","0","0.096","70","48.8534","2","1.88"
"Aaron Jones","GB","RB","25.7","12.6","13.1","25.7","12.6","13.1","1","2","3.58","86","21.23","1","0.2784","41","33.34","1","0.62"
"Gus Edwards","BLT","RB","3.2","4","-0.7999999999999998","3.2","4","-0.8","1","0","0","0","0","0","0","32","37.534","0","0.04"
"Quentin Johnston","LAC","WR","1.9","4.2","-2.3000000000000003","1.9","4.2","-2.3","1","2","1.86","9","24.14","0","0.1344","0","0","0","0"
"Marquise Brown","ARZ","WR","7.2","6.8","0.40000000000000036","7.2","6.8","0.4","1","3","3.28","28","39.23","0","0.1344","29","4.4884","0","0"
"Daniel Bellinger","NYG","TE","0.6","1.2","-0.6","0.6","1.2","-0.6","1","1","0.88","1","7.55","0","0","0","0","0","0"
"Rondale Moore","ARZ","WR","6","4.6","1.4000000000000004","6","4.6","1.4","1","3","2.46","33","22.47","0","0.1056","12","4.655","0","0"
"Kendrick Bourne","NE","WR","21.4","16.5","4.899999999999999","21.4","16.5","4.9","1","6","6.69","64","81.07","2","0.8448","0","0","0","0"
"Terry McLaurin","WAS","WR","4.1","5.1","-1","4.1","5.1","-1","1","2","2.55","31","35.06","0","0.0576","0","0","0","0"
"Brandin Cooks","DAL","WR","3.2","6.1","-2.8999999999999995","3.2","6.1","-2.9","1","2","3","22","42.02","0","0.0672","0","0","0","0"
"Marvin Jones Jr.","DET","WR","1.7","6.7","-5","1.7","6.7","-5","1","2","3.64","7","40.9","0","0.1248","0","0","0","0"
"Van Jefferson","LA","WR","4.6","7.4","-2.8000000000000007","4.6","7.4","-2.8","1","4","3.72","26","53.46","0","0.0288","0","0","0","0"
"D'Onta Foreman","CHI","RB","3.4","4.9","-1.5000000000000004","3.4","4.9","-1.5","1","2","2.61","8","16.89","0","0","16","18.3064","0","0.02"
"Deuce Vaughn","DAL","RB","0.8","2.8","-1.9999999999999998","0.8","2.8","-2","1","0","0","0","0","0","0","8","27.0676","0","0.01"
"Nick Chubb","CLV","RB","14.7","14.8","-0.10000000000000142","14.7","14.8","-0.1","1","4","3.49","21","28.8","0","0.0576","106","79.5466","0","0.31"
"Ty Chandler","MIN","RB","2.3","2.5","-0.20000000000000018","2.3","2.5","-0.2","1","1","0.92","18","6.6","0","0","0","13.8768","0","0"
"Deon Jackson","IND","RB","5.3","16.6","-11.3","5.3","16.6","-11.3","1","5","5.43","14","37.12","0","0.0192","14","50.0098","0","0.84"
"Tyler Boyd","CIN","WR","2","2.8","-0.7999999999999998","2","2.8","-0.8","1","2","2.07","10","17.44","0","0","0","0","0","0"
"Greg Dulcich","DEN","TE","3.2","2.4","0.8000000000000003","3.2","2.4","0.8","1","2","1.38","22","17.48","0","0","0","0","0","0"
"Joshua Kelley","LAC","RB","15.1","10.9","4.199999999999999","15.1","10.9","4.2","1","0","0.5","0","2.64","0","0","91","63.3766","1","0.68"
"Chase Edmonds","TB","RB","0.8","0.8","0","0.8","0.8","0","1","0","0","0","0","0","0","8","8.4868","0","0"
"Donald Parham Jr.","LAC","TE","9.6","7.5","2.0999999999999996","9.6","7.5","2.1","1","3","1.99","21","14.19","1","0.8544","0","0","0","0"
