"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Josh Allen","BUF","1","35","34","24","4","93.3","288","0","7.1","2","0","0","0","1","2","2","0","5.9","5.9","3","-1","1","0","0","1","1","33.3","1","1","33.3","0","0","25.4","0.73"
"Baker Mayfield","CLV","1","33","30","19","0","76","165","0","9.5","2","0","0","0","2","3","2","0","10","6.7","3","6","0","0","0","0","0","0","0","0","0","0","0","15.2","0.46"
"Brett Rypien","DEN","1","31","31","19","1","76.9","242","0","10.9","2","1","0","3","0","1","1","0","3.2","3.2","5","-5","0","0","0","1","0","20","0","0","0","0","0","14.2","0.46"
"Lamar Jackson","BLT","1","24","21","14","1","71.4","193","0","14.8","2","0","0","1","1","1","1","0","4.8","4.8","7","53","1","1","0","0","0","0","0","0","0","0","0","26","1.08"
"Dwayne Haskins","WAS","1","49","45","32","2","81","314","1","4.9","0","0","0","0","3","0","0","0","0","0","3","3","1","0","0","2","1","66.7","2","1","66.7","0","0","18.9","0.39"
"Gardner Minshew","JAX","1","45","40","27","0","77.1","351","1","8.6","2","0","0","1","3","2","1","0","5","2.5","2","9","0","0","0","0","0","0","0","0","0","0","1","21.9","0.49"
"Jalen Hurts","PHI","1","1","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","3","18","0","0","1","0","0","0","0","0","0","0","0","1.8","1.8"
"Daniel Jones","NYG","1","45","36","23","3","76.5","190","0","5.6","0","0","0","1","5","1","0","0","2.8","0","6","45","0","0","1","0","0","0","0","0","0","0","0","11.1","0.25"
"Kyler Murray","ARZ","1","35","31","24","2","83.9","133","0","6.7","3","0","0","0","1","2","2","0","6.5","6.5","6","78","0","0","1","1","0","16.7","0","0","0","0","0","25.1","0.72"
"Sam Darnold","NYJ","1","53","42","23","1","60","230","0","10.7","0","0","0","0","6","4","0","0","9.5","0","6","84","1","1","0","0","0","0","0","0","0","0","1","23.6","0.45"
"Justin Herbert","LAC","1","29","25","20","0","83.3","290","0","7.5","3","2","2","1","2","0","0","0","0","0","5","14","0","0","0","0","0","0","0","0","0","0","0","24","0.83"
"Joe Burrow","CIN","1","39","36","25","2","79.4","300","1","10.9","1","0","0","1","1","3","0","1","8.3","0","4","11","0","0","0","0","0","0","0","0","0","0","0","16.1","0.41"
"Tim Boyle","GB","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","0","0","0","0","0","0","0","-0.1",""
"Jarrett Stidham","NE","1","14","13","5","2","70","60","0","10.7","1","0","0","2","0","3","1","1","23.1","7.7","2","3","0","0","0","0","0","0","0","0","0","0","0","4.7","0.34"
"Nick Mullens","SF","1","31","26","18","2","76.9","200","0","5.5","1","0","0","2","4","1","1","0","3.8","3.8","0","0","0","0","1","0","0","0","0","0","0","0","0","10","0.32"
"Taysom Hill","NO","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","3","6","0","0","1","2","0","66.7","1","0","33.3","0","0","0.6",""
"C.J. Beathard","SF","1","20","19","14","0","87.5","138","0","8.8","0","0","0","0","1","2","0","0","10.5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5.5","0.28"
"Deshaun Watson","HST","1","40","33","20","2","71","300","1","9.8","2","0","0","0","3","3","1","0","9.1","3","5","9","0","0","2","1","0","20","1","0","20","0","0","20.9","0.52"
"Patrick Mahomes","KC","1","35","29","19","0","67.9","236","0","8.1","2","0","0","0","1","1","0","0","3.4","0","8","28","0","0","0","1","0","12.5","0","0","0","0","0","20.2","0.58"
"Jeff Driskel","DEN","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","1","9","0","0","0","1","0","100","0","0","0","0","0","0.9",""
"Dak Prescott","DAL","1","62","58","41","2","76.8","502","1","9.1","4","1","0","1","3","3","1","0","5.2","1.7","2","12","0","0","1","1","0","50","0","0","0","2","2","36.3","0.59"
"Carson Wentz","PHI","1","34","28","18","1","76","193","0","6.1","1","1","0","1","3","0","0","0","0","0","7","37","1","0","1","1","1","14.3","0","0","0","1","1","20.4","0.6"
"Jared Goff","LA","1","34","32","25","1","83.9","200","0","5.6","1","1","1","0","2","0","0","0","0","0","3","-3","0","0","0","0","0","0","0","0","0","0","0","11.7","0.34"
"Derek Carr","LV","1","50","44","32","3","83.3","311","1","6.9","2","0","0","0","2","4","2","0","9.1","4.5","4","20","0","0","1","2","0","50","0","0","0","0","0","22.4","0.45"
"Teddy Bridgewater","CAR","1","40","37","26","2","80","276","0","6.5","2","0","0","1","0","3","2","0","8.1","5.4","6","32","1","0","0","2","1","33.3","0","0","0","0","0","27.2","0.68"
"Kirk Cousins","MIN","1","26","22","16","0","76.2","260","0","13.9","1","0","0","0","3","1","1","0","4.5","4.5","4","5","0","0","0","0","0","0","0","0","0","0","0","14.9","0.57"
"Nick Foles","CHI","1","44","42","26","1","69.2","249","0","9.8","1","0","0","1","1","2","1","0","4.8","2.4","2","-1","0","0","0","1","0","50","0","0","0","0","0","12.9","0.29"
"Russell Wilson","SEA","1","37","34","24","2","78.8","360","1","9.9","2","0","0","1","2","6","2","1","17.6","5.9","4","5","0","0","0","0","0","0","0","0","0","0","0","21.9","0.59"
"Robert Griffin III","BLT","1","1","1","0","0","0","0","0","34","0","0","0","1","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","-0.7","-0.7"
"Brian Hoyer","NE","1","27","24","15","1","69.6","130","0","8","0","0","0","1","2","0","0","0","0","0","1","8","0","0","1","0","0","0","0","0","0","0","0","5","0.19"
"Matthew Stafford","DET","1","36","31","17","2","65.5","206","0","11.8","3","0","0","1","3","8","3","1","25.8","9.7","3","21","0","0","0","1","0","33.3","0","0","0","1","1","21.3","0.59"
"Joe Flacco","NYJ","1","2","2","2","0","100","16","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6","0.3"
"Matt Ryan","ATL","1","45","39","28","3","81.6","285","0","10.1","0","0","0","0","4","2","0","0","5.1","0","2","10","0","0","0","1","0","50","0","0","0","0","0","12.4","0.28"
"Ryan Fitzpatrick","MIA","1","52","45","29","1","69.8","315","1","7.9","0","0","0","2","1","3","0","0","6.7","0","6","47","1","0","0","1","1","16.7","0","0","0","1","1","21.3","0.41"
