"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Josh Allen","BUF","1","53","46","33","2","81.4","312","1","6.3","2","0","0","0","2","6","1","0","13","2.2","15","57","1","0","2","2","1","13.3","1","1","6.7","0","0","32.2","0.61"
"Baker Mayfield","CLV","1","42","39","21","1","66.7","189","0","9.5","1","0","0","1","2","1","1","0","2.6","2.6","2","3","0","0","0","0","0","0","0","0","0","0","0","10.9","0.26"
"Chris Streveler","ARZ","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0.3",""
"Lamar Jackson","BLT","1","29","25","20","1","87.5","275","0","10.7","3","0","0","0","2","4","2","0","16","8","7","45","0","0","1","3","0","42.9","0","0","0","0","0","27.5","0.95"
"Dwayne Haskins","WAS","1","36","31","17","0","56.7","178","0","8.2","1","0","0","0","3","1","1","0","3.2","3.2","7","17","0","0","1","4","0","57.1","2","0","28.6","0","0","12.8","0.36"
"Gardner Minshew","JAX","1","28","20","19","0","95","173","0","4.6","3","0","0","0","4","1","1","0","5","5","5","19","0","0","0","0","0","0","0","0","0","0","0","20.8","0.74"
"Drew Lock","DEN","1","34","33","22","2","75","216","0","9.6","1","0","0","0","0","3","1","0","9.1","3","3","5","0","0","2","1","0","33.3","0","0","0","0","0","13.1","0.39"
"Daniel Jones","NYG","1","48","41","26","3","78.4","279","0","6.6","2","1","0","2","3","4","2","1","9.8","4.9","4","22","0","0","0","0","0","0","0","0","0","0","1","19.4","0.4"
"Kyler Murray","ARZ","1","51","40","26","0","74.3","230","0","5.6","1","0","0","1","2","0","0","0","0","0","13","91","1","0","0","0","0","0","0","0","0","0","0","27.3","0.54"
"Sam Darnold","NYJ","1","39","35","21","2","71.9","215","0","7.1","1","1","1","1","3","1","0","0","2.9","0","1","6","0","0","0","0","0","0","0","0","0","0","0","12.2","0.31"
"Joe Burrow","CIN","1","44","36","23","0","67.6","193","0","8.9","0","0","0","1","3","4","0","0","11.1","0","8","46","1","0","1","0","0","0","0","0","0","0","0","17.3","0.39"
"Tim Boyle","GB","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","2","-2","0","0","0","0","0","0","0","0","0","0","0","-0.2",""
"Taysom Hill","NO","1","2","1","1","0","100","38","0","21","0","0","0","0","0","0","0","0","0","0","3","13","0","0","0","1","0","33.3","0","0","0","0","0","2.8","1.4"
"Deshaun Watson","HST","1","40","32","20","3","74.2","253","0","10.2","1","0","0","1","4","2","1","0","6.3","3.1","6","27","1","0","0","1","1","16.7","1","1","16.7","0","1","21.8","0.55"
