Player,Team,"Year
Signed",Years,,Value,APY,Guaranteed,,"APY as % Of
Cap At Signing",,"Inflated
Value","Inflated
APY","Inflated
Guaranteed"
Akeem Hunt,Titans,2019,1,,"$720,000","$720,000",$0,,0.4%,,"$977,088","$977,088",$0
Tyler Ervin,Packers,2019,1,,"$720,000","$720,000",$0,,0.4%,,"$977,088","$977,088",$0
Ryquell Armstead,JAX/NYG,2019,4,,"$2,872,736","$718,184","$347,076",,0.4%,,"$3,898,495","$974,624","$471,005"
Jordan Wilkins,Colts,2018,4,,"$2,701,240","$675,310","$241,240",,0.4%,,"$3,893,322","$973,331","$347,701"
De'Angelo Henderson,Broncos,2017,4,,"$2,545,164","$636,291","$145,164",,0.4%,,"$3,892,424","$973,106","$222,005"
Trey Williams,Cowboys,2018,2,,"$1,350,000","$675,000",$0,,0.4%,,"$1,945,767","$972,884",$0
Jonathan Williams,Colts,2018,2,,"$1,350,000","$675,000",$0,,0.4%,,"$1,945,767","$972,884",$0
Jeremy Langford,Falcons,2018,2,,"$1,350,000","$675,000",$0,,0.4%,,"$1,945,767","$972,884",$0
Dwayne Washington,Saints,2018,2,,"$1,350,000","$675,000",$0,,0.4%,,"$1,945,767","$972,884",$0
Trey Williams,Cowboys,2018,2,,"$1,350,000","$675,000",$0,,0.4%,,"$1,945,767","$972,884",$0
George Atkinson III,Chiefs,2018,2,,"$1,350,000","$675,000",$0,,0.4%,,"$1,945,767","$972,884",$0
Jacques Patrick,Jets,2024,2,,"$1,945,000","$972,500",$0,,0.4%,,"$1,945,000","$972,500",$0
Snoop Conner,Cowboys,2024,2,,"$1,945,000","$972,500",$0,,0.4%,,"$1,945,000","$972,500",$0
Christopher Brooks,Packers,2024,2,,"$1,945,000","$972,500",$0,,0.4%,,"$1,945,000","$972,500",$0
Zander Horvath,Saints,2024,2,,"$1,945,000","$972,500",$0,,0.4%,,"$1,945,000","$972,500",$0
Marlon Mack,Colts,2017,4,,"$2,534,348","$633,587",$0,,0.4%,,"$3,875,883","$968,971",$0
Gus Edwards,Ravens,2020,1,,"$750,000","$750,000",$0,,0.4%,,"$966,448","$966,448",$0
D'Onta Foreman,Titans,2020,1,,"$750,000","$750,000",$0,,0.4%,,"$966,448","$966,448",$0
Josh Adams,Jets,2020,1,,"$750,000","$750,000",$0,,0.4%,,"$966,448","$966,448",$0
Dontrell Hilliard,Browns,2020,1,,"$750,000","$750,000",$0,,0.4%,,"$966,448","$966,448",$0
Jeff Wilson,49ers,2020,1,,"$750,000","$750,000",$0,,0.4%,,"$966,448","$966,448",$0
Kalen Ballage,Chargers,2020,1,,"$750,000","$750,000",$0,,0.4%,,"$966,448","$966,448",$0
Dontrell Hilliard,Texans,2020,1,,"$750,000","$750,000",$0,,0.4%,,"$966,448","$966,448",$0
Ronnie Rivers,Rams,2022,2,,"$1,575,000","$787,500",$0,,0.4%,,"$1,932,061","$966,030",$0
Caleb Huntley,Falcons,2022,2,,"$1,575,000","$787,500",$0,,0.4%,,"$1,932,061","$966,030",$0
Julius Chestnut,Titans,2022,2,,"$1,575,000","$787,500",$0,,0.4%,,"$1,932,061","$966,030",$0
Malik Davis,Cowboys,2022,2,,"$1,575,000","$787,500",$0,,0.4%,,"$1,932,061","$966,030",$0
Zonovan Knight,Jets,2022,2,,"$1,575,000","$787,500",$0,,0.4%,,"$1,932,061","$966,030",$0
Tyler Badie,Broncos,2022,2,,"$1,575,000","$787,500",$0,,0.4%,,"$1,932,061","$966,030",$0
Raheem Blackshear,Panthers,2022,2,,"$1,575,000","$787,500",$0,,0.4%,,"$1,932,061","$966,030",$0
Justin Forsett,SEA/IND,2008,4,,"$1,751,000","$437,750","$46,000",,0.4%,,"$3,855,219","$963,805","$101,279"
Qadree Ollison,Falcons,2019,4,,"$2,831,564","$707,891","$311,564",,0.4%,,"$3,842,622","$960,655","$422,813"
Jordan Scarlett,Panthers,2019,4,,"$2,830,600","$707,650","$310,600",,0.4%,,"$3,841,314","$960,328","$421,505"
Marcus Murphy,Panthers,2020,1,,"$741,500","$741,500","$6,500",,0.4%,,"$955,495","$955,495","$8,376"
Andre Brown,Giants,2011,1,,"$450,000","$450,000",$0,,0.4%,,"$954,766","$954,766",$0
John Kelly,Rams,2018,4,,"$2,648,292","$662,073","$188,292",,0.4%,,"$3,817,008","$954,252","$271,387"
Jonathan Williams,Saints,2017,2,,"$1,245,000","$622,500","$50,000",,0.4%,,"$1,904,030","$952,015","$76,467"
Michael Wiley,Commanders,2024,3,,"$2,855,000","$951,667","$275,000",,0.4%,,"$2,855,000","$951,667","$275,000"
Blake Watson,Broncos,2024,3,,"$2,855,000","$951,667","$275,000",,0.4%,,"$2,855,000","$951,667","$275,000"
Kendall Milton,Eagles,2024,3,,"$2,855,000","$951,667","$250,000",,0.4%,,"$2,855,000","$951,667","$250,000"
Edwin Baker,Saints,2014,1,,"$495,000","$495,000",$0,,0.4%,,"$950,549","$950,549",$0
Michael Smith,Jets,2014,1,,"$495,000","$495,000",$0,,0.4%,,"$950,549","$950,549",$0
Jawan Jamison,Steelers,2014,1,,"$495,000","$495,000",$0,,0.4%,,"$950,549","$950,549",$0
Louis Rees-Zammit,Chiefs,2024,3,,"$2,850,000","$950,000","$250,000",,0.4%,,"$2,850,000","$950,000","$250,000"
Daijun Edwards,Steelers,2024,3,,"$2,848,000","$949,333","$18,000",,0.4%,,"$2,848,000","$949,333","$18,000"
Priest Holmes,Ravens,1998,1,,"$194,640","$194,640",$0,,0.4%,,"$948,902","$948,902",$0
Xazavian Valladay,Jets,2023,3,,"$2,505,000","$835,000",$0,,0.4%,,"$2,845,983","$948,661",$0
British Brooks,Texans,2024,3,,"$2,845,000","$948,333","$240,000",,0.4%,,"$2,845,000","$948,333","$240,000"
Dillon Johnson,Titans,2024,3,,"$2,845,000","$948,333","$40,000",,0.4%,,"$2,845,000","$948,333","$40,000"
George Holani,Seahawks,2024,3,,"$2,845,000","$948,333","$115,000",,0.4%,,"$2,845,000","$948,333","$115,000"
Frank Gore Jr.,Bills,2024,3,,"$2,845,000","$948,333","$90,000",,0.4%,,"$2,845,000","$948,333","$90,000"
Cody Schrader,SF/LAR,2024,3,,"$2,842,000","$947,333","$232,000",,0.4%,,"$2,842,000","$947,333","$232,000"
Emani Bailey,Chiefs,2024,3,,"$2,840,000","$946,667","$185,000",,0.4%,,"$2,840,000","$946,667","$185,000"
D.J. Williams,Buccaneers,2024,3,,"$2,840,000","$946,667","$10,000",,0.4%,,"$2,840,000","$946,667","$10,000"
Aidan Robbins,Browns,2024,3,,"$2,840,000","$946,667","$40,000",,0.4%,,"$2,840,000","$946,667","$40,000"
Jarveon Howard,Packers,2024,3,,"$2,840,000","$946,667","$10,000",,0.4%,,"$2,840,000","$946,667","$10,000"
Colson Yankoff,Commanders,2024,3,,"$2,840,000","$946,667","$50,000",,0.4%,,"$2,840,000","$946,667","$50,000"
Devante Mays,Packers,2017,4,,"$2,475,044","$618,761","$75,044",,0.4%,,"$3,785,187","$946,297","$114,768"
Elijah Collins,Bengals,2024,3,,"$2,838,000","$946,000","$8,000",,0.4%,,"$2,838,000","$946,000","$8,000"
Noah Cain,Bengals,2024,3,,"$2,837,500","$945,833","$7,500",,0.4%,,"$2,837,500","$945,833","$7,500"
Ian Wheeler,Bears,2024,3,,"$2,837,500","$945,833","$7,500",,0.4%,,"$2,837,500","$945,833","$7,500"
Jashaun Corbin,Giants,2023,2,,"$1,665,000","$832,500",$0,,0.4%,,"$1,891,641","$945,821",$0
Tyler Goodson,Colts,2023,2,,"$1,665,000","$832,500",$0,,0.4%,,"$1,891,641","$945,821",$0
Gerrid Doaks,Texans,2023,2,,"$1,665,000","$832,500",$0,,0.4%,,"$1,891,641","$945,821",$0
Austin Jones,Commanders,2024,3,,"$2,837,000","$945,667","$7,000",,0.4%,,"$2,837,000","$945,667","$7,000"
Jacob Kibodi,Saints,2024,3,,"$2,836,000","$945,333","$16,000",,0.4%,,"$2,836,000","$945,333","$16,000"
TaMerik Williams,Seahawks,2024,3,,"$2,835,500","$945,167","$5,500",,0.4%,,"$2,835,500","$945,167","$5,500"
Kobe Lewis,Seahawks,2024,3,,"$2,835,000","$945,000","$5,000",,0.4%,,"$2,835,000","$945,000","$5,000"
Deshaun Fenwick,Patriots,2024,3,,"$2,835,000","$945,000","$30,000",,0.4%,,"$2,835,000","$945,000","$30,000"
Chris Collier,Ravens,2024,3,,"$2,835,000","$945,000","$5,000",,0.4%,,"$2,835,000","$945,000","$5,000"
Jabari Small,Titans,2024,3,,"$2,835,000","$945,000","$15,000",,0.4%,,"$2,835,000","$945,000","$15,000"
Jaden Shirden,Panthers,2024,3,,"$2,835,000","$945,000","$20,000",,0.4%,,"$2,835,000","$945,000","$20,000"
Thomas Rawls,Seahawks,2015,3,,"$1,590,000","$530,000","$15,000",,0.4%,,"$2,834,213","$944,738","$26,738"
Khalfani Muhammad,Titans,2017,4,,"$2,470,500","$617,625","$70,500",,0.4%,,"$3,778,238","$944,559","$107,819"
Nathaniel Peat,Cowboys,2024,3,,"$2,833,000","$944,333","$3,000",,0.4%,,"$2,833,000","$944,333","$3,000"
Lorenzo Lingard,Jaguars,2024,3,,"$2,833,000","$944,333","$3,000",,0.4%,,"$2,833,000","$944,333","$3,000"
Elijah Hood,Raiders,2017,4,,"$2,469,764","$617,441",$0,,0.4%,,"$3,777,112","$944,278",$0
Jalen Jackson,Jaguars,2024,3,,"$2,832,500","$944,167","$2,500",,0.4%,,"$2,832,500","$944,167","$2,500"
Ramon Jefferson,Buccaneers,2024,3,,"$2,831,000","$943,667","$1,000",,0.4%,,"$2,831,000","$943,667","$1,000"
Carson Steele,Chiefs,2024,3,,"$2,830,000","$943,333","$15,000",,0.4%,,"$2,830,000","$943,333","$15,000"
Kairee Robinson,Seahawks,2024,3,,"$2,830,000","$943,333",$0,,0.4%,,"$2,830,000","$943,333",$0
Dante Miller,Giants,2024,3,,"$2,830,000","$943,333",$0,,0.4%,,"$2,830,000","$943,333",$0
Terrell Jennings,Patriots,2024,3,,"$2,830,000","$943,333",$0,,0.4%,,"$2,830,000","$943,333",$0
Markese Stepp,Jets,2024,3,,"$2,830,000","$943,333",$0,,0.4%,,"$2,830,000","$943,333",$0
Chris Carson,Seahawks,2017,4,,"$2,465,140","$616,285","$65,140",,0.4%,,"$3,770,040","$942,510","$99,621"
Matt Dayes,Browns,2017,4,,"$2,464,284","$616,071","$64,284",,0.4%,,"$3,768,731","$942,183","$98,312"
George Atkinson III,CLE/LV,2017,1,,"$615,000","$615,000",$0,,0.4%,,"$940,545","$940,545",$0
Kapri Bibbs,49ers,2017,1,,"$615,000","$615,000",$0,,0.4%,,"$940,545","$940,545",$0
Jeremy Langford,Ravens,2017,1,,"$615,000","$615,000",$0,,0.4%,,"$940,545","$940,545",$0
Terrence Magee,Seahawks,2017,1,,"$615,000","$615,000",$0,,0.4%,,"$940,545","$940,545",$0
Mike Davis,Seahawks,2017,1,,"$615,000","$615,000",$0,,0.4%,,"$940,545","$940,545",$0
Terrence Magee,Browns,2017,1,,"$615,000","$615,000",$0,,0.4%,,"$940,545","$940,545",$0
Tyler Varga,Colts,2015,3,,"$1,581,000","$527,000","$6,000",,0.4%,,"$2,818,170","$939,390","$10,695"
Boston Scott,Saints,2018,4,,"$2,605,980","$651,495","$145,980",,0.4%,,"$3,756,023","$939,006","$210,402"
Corey Grant,Jaguars,2015,3,,"$1,580,000","$526,667","$5,000",,0.4%,,"$2,816,387","$938,796","$8,913"
Zach Zenner,Lions,2015,3,,"$1,580,000","$526,667","$5,000",,0.4%,,"$2,816,387","$938,796","$8,913"
John Crockett,Packers,2015,3,,"$1,580,000","$526,667","$5,000",,0.4%,,"$2,816,387","$938,796","$8,913"
Raheem Mostert,Eagles,2015,3,,"$1,580,000","$526,667","$12,500",,0.4%,,"$2,816,387","$938,796","$22,282"
Justin Forsett,Seahawks,2008,4,,"$1,705,000","$426,250",$0,,0.4%,,"$3,753,940","$938,485",$0
Mark Weisman,Bengals,2015,3,,"$1,578,500","$526,167","$3,500",,0.4%,,"$2,813,714","$937,905","$6,239"
Storm Johnson,Buccaneers,2016,2,,"$1,140,000","$570,000",$0,,0.4%,,"$1,875,159","$937,580",$0
Terron Ward,Falcons,2016,2,,"$1,140,000","$570,000",$0,,0.4%,,"$1,875,159","$937,580",$0
Akeem Hunt,Texans,2016,2,,"$1,140,000","$570,000",$0,,0.4%,,"$1,875,159","$937,580",$0
Raheem Mostert,49ers,2016,2,,"$1,140,000","$570,000",$0,,0.4%,,"$1,875,159","$937,580",$0
Kendall Gaskins,49ers,2016,2,,"$1,140,000","$570,000",$0,,0.4%,,"$1,875,159","$937,580",$0
Trenton Cannon,CAR/NYJ,2018,4,,"$2,599,228","$649,807","$139,228",,0.4%,,"$3,746,291","$936,573","$200,671"
Paul Perkins,Lions,2019,2,,"$1,380,000","$690,000",$0,,0.4%,,"$1,872,752","$936,376",$0
Samaje Perine,Dolphins,2019,2,,"$1,380,000","$690,000",$0,,0.4%,,"$1,872,752","$936,376",$0
Josh Ferguson,WAS/HOU,2019,2,,"$1,380,000","$690,000",$0,,0.4%,,"$1,872,752","$936,376",$0
Samaje Perine,Bengals,2019,2,,"$1,380,000","$690,000",$0,,0.4%,,"$1,872,752","$936,376",$0
Paul Perkins,Lions,2019,2,,"$1,380,000","$690,000",$0,,0.4%,,"$1,872,752","$936,376",$0
Ryan Grant,Giants,2005,3,,"$940,000","$313,333","$15,000",,0.4%,,"$2,807,906","$935,968","$44,807"
Tony Creecy,Patriots,2015,3,,"$1,575,000","$525,000",$0,,0.4%,,"$2,807,475","$935,825",$0
Ricky Seale,Bills,2015,3,,"$1,575,000","$525,000",$0,,0.4%,,"$2,807,475","$935,825",$0
Luke Lundy,Browns,2015,3,,"$1,575,000","$525,000",$0,,0.4%,,"$2,807,475","$935,825",$0
Jarryd Hayne,49ers,2015,3,,"$1,575,000","$525,000",$0,,0.4%,,"$2,807,475","$935,825",$0
Jawon Chisholm,Steelers,2015,3,,"$1,575,000","$525,000",$0,,0.4%,,"$2,807,475","$935,825",$0
Braylon Heard,Steelers,2015,3,,"$1,575,000","$525,000",$0,,0.4%,,"$2,807,475","$935,825",$0
James Starks,Packers,2010,4,,"$1,890,300","$472,575","$100,300",,0.4%,,"$3,742,501","$935,625","$198,578"
Drake Dunsmore,Buccaneers,2013,2,,"$900,000","$450,000",$0,,0.4%,,"$1,868,780","$934,390",$0
Darius Jackson,Cowboys,2018,3,,"$1,935,000","$645,000",$0,,0.4%,,"$2,788,933","$929,644",$0
Jeremy McNichols,Titans,2018,3,,"$1,935,000","$645,000",$0,,0.4%,,"$2,788,933","$929,644",$0
Jeremy McNichols,Jaguars,2019,3,,"$2,055,000","$685,000",$0,,0.4%,,"$2,788,773","$929,591",$0
Rashad Jennings,Jaguars,2009,4,,"$1,788,450","$447,113","$38,450",,0.4%,,"$3,713,578","$928,396","$79,838"
Mike Weber,Packers,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Jacques Patrick,49ers,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Mekhi Sargent,Jaguars,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Khalfani Muhammad,Cardinals,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Javon Leake,Lions,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Tyler Gaffney,Patriots,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Derrick Gore,Chiefs,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Adrian Killins,Broncos,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Trey Ragas,Raiders,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Jordan Chunn,Giants,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Mekhi Sargent,Rams,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Pete Guerriero,Steelers,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Mikey Daniel,Panthers,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Tavien Feaster,Cardinals,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Sandro Platzgummer,Giants,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Tavien Feaster,Cardinals,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Michael Warren,Lions,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Cameron Scarlett,Seahawks,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Jacques Patrick,Bengals,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Mike Weber,Giants,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Benny LeMay,Colts,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Ty Williams,Ravens,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
BJ Emmons,Raiders,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Michael Warren,Commanders,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Johnny Stanton,Browns,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Darius Anderson,Colts,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Javon Leake,Commanders,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Stevie Scott III,Broncos,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Derrick Gore,Chiefs,2021,1,,"$660,000","$660,000",$0,,0.4%,,"$923,638","$923,638",$0
Shane Bannon,Chiefs,2012,2,,"$870,000","$435,000",$0,,0.4%,,"$1,842,438","$921,219",$0
Dan Herron,Bengals,2012,2,,"$870,000","$435,000",$0,,0.4%,,"$1,842,438","$921,219",$0
David Williams,Broncos,2018,4,,"$2,553,980","$638,495","$93,980",,0.4%,,"$3,681,075","$920,269","$135,454"
Bo Scarbrough,Cowboys,2018,4,,"$2,545,552","$636,388","$85,552",,0.4%,,"$3,668,928","$917,232","$123,307"
Trayveon Williams,Bengals,2019,4,,"$2,701,984","$675,496","$181,984",,0.4%,,"$3,666,773","$916,693","$246,964"
Deneric Prince,Chiefs,2024,1,,"$915,000","$915,000",$0,,0.4%,,"$915,000","$915,000",$0
Jermar Jefferson,Lions,2024,1,,"$915,000","$915,000",$0,,0.4%,,"$915,000","$915,000",$0
Emanuel Wilson,Packers,2024,1,,"$915,000","$915,000",$0,,0.4%,,"$915,000","$915,000",$0
Zander Horvath,Dolphins,2024,1,,"$915,000","$915,000",$0,,0.4%,,"$915,000","$915,000",$0
Elijah Dotson,Chargers,2024,1,,"$915,000","$915,000",$0,,0.4%,,"$915,000","$915,000",$0
Nate McCrary,Packers,2024,1,,"$915,000","$915,000",$0,,0.4%,,"$915,000","$915,000",$0
Silas Redd,Commanders,2015,3,,"$1,538,000","$512,667","$8,000",,0.4%,,"$2,741,521","$913,841","$14,260"
Ty Johnson,DET/NYJ,2019,4,,"$2,692,556","$673,139","$172,556",,0.4%,,"$3,653,979","$913,495","$234,170"
Justin Jackson,Chargers,2018,4,,"$2,529,072","$632,268","$69,072",,0.4%,,"$3,645,175","$911,294","$99,554"
Dexter Williams,Packers,2019,4,,"$2,686,056","$671,514","$166,056",,0.4%,,"$3,645,158","$911,289","$225,349"
Edwin Baker,Chargers,2012,3,,"$1,290,000","$430,000",$0,,0.4%,,"$2,731,891","$910,630",$0
Mike Gillislee,Bills,2015,1,,"$510,000","$510,000",$0,,0.4%,,"$909,087","$909,087",$0
Terrance West,Ravens,2015,1,,"$510,000","$510,000",$0,,0.4%,,"$909,087","$909,087",$0
Cierre Wood,Bills,2015,1,,"$510,000","$510,000",$0,,0.4%,,"$909,087","$909,087",$0
Dalyn Dawkins,Titans,2020,2,,"$1,410,000","$705,000",$0,,0.4%,,"$1,816,922","$908,461",$0
Darwin Thompson,Chiefs,2019,4,,"$2,677,340","$669,335","$127,840",,0.4%,,"$3,633,330","$908,332","$173,487"
George Atkinson III,Jets,2018,1,,"$630,000","$630,000",$0,,0.4%,,"$908,025","$908,025",$0
Alex Collins,Ravens,2018,1,,"$630,000","$630,000",$0,,0.4%,,"$908,025","$908,025",$0
Jonathan Williams,Saints,2018,1,,"$630,000","$630,000",$0,,0.4%,,"$908,025","$908,025",$0
Jeremy Langford,Jets,2018,1,,"$630,000","$630,000",$0,,0.4%,,"$908,025","$908,025",$0
Bronson Hill,Packers,2018,1,,"$630,000","$630,000",$0,,0.4%,,"$908,025","$908,025",$0
Peyton Barber,Buccaneers,2018,1,,"$630,000","$630,000",$0,,0.4%,,"$908,025","$908,025",$0
Jeremy Langford,Dolphins,2018,1,,"$630,000","$630,000",$0,,0.4%,,"$908,025","$908,025",$0
Mack Brown,Vikings,2018,1,,"$630,000","$630,000",$0,,0.4%,,"$908,025","$908,025",$0
Malcolm Brown,Rams,2018,1,,"$630,000","$630,000",$0,,0.4%,,"$908,025","$908,025",$0
Travis Homer,Seahawks,2019,4,,"$2,663,360","$665,840","$143,360",,0.4%,,"$3,614,358","$903,589","$194,549"
Rodney Anderson,Bengals,2019,4,,"$2,647,840","$661,960","$127,840",,0.4%,,"$3,593,296","$898,324","$173,487"
John Kelly,Rams,2019,3,,"$1,980,000","$660,000",$0,,0.4%,,"$2,686,993","$895,664",$0
Jonathan Ward,Cardinals,2020,2,,"$1,390,000","$695,000",$0,,0.4%,,"$1,791,150","$895,575",$0
Salvon Ahmed,Dolphins,2020,2,,"$1,390,000","$695,000",$0,,0.4%,,"$1,791,150","$895,575",$0
JaMycal Hasty,49ers,2020,2,,"$1,390,000","$695,000",$0,,0.4%,,"$1,791,150","$895,575",$0
Artavis Pierce,Bears,2020,2,,"$1,390,000","$695,000",$0,,0.4%,,"$1,791,150","$895,575",$0
Jeremy Cox,Broncos,2020,2,,"$1,390,000","$695,000",$0,,0.4%,,"$1,791,150","$895,575",$0
Rodney Smith,Panthers,2020,2,,"$1,390,000","$695,000",$0,,0.4%,,"$1,791,150","$895,575",$0
Marcus Marshall,Titans,2020,1,,"$1,390,000","$695,000",$0,,0.4%,,"$1,791,150","$895,575",$0
Gerrid Doaks,Dolphins,2022,1,,"$730,000","$730,000","$25,000",,0.4%,,"$895,495","$895,495","$30,668"
Trey Williams,Cowboys,2017,2,,"$1,170,000","$585,000",$0,,0.4%,,"$1,789,329","$894,665",$0
Senorise Perry,Dolphins,2017,2,,"$1,170,000","$585,000",$0,,0.4%,,"$1,789,329","$894,665",$0
Bronson Hill,Cardinals,2017,2,,"$1,170,000","$585,000",$0,,0.4%,,"$1,789,329","$894,665",$0
David Fluellen,Titans,2017,2,,"$1,170,000","$585,000",$0,,0.4%,,"$1,789,329","$894,665",$0
Brandon Wegher,Rams,2017,2,,"$1,170,000","$585,000",$0,,0.4%,,"$1,789,329","$894,665",$0
Byron Marshall,Commanders,2017,2,,"$1,170,000","$585,000",$0,,0.4%,,"$1,789,329","$894,665",$0
Troymaine Pope,Colts,2017,2,,"$1,170,000","$585,000",$0,,0.4%,,"$1,789,329","$894,665",$0
Daniel Lasco,Saints,2017,2,,"$1,170,000","$585,000",$0,,0.4%,,"$1,789,329","$894,665",$0
Bronson Hill,Cardinals,2017,2,,"$1,170,000","$585,000",$0,,0.4%,,"$1,789,329","$894,665",$0
D.J. Foster,Cardinals,2017,2,,"$1,170,000","$585,000",$0,,0.4%,,"$1,789,329","$894,665",$0
Josh Ferguson,Colts,2017,1,,"$1,170,000","$585,000",$0,,0.4%,,"$1,789,329","$894,665",$0
Storm Johnson,Dolphins,2017,2,,"$1,170,000","$585,000",$0,,0.4%,,"$1,789,329","$894,665",$0
Josh Ferguson,Colts,2016,3,,"$1,630,000","$543,333","$35,000",,0.3%,,"$2,681,149","$893,716","$57,571"
Kerwynn Williams,ARI/LAC,2014,2,,"$930,000","$465,000",$0,,0.3%,,"$1,785,880","$892,940",$0
Marion Grice,Cardinals,2014,2,,"$930,000","$465,000",$0,,0.3%,,"$1,785,880","$892,940",$0
Josh Harris,Steelers,2014,2,,"$930,000","$465,000",$0,,0.3%,,"$1,785,880","$892,940",$0
Mike Weber,Cowboys,2019,4,,"$2,628,804","$657,201","$108,804",,0.3%,,"$3,567,463","$891,866","$147,654"
Kenneth Farrow,Chargers,2016,3,,"$1,625,000","$541,667","$5,000",,0.3%,,"$2,672,925","$890,975","$8,224"
Rob Kelley,Commanders,2016,3,,"$1,623,000","$541,000","$3,000",,0.3%,,"$2,669,635","$889,878","$4,935"
Jhurell Pressley,Packers,2016,3,,"$1,623,000","$541,000","$3,000",,0.3%,,"$2,669,635","$889,878","$4,935"
Kerrith Whyte,Bears,2019,4,,"$2,621,468","$655,367","$101,468",,0.3%,,"$3,557,508","$889,377","$137,699"
Khalfani Muhammad,Titans,2017,4,,"$2,325,000","$581,250",$0,,0.3%,,"$3,555,719","$888,930",$0
Kelsey Young,Commanders,2016,3,,"$1,620,000","$540,000",$0,,0.3%,,"$2,664,700","$888,233",$0
Sam Bergen,Titans,2016,3,,"$1,620,000","$540,000",$0,,0.3%,,"$2,664,700","$888,233",$0
Sione Houma,Saints,2016,3,,"$1,620,000","$540,000",$0,,0.3%,,"$2,664,700","$888,233",$0
Jared Baker,Cardinals,2016,3,,"$1,620,000","$540,000",$0,,0.3%,,"$2,664,700","$888,233",$0
Jalen Richard,Raiders,2016,3,,"$1,620,000","$540,000",$0,,0.3%,,"$2,664,700","$888,233",$0
Christian Powell,Steelers,2016,1,,"$450,000","$540,000",$0,,0.3%,,"$740,194","$888,233",$0
Byron Marshall,Eagles,2016,3,,"$1,620,000","$540,000",$0,,0.3%,,"$2,664,700","$888,233",$0
Romar Morris,Jets,2016,3,,"$1,620,000","$540,000",$0,,0.3%,,"$2,664,700","$888,233",$0
Aaron Green,Rams,2016,3,,"$1,620,000","$540,000",$0,,0.3%,,"$2,664,700","$888,233",$0
Brandon Johnson,Steelers,2016,3,,"$1,620,000","$540,000",$0,,0.3%,,"$2,664,700","$888,233",$0
D.J. Foster,Patriots,2016,3,,"$1,620,000","$540,000",$0,,0.3%,,"$2,664,700","$888,233",$0
Chase Price,Colts,2016,3,,"$1,620,000","$540,000",$0,,0.3%,,"$2,664,700","$888,233",$0
Dy'Shawn Mobley,Bengals,2016,3,,"$1,620,000","$540,000",$0,,0.3%,,"$2,664,700","$888,233",$0
Marshaun Coprich,Giants,2016,3,,"$1,620,000","$540,000",$0,,0.3%,,"$2,664,700","$888,233",$0
Justin Jackson,Chargers,2018,4,,"$2,460,000","$615,000",$0,,0.3%,,"$3,545,621","$886,405",$0
Kenneth Dixon,Jets,2019,2,,"$1,305,000","$652,500",$0,,0.3%,,"$1,770,972","$885,486",$0
Myles Gaskin,Dolphins,2019,4,,"$2,607,108","$651,777","$87,108",,0.3%,,"$3,538,020","$884,505","$118,211"
Tra Carson,Lions,2020,1,,"$685,000","$685,000","$10,000",,0.3%,,"$882,689","$882,689","$12,886"
Jordan Mims,Saints,2024,2,,"$1,755,000","$877,500",$0,,0.3%,,"$1,755,000","$877,500",$0
Aaron Shampklin,Steelers,2024,2,,"$1,755,000","$877,500",$0,,0.3%,,"$1,755,000","$877,500",$0
