Player,Team,"Year
Signed",Years,,Value,APY,Guaranteed,,"APY as % Of
Cap At Signing",,"Inflated
Value","Inflated
APY","Inflated
Guaranteed"
Kalen Ballage,Steelers,2021,1,,"$920,000","$920,000",$0,,0.5%,,"$1,287,496","$1,287,496",$0
D'Onta Foreman,Falcons,2021,1,,"$920,000","$920,000",$0,,0.5%,,"$1,287,496","$1,287,496",$0
Ito Smith,Cardinals,2021,1,,"$920,000","$920,000",$0,,0.5%,,"$1,287,496","$1,287,496",$0
Trenton Cannon,49ers,2021,1,,"$920,000","$920,000",$0,,0.5%,,"$1,287,496","$1,287,496",$0
Buddy Howell,Rams,2021,1,,"$920,000","$920,000",$0,,0.5%,,"$1,287,496","$1,287,496",$0
D'Onta Foreman,Titans,2021,1,,"$920,000","$920,000",$0,,0.5%,,"$1,287,496","$1,287,496",$0
Dontrell Hilliard,Titans,2021,1,,"$920,000","$920,000",$0,,0.5%,,"$1,287,496","$1,287,496",$0
Kerryon Johnson,Eagles,2021,1,,"$920,000","$920,000",$0,,0.5%,,"$1,287,496","$1,287,496",$0
Josh Adams,Jets,2021,1,,"$920,000","$920,000",$0,,0.5%,,"$1,287,496","$1,287,496",$0
Trenton Cannon,Ravens,2021,1,,"$920,000","$920,000",$0,,0.5%,,"$1,287,496","$1,287,496",$0
Jamaal Charles,Chiefs,2008,3,,"$1,750,000","$583,333","$600,000",,0.5%,,"$3,853,017","$1,284,338","$1,321,034"
Andre Williams,LAC/NYG,2014,4,,"$2,673,600","$668,400","$453,600",,0.5%,,"$5,134,116","$1,283,529","$871,048"
Elijah Mitchell,49ers,2021,4,,"$3,663,572","$915,893","$183,572",,0.5%,,"$5,126,993","$1,281,748","$256,900"
Gary Brightwell,Giants,2021,4,,"$3,658,872","$914,718","$178,872",,0.5%,,"$5,120,416","$1,280,104","$250,323"
C.J. Prosise,Seahawks,2016,4,,"$3,112,464","$778,116","$692,464",,0.5%,,"$5,119,619","$1,279,905","$1,139,018"
Larry Rountree III,Chargers,2021,4,,"$3,655,764","$913,941","$175,764",,0.5%,,"$5,116,066","$1,279,017","$245,973"
Ka'Deem Carey,Bears,2014,4,,"$2,663,380","$665,845","$443,380",,0.5%,,"$5,114,491","$1,278,623","$851,423"
Chris Evans,Bengals,2021,4,,"$3,652,888","$913,222","$172,888",,0.5%,,"$5,112,042","$1,278,010","$241,948"
Marcus Lattimore,49ers,2013,4,,"$2,460,584","$615,146","$300,584",,0.5%,,"$5,109,213","$1,277,303","$624,139"
Senorise Perry,Titans,2020,1,,"$990,000","$990,000",$0,,0.5%,,"$1,275,711","$1,275,711",$0
D'Ernest Johnson,Jaguars,2024,1,,"$1,275,000","$1,275,000","$225,000",,0.5%,,"$1,275,000","$1,275,000","$225,000"
C.J. Spiller,Seahawks,2016,1,,"$775,000","$775,000","$15,000",,0.5%,,"$1,274,779","$1,274,779","$24,673"
Demetric Felton,Browns,2021,4,,"$3,641,144","$910,286","$161,144",,0.5%,,"$5,095,606","$1,273,902","$225,513"
Kevin Smith,Lions,2011,1,,"$600,000","$600,000",$0,,0.5%,,"$1,273,022","$1,273,022",$0
Trayveon Williams,Bengals,2021,2,,"$1,815,000","$907,500",$0,,0.5%,,"$2,540,005","$1,270,003",$0
Craig Reynolds,Jaguars,2021,2,,"$1,815,000","$907,500",$0,,0.5%,,"$2,540,005","$1,270,003",$0
John Kelly,Browns,2021,2,,"$1,815,000","$907,500",$0,,0.5%,,"$2,540,005","$1,270,003",$0
Ryquell Armstead,Jaguars,2021,2,,"$1,815,000","$907,500",$0,,0.5%,,"$2,540,005","$1,270,003",$0
Jaylen Samuels,Cardinals,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,269,640","$1,269,640",$0
Justin Jackson,Lions,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,269,640","$1,269,640",$0
Corey Clement,Ravens,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,269,640","$1,269,640",$0
Jordan Wilkins,Titans,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,269,640","$1,269,640",$0
Jeremy McNichols,Steelers,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,269,640","$1,269,640",$0
Royce Freeman,Texans,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,269,640","$1,269,640",$0
Justin Jackson,Lions,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,269,640","$1,269,640",$0
Jeremy McNichols,Falcons,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,269,640","$1,269,640",$0
Jordan Wilkins,Colts,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,269,640","$1,269,640",$0
Sony Michel,Chargers,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,269,640","$1,269,640",$0
Malcolm Brown,Rams,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,269,640","$1,269,640",$0
David Johnson,Saints,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,269,640","$1,269,640",$0
Kenyan Drake,Ravens,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,269,640","$1,269,640",$0
Malcolm Brown,Rams,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,269,640","$1,269,640",$0
Josh Adams,Saints,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,269,640","$1,269,640",$0
Corey Clement,Cardinals,2022,1,,"$1,035,000","$1,035,000",$0,,0.5%,,"$1,269,640","$1,269,640",$0
Brandon Bolden,Patriots,2018,1,,"$880,000","$880,000","$170,000",,0.5%,,"$1,268,352","$1,268,352","$245,023"
Travaris Cadet,Bills,2018,1,,"$880,000","$880,000","$45,000",,0.5%,,"$1,268,352","$1,268,352","$64,859"
Kenjon Barner,Panthers,2018,1,,"$880,000","$880,000","$65,000",,0.5%,,"$1,268,352","$1,268,352","$93,685"
Taiwan Jones,Bills,2018,1,,"$880,000","$880,000","$45,000",,0.5%,,"$1,268,352","$1,268,352","$64,859"
Alfred Blue,Texans,2018,1,,"$880,000","$880,000","$90,000",,0.5%,,"$1,268,352","$1,268,352","$129,718"
Michael Bush,Raiders,2007,4,,"$2,164,900","$541,225","$499,900",,0.5%,,"$5,072,619","$1,268,155","$1,171,325"
Khalil Herbert,Bears,2021,4,,"$3,610,704","$902,676","$130,704",,0.5%,,"$5,053,007","$1,263,252","$182,914"
Alfred Morris,Cardinals,2019,1,,"$930,000","$930,000",$0,,0.5%,,"$1,262,072","$1,262,072",$0
Jacquizz Rodgers,Saints,2019,1,,"$930,000","$930,000",$0,,0.5%,,"$1,262,072","$1,262,072",$0
Jeremy Langford,Bears,2015,4,,"$2,823,624","$705,906","$543,624",,0.5%,,"$5,033,177","$1,258,294","$969,023"
James White,Patriots,2014,4,,"$2,617,088","$654,272","$397,088",,0.5%,,"$5,025,596","$1,256,399","$762,528"
Kareem Hunt,Chiefs,2017,4,,"$3,285,722","$821,431","$775,952",,0.5%,,"$5,024,990","$1,256,248","$1,186,695"
Jake Funk,Rams,2021,4,,"$3,588,228","$897,057","$108,228",,0.5%,,"$5,021,553","$1,255,388","$151,460"
Rico Dowdle,Cowboys,2024,1,,"$1,255,000","$1,255,000","$200,000",,0.5%,,"$1,255,000","$1,255,000","$200,000"
Ito Smith,Cowboys,2022,2,,"$2,045,000","$1,022,500",$0,,0.5%,,"$2,508,612","$1,254,306",$0
Gerrid Doaks,Dolphins,2021,4,,"$3,576,100","$894,025","$96,100",,0.5%,,"$5,004,580","$1,251,145","$134,487"
Joique Bell,Lions,2016,1,,"$760,000","$760,000",$0,,0.5%,,"$1,250,106","$1,250,106",$0
Ronnie Hillman,MIN/LAC,2016,1,,"$760,000","$760,000",$0,,0.5%,,"$1,250,106","$1,250,106",$0
Bernard Pierce,Jets,2016,1,,"$760,000","$760,000",$0,,0.5%,,"$1,250,106","$1,250,106",$0
Daniel Thomas,Dolphins,2016,1,,"$760,000","$760,000",$0,,0.5%,,"$1,250,106","$1,250,106",$0
Jordan Todman,Colts,2016,1,,"$760,000","$760,000","$80,000",,0.5%,,"$1,250,106","$1,250,106","$131,590"
Jacquizz Rodgers,Buccaneers,2016,1,,"$760,000","$760,000",$0,,0.5%,,"$1,250,106","$1,250,106",$0
Robert Turbin,Colts,2016,1,,"$760,000","$760,000",$0,,0.5%,,"$1,250,106","$1,250,106",$0
Dan Herron,Bills,2016,1,,"$760,000","$760,000",$0,,0.5%,,"$1,250,106","$1,250,106",$0
Joique Bell,Bears,2016,1,,"$760,000","$760,000",$0,,0.5%,,"$1,250,106","$1,250,106",$0
Stevan Ridley,Falcons,2016,1,,"$760,000","$760,000",$0,,0.5%,,"$1,250,106","$1,250,106",$0
C.J. Spiller,Jets,2016,1,,"$760,000","$760,000",$0,,0.5%,,"$1,250,106","$1,250,106",$0
Dexter McCluster,Chargers,2016,1,,"$760,000","$760,000",$0,,0.5%,,"$1,250,106","$1,250,106",$0
Antone Smith,Buccaneers,2016,1,,"$760,000","$760,000",$0,,0.5%,,"$1,250,106","$1,250,106",$0
Kenjon Barner,Chargers,2017,1,,"$815,000","$815,000","$75,000",,0.5%,,"$1,246,413","$1,246,413","$114,701"
D'Onta Foreman,IND/HOU,2017,4,,"$3,259,984","$814,996","$759,484",,0.5%,,"$4,985,628","$1,246,407","$1,161,510"
Delone Carter,Jaguars,2013,2,,"$1,200,000","$600,000",$0,,0.5%,,"$2,491,707","$1,245,854",$0
Kylin Hill,Packers,2021,4,,"$3,559,064","$889,766","$79,064",,0.5%,,"$4,980,739","$1,245,185","$110,646"
Jermar Jefferson,Lions,2021,4,,"$3,558,324","$889,581","$78,324",,0.5%,,"$4,979,704","$1,244,926","$109,611"
Andre Brown,Texans,2014,1,,"$645,000","$645,000",$0,,0.5%,,"$1,238,594","$1,238,594",$0
Daniel Thomas,Dolphins,2014,1,,"$645,000","$645,000",$0,,0.5%,,"$1,238,594","$1,238,594",$0
Jordan Todman,Jaguars,2014,1,,"$645,000","$645,000",$0,,0.5%,,"$1,238,594","$1,238,594",$0
Damien Harris,Patriots,2019,4,,"$3,631,136","$907,784","$886,136",,0.5%,,"$4,927,695","$1,231,924","$1,202,546"
Buck Allen,Ravens,2015,4,,"$2,754,472","$688,618","$474,472",,0.5%,,"$4,909,912","$1,227,478","$845,758"
Royce Freeman,Rams,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,227,011","$1,227,011",$0
Qadree Ollison,Jaguars,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,227,011","$1,227,011",$0
Myles Gaskin,Rams,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,227,011","$1,227,011",$0
Marlon Mack,Cardinals,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,227,011","$1,227,011",$0
Craig Reynolds,Lions,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,227,011","$1,227,011",$0
Royce Freeman,Rams,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,227,011","$1,227,011",$0
Jeremy McNichols,49ers,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,227,011","$1,227,011",$0
Craig Reynolds,Lions,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,227,011","$1,227,011",$0
Myles Gaskin,Vikings,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,227,011","$1,227,011",$0
Devine Ozigbo,Lions,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,227,011","$1,227,011",$0
Darrell Henderson,Rams,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,227,011","$1,227,011",$0
Ty Johnson,Bills,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,227,011","$1,227,011",$0
Jordan Wilkins,Browns,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,227,011","$1,227,011",$0
Sony Michel,Rams,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,227,011","$1,227,011",$0
Benjamin Snell Jr.,Lions,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,227,011","$1,227,011",$0
Jeremy McNichols,49ers,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,227,011","$1,227,011",$0
Dalvin Cook,Ravens,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,227,011","$1,227,011",$0
Corey Clement,Cardinals,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,227,011","$1,227,011",$0
Devine Ozigbo,Lions,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,227,011","$1,227,011",$0
Justin Jackson,Lions,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,227,011","$1,227,011",$0
Darrel Williams,Saints,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,227,011","$1,227,011",$0
Ty Johnson,Bills,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,227,011","$1,227,011",$0
Brian Hill,49ers,2023,1,,"$1,080,000","$1,080,000",$0,,0.5%,,"$1,227,011","$1,227,011",$0
Qadree Ollison,Falcons,2022,1,,"$1,000,000","$1,000,000","$35,000",,0.5%,,"$1,226,705","$1,226,705","$42,935"
Stepfan Taylor,Cardinals,2013,4,,"$2,360,500","$590,125","$200,500",,0.5%,,"$4,901,396","$1,225,349","$416,323"
Mike Gillislee,Saints,2018,1,,"$850,000","$850,000",$0,,0.5%,,"$1,225,113","$1,225,113",$0
Brandon Bolden,Dolphins,2018,1,,"$850,000","$850,000",$0,,0.5%,,"$1,225,113","$1,225,113",$0
Boston Scott,Rams,2024,1,,"$1,225,000","$1,225,000","$250,000",,0.5%,,"$1,225,000","$1,225,000","$250,000"
Mike Davis,SEA/SF,2015,4,,"$2,748,780","$687,195","$468,780",,0.5%,,"$4,899,766","$1,224,941","$835,611"
Tyler Allgeier,Falcons,2022,4,,"$3,993,888","$998,472","$333,888",,0.5%,,"$4,899,323","$1,224,831","$409,582"
Christine Michael,Packers,2017,1,,"$800,000","$800,000","$25,000",,0.5%,,"$1,223,473","$1,223,473","$38,234"
Branden Oliver,Chargers,2017,1,,"$800,000","$800,000","$50,000",,0.5%,,"$1,223,473","$1,223,473","$76,467"
Snoop Conner,Jaguars,2022,4,,"$3,986,268","$996,567","$326,268",,0.5%,,"$4,889,975","$1,222,494","$400,235"
Jerome Ford,Browns,2022,4,,"$3,982,148","$995,537","$322,148",,0.5%,,"$4,884,921","$1,221,230","$395,181"
DeeJay Dallas,Seahawks,2020,4,,"$3,789,400","$947,350","$494,400",,0.5%,,"$4,883,011","$1,220,753","$637,083"
Joseph Randle,Cowboys,2013,4,,"$2,348,880","$587,220",$0,,0.5%,,"$4,877,268","$1,219,317",$0
Kyren Williams,Rams,2022,4,,"$3,970,408","$992,602","$310,408",,0.5%,,"$4,870,520","$1,217,630","$380,779"
Chris Thompson,Commanders,2013,4,,"$2,345,000","$586,250","$185,000",,0.5%,,"$4,869,211","$1,217,303","$384,138"
Benny Cunningham,Jaguars,2019,1,,"$895,000","$895,000","$50,000",,0.5%,,"$1,214,575","$1,214,575","$67,853"
Rod Smith,Giants,2019,1,,"$895,000","$895,000","$65,000",,0.5%,,"$1,214,575","$1,214,575","$88,209"
Kenjon Barner,Falcons,2019,1,,"$895,000","$895,000","$40,000",,0.5%,,"$1,214,575","$1,214,575","$54,283"
Cameron Artis-Payne,Panthers,2019,1,,"$895,000","$895,000","$90,000",,0.5%,,"$1,214,575","$1,214,575","$122,136"
Ty Montgomery,Jets,2019,1,,"$895,000","$895,000","$90,000",,0.5%,,"$1,214,575","$1,214,575","$122,136"
Alfred Blue,Jaguars,2019,1,,"$895,000","$895,000","$250,000",,0.5%,,"$1,214,575","$1,214,575","$339,267"
Corey Grant,Packers,2019,1,,"$895,000","$895,000","$60,000",,0.5%,,"$1,214,575","$1,214,575","$81,424"
Devine Ozigbo,Patriots,2022,1,,"$990,000","$990,000","$10,000",,0.5%,,"$1,214,438","$1,214,438","$12,267"
Ty Chandler,Vikings,2022,4,,"$3,958,844","$989,711","$298,844",,0.5%,,"$4,856,334","$1,214,084","$366,593"
James Conner,Steelers,2017,4,,"$3,175,288","$793,822","$706,288",,0.5%,,"$4,856,099","$1,214,025","$1,080,155"
Zac Stacy,LAR/NYJ,2013,4,,"$2,336,500","$584,125","$176,500",,0.5%,,"$4,851,562","$1,212,890","$366,489"
LaMichael James,Dolphins,2015,1,,"$680,000","$680,000",$0,,0.5%,,"$1,212,116","$1,212,116",$0
Lorenzo Taliaferro,Ravens,2014,4,,"$2,520,584","$630,146","$300,584",,0.5%,,"$4,840,279","$1,210,070","$577,212"
Matt Breida,49ers,2024,1,,"$1,210,000","$1,210,000",$0,,0.5%,,"$1,210,000","$1,210,000",$0
Kareem Hunt,Chiefs,2024,1,,"$1,210,000","$1,210,000",$0,,0.5%,,"$1,210,000","$1,210,000",$0
Bradie Ewing,Falcons,2012,4,,"$2,284,192","$571,048","$184,192",,0.5%,,"$4,837,335","$1,209,334","$390,072"
Chris Rainey,Steelers,2012,4,,"$2,281,652","$570,413","$181,652",,0.5%,,"$4,831,956","$1,207,989","$384,693"
Mike Gillislee,Dolphins,2013,4,,"$2,322,800","$580,700","$162,800",,0.5%,,"$4,823,115","$1,205,779","$338,042"
Jason Huntley,Eagles,2021,3,,"$2,580,000","$860,000","$25,000",,0.5%,,"$3,610,586","$1,203,529","$34,986"
Johnny White,Bills,2011,4,,"$2,253,612","$563,403","$213,611",,0.5%,,"$4,781,495","$1,195,374","$453,219"
Jaylen Wright,Dolphins,2024,4,,"$4,780,020","$1,195,005","$760,020",,0.5%,,"$4,780,020","$1,195,005","$760,020"
Taquan Mizzell,Giants,2021,1,,"$853,500","$853,500","$3,500",,0.5%,,"$1,194,432","$1,194,432","$4,898"
Christine Michael,SEA/GB,2016,1,,"$725,000","$725,000","$25,000",,0.5%,,"$1,192,536","$1,192,536","$41,122"
Patrick Laird,Dolphins,2021,1,,"$850,000","$850,000",$0,,0.5%,,"$1,189,534","$1,189,534",$0
Qadree Ollison,Falcons,2021,1,,"$850,000","$850,000",$0,,0.5%,,"$1,189,534","$1,189,534",$0
Darius Jackson,Raiders,2021,1,,"$850,000","$850,000",$0,,0.5%,,"$1,189,534","$1,189,534",$0
Dexter Williams,Packers,2021,1,,"$850,000","$850,000",$0,,0.5%,,"$1,189,534","$1,189,534",$0
Devine Ozigbo,Jaguars,2021,1,,"$850,000","$850,000",$0,,0.5%,,"$1,189,534","$1,189,534",$0
Dexter Williams,Browns,2021,1,,"$850,000","$850,000",$0,,0.5%,,"$1,189,534","$1,189,534",$0
Ryan Nall,Bears,2021,1,,"$850,000","$850,000",$0,,0.5%,,"$1,189,534","$1,189,534",$0
Elijah McGuire,Chiefs,2021,1,,"$850,000","$850,000",$0,,0.5%,,"$1,189,534","$1,189,534",$0
Craig Reynolds,Lions,2021,1,,"$850,000","$850,000",$0,,0.5%,,"$1,189,534","$1,189,534",$0
John Kelly,Browns,2021,1,,"$850,000","$850,000",$0,,0.5%,,"$1,189,534","$1,189,534",$0
Bo Scarbrough,Raiders,2021,1,,"$850,000","$850,000",$0,,0.5%,,"$1,189,534","$1,189,534",$0
Ryan Nall,Bears,2021,1,,"$850,000","$850,000",$0,,0.5%,,"$1,189,534","$1,189,534",$0
Darius Jackson,Texans,2021,1,,"$850,000","$850,000",$0,,0.5%,,"$1,189,534","$1,189,534",$0
Devine Ozigbo,Saints,2021,1,,"$850,000","$850,000",$0,,0.5%,,"$1,189,534","$1,189,534",$0
Dare Ogunbowale,Jaguars,2021,1,,"$850,000","$850,000",$0,,0.5%,,"$1,189,534","$1,189,534",$0
Vick Ballard,Colts,2012,4,,"$2,244,560","$561,140","$144,560",,0.5%,,"$4,753,405","$1,188,351","$306,141"
Bucky Irving,Buccaneers,2024,4,,"$4,751,552","$1,187,888","$731,552",,0.5%,,"$4,751,552","$1,187,888","$731,552"
Tyler Ervin,Texans,2016,4,,"$2,887,568","$721,892","$547,568",,0.5%,,"$4,749,693","$1,187,423","$900,682"
Israel Abanikanda,Jets,2023,4,,"$4,176,380","$1,044,095","$336,380",,0.5%,,"$4,744,873","$1,186,218","$382,168"
Knile Davis,Steelers,2017,1,,"$775,000","$775,000",$0,,0.5%,,"$1,185,240","$1,185,240",$0
DuJuan Harris,Jaguars,2017,1,,"$775,000","$775,000",$0,,0.5%,,"$1,185,240","$1,185,240",$0
Bobby Rainey,Ravens,2017,1,,"$775,000","$775,000",$0,,0.5%,,"$1,185,240","$1,185,240",$0
Brandon Bolden,Patriots,2017,1,,"$775,000","$775,000",$0,,0.5%,,"$1,185,240","$1,185,240",$0
Jordan Todman,HOU/NYJ,2017,1,,"$775,000","$775,000",$0,,0.5%,,"$1,185,240","$1,185,240",$0
DuJuan Harris,49ers,2017,1,,"$775,000","$775,000",$0,,0.5%,,"$1,185,240","$1,185,240",$0
Matt Asiata,Lions,2017,1,,"$775,000","$775,000",$0,,0.5%,,"$1,185,240","$1,185,240",$0
Stevan Ridley,Broncos,2017,1,,"$775,000","$775,000",$0,,0.5%,,"$1,185,240","$1,185,240",$0
Bobby Rainey,Ravens,2017,1,,"$775,000","$775,000",$0,,0.5%,,"$1,185,240","$1,185,240",$0
Travaris Cadet,Jets,2017,1,,"$775,000","$775,000",$0,,0.5%,,"$1,185,240","$1,185,240",$0
Ronnie Hillman,Cowboys,2017,1,,"$775,000","$775,000",$0,,0.5%,,"$1,185,240","$1,185,240",$0
Stevan Ridley,Steelers,2017,1,,"$775,000","$775,000",$0,,0.5%,,"$1,185,240","$1,185,240",$0
Jonathan Grimes,Jaguars,2017,1,,"$775,000","$775,000",$0,,0.5%,,"$1,185,240","$1,185,240",$0
Christine Michael,Colts,2017,1,,"$775,000","$775,000",$0,,0.5%,,"$1,185,240","$1,185,240",$0
Travaris Cadet,Bills,2017,1,,"$775,000","$775,000",$0,,0.5%,,"$1,185,240","$1,185,240",$0
Stevan Ridley,Vikings,2017,1,,"$775,000","$775,000",$0,,0.5%,,"$1,185,240","$1,185,240",$0
Taiwan Jones,Bills,2017,1,,"$775,000","$775,000",$0,,0.5%,,"$1,185,240","$1,185,240",$0
Bernard Pierce,Broncos,2017,1,,"$775,000","$775,000",$0,,0.5%,,"$1,185,240","$1,185,240",$0
Mike James,Lions,2017,1,,"$775,000","$775,000",$0,,0.5%,,"$1,185,240","$1,185,240",$0
Kevin Harris,Patriots,2022,4,,"$3,862,352","$965,588","$202,352",,0.5%,,"$4,737,967","$1,184,492","$248,226"
Will Shipley,Eagles,2024,4,,"$4,736,964","$1,184,241","$716,964",,0.5%,,"$4,736,964","$1,184,241","$716,964"
Ryan Nall,Cowboys,2022,1,,"$965,000","$965,000",$0,,0.5%,,"$1,183,770","$1,183,770",$0
Devine Ozigbo,DEN/NO,2022,1,,"$965,000","$965,000",$0,,0.5%,,"$1,183,770","$1,183,770",$0
John Kelly,Browns,2022,1,,"$965,000","$965,000",$0,,0.5%,,"$1,183,770","$1,183,770",$0
Trayveon Williams,Bengals,2022,1,,"$965,000","$965,000",$0,,0.5%,,"$1,183,770","$1,183,770",$0
Jacquizz Rodgers,Falcons,2011,4,,"$2,231,000","$557,750","$191,000",,0.5%,,"$4,733,519","$1,183,380","$405,245"
Ray Davis,Bills,2024,4,,"$4,733,188","$1,183,297","$713,188",,0.5%,,"$4,733,188","$1,183,297","$713,188"
Dion Lewis,CLE/PHI,2011,4,,"$2,228,880","$557,220","$188,880",,0.5%,,"$4,729,021","$1,182,255","$400,747"
Cyrus Gray,Chiefs,2012,4,,"$2,232,672","$558,168","$107,672",,0.5%,,"$4,728,229","$1,182,057","$228,022"
Rico Dowdle,Cowboys,2023,1,,"$1,040,000","$1,040,000","$100,000",,0.5%,,"$1,181,566","$1,181,566","$113,612"
Isaac Guerendo,49ers,2024,4,,"$4,724,528","$1,181,132","$704,528",,0.5%,,"$4,724,528","$1,181,132","$704,528"
Shaun Chapas,Jaguars,2014,2,,"$1,230,000","$615,000",$0,,0.5%,,"$2,361,970","$1,180,985",$0
Anthony Allen,Bills,2014,2,,"$1,230,000","$615,000",$0,,0.5%,,"$2,361,970","$1,180,985",$0
Jeremy Stewart,Broncos,2014,2,,"$1,230,000","$615,000",$0,,0.5%,,"$2,361,970","$1,180,985",$0
Dion Lewis,Colts,2014,2,,"$1,230,000","$615,000",$0,,0.5%,,"$2,361,970","$1,180,985",$0
Evan Rodriguez,Buccaneers,2014,2,,"$1,230,000","$615,000",$0,,0.5%,,"$2,361,970","$1,180,985",$0
Alexander Mattison,Vikings,2019,4,,"$3,471,180","$867,795","$822,172",,0.5%,,"$4,710,624","$1,177,656","$1,115,742"
Alfred Morris,Commanders,2012,4,,"$2,223,100","$555,775","$123,100",,0.5%,,"$4,707,958","$1,176,990","$260,694"
Dan Herron,IND/BUF,2015,1,,"$660,000","$660,000",$0,,0.5%,,"$1,176,466","$1,176,466",$0
Evan Royster,Falcons,2015,1,,"$660,000","$660,000",$0,,0.5%,,"$1,176,466","$1,176,466",$0
Kendall Hunter,Saints,2015,1,,"$660,000","$660,000",$0,,0.5%,,"$1,176,466","$1,176,466",$0
Dan Herron,Colts,2015,1,,"$660,000","$660,000",$0,,0.5%,,"$1,176,466","$1,176,466",$0
Bryce Brown,Seahawks,2015,1,,"$660,000","$660,000",$0,,0.5%,,"$1,176,466","$1,176,466",$0
Robert Turbin,Cowboys,2015,1,,"$660,000","$660,000",$0,,0.5%,,"$1,176,466","$1,176,466",$0
Kenjon Barner,CAR/PHI,2013,4,,"$2,265,800","$566,450","$105,800",,0.5%,,"$4,704,759","$1,176,190","$219,686"
Tyler Badie,Ravens,2022,4,,"$3,834,616","$958,654","$174,616",,0.5%,,"$4,703,943","$1,175,986","$214,202"
Jordan Todman,Jaguars,2012,2,,"$1,665,000","$555,000",$0,,0.5%,,"$3,526,045","$1,175,348",$0
Andre Ellington,Cardinals,2013,4,,"$2,263,864","$565,966","$103,864",,0.5%,,"$4,700,739","$1,175,185","$215,666"
Cam Akers,Texans,2024,1,,"$1,175,000","$1,175,000",$0,,0.5%,,"$1,175,000","$1,175,000",$0
Mike James,Buccaneers,2013,4,,"$2,263,152","$565,788","$103,152",,0.5%,,"$4,699,260","$1,174,815","$214,187"
Keaontay Ingram,Cardinals,2022,4,,"$3,830,588","$957,647","$170,588",,0.5%,,"$4,699,002","$1,174,750","$209,261"
Rex Burkhead,Bengals,2013,4,,"$2,262,200","$565,550","$102,200",,0.5%,,"$4,697,284","$1,174,321","$212,210"
Trestan Ebner,Bears,2022,4,,"$3,825,936","$956,484","$165,936",,0.5%,,"$4,693,295","$1,173,324","$203,555"
Kenjon Barner,Buccaneers,2020,1,,"$910,000","$910,000",$0,,0.5%,,"$1,172,624","$1,172,624",$0
Theo Riddick,Raiders,2020,1,,"$910,000","$910,000",$0,,0.5%,,"$1,172,624","$1,172,624",$0
Wendell Smallwood,Steelers,2020,1,,"$910,000","$910,000",$0,,0.5%,,"$1,172,624","$1,172,624",$0
DeAndre Washington,Chiefs,2020,1,,"$910,000","$910,000",$0,,0.5%,,"$1,172,624","$1,172,624",$0
Kenjon Barner,Ravens,2020,1,,"$910,000","$910,000",$0,,0.5%,,"$1,172,624","$1,172,624",$0
Jonathan Williams,Lions,2020,1,,"$910,000","$910,000",$0,,0.5%,,"$1,172,624","$1,172,624",$0
C.J. Prosise,Texans,2020,1,,"$910,000","$910,000",$0,,0.5%,,"$1,172,624","$1,172,624",$0
Jonathan Williams,Lions,2020,1,,"$910,000","$910,000",$0,,0.5%,,"$1,172,624","$1,172,624",$0
