"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Josh Allen","BUF","1","44","41","26","5","79.5","263","0","9.7","2","0","0","2","1","2","1","0","4.9","2.4","4","18","0","0","0","0","0","0","0","0","0","0","1","18.3","0.42"
"Baker Mayfield","CLV","1","39","37","21","3","68.6","247","0","8.9","2","0","0","2","1","4","2","0","10.8","5.4","2","17","0","0","1","1","0","50","0","0","0","0","0","17.6","0.45"
"Lamar Jackson","BLT","1","39","37","19","0","57.6","180","0","9.5","2","0","0","1","1","5","2","0","13.5","5.4","2","3","0","0","0","1","0","50","0","0","0","0","0","14.5","0.37"
"Gardner Minshew","JAX","1","55","49","31","0","72.1","301","1","7.6","2","0","0","0","3","6","2","0","12.2","4.1","4","18","0","0","1","1","0","25","0","0","0","0","0","21.8","0.4"
"Jalen Hurts","PHI","1","1","1","1","0","100","18","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7","0.7"
"Daniel Jones","NYG","1","35","33","20","2","75.9","222","0","6.8","0","0","0","0","2","0","0","0","0","0","2","-7","0","0","1","0","0","0","0","0","0","1","1","8.2","0.23"
"Kyler Murray","ARZ","1","38","37","27","1","80","380","1","9.6","1","0","0","1","1","0","0","0","0","0","9","31","1","0","0","2","1","22.2","1","1","11.1","0","1","27.3","0.72"
"Justin Herbert","LAC","1","38","34","20","2","75.9","264","0","11.1","4","1","1","0","3","4","3","0","11.8","8.8","4","8","0","0","1","0","0","0","0","0","0","0","0","27.4","0.72"
"Joe Burrow","CIN","1","39","30","19","0","73.1","183","0","7.1","0","0","0","1","7","0","0","0","0","0","3","10","0","0","2","0","0","0","0","0","0","0","0","7.3","0.19"
"Kyle Allen","WAS","1","16","13","9","1","90.9","74","0","2","0","0","0","0","2","0","0","0","0","0","1","7","1","0","0","1","1","100","0","0","0","0","0","9.7","0.61"
"Taysom Hill","NO","1","2","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","3","13","1","0","0","1","1","33.3","0","0","0","0","0","7.3","3.65"
"C.J. Beathard","SF","1","20","18","9","1","58.8","94","0","8.8","1","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","7.8","0.39"
"Deshaun Watson","HST","1","38","35","25","0","73.5","359","1","11.1","3","1","0","2","1","1","0","0","2.9","0","2","25","0","0","0","0","0","0","0","0","0","0","0","26.9","0.71"
"Patrick Mahomes","KC","1","51","43","22","2","60","340","1","11.6","2","0","0","1","3","5","2","0","11.6","4.7","6","21","1","0","0","2","1","33.3","1","1","16.7","1","1","28.7","0.56"
"Dak Prescott","DAL","1","22","21","14","2","76.2","166","0","6.7","0","0","0","1","1","1","0","0","4.8","0","2","7","0","0","0","1","0","50","1","0","50","0","0","6.3","0.29"
"Carson Wentz","PHI","1","41","35","20","2","64.7","258","0","13.6","2","0","0","2","5","3","2","0","8.6","5.7","4","11","0","0","0","1","0","25","0","0","0","1","1","17.4","0.42"
"Jared Goff","LA","1","32","30","21","2","79.3","309","1","6.3","2","1","1","1","1","1","0","0","3.3","0","3","0","1","0","1","1","1","33.3","1","1","33.3","0","0","25.4","0.79"
"Jimmy Garoppolo","SF","1","20","17","7","1","50","77","0","9.9","0","0","0","2","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1.1","0.06"
"Derek Carr","LV","1","32","31","22","1","79.3","347","1","9.2","3","2","2","1","1","2","1","0","6.5","3.2","4","1","0","0","0","1","0","25","0","0","0","0","0","25","0.78"
"Teddy Bridgewater","CAR","1","38","36","27","2","87.9","313","1","6.5","2","1","1","0","0","1","0","0","2.8","0","3","3","0","0","0","1","0","33.3","0","0","0","0","0","20.8","0.55"
"Matt Barkley","BUF","1","5","5","3","1","100","22","0","6.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9","0.18"
"Kirk Cousins","MIN","1","42","39","27","2","78.4","249","0","7.5","2","0","0","1","3","3","1","0","7.7","2.6","1","2","0","0","2","1","0","100","0","0","0","0","1","17.2","0.41"
"Nick Foles","CHI","1","45","42","30","0","73.2","243","0","8.1","1","0","0","1","3","3","1","0","7.1","2.4","1","-1","0","0","1","0","0","0","0","0","0","0","0","12.6","0.28"
"Russell Wilson","SEA","1","41","32","20","2","75.9","217","0","11","3","0","0","1","4","6","3","0","18.8","9.4","5","58","0","0","0","0","0","0","0","0","0","0","1","25.5","0.62"
"Ryan Tannehill","TEN","1","31","28","21","1","84.6","195","0","7.6","3","0","0","0","0","2","2","0","7.1","7.1","4","42","1","0","0","2","1","50","0","0","0","0","0","30","0.97"
"Robert Griffin III","BLT","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","0","0","0","0","0","0","0","-0.1",""
"Andy Dalton","DAL","1","12","11","9","0","81.8","111","0","8.2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","4.4","0.37"
"Joe Flacco","NYJ","1","39","33","18","4","73.3","195","0","10.2","1","0","0","0","2","3","0","0","9.1","0","4","20","0","0","0","1","0","25","0","0","0","0","0","13.8","0.35"
"Matt Ryan","ATL","1","39","37","21","2","67.6","226","0","8.4","0","0","0","1","2","2","0","1","5.4","0","1","-1","0","0","1","0","0","0","0","0","0","0","0","7.9","0.2"
"Ryan Fitzpatrick","MIA","1","31","28","22","2","88.9","350","1","10.4","3","0","0","0","2","2","1","0","7.1","3.6","3","16","0","0","0","1","0","33.3","0","0","0","0","0","27.6","0.89"
"Alex Smith","WAS","1","24","17","9","0","56.3","37","0","5.8","0","0","0","0","6","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1.6","0.07"
"Ben Roethlisberger","PIT","1","35","34","27","0","79.4","239","0","6.1","3","0","0","0","1","1","0","0","2.9","0","2","-2","0","0","0","0","0","0","0","0","0","0","0","21.4","0.61"
"Philip Rivers","IND","1","34","33","21","1","71","243","0","8.3","0","0","0","2","1","2","0","0","6.1","0","1","-1","0","0","0","0","0","0","0","0","0","0","0","7.6","0.22"
"Drew Brees","NO","1","49","47","33","4","84.1","325","1","7","1","1","0","1","2","2","0","0","4.3","0","1","1","1","0","0","1","1","100","1","1","100","0","0","22.1","0.45"
"Tom Brady","TB","1","44","41","25","0","64.1","253","0","10.1","1","0","0","0","3","3","1","0","7.3","2.4","3","0","0","0","1","1","0","33.3","0","0","0","0","0","14.1","0.32"
