"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Trey Lance","SF","1","24","18","9","0","56.3","157","0","8.9","2","1","1","0","1","1","0","0","5.6","0","7","41","0","0","0","0","0","0","0","0","0","1","1","18.4","0.77"
"Justin Fields","CHI","1","19","17","11","0","68.8","209","0","13.4","0","0","0","1","1","1","0","0","5.9","0","3","9","0","0","1","1","0","33.3","0","0","0","0","0","8.3","0.44"
"Zach Wilson","NYJ","1","37","34","21","3","72.7","297","0","10.2","2","1","1","1","2","2","1","0","5.9","2.9","2","1","0","0","1","0","0","0","0","0","0","0","0","19","0.51"
"Trevor Lawrence","JAX","1","28","24","17","0","81","204","0","7.9","0","0","0","0","1","0","0","0","0","0","8","36","1","0","0","3","1","37.5","1","0","12.5","0","0","17.8","0.64"
"Mac Jones","NE","1","45","40","31","1","84.2","275","0","5.5","2","0","0","1","4","1","1","0","2.5","2.5","1","-1","0","0","0","0","0","0","0","0","0","0","0","17.9","0.4"
"Davis Mills","HST","1","25","21","11","1","63.2","87","0","8.9","0","0","0","4","3","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","0","0","0","-0.3","-0.01"
"Josh Allen","BUF","1","33","30","20","0","69","248","0","9.6","2","0","0","1","1","4","1","0","13.3","3.3","6","41","0","0","1","1","0","16.7","1","0","16.7","0","0","21","0.64"
"Baker Mayfield","CLV","1","37","33","15","2","58.6","155","0","11.5","0","0","0","0","3","4","0","0","12.1","0","2","11","0","0","0","0","0","0","0","0","0","1","1","7.3","0.2"
"Lamar Jackson","BLT","1","42","37","22","2","75","316","1","12.1","1","1","0","0","3","2","1","0","5.4","2.7","7","28","0","0","0","1","0","14.3","0","0","0","0","0","19.4","0.46"
"Jalen Hurts","PHI","1","57","48","32","0","76.2","387","1","8.7","2","0","0","0","3","7","2","0","14.6","4.2","8","47","0","0","1","2","0","25","0","0","0","0","0","28.2","0.49"
"Feleipe Franks","ATL","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0.3",""
"Drew Lock","DEN","1","24","21","12","0","57.1","113","0","9.6","0","0","0","1","3","1","0","1","4.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.5","0.15"
"Daniel Jones","NYG","1","43","40","28","2","85.7","402","1","9.5","2","2","2","1","0","2","0","1","5","0","4","27","0","0","0","0","0","0","0","0","0","1","1","25.8","0.6"
"Kyler Murray","ARZ","1","39","32","24","0","82.8","268","0","6.7","2","1","0","0","3","2","1","0","6.3","3.1","6","39","0","0","0","1","0","16.7","1","0","16.7","0","0","22.6","0.58"
"Sam Darnold","CAR","1","46","39","26","0","68.4","301","1","8.5","2","0","0","2","5","2","2","0","5.1","5.1","6","35","2","0","0","2","2","33.3","1","1","16.7","0","0","33.5","0.73"
"Justin Herbert","LAC","1","41","38","25","2","84.4","222","0","8.3","3","0","0","0","2","2","2","0","5.3","5.3","3","4","0","0","0","3","0","100","0","0","0","0","0","21.3","0.52"
"Joe Burrow","CIN","1","33","32","25","0","80.6","348","1","7.9","2","0","0","0","1","0","0","0","0","0","3","4","0","0","0","1","0","33.3","1","0","33.3","0","0","22.3","0.68"
"Taysom Hill","NO","1","3","3","2","0","66.7","9","0","15.3","0","0","0","1","0","0","0","0","0","0","6","28","2","0","0","3","2","50","0","0","0","0","0","14.2","4.73"
"Patrick Mahomes","KC","1","36","30","24","1","86.2","278","0","7.4","5","1","0","1","1","3","1","0","10","3.3","5","26","0","0","0","0","0","0","0","0","0","0","0","32.7","0.91"
"Mitch Trubisky","BUF","1","2","1","1","0","100","8","0","1","0","0","0","0","0","0","0","0","0","0","4","10","1","0","0","1","1","25","1","1","25","0","0","7.3","3.65"
