"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Rashod Bateman","BLT","1","WR","6","4","0","29","0","0","0","1","66.7","7.67","4.83","7.25","2.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.9","0.11","1.23"
"Terrace Marshall Jr.","CAR","1","WR","2","1","0","9","0","0","0","0","50","8","4.5","9","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4","0.06","1.4"
"Ja'Marr Chase","CIN","1","WR","6","4","1","97","0","0","0","1","66.7","16.17","16.17","24.25","5.5","1","0","0","16.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.7","0.21","2.92"
"Anthony Schwartz","CLV","1","WR","3","2","0","11","0","0","0","0","66.7","5.67","3.67","5.5","0.5","0","0","0","0","0","0","0","0","0","0","0","1","0","-3","0","0","0","-3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8","0.07","0.6"
"Joshua Palmer","LAC","1","WR","3","1","0","8","0","0","0","0","33.3","8","2.67","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3","0.04","1.3"
"CeeDee Lamb","DAL","1","WR","11","9","0","149","1","2","0","0","81.8","11.82","13.55","16.56","5.44","2","2","2","18.2","22.2","100","1","1","9.1","11.1","50","1","0","2","0","0","0","2","4","1","1","0","1","0","100","0","0","0","0","0","0","0","31.6","0.41","3.16"
"Marquise Brown","BLT","1","WR","5","4","0","35","0","0","0","0","80","7.8","7","8.75","4","1","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","5.5","0.11","1.38"
"Nico Collins","HST","1","WR","6","4","0","44","0","0","0","0","66.7","10","7.33","11","1","1","1","0","16.7","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.4","0.15","1.6"
"Laviska Shenault Jr.","JAX","1","WR","9","6","0","54","0","0","0","1","66.7","5.89","6","9","5.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.4","0.16","1.4"
"DeVonta Smith","PHI","1","WR","4","2","0","31","0","0","0","0","50","17.25","7.75","15.5","2.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.1","0.08","2.05"
"N'Keal Harry","NE","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Terry McLaurin","WAS","1","WR","8","4","0","28","0","0","0","1","50","19.75","3.5","7","1.25","1","0","0","12.5","0","0","1","0","12.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.8","0.09","1.2"
"Miles Boykin","BLT","1","WR","1","1","0","6","0","0","0","0","100","6","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1","0.28","1.1"
"Auden Tate","CIN","1","WR","1","1","0","7","0","1","0","0","100","-6","7","7","13","1","1","1","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.2","0.3","7.2"
"Courtland Sutton","DEN","1","WR","13","8","0","94","0","1","0","0","61.5","18.15","7.23","11.75","3.25","4","3","1","30.8","37.5","100","1","0","7.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.4","0.27","2.42"
"Dante Pettis","NYG","1","WR","10","5","0","48","0","0","0","0","50","7.6","4.8","9.6","2.2","1","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.3","0.16","1.46"
"Tyler Johnson","TB","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Parris Campbell","IND","1","WR","1","1","1","51","0","1","1","0","100","46","51","51","5","1","1","1","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.6","2.32","11.6"
"D.K. Metcalf","SEA","1","WR","6","6","0","58","0","0","0","0","100","6.17","9.67","9.67","3.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","8.8","0.18","1.47"
"Collin Johnson","NYG","1","WR","5","2","0","21","0","0","0","0","40","9.2","4.2","10.5","2","2","0","0","40","0","0","1","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1","0.07","1.55"
"James Washington","PIT","1","WR","1","1","0","9","0","0","0","0","100","6","9","9","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4","0.17","1.4"
"Van Jefferson","LA","1","WR","4","3","0","19","0","0","0","0","75","3.25","4.75","6.33","6.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.4","0.08","1.13"
