"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"1",1,"Christian McCaffrey",SF,"RB1","1","3","1.1","0.3","0"
"2",1,"Dalvin Cook",NYJ,"RB2","1","10","2.7","0.9","0"
"3",1,"Alvin Kamara",NO,"RB3","1","10","2.8","1.3","0"
"4",1,"Davante Adams",LV,"WR1","4","13","5.8","2.0","+2"
"5",1,"Derrick Henry",TEN,"RB4","2","27","7.4","5.8","-1"
"6",1,"Ezekiel Elliott",NE,"RB5","3","34","7.7","5.1","-1"
"7",1,"Aaron Jones",GB,"RB6","2","23","8.2","3.7","+1"
"8",2,"Austin Ekeler",LAC,"RB7","3","51","9.7","7.7","+2"
"9",2,"Tyreek Hill",MIA,"WR2","5","25","9.9","2.2","+4"
"10",2,"Stefon Diggs",BUF,"WR3","5","23","11.0","2.1","+4"
"11",2,"Saquon Barkley",NYG,"RB8","1","34","12.1","7.1","-2"
"12",2,"DeAndre Hopkins",TEN,"WR4","5","24","13.0","2.4","+4"
"13",2,"Calvin Ridley",JAC,"WR5","6","30","13.0","2.9","+6"
"14",2,"Travis Kelce",KC,"TE1","5","18","16.2","2.5","-7"
"15",2,"Jonathan Taylor",IND,"RB9","3","44","16.8","7.7","-4"
"16",3,"Justin Jefferson",MIN,"WR6","11","33","18.8","5.0","+7"
"17",3,"DK Metcalf",SEA,"WR7","9","37","19.2","5.3","+3"
"18",3,"Antonio Gibson",WAS,"RB10","6","42","19.6","6.7","-1"
"19",3,"Darren Waller",NYG,"TE2","16","46","19.8","3.7","+3"
"20",3,"Nick Chubb",CLE,"RB11","3","42","20.9","7.5","-8"
"21",3,"A.J. Brown",PHI,"WR8","11","37","21.7","6.4","+3"
"22",3,"Keenan Allen",LAC,"WR9","12","36","21.8","4.8","+5"
"23",3,"Najee Harris",PIT,"RB12","3","65","22.6","8.7","-8"
"24",3,"Joe Mixon",CIN,"RB13","6","57","22.8","8.4","-3"
"25",3,"Allen Robinson II",PIT,"WR10","13","37","24.9","4.5","+6"
"26",3,"Patrick Mahomes II",KC,"QB1","18","56","27.2","11.9","-8"
"27",3,"George Kittle",SF,"TE3","18","53","27.5","7.7","-1"
"28",3,"Terry McLaurin",WAS,"WR11","15","43","28.0","4.2","0"
"29",3,"Clyde Edwards-Helaire",KC,"RB14","10","57","29.7","7.1","-4"
"30",3,"CeeDee Lamb",DAL,"WR12","13","56","31.4","6.2","+3"
"31",4,"Robert Woods",HOU,"WR13","21","51","32.9","5.2","+8"
"32",4,"D'Andre Swift",PHI,"RB15","7","71","33.0","11.2","+5"
"33",4,"Amari Cooper",CLE,"WR14","24","55","34.5","5.0","+8"
"34",4,"David Montgomery",DET,"RB16","14","66","36.3","7.6","-4"
"35",4,"Chris Carson",FA,"RB17","14","60","36.4","7.2","-3"
"36",4,"Chris Godwin",TB,"WR15","25","65","37.4","5.7","+6"
"37",4,"Cooper Kupp",LAR,"WR16","21","67","37.6","6.6","+7"
"38",4,"James Robinson",FA,"RB18","6","120","39.5","12.8","-4"
"39",4,"Diontae Johnson",PIT,"WR17","25","79","40.0","8.3","+12"
"40",4,"Mike Evans",TB,"WR18","24","58","40.1","5.6","-5"
"41",4,"Josh Allen",BUF,"QB2","19","68","41.4","10.7","-12"
"42",4,"DJ Moore",CHI,"WR19","24","73","41.5","7.8","+10"
"43",4,"Tyler Lockett",SEA,"WR20","25","67","41.9","7.9","+4"
"44",4,"Julio Jones",PHI,"WR21","13","82","43.2","8.5","+1"
"45",4,"Miles Sanders",CAR,"RB19","23","83","46.8","8.8","-7"
"46",4,"Kyler Murray",ARI,"QB3","19","77","49.7","11.6","-6"
"47",4,"Tee Higgins",CIN,"WR22","30","86","50.6","10.2","+17"
"48",4,"Adam Thielen",CAR,"WR23","32","75","50.7","9.7","+2"
"49",4,"Josh Jacobs",LV,"RB20","34","84","52.3","9.2","-13"
"50",5,"T.J. Hockenson",MIN,"TE4","26","92","53.5","10.3","+8"
"51",5,"Mark Andrews",BAL,"TE5","26","94","54.0","11.1","-2"
"52",5,"Mike Davis",FA,"RB21","26","97","55.0","12.0","+4"
"53",5,"Brandon Aiyuk",SF,"WR24","35","90","55.2","11.0","+8"
"54",5,"Lamar Jackson",BAL,"QB4","19","105","55.5","11.7","-11"
"55",5,"Myles Gaskin",FA,"RB22","23","104","56.0","13.2","-7"
"56",5,"Kyle Pitts",ATL,"TE6","18","106","57.9","14.5","-10"
"57",5,"Darrell Henderson Jr.",LAR,"RB23","34","126","59.3","14.1","+2"
"58",5,"Kareem Hunt",CLE,"RB24","34","93","61.4","9.9","-1"
"59",5,"Dak Prescott",DAL,"QB5","19","114","61.8","10.6","-4"
"60",5,"Chase Claypool",MIA,"WR25","39","106","63.8","11.8","+8"
"61",5,"Jerry Jeudy",DEN,"WR26","32","109","64.2","14.5","+11"
"62",5,"Damien Harris",BUF,"RB25","42","129","65.6","13.9","+9"
"63",5,"Chase Edmonds",TB,"RB26","32","118","66.5","13.3","-1"
"64",5,"Robbie Chosen",MIA,"WR27","33","113","66.6","13.9","+12"
"65",5,"JuJu Smith-Schuster",NE,"WR28","39","113","67.4","12.7","+4"
"66",5,"Odell Beckham Jr.",BAL,"WR29","41","129","67.5","13.9","0"
"67",5,"Javonte Williams",DEN,"RB27","22","130","68.3","15.2","-7"
"68",5,"Russell Wilson",DEN,"QB6","38","103","69.3","9.3","-14"
"69",5,"Tyler Boyd",CIN,"WR30","48","113","70.6","12.8","+18"
"70",5,"Courtland Sutton",DEN,"WR31","41","129","72.6","13.6","+8"
