"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Danny Gray","SF","1","WR","1","1","0","10","0","0","0","0","100","6","10","10","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5","0.12","1.5"
"Dareke Young","SEA","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Terrace Marshall Jr.","CAR","1","WR","1","1","0","18","0","0","0","0","100","18","18","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3","0.04","2.3"
"Ja'Marr Chase","CIN","1","WR","15","10","0","119","1","1","0","0","66.7","9","7.93","11.9","2.3","5","2","1","33.3","20","100","1","1","6.7","10","100","1","0","6","0","0","0","6","9","1","1","0","0","0","0","0","0","0","0","0","0","0","23.5","0.37","2.14"
"Brandon Aiyuk","SF","1","WR","3","2","0","57","0","1","0","0","66.7","14.67","19","28.5","7.5","1","1","1","33.3","50","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.7","0.26","6.35"
"Jaylen Waddle","MIA","1","WR","4","2","0","31","0","0","0","0","50","13.25","7.75","15.5","8","1","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.1","0.1","2.05"
"Justin Watson","KC","1","WR","2","0","0","0","0","0","0","0","0","35.5","0","0","0","1","0","0","50","0","0","1","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Tim Jones","JAX","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Racey McMath","TEN","1","WR","4","0","0","0","0","0","0","0","0","29.5","0","0","0","3","0","0","75","0","0","2","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Justin Jefferson","MIN","1","WR","15","11","1","223","1","0","0","0","73.3","15.47","14.87","20.27","5.36","4","1","0","26.7","9.1","0","1","0","6.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27.8","0.46","2.53"
"Jerry Jeudy","DEN","1","WR","9","8","0","73","0","3","0","0","88.9","11","8.11","9.13","3.63","4","3","3","44.4","37.5","100","3","3","33.3","37.5","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29.3","0.49","3.66"
"DeVonta Smith","PHI","1","WR","8","5","1","64","0","1","1","1","62.5","11.25","8","12.8","6.6","2","1","1","25","20","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.9","0.24","2.98"
"Gabe Davis","BUF","1","WR","4","3","0","31","0","0","0","0","75","7.5","7.75","10.33","3.33","1","1","0","25","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.6","0.09","1.53"
"Isaiah Hodgins","NYG","1","WR","6","4","0","38","0","1","0","0","66.7","13.83","6.33","9.5","2.75","3","2","1","50","50","100","1","1","16.7","25","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","11.8","0.21","2.95"
"A.J. Brown","PHI","1","WR","6","4","0","70","0","1","0","0","66.7","13","11.67","17.5","5","3","2","1","50","50","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0.26","3.75"
"Ray-Ray McCloud III","SF","1","WR","1","1","0","11","0","0","0","0","100","9","11","11","2","0","0","0","0","0","0","0","0","0","0","0","3","0","7","0","0","0","2.33","3.33","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3","0.08","0.57"
"D.K. Metcalf","SEA","1","WR","10","5","0","71","0","1","0","1","50","17.6","7.1","14.2","2.4","3","1","1","30","20","100","2","1","20","20","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.6","0.32","3.12"
"Denzel Mims","NYJ","1","WR","5","3","0","35","0","0","0","0","60","9","7","11.67","2.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0.1","1.67"
"James Washington","DAL","1","WR","1","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"DJ Chark Jr.","DET","1","WR","7","6","1","94","0","1","1","0","85.7","10.86","13.43","15.67","5","2","2","1","28.6","33.3","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18.4","0.31","3.07"
"Van Jefferson","LA","1","WR","4","2","0","44","0","1","0","0","50","18.25","11","22","0","1","1","1","25","50","100","1","1","25","50","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.4","0.18","5.7"
"Russell Gage","TB","1","WR","2","2","0","12","0","1","0","0","100","5","6","6","1","1","1","1","50","50","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.2","0.33","4.1"
"Jalen Virgil","DEN","1","WR","1","1","0","9","0","0","0","0","100","6","9","9","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4","0.16","1.4"
"Devin Duvernay","BLT","1","WR","1","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Freddie Swain","MIA","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Michael Gallup","DAL","1","WR","5","2","0","40","0","0","0","0","40","18.2","8","20","3.5","2","0","0","40","0","0","1","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0.09","2.5"
"Kenny Golladay","NYG","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"JuJu Smith-Schuster","KC","1","WR","11","9","0","74","0","1","0","0","81.8","7","6.73","8.22","3.67","5","4","1","45.5","44.4","100","1","1","9.1","11.1","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.9","0.33","1.99"
"Mike Williams","LAC","1","WR","6","6","1","116","1","1","0","0","100","15.67","19.33","19.33","5.17","2","2","1","33.3","33.3","100","1","1","16.7","16.7","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20.6","0.4","3.43"
"Corey Davis","NYJ","1","WR","1","1","0","15","0","0","0","0","100","15","15","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0.22","2"
"Robbie Chosen","ARZ","1","WR","4","4","0","50","0","0","0","0","100","7.25","12.5","12.5","5.25","1","1","0","25","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0.3","1.75"
"Kalif Raymond","DET","1","WR","2","2","0","19","0","0","0","0","100","3","9.5","9.5","6.5","1","1","0","50","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.9","0.36","1.45"
