"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Tua Tagovailoa","MIA","1","26","25","15","1","66.7","169","0","11.7","2","0","0","0","0","3","1","0","12","4","6","-1","0","0","1","3","0","50","1","0","16.7","0","1","14.7","0.57"
"Josh Allen","BUF","1","50","49","32","2","77.3","284","0","7.4","2","0","0","2","0","1","1","0","2","2","7","38","0","0","0","1","0","14.3","0","0","0","0","0","21.2","0.42"
"Mason Rudolph","PIT","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Baker Mayfield","CLV","1","22","20","12","0","70.6","132","0","7.8","0","0","0","0","1","0","0","0","0","0","3","1","0","0","0","2","0","66.7","2","0","66.7","0","0","5.4","0.25"
"Logan Woodside","TEN","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Lamar Jackson","BLT","1","40","34","24","3","81.8","249","0","8.5","2","0","0","1","2","3","1","0","8.8","2.9","11","55","0","0","1","1","0","9.1","0","0","0","0","0","22.5","0.56"
"Jalen Hurts","PHI","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","2","-1","0","0","1","0","0","0","0","0","0","0","0","-0.1",""
"Drew Lock","DEN","1","49","47","23","3","57.8","257","0","8.8","1","0","0","4","2","2","1","1","4.3","2.1","2","7","0","0","1","1","0","50","1","0","50","0","1","11","0.22"
"Daniel Jones","NYG","1","33","28","21","2","85.2","244","0","8.9","0","0","0","0","3","0","0","0","0","0","9","64","1","0","0","2","0","22.2","0","0","0","0","0","22.2","0.67"
"Kyler Murray","ARZ","1","39","32","22","0","78.6","245","0","7.3","1","1","0","1","3","3","1","0","9.4","3.1","11","61","2","0","0","3","2","27.3","1","1","9.1","0","1","30.9","0.79"
"Justin Herbert","LAC","1","36","32","20","0","66.7","187","0","7.3","2","0","0","1","2","4","1","0","12.5","3.1","4","10","1","0","0","2","1","50","1","1","25","0","0","21.5","0.6"
"Joe Burrow","CIN","1","44","40","21","4","65.8","213","0","8.6","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.5","0.28"
"Jake Luton","JAX","1","38","35","18","4","68.8","169","0","6.6","1","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.8","0.26"
"Nick Mullens","SF","1","41","38","24","2","78.8","247","0","6.8","1","0","0","2","2","1","0","1","2.6","0","1","3","0","0","0","0","0","0","0","0","0","0","0","12.2","0.3"
"P.J. Walker","CAR","1","5","4","2","0","50","12","0","15.3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","0.1"
"Taysom Hill","NO","1","1","0","0","0","0","0","0","","0","0","0","0","1","0","0","0","0","0","8","45","0","0","2","2","0","25","0","0","0","0","0","4.5","4.5"
"C.J. Beathard","SF","1","1","1","0","0","0","0","0","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Deshaun Watson","HST","1","34","30","20","1","75","163","0","6.8","1","0","0","0","2","2","1","0","6.7","3.3","8","36","0","0","0","2","0","25","1","0","12.5","0","0","14.1","0.41"
"Jacoby Brissett","IND","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","1","2","1","0","0","1","1","100","1","1","100","0","0","6.2",""
"Carson Wentz","PHI","1","41","37","21","4","71.4","208","0","9.8","0","0","0","0","3","0","0","0","0","0","2","4","0","0","2","0","0","0","0","0","0","0","1","8.7","0.21"
"Jared Goff","LA","1","42","37","27","3","85.7","302","1","7.3","0","0","0","0","3","0","0","0","0","0","5","4","0","0","1","1","0","20","0","0","0","0","0","12.5","0.3"
"Jameis Winston","NO","1","13","10","6","0","60","63","0","6","0","0","0","0","2","2","0","0","20","0","4","-2","0","0","0","1","0","25","1","0","25","0","0","2.3","0.18"
"Derek Carr","LV","1","27","25","16","3","82.6","154","0","9.7","0","0","0","0","0","2","0","0","8","0","4","10","0","0","0","1","0","25","0","0","0","0","0","7.2","0.27"
"Teddy Bridgewater","CAR","1","28","24","18","1","79.2","136","0","5.6","2","0","0","1","1","1","1","0","4.2","4.2","3","16","1","0","0","1","1","33.3","1","1","33.3","0","1","20","0.71"
