"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Josh Allen","BUF","1","31","26","13","1","56","208","0","13.8","2","1","1","0","4","6","1","0","23.1","3.8","7","43","0","0","0","1","0","14.3","0","0","0","0","0","20.6","0.66"
"Mason Rudolph","PIT","1","22","20","14","3","85","129","0","6.5","1","0","0","0","1","1","1","0","5","5","2","0","0","0","0","0","0","0","0","0","0","0","0","9.2","0.42"
"Baker Mayfield","CLV","1","34","33","20","2","75.9","192","0","10.4","2","0","0","1","0","2","2","0","6.1","6.1","2","4","0","0","0","0","0","0","0","0","0","0","1","15.1","0.44"
"David Blough","DET","1","28","24","12","2","70","117","0","11.7","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.7","0.31"
"Lamar Jackson","BLT","1","35","31","20","0","71.4","238","0","7.9","3","0","0","0","0","1","1","0","3.2","3.2","17","103","0","0","2","0","0","0","0","0","0","0","0","31.8","0.91"
"Dwayne Haskins","WAS","1","17","15","12","0","80","133","0","11.3","2","0","0","0","2","2","2","0","13.3","13.3","0","0","0","0","0","0","0","0","0","0","0","0","0","13.3","0.78"
"Gardner Minshew","JAX","1","40","31","13","0","48.1","181","0","8.2","1","1","0","0","3","2","0","0","6.5","0","7","36","0","0","0","1","0","14.3","0","0","0","0","1","14.8","0.37"
"Drew Lock","DEN","1","35","33","25","2","81.8","192","0","7.2","1","0","0","0","0","3","0","0","9.1","0","4","10","0","0","0","2","0","50","0","0","0","0","0","12.7","0.36"
"Daniel Jones","NYG","1","46","42","28","2","78.9","352","1","9.1","5","0","0","0","1","2","2","0","4.8","4.8","3","15","0","0","1","0","0","0","0","0","0","0","0","35.6","0.77"
"Kyler Murray","ARZ","1","22","18","11","0","68.8","118","0","8.4","1","0","0","0","1","1","0","0","5.6","0","6","40","0","0","0","0","0","0","0","0","0","0","0","12.7","0.58"
