"Player","Team","Pos","Fantasy Points Pts","Fantasy Points x-Pts","Fantasy Points +/-","Points Per Game PPG","Points Per Game x-PPG","Points Per Game +/-","#G","Receiving Rec","Receiving X-Rec","Receiving Yds","Receiving X-Yds","Receiving TD","Receiving X-TD","Rushing Yds","Rushing X-Yds","Rushing TD","Rushing X-TD"
"Hunter Renfrow","LV","WR","1","1.1","-0.10000000000000009","1","1.1","-0.1","1","1","0.92","5","5.55","0","0.0192","0","0","0","0"
"Rhamondre Stevenson","NE","RB","11.7","13.3","-1.6000000000000014","11.7","13.3","-1.6","1","3","3.57","14","23.25","0","0","88","82.5356","0","0.16"
"Christian McCaffrey","SF","RB","17.2","22.3","-5.100000000000001","17.2","22.3","-5.1","1","6","7.33","47","43.82","0","0.768","95","63.21","0","0.55"
"Ty Johnson","BUF","RB","0.2","0.5","-0.3","0.2","0.5","-0.3","1","0","0","0","0","0","0","2","4.5472","0","0.01"
"T.J. Hockenson","MIN","TE","24.9","20.4","4.5","24.9","20.4","4.5","1","11","9.46","134","108.29","1","0.8064","0","0","0","0"
"Alec Pierce","IND","WR","2.6","1.4","1.2000000000000002","2.6","1.4","1.2","1","1","0.48","21","11.58","0","0","0","0","0","0"
"Devin Singletary","HST","RB","22.6","20","2.6000000000000014","22.6","20","2.6","1","1","1.68","11","11.93","0","0.1344","150","133.917","1","0.63"
"Byron Pringle","WAS","WR","1.2","2.9","-1.7","1.2","2.9","-1.7","1","1","1.32","7","18.62","0","0.0576","0","0","0","0"
"Josh Jacobs","LV","RB","13.7","14.9","-1.200000000000001","13.7","14.9","-1.2","1","2","1.87","11","10.92","0","0.0096","116","109.3484","0","0.31"
"Trey McBride","ARZ","TE","17.1","11.2","5.900000000000002","17.1","11.2","5.9","1","8","6.18","131","75.08","0","0.1056","0","0","0","0"
"Zamir White","LV","RB","0.5","0.5","0","0.5","0.5","0","1","0","0","0","0","0","0","5","4.7334","0","0"
"Chris Manhertz","DEN","TE","1.1","1.2","-0.09999999999999987","1.1","1.2","-0.1","1","1","0.85","6","7.75","0","0","0","0","0","0"
"Elijah Higgins","ARZ","TE","0","1.3","-1.3","0","1.3","-1.3","1","0","0.5","0","10.09","0","0.0096","0","0","0","0"
"Ameer Abdullah","LV","RB","0.9","1.1","-0.20000000000000007","0.9","1.1","-0.2","1","1","0.93","4","6.06","0","0.0096","0","0","0","0"
"Chigoziem Okonkwo","TEN","TE","4.2","10.4","-6.2","4.2","10.4","-6.2","1","3","3.57","27","39.27","0","0.7872","0","0","0","0"
"Samaje Perine","DEN","RB","5.8","3.9","1.9","5.8","3.9","1.9","1","3","2.55","35","20.57","0","0","8","4.5962","0","0.01"
"Austin Hooper","LV","TE","1.2","1.3","-0.10000000000000009","1.2","1.3","-0.1","1","1","0.83","7","9.04","0","0","0","0","0","0"
"Antonio Gibson","WAS","RB","14","8.9","5.1","14","8.9","5.1","1","5","5.01","42","33.71","1","0.1824","13","17.9144","0","0.02"
