"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Zach Wilson","NYJ","1","28","24","14","0","60.9","145","0","4.7","0","0","0","1","4","1","0","0","4.2","0","2","3","1","0","1","1","1","50","1","1","50","0","0","11.1","0.4"
"Trevor Lawrence","JAX","1","44","42","23","1","63.2","228","0","9.3","1","0","0","1","1","3","1","0","7.1","2.4","5","39","0","0","1","0","0","0","0","0","0","1","1","16","0.36"
"Tua Tagovailoa","MIA","1","34","31","27","0","87.1","230","0","3.8","1","0","0","0","2","3","1","0","9.7","3.2","4","0","0","0","2","1","0","25","1","0","25","0","0","13.2","0.39"
"Mac Jones","NE","1","35","32","23","0","71.9","310","1","7.5","2","1","0","0","2","2","1","0","6.3","3.1","2","11","0","0","0","1","0","50","0","0","0","0","0","21.5","0.61"
"Josh Allen","BUF","1","34","28","23","0","88.5","260","0","6.9","4","0","0","2","2","1","1","0","3.6","3.6","8","43","0","0","0","1","0","12.5","0","0","0","0","0","28.7","0.84"
"Baker Mayfield","CLV","1","40","37","18","2","62.5","247","0","10.2","1","0","0","0","2","1","1","0","2.7","2.7","2","4","0","0","1","0","0","0","0","0","0","0","0","14.3","0.36"
"Lamar Jackson","BLT","1","38","32","20","0","69","165","0","9.8","1","0","0","4","2","2","1","0","6.3","3.1","17","68","0","0","0","0","0","0","0","0","0","0","0","13.4","0.35"
"Jalen Hurts","PHI","1","35","31","14","2","55.2","129","0","10.3","0","0","0","3","1","2","0","1","6.5","0","8","77","0","0","0","1","0","12.5","1","0","12.5","0","0","9.9","0.28"
"Drew Lock","DEN","1","8","7","4","0","66.7","26","0","6","0","0","0","1","1","1","0","0","14.3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"Daniel Jones","NYG","1","34","30","19","1","69","202","0","5.2","1","0","0","0","1","3","1","0","10","3.3","9","30","0","0","0","2","0","22.2","0","0","0","0","0","15.1","0.44"
"Justin Herbert","LAC","1","51","44","28","3","70.5","303","1","7.1","2","0","0","2","3","3","1","1","6.8","2.3","4","36","0","0","0","0","0","0","0","0","0","0","1","21.7","0.43"
"Joe Burrow","CIN","1","27","24","20","0","90.9","190","0","7.5","1","0","0","1","2","1","1","0","4.2","4.2","1","8","1","0","0","1","1","100","0","0","0","0","0","17.4","0.64"
