"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Brock Purdy","SF","1","22","21","16","0","84.2","185","0","5.9","2","0","0","0","0","0","0","0","0","0","2","3","1","0","0","1","1","50","1","1","50","0","0","21.7","0.99"
"Trevor Lawrence","JAX","1","43","42","30","2","84.2","368","1","7.9","3","0","0","0","0","4","2","0","9.5","4.8","3","7","1","0","0","1","1","33.3","1","1","33.3","0","1","33.4","0.78"
"Kenny Pickett","PIT","1","4","1","0","0","0","0","0","","0","0","0","0","1","0","0","0","0","0","2","16","0","0","0","0","0","0","0","0","0","0","0","1.6","0.4"
"Tua Tagovailoa","MIA","1","33","28","10","1","45.8","145","0","12.8","1","1","1","0","2","0","0","0","0","0","3","28","0","0","0","0","0","0","0","0","0","0","0","12.6","0.38"
"Mac Jones","NE","1","37","35","24","3","87.1","235","0","5.3","0","0","0","1","1","0","0","0","0","0","5","-1","0","0","1","3","0","60","0","0","0","0","0","8.3","0.22"
"Davis Mills","HST","1","22","21","16","0","84.2","175","0","9.9","0","0","0","1","0","1","0","1","4.8","0","1","2","0","0","0","0","0","0","0","0","0","0","0","6.2","0.28"
"Josh Allen","BUF","1","33","27","16","4","76.9","147","0","8.1","1","0","0","0","3","0","0","0","0","0","10","47","1","0","0","1","1","10","1","1","10","0","0","20.6","0.62"
"Baker Mayfield","LA","1","41","35","22","0","66.7","230","0","8.8","1","0","0","0","4","1","1","0","2.9","2.9","4","10","0","0","0","0","0","0","0","0","0","0","0","14.2","0.35"
"Brett Rypien","DEN","1","8","8","4","0","57.1","16","0","13.4","1","0","0","1","0","2","1","0","25","12.5","1","0","0","0","1","0","0","0","0","0","0","0","0","3.6","0.45"
"John Wolford","LA","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Mike White","NYJ","1","47","44","27","1","73.7","268","0","8","0","0","0","0","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","10.7","0.23"
"Tyler Huntley","BLT","1","17","12","8","0","80","88","0","7.7","0","0","0","0","1","0","0","0","0","0","9","31","0","0","1","1","0","11.1","0","0","0","0","0","6.6","0.39"
"Gardner Minshew","PHI","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","0","0","0","0","0","0","0","-0.1",""
"Anthony Brown","BLT","1","6","5","3","0","60","16","0","10.4","0","0","0","0","1","0","0","0","0","0","3","-5","0","0","0","0","0","0","0","0","0","0","0","0.1","0.02"
"Jalen Hurts","PHI","1","36","31","21","2","74.2","217","0","9.6","2","1","0","0","4","1","0","0","3.2","0","7","77","1","0","0","1","1","14.3","0","0","0","0","0","30.4","0.84"
"Daniel Jones","NYG","1","33","27","18","2","76.9","169","0","5.9","1","0","0","0","4","1","1","0","3.7","3.7","4","26","1","0","0","1","1","25","1","1","25","0","0","19.4","0.59"
"Kyler Murray","ARZ","1","2","1","1","0","100","9","0","2","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0.7","0.35"
"Sam Darnold","CAR","1","29","24","14","0","70","120","0","5","1","0","0","0","2","3","0","0","12.5","0","4","30","0","0","0","0","0","0","0","0","0","0","0","11.8","0.41"
"Justin Herbert","LAC","1","56","51","39","2","89.1","367","1","5.8","1","0","0","0","4","4","1","0","7.8","2","4","8","0","0","1","1","0","25","0","0","0","0","0","19.5","0.35"
"Joe Burrow","CIN","1","37","33","18","1","63.3","239","0","8.2","2","1","0","1","1","1","1","0","3","3","6","10","0","0","0","0","0","0","0","0","0","0","0","17.6","0.48"
"Deshaun Watson","CLV","1","48","42","26","3","80.6","276","0","9.3","1","0","0","1","2","3","0","0","7.1","0","6","33","0","0","0","1","0","16.7","0","0","0","0","0","17.3","0.36"
"Patrick Mahomes","KC","1","44","41","27","1","70","353","1","8.1","3","1","1","3","2","2","1","0","4.9","2.4","3","-3","0","0","0","0","0","0","0","0","0","0","0","22.8","0.52"
"Mitch Trubisky","PIT","1","31","30","22","1","76.7","276","0","11","1","0","0","3","1","2","1","0","6.7","3.3","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0.39"
