"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Sam Darnold","NYJ","1","29","23","12","1","68.4","120","0","7.5","0","0","0","2","6","1","0","0","4.3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2.8","0.1"
"Justin Herbert","LAC","1","47","43","27","3","75","347","1","8.6","3","1","1","0","1","4","2","0","9.3","4.7","9","66","1","0","0","4","1","44.4","1","1","11.1","0","1","38.5","0.82"
"Joe Burrow","CIN","1","52","47","35","0","76.1","406","1","9.9","3","0","0","1","4","6","1","1","12.8","2.1","6","34","1","0","3","3","1","50","2","1","33.3","0","0","36.6","0.7"
"Kyle Allen","WAS","1","28","25","15","1","76.2","194","0","8.7","2","1","1","0","2","2","0","0","8","0","4","11","0","0","0","1","0","25","1","0","25","0","1","16.9","0.6"
"Tim Boyle","GB","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","2","-1","0","0","0","0","0","0","0","0","0","0","0","-0.1",""
"Jarrett Stidham","NE","1","12","10","6","0","85.7","64","0","2.1","0","0","0","1","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","1.9","0.16"
"Taysom Hill","NO","1","1","1","1","0","100","0","0","-2","0","0","0","0","0","0","0","0","0","0","1","6","0","0","0","1","0","100","0","0","0","0","0","0.6","0.6"
"Deshaun Watson","HST","1","48","39","29","2","83.8","309","1","7.2","2","0","0","0","3","3","1","0","7.7","2.6","7","38","0","0","0","2","0","28.6","0","0","0","0","0","24.2","0.5"
"Patrick Mahomes","KC","1","26","23","15","2","77.3","200","0","8.1","1","0","0","0","3","1","0","0","4.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0.46"
"Carson Wentz","PHI","1","48","43","25","2","71.1","359","1","10.4","2","0","0","1","3","6","1","1","14","2.3","7","14","1","0","0","3","1","42.9","1","1","14.3","0","2","28.8","0.6"
"Jared Goff","LA","1","35","33","23","0","74.2","220","0","8","2","0","0","0","1","1","1","0","3","3","4","1","0","0","1","0","0","0","0","0","0","0","0","16.9","0.48"
"Jimmy Garoppolo","SF","1","27","25","20","1","84","277","0","5.8","0","0","0","2","1","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","9.5","0.35"
"Derek Carr","LV","1","41","36","24","2","76.5","284","0","8.3","2","0","0","1","3","2","2","0","5.6","5.6","2","19","0","0","1","0","0","0","0","0","0","0","0","20.3","0.5"
"Teddy Bridgewater","CAR","1","31","28","23","0","88.5","254","0","7.3","2","1","1","0","1","0","0","0","0","0","2","10","0","0","0","0","0","0","0","0","0","0","0","19.2","0.62"
"Nick Foles","CHI","1","44","40","28","1","76.3","261","0","10.6","0","0","0","2","4","2","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.4","0.19"
"Russell Wilson","SEA","1","57","50","33","3","78.3","388","1","9.8","3","1","0","3","2","6","3","0","12","6","6","84","0","0","0","0","0","0","0","0","0","0","0","32.9","0.58"
"Ryan Tannehill","TEN","1","33","30","18","0","69.2","220","0","8.9","2","1","1","0","2","3","1","0","10","3.3","2","5","0","0","0","1","0","50","0","0","0","0","0","17.3","0.52"
"Andy Dalton","DAL","1","26","19","9","3","66.7","75","0","7.3","0","0","0","1","3","1","0","0","5.3","0","3","16","0","0","1","0","0","0","0","0","0","0","0","3.6","0.14"
"Cam Newton","NE","1","18","15","9","0","64.3","98","0","10.8","0","0","0","3","1","0","0","0","0","0","5","19","0","0","0","0","0","0","0","0","0","0","0","2.8","0.16"
"Matthew Stafford","DET","1","39","36","25","1","81.3","340","1","10.5","1","0","0","0","2","1","1","0","2.8","2.8","1","8","0","0","0","0","0","0","0","0","0","0","0","18.4","0.47"
"Chad Henne","KC","1","3","2","2","0","100","13","0","1","0","0","0","0","1","0","0","0","0","0","4","-2","1","0","0","1","1","25","1","1","25","0","0","6.3","2.1"
"Matt Ryan","ATL","1","44","42","31","2","82.5","338","1","7.6","1","0","0","0","2","3","1","0","7.1","2.4","0","0","0","0","1","0","0","0","0","0","0","1","1","17.5","0.4"
"Aaron Rodgers","GB","1","34","34","23","2","89.3","283","0","5.9","4","1","0","0","0","1","1","0","2.9","2.9","0","0","0","0","0","0","0","0","0","0","0","0","0","27.3","0.8"
"Ben Roethlisberger","PIT","1","50","49","32","2","72.3","268","0","6.4","2","0","0","3","0","5","1","2","10.2","2","1","-1","0","0","0","0","0","0","0","0","0","0","0","15.6","0.31"
"Drew Brees","NO","1","37","36","29","0","90.6","287","0","5.7","2","0","0","0","1","2","2","0","5.6","5.6","3","2","1","0","1","1","1","33.3","1","1","33.3","0","0","25.7","0.69"
"Tom Brady","TB","1","45","45","33","1","82.9","369","1","9.7","4","0","0","0","0","5","4","0","11.1","8.9","1","1","1","0","0","1","1","100","1","1","100","0","0","36.9","0.82"
