"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Justin Fields","CHI","1","43","32","22","2","80","184","0","6.4","0","0","0","3","4","1","0","0","3.1","0","8","38","0","0","3","0","0","0","0","0","0","0","0","8.2","0.19"
"Zach Wilson","NYJ","1","11","10","6","0","66.7","51","0","4.7","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0.18"
"Tua Tagovailoa","MIA","1","45","40","32","2","85","291","0","6.3","4","0","0","2","1","4","2","1","10","5","4","29","0","0","0","2","0","50","0","0","0","0","0","28.5","0.63"
"Mac Jones","NE","1","39","36","24","0","72.7","307","1","7.6","2","0","0","0","1","2","1","0","5.6","2.8","3","19","0","0","0","0","0","0","0","0","0","0","0","22.2","0.57"
"Davis Mills","HST","1","34","32","23","2","86.2","135","0","5.2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","5.4","0.16"
"Logan Woodside","TEN","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","0","0","0","0","0","0","0","-0.1",""
"Mike White","NYJ","1","33","32","20","1","70","202","0","7.2","1","0","0","2","1","1","1","0","3.1","3.1","0","0","0","0","0","0","0","0","0","0","0","0","0","10.1","0.31"
"Tyler Huntley","BLT","1","11","11","5","1","54.5","39","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6","0.15"
"Lamar Jackson","BLT","1","42","31","15","0","51.7","257","0","15.7","1","0","0","0","5","1","1","0","3.2","3.2","12","88","0","0","0","1","0","8.3","0","0","0","0","0","23.1","0.55"
"Jalen Hurts","PHI","1","40","34","18","2","71.4","236","0","11.6","2","0","0","0","2","1","0","0","2.9","0","13","61","0","0","1","2","0","15.4","2","0","15.4","1","1","23.5","0.59"
"Daniel Jones","NYG","1","35","33","23","2","83.3","203","0","5.2","1","0","0","0","2","0","0","0","0","0","8","28","0","0","0","1","0","12.5","0","0","0","0","0","14.9","0.43"
"Kyler Murray","ARZ","1","34","28","20","2","84.6","261","0","9.3","3","1","0","1","4","3","2","0","10.7","7.1","6","10","0","0","0","2","0","33.3","0","0","0","0","0","22.4","0.66"
"Sam Darnold","CAR","1","28","25","16","1","70.8","112","0","4.8","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.5","0.13"
"Joe Burrow","CIN","1","39","38","23","0","65.7","416","1","11.5","3","2","2","1","1","3","0","1","7.9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","27.6","0.71"
"P.J. Walker","CAR","1","18","14","3","0","23.1","33","0","13.6","0","0","0","0","3","0","0","0","0","0","1","13","0","0","0","0","0","0","0","0","0","0","0","2.6","0.14"
"Patrick Mahomes","KC","1","44","35","20","2","75.9","206","0","7.8","0","0","0","1","4","0","0","0","0","0","6","35","0","0","2","0","0","0","0","0","0","0","0","10.7","0.24"
"Brandon Allen","CIN","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Carson Wentz","IND","1","29","26","17","1","69.2","150","0","7.8","2","0","0","0","1","2","0","0","7.7","0","4","23","1","0","2","1","1","25","1","1","25","0","1","22.3","0.77"
"Jared Goff","DET","1","39","36","22","1","76.7","268","0","4.4","1","1","1","2","2","1","0","1","2.8","0","1","3","0","0","0","0","0","0","0","0","0","0","0","13","0.33"
"Taylor Heinicke","WAS","1","47","37","25","2","77.1","268","0","7.6","1","1","0","1","4","5","1","1","13.5","2.7","10","95","0","0","2","3","0","30","2","0","20","0","0","23.2","0.49"
