"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Tua Tagovailoa","MIA","1","40","39","26","2","75.7","296","0","8.4","1","0","0","0","0","5","1","0","12.8","2.6","3","3","0","0","0","0","0","0","0","0","0","0","0","16.1","0.4"
"Josh Allen","BUF","1","43","40","32","0","86.5","375","1","7.6","4","0","0","0","1","3","1","0","7.5","2.5","6","11","0","0","2","2","0","33.3","1","0","16.7","0","0","32.1","0.75"
"Baker Mayfield","CLV","1","35","33","25","2","90","334","1","6.9","4","1","1","0","0","4","3","0","12.1","9.1","4","5","0","0","1","0","0","0","0","0","0","0","0","29.9","0.85"
"Ryan Finley","CIN","1","8","7","6","0","85.7","40","0","-0.1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6","0.07"
"Lamar Jackson","BLT","1","22","17","12","0","70.6","107","0","6.2","2","0","0","1","0","2","1","0","11.8","5.9","13","94","1","0","1","1","0","7.7","0","0","0","0","0","26.7","1.21"
"Jalen Hurts","PHI","1","20","12","5","1","50","109","0","14.1","1","0","0","1","3","1","1","0","8.3","8.3","5","29","0","0","0","0","0","0","0","0","0","0","0","10.3","0.52"
"Drew Lock","DEN","1","29","28","15","1","72.7","151","0","9.9","2","0","0","2","0","1","1","0","3.6","3.6","2","9","0","0","0","1","0","50","0","0","0","0","1","12.9","0.44"
"Kyler Murray","ARZ","1","42","39","21","1","64.7","173","0","7","3","1","1","1","2","3","2","0","7.7","5.1","5","15","0","0","2","1","0","20","1","0","20","0","0","19.4","0.46"
"Sam Darnold","NYJ","1","28","23","14","1","75","186","0","9.3","2","0","0","1","3","2","2","0","8.7","8.7","3","26","1","0","2","1","1","33.3","1","1","33.3","1","2","23","0.82"
"Justin Herbert","LAC","1","56","53","26","1","58.7","209","0","7.2","0","0","0","2","3","2","0","0","3.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.4","0.11"
"Jarrett Stidham","NE","1","3","3","2","0","66.7","61","0","12.3","1","0","0","0","0","0","0","0","0","0","2","-2","0","0","0","2","0","100","0","0","0","0","0","6.2","2.07"
"Nick Mullens","SF","1","39","39","26","3","78.4","316","1","7.6","3","0","0","2","0","4","2","1","10.3","5.1","0","0","0","0","0","0","0","0","0","0","0","0","0","22.6","0.58"
"Taysom Hill","NO","1","43","37","27","3","81.1","232","0","8.5","2","0","0","0","2","3","2","0","8.1","5.4","14","83","0","0","3","4","0","28.6","0","0","0","0","0","25.6","0.6"
"Deshaun Watson","HST","1","48","38","26","0","70.3","341","1","11","0","0","0","1","5","3","0","0","7.9","0","7","38","1","0","2","3","1","42.9","1","0","14.3","0","0","22.4","0.47"
"Patrick Mahomes","KC","1","44","40","25","3","75.7","318","1","10.3","1","0","0","0","1","2","0","0","5","0","4","26","0","0","0","1","0","25","0","0","0","0","0","19.3","0.44"
"Mitch Trubisky","CHI","1","37","34","26","1","81.8","267","0","6.4","1","0","0","0","2","1","0","0","2.9","0","3","6","0","0","1","0","0","0","0","0","0","0","0","15.3","0.41"
"Brandon Allen","CIN","1","25","19","11","1","66.7","153","0","8.4","1","1","1","1","5","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","9.4","0.38"
"Jacoby Brissett","IND","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0.1",""
"Carson Wentz","PHI","1","21","15","6","1","53.8","79","0","8.5","0","0","0","0","4","0","0","0","0","0","3","18","0","0","0","0","0","0","0","0","0","0","0","5","0.24"
"Jared Goff","LA","1","48","47","37","0","90.2","351","1","3.6","1","0","0","0","1","1","1","0","2.1","2.1","4","1","1","0","0","1","1","25","1","1","25","0","0","24.1","0.5"
"Derek Carr","LV","1","51","47","28","2","68.2","381","1","11.5","3","1","0","1","2","5","1","0","10.6","2.1","2","5","1","0","0","1","1","50","1","1","50","0","0","32.7","0.64"
"Mike Glennon","JAX","1","47","42","28","0","68.3","280","0","9.2","1","0","0","2","2","2","1","0","4.8","2.4","3","9","0","0","1","0","0","0","0","0","0","1","1","14.1","0.3"
"Kirk Cousins","MIN","1","48","43","28","1","78.4","305","1","8.3","3","0","0","1","4","2","2","0","4.7","4.7","3","12","0","0","1","1","0","33.3","1","0","33.3","0","0","24.4","0.51"
"Russell Wilson","SEA","1","54","43","27","4","73.8","263","0","8.2","1","0","0","1","5","2","0","0","4.7","0","7","45","0","0","1","0","0","0","0","0","0","0","0","18","0.33"
"Ryan Tannehill","TEN","1","48","45","29","3","76.2","389","1","10.8","3","0","0","1","3","4","2","0","8.9","4.4","0","0","0","0","0","0","0","0","0","0","0","1","1","26.6","0.55"
"Andy Dalton","DAL","1","49","48","31","1","69.6","285","0","11.1","2","0","0","1","1","8","2","0","16.7","4.2","1","2","0","0","0","0","0","0","0","0","0","0","0","18.6","0.38"
"Cam Newton","NE","1","23","19","12","2","77.8","69","0","7.4","1","0","0","0","1","2","1","0","10.5","5.3","14","48","2","0","1","7","2","50","4","2","28.6","0","0","23.6","1.03"
"Colt McCoy","NYG","1","25","22","13","0","59.1","105","0","8","1","0","0","1","2","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","1","1","7.4","0.3"
"Matthew Stafford","DET","1","44","42","27","0","67.5","402","1","13.9","3","1","0","1","2","5","3","0","11.9","7.1","2","0","0","0","0","0","0","0","0","0","0","0","0","27.1","0.62"
"Matt Ryan","ATL","1","42","39","19","2","61.8","273","0","12.6","1","0","0","0","3","4","0","0","10.3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","14.9","0.35"
"Aaron Rodgers","GB","1","36","34","25","2","87.1","295","0","9.2","3","0","0","0","2","4","2","0","11.8","5.9","4","-3","0","0","1","0","0","0","0","0","0","0","0","23.5","0.65"
"Alex Smith","WAS","1","49","46","31","3","82.9","296","0","6","1","0","0","0","3","2","1","0","4.3","2.2","0","0","0","0","0","0","0","0","0","0","0","0","0","15.8","0.32"
"Ben Roethlisberger","PIT","1","53","53","33","6","79.6","305","1","6.8","2","1","1","1","0","2","1","0","3.8","1.9","1","0","0","0","0","0","0","0","0","0","0","0","0","19.2","0.36"
"Philip Rivers","IND","1","38","35","27","2","90.6","285","0","5.6","2","0","0","0","3","0","0","0","0","0","2","-2","0","0","0","0","0","0","0","0","0","0","0","19.2","0.51"
