Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,AllPro,ProBowl,Receiving_Points,Year
Nico Collins,HOU,23,WR,10,7,66,37,56.1,481,13.0,2,21,42.4,58,7.3,3.7,48.1,0,0,0,78.6,2022
Devin Duvernay,BAL,25,WR,14,13,49,37,75.5,407,11.0,3,19,59.2,31,8.3,2.6,29.1,1,0,1,77.2,2022
Isaiah Hodgins,2TM,24,WR,10,5,48,37,77.1,392,10.6,4,24,62.5,29,8.2,3.7,39.2,1,0,0,81.7,2022
Elijah Moore,NYJ,22,WR,16,9,65,37,56.9,446,12.1,1,22,44.6,42,6.9,2.3,27.9,1,0,0,69.1,2022
Isaiah Likely,BAL,22,TE,16,2,60,36,60.0,373,10.4,3,18,35.0,34,6.2,2.3,23.3,0,0,0,73.30000000000001,2022
Hunter Renfrow,LVR,27,WR,10,1,50,36,72.0,330,9.2,2,18,52.0,27,6.6,3.6,33.0,3,0,0,63.0,2022
Kendrick Bourne,NWE,27,WR,16,2,48,35,72.9,434,12.4,1,22,54.2,41,9.0,2.2,27.1,2,0,0,66.9,2022
Jahan Dotson,WAS,22,WR,12,10,61,35,57.4,523,14.9,7,26,50.8,61,8.6,2.9,43.6,0,0,0,111.80000000000001,2022
Travis Etienne,JAX,23,RB,17,12,45,35,77.8,316,9.0,0,16,44.4,30,7.0,2.1,18.6,5,0,0,49.1,2022
Kareem Hunt,CLE,27,RB,17,0,44,35,79.5,210,6.0,1,11,38.6,24,4.8,2.1,12.4,1,0,0,44.5,2022
Jauan Jennings,SFO,25,WR,16,4,56,35,62.5,416,11.9,1,23,55.4,44,7.4,2.2,26.0,1,0,0,65.1,2022
Randall Cobb,GNB,32,WR,13,3,50,34,68.0,417,12.3,1,19,56.0,40,8.3,2.6,32.1,1,0,0,64.7,2022
Will Dissly,SEA,26,TE,15,15,38,34,89.5,349,10.3,3,20,73.7,38,9.2,2.3,23.3,0,0,0,69.9,2022
David Montgomery,CHI,25,RB,16,16,40,34,85.0,316,9.3,1,10,50.0,32,7.9,2.1,19.8,2,0,0,54.6,2022
Treylon Burks,TEN,22,WR,11,6,54,33,61.1,444,13.5,1,19,50.0,51,8.2,3.0,40.4,0,0,0,66.9,2022
Greg Dulcich,DEN,22,TE,10,6,55,33,60.0,411,12.5,2,18,50.9,39,7.5,3.3,41.1,0,0,0,69.6,2022
Derrick Henry,TEN,28,RB,16,16,41,33,80.5,398,12.1,0,11,61.0,69,9.7,2.1,24.9,6,0,1,56.300000000000004,2022
Foster Moreau,LVR,25,TE,15,14,54,33,61.1,420,12.7,2,24,51.9,33,7.8,2.2,28.0,1,0,0,70.5,2022
Allen Robinson,LAR,29,WR,10,10,52,33,63.5,339,10.3,3,23,53.8,29,6.5,3.3,33.9,0,0,0,68.4,2022
Quez Watkins,PHI,24,WR,17,8,51,33,64.7,354,10.7,3,13,37.3,53,6.9,1.9,20.8,1,0,0,69.9,2022
Corey Davis,NYJ,27,WR,13,10,64,32,50.0,536,16.8,2,28,48.4,66,8.4,2.5,41.2,0,0,0,81.6,2022
Mike Gesicki,MIA,27,TE,17,1,52,32,61.5,362,11.3,5,19,48.1,32,7.0,1.9,21.3,0,0,0,82.2,2022
Chigoziem Okonkwo,TEN,23,TE,17,8,46,32,69.6,450,14.1,3,22,50.0,48,9.8,1.9,26.5,0,0,0,79.0,2022
Nelson Agholor,NWE,29,WR,16,7,53,31,58.5,362,11.7,2,12,37.7,44,6.8,1.9,22.6,2,0,0,63.7,2022
Harrison Bryant,CLE,24,TE,17,9,42,31,73.8,239,7.7,1,12,52.4,30,5.7,1.8,14.1,0,0,0,45.400000000000006,2022
Kylen Granson,IND,24,TE,13,4,40,31,77.5,302,9.7,0,17,52.5,32,7.6,2.4,23.2,1,0,0,45.7,2022
Raheem Mostert,MIA,30,RB,16,14,42,31,73.8,202,6.5,2,11,47.6,25,4.8,1.9,12.6,1,0,0,47.7,2022
DeVante Parker,NWE,29,WR,13,11,47,31,66.0,539,17.4,3,25,59.6,43,11.5,2.4,41.5,0,0,0,87.4,2022
Daniel Bellinger,NYG,22,TE,12,11,35,30,85.7,268,8.9,2,14,68.6,24,7.7,2.5,22.3,1,0,0,53.8,2022
DJ Chark,DET,26,WR,11,10,52,30,57.7,502,16.7,3,24,51.9,51,9.7,2.7,45.6,0,0,0,83.2,2022
Nyheim Hines,2TM,26,RB,16,5,37,30,81.1,241,8.0,1,11,56.8,22,6.5,1.9,15.1,2,0,0,45.1,2022
Deon Jackson,IND,23,RB,16,2,34,30,88.2,209,7.0,1,10,47.1,27,6.1,1.9,13.1,1,0,0,41.900000000000006,2022
Dameon Pierce,HOU,22,RB,13,13,39,30,76.9,165,5.5,1,7,43.6,16,4.2,2.3,12.7,4,0,0,37.5,2022
Trent Sherfield,MIA,26,WR,17,4,51,30,58.8,417,13.9,2,18,45.1,75,8.2,1.8,24.5,0,0,0,68.7,2022
Trey McBride,ARI,23,TE,16,13,39,29,74.4,265,9.1,1,12,46.2,29,6.8,1.8,16.6,1,0,0,47.0,2022
AJ Dillon,GNB,24,RB,17,3,43,28,65.1,206,7.4,0,9,39.5,17,4.8,1.6,12.1,1,0,0,34.6,2022
Noah Gray,KAN,23,TE,17,8,34,28,82.4,299,10.7,1,14,64.7,27,8.8,1.6,17.6,0,0,0,49.900000000000006,2022
Terrace Marshall Jr.,CAR,22,WR,14,9,47,28,59.6,490,17.5,1,24,53.2,43,10.4,2.0,35.0,2,0,0,69.0,2022
Kyle Pitts,ATL,22,TE,10,10,59,28,47.5,356,12.7,2,20,42.4,33,6.0,2.8,35.6,0,0,0,61.6,2022
Rashid Shaheed,NOR,24,WR,12,6,34,28,82.4,488,17.4,2,18,70.6,68,14.4,2.3,40.7,1,0,0,74.80000000000001,2022
Jonathan Taylor,IND,23,RB,11,11,40,28,70.0,143,5.1,0,4,32.5,19,3.6,2.5,13.0,3,0,0,28.3,2022
Darren Waller,LVR,30,TE,9,6,43,28,65.1,388,13.9,3,18,46.5,34,9.0,3.1,43.1,0,0,0,70.80000000000001,2022
Jaylen Warren,PIT,24,RB,16,0,33,28,84.8,214,7.6,0,14,51.5,26,6.5,1.8,13.4,1,0,0,35.400000000000006,2022
Nick Chubb,CLE,27,RB,17,17,37,27,73.0,239,8.9,1,12,51.4,26,6.5,1.6,14.1,1,0,1,43.400000000000006,2022
Marquise Goodwin,SEA,32,WR,13,2,42,27,64.3,387,14.3,4,18,54.8,38,9.2,2.1,29.8,0,0,0,76.2,2022
J.D. McKissic,WAS,29,RB,8,0,40,27,67.5,173,6.4,0,7,42.5,14,4.3,3.4,21.6,0,0,0,30.8,2022
Latavius Murray,2TM,32,RB,13,7,35,27,77.1,132,4.9,0,4,25.7,15,3.8,2.1,10.2,1,0,0,26.700000000000003,2022
Laviska Shenault Jr.,CAR,24,WR,13,4,32,27,84.4,272,10.1,1,10,50.0,67,8.5,2.1,20.9,0,0,0,46.7,2022
Jonnu Smith,NWE,27,TE,14,8,38,27,71.1,245,9.1,0,9,47.4,53,6.4,1.9,17.5,1,0,0,38.0,2022
Kenneth Walker III,SEA,22,RB,15,11,35,27,77.1,165,6.1,0,6,37.1,33,4.7,1.8,11.0,0,0,0,30.0,2022
Ameer Abdullah,LVR,29,RB,17,0,32,25,78.1,211,8.4,1,8,34.4,23,6.6,1.5,12.4,0,0,0,39.6,2022
Eno Benjamin,3TM,23,RB,15,3,34,25,73.5,193,7.7,0,10,44.1,22,5.7,1.7,12.9,0,0,0,31.8,2022
Melvin Gordon,DEN,29,RB,10,6,32,25,78.1,223,8.9,0,11,46.9,24,7.0,2.5,22.3,5,0,0,34.8,2022
Mecole Hardman,KAN,24,WR,8,5,34,25,73.5,297,11.9,4,14,61.8,36,8.7,3.1,37.1,1,0,0,66.2,2022
Jarvis Landry,NOR,30,WR,9,3,39,25,64.1,272,10.9,1,12,48.7,40,7.0,2.8,30.2,1,0,0,45.7,2022
Colby Parkinson,SEA,23,TE,17,2,34,25,73.5,322,12.9,2,14,61.8,39,9.5,1.5,18.9,0,0,0,56.7,2022
Irv Smith Jr.,MIN,24,TE,8,1,36,25,69.4,182,7.3,2,9,44.4,17,5.1,3.1,22.8,1,0,0,42.7,2022
Nick Westbrook-Ikhine,TEN,25,WR,17,13,50,25,50.0,397,15.9,3,18,40.0,63,7.9,1.5,23.4,0,0,0,70.2,2022
Jelani Woods,IND,24,TE,15,2,40,25,62.5,312,12.5,3,16,45.0,36,7.8,1.7,20.8,1,0,0,61.7,2022
David Bell,CLE,22,WR,16,3,35,24,68.6,214,8.9,0,7,40.0,20,6.1,1.5,13.4,0,0,0,33.400000000000006,2022
A.J. Green,ARI,34,WR,15,10,47,24,51.1,236,9.8,2,11,36.2,77,5.0,1.6,15.7,0,0,0,47.6,2022
Kendall Hinton,DEN,25,WR,12,5,33,24,72.7,311,13.0,0,14,54.5,35,9.4,2.0,25.9,0,0,0,43.1,2022
Van Jefferson,LAR,26,WR,11,9,44,24,54.5,369,15.4,3,20,50.0,39,8.4,2.2,33.5,0,0,0,66.9,2022
Julio Jones,TAM,33,WR,10,5,43,24,55.8,299,12.5,2,13,41.9,48,7.0,2.4,29.9,0,0,0,53.900000000000006,2022
Brandon Powell,LAR,27,WR,17,6,32,24,75.0,156,6.5,0,7,40.6,16,4.9,1.4,9.2,1,0,0,27.6,2022
Jamal Agnew,JAX,27,WR,15,0,30,23,76.7,187,8.1,3,9,53.3,24,6.2,1.5,12.5,0,0,1,48.2,2022
Kenneth Gainwell,PHI,23,RB,17,0,29,23,79.3,169,7.3,0,7,41.4,20,5.8,1.4,9.9,0,0,0,28.400000000000002,2022
Scott Miller,TAM,25,WR,15,1,40,23,57.5,185,8.0,0,8,47.5,23,4.6,1.5,12.3,0,0,0,30.0,2022
Wan'Dale Robinson,NYG,21,WR,6,3,31,23,74.2,227,9.9,1,13,61.3,19,7.3,3.8,37.8,0,0,0,40.2,2022
Skyy Moore,KAN,22,WR,16,3,33,22,66.7,250,11.4,0,13,63.6,30,7.6,1.4,15.6,3,0,0,36.0,2022
Shi Smith,CAR,24,WR,17,6,41,22,53.7,296,13.5,2,14,41.5,38,7.2,1.3,17.4,4,0,0,52.6,2022
Tyquan Thornton,NWE,22,WR,13,9,45,22,48.9,247,11.2,2,13,40.0,29,5.5,1.7,19.0,0,0,0,47.7,2022
Jeff Wilson,2TM,27,RB,16,7,37,22,59.5,185,8.4,1,7,35.1,16,5.0,1.4,11.6,3,0,0,35.5,2022
James Cook,BUF,23,RB,16,0,32,21,65.6,180,8.6,1,5,46.9,41,5.6,1.3,11.3,1,0,0,34.5,2022
Dontrell Hilliard,TEN,27,RB,12,1,26,21,80.8,177,8.4,4,8,38.5,31,6.8,1.8,14.8,0,0,0,52.2,2022
Cordarrelle Patterson,ATL,31,RB,13,11,31,21,67.7,122,5.8,0,6,38.7,16,3.9,1.6,9.4,1,0,0,22.700000000000003,2022
Equanimeous St. Brown,CHI,26,WR,16,16,38,21,55.3,323,15.4,1,14,44.7,56,8.5,1.3,20.2,1,0,0,48.800000000000004,2022
Ian Thomas,CAR,26,TE,17,17,30,21,70.0,197,9.4,0,8,53.3,50,6.6,1.2,11.6,0,0,0,30.200000000000003,2022
C.J. Uzomah,NYJ,29,TE,15,13,27,21,77.8,232,11.0,2,10,51.9,40,8.6,1.4,15.5,0,0,0,45.7,2022
Cameron Brate,TAM,31,TE,11,1,38,20,52.6,174,8.7,0,8,28.9,21,4.6,1.8,15.8,0,0,0,27.400000000000002,2022
Matt Breida,NYG,27,RB,17,1,25,20,80.0,118,5.9,0,5,36.0,16,4.7,1.2,6.9,0,0,0,21.8,2022
Robbie Chosen,2TM,29,WR,16,7,44,20,45.5,282,14.1,1,10,34.1,75,6.4,1.3,17.6,1,0,0,44.2,2022
Phillip Dorsett,HOU,29,WR,15,4,40,20,50.0,257,12.9,1,11,42.5,34,6.4,1.3,17.1,0,0,0,41.7,2022
Jamycal Hasty,JAX,26,RB,17,0,26,20,76.9,126,6.3,1,7,30.8,28,4.8,1.2,7.4,0,0,0,28.6,2022
Dare Ogunbowale,HOU,28,RB,17,4,26,20,76.9,104,5.2,0,5,34.6,23,4.0,1.2,6.1,0,0,0,20.4,2022
Miles Sanders,PHI,25,RB,17,15,26,20,76.9,78,3.9,0,2,46.2,16,3.0,1.2,4.6,2,0,1,17.8,2022
Mo Alie-Cox,IND,29,TE,17,11,28,19,67.9,189,9.9,3,9,50.0,34,6.8,1.1,11.1,1,0,0,46.400000000000006,2022
Jake Ferguson,DAL,23,TE,16,8,22,19,86.4,174,9.2,2,8,63.6,30,7.9,1.2,10.9,0,0,0,38.900000000000006,2022
Zach Gentry,PIT,26,TE,17,13,23,19,82.6,132,6.9,0,6,39.1,32,5.7,1.1,7.8,0,0,0,22.700000000000003,2022
Breece Hall,NYJ,21,RB,7,2,31,19,61.3,218,11.5,1,8,35.5,79,7.0,2.7,31.1,1,0,0,37.3,2022
Kyle Juszczyk,SFO,31,FB,16,12,23,19,82.6,200,10.5,1,9,56.5,35,8.7,1.2,12.5,0,0,1,35.5,2022
Johnny Mundt,MIN,28,TE,17,12,21,19,90.5,140,7.4,1,9,66.7,17,6.7,1.1,8.2,0,0,0,29.5,2022
Dante Pettis,CHI,27,WR,17,7,41,19,46.3,245,12.9,3,9,31.7,51,6.0,1.1,14.4,1,0,0,52.0,2022
Tre'Quan Smith,NOR,26,WR,15,6,27,19,70.4,278,14.6,1,14,66.7,48,10.3,1.3,18.5,0,0,0,43.3,2022
Tommy Tremble,CAR,22,TE,17,4,32,19,59.4,174,9.2,3,9,43.8,29,5.4,1.1,10.2,1,0,0,44.900000000000006,2022
Tutu Atwell,LAR,23,WR,13,4,35,18,51.4,298,16.6,1,11,40.0,62,8.5,1.4,22.9,0,0,0,44.8,2022
Braxton Berrios,NYJ,27,WR,17,2,32,18,56.3,145,8.1,0,8,34.4,25,4.5,1.1,8.5,1,0,0,23.5,2022
Adam Trautman,NOR,25,TE,15,12,22,18,81.8,207,11.5,1,9,59.1,22,9.4,1.2,13.8,0,0,0,35.7,2022
Brock Wright,DET,24,TE,17,10,24,18,75.0,216,12.0,4,13,62.5,51,9.0,1.1,12.7,0,0,0,54.6,2022
DeeJay Dallas,SEA,24,RB,15,0,19,17,89.5,126,7.4,0,5,57.9,41,6.6,1.1,8.4,1,0,0,21.1,2022
Kenyan Drake,BAL,28,RB,12,5,26,17,65.4,89,5.2,1,7,34.6,15,3.4,1.4,7.4,1,0,0,23.4,2022
Clyde Edwards-Helaire,KAN,23,RB,10,6,23,17,73.9,151,8.9,3,11,60.9,25,6.6,1.7,15.1,0,0,0,41.6,2022
Ezekiel Elliott,DAL,27,RB,15,14,23,17,73.9,92,5.4,0,4,39.1,31,4.0,1.1,6.1,0,0,0,17.700000000000003,2022
Damien Harris,NWE,25,RB,11,9,23,17,73.9,97,5.7,0,4,43.5,15,4.2,1.5,8.8,0,0,0,18.200000000000003,2022
Darrell Henderson,LAR,25,RB,10,7,22,17,77.3,102,6.0,0,5,50.0,15,4.6,1.7,10.2,0,0,0,18.700000000000003,2022
Mitchell Wilcox,CIN,26,TE,16,4,18,17,94.4,139,8.2,1,6,66.7,19,7.7,1.1,8.7,0,0,0,28.4,2022
Tyler Allgeier,ATL,22,RB,16,7,17,16,94.1,139,8.7,1,8,58.8,26,8.2,1.0,8.7,0,0,0,27.9,2022
Marquez Callaway,NOR,24,WR,14,3,32,16,50.0,158,9.9,1,11,43.8,33,4.9,1.1,11.3,0,0,0,29.8,2022
CeeDee Lamb,DAL,24,WR,17,17,181,135,74.6,1749,13.0,12,80,63.5,92,9.7,7.9,102.9,3,1,1,314.4,2023
Tyreek Hill,MIA,29,WR,16,16,171,119,69.6,1799,15.1,13,83,57.9,78,10.5,7.4,112.4,1,1,1,317.4,2023
Amon-Ra St. Brown,DET,24,WR,16,16,164,119,72.6,1515,12.7,10,75,61.6,70,9.2,7.4,94.7,1,1,1,271.0,2023
Evan Engram,JAX,29,TE,17,15,143,114,79.7,963,8.4,4,47,53.1,34,6.7,6.7,56.6,3,0,1,177.3,2023
Michael Pittman Jr.,IND,26,WR,16,15,156,109,69.9,1152,10.6,4,53,51.9,75,7.4,6.8,72.0,2,0,0,193.7,2023
Keenan Allen,LAC,31,WR,13,13,150,108,72.0,1243,11.5,7,57,58.7,42,8.3,8.3,95.6,2,0,1,220.3,2023
Stefon Diggs,BUF,30,WR,17,17,160,107,66.9,1183,11.1,8,58,55.0,55,7.4,6.3,69.6,2,0,1,219.8,2023
A.J. Brown,PHI,26,WR,17,17,158,106,67.1,1456,13.7,7,70,56.3,59,9.2,6.2,85.6,2,0,1,240.6,2023
Puka Nacua,LAR,22,WR,17,17,160,105,65.6,1486,14.2,6,68,56.9,80,9.3,6.2,87.4,1,0,1,237.1,2023
Davante Adams,LVR,31,WR,17,17,175,103,58.9,1144,11.1,8,59,48.6,46,6.5,6.1,67.3,0,0,0,213.9,2023
Adam Thielen,CAR,33,WR,17,17,137,103,75.2,1014,9.8,4,56,58.4,32,7.4,6.1,59.6,2,0,0,176.9,2023
Ja'Marr Chase,CIN,23,WR,16,16,145,100,69.0,1216,12.2,7,63,56.6,76,8.4,6.3,76.0,1,0,1,213.60000000000002,2023
D.J. Moore,CHI,26,WR,17,17,136,96,70.6,1364,14.2,8,64,59.6,58,10.0,5.6,80.2,1,0,0,232.4,2023
T.J. Hockenson,MIN,26,TE,15,11,127,95,74.8,960,10.1,5,48,53.5,29,7.6,6.3,64.0,1,0,0,173.5,2023
Garrett Wilson,NYJ,23,WR,17,17,168,95,56.5,1042,11.0,3,47,44.0,68,6.2,5.6,61.3,2,0,0,169.7,2023
Travis Kelce,KAN,34,TE,15,15,121,93,76.9,984,10.6,5,50,62.0,53,8.1,6.2,65.6,1,0,1,174.9,2023
Chris Olave,NOR,23,WR,16,11,138,87,63.0,1123,12.9,5,57,53.6,51,8.1,5.4,70.2,0,0,0,185.8,2023
Sam LaPorta,DET,22,TE,17,14,120,86,71.7,889,10.3,10,48,55.8,48,7.4,5.1,52.3,0,0,1,191.9,2023
Chris Godwin,TAM,27,WR,17,17,130,83,63.8,1024,12.3,2,53,50.0,47,7.9,4.9,60.2,0,0,0,155.9,2023
Trey McBride,ARI,24,TE,17,12,106,81,76.4,825,10.2,3,42,57.5,38,7.8,4.8,48.5,1,0,0,141.0,2023
David Njoku,CLE,27,TE,16,16,123,81,65.9,882,10.9,6,35,43.9,43,7.2,5.1,55.1,2,0,1,164.7,2023
DeVonta Smith,PHI,25,WR,16,16,112,81,72.3,1066,13.2,7,47,55.4,63,9.5,5.1,66.6,1,0,0,189.10000000000002,2023
Nico Collins,HOU,24,WR,15,10,109,80,73.4,1297,16.2,8,53,61.5,75,11.9,5.3,86.5,1,0,0,217.70000000000002,2023
Mike Evans,TAM,30,WR,17,17,136,79,58.1,1255,15.9,13,54,53.7,75,9.2,4.6,73.8,0,0,1,243.0,2023
Tyler Lockett,SEA,31,WR,17,17,122,79,64.8,894,11.3,5,47,58.2,37,7.3,4.6,52.6,0,0,0,158.9,2023
Terry McLaurin,WAS,28,WR,17,17,132,79,59.8,1002,12.7,4,47,49.2,48,7.6,4.6,58.9,0,0,0,163.7,2023
Rashee Rice,KAN,23,WR,16,8,102,79,77.5,938,11.9,7,44,61.8,67,9.2,4.9,58.6,2,0,0,175.3,2023
Zay Flowers,BAL,23,WR,16,16,108,77,71.3,858,11.1,5,41,55.6,75,7.9,4.8,53.6,0,0,0,154.3,2023
Breece Hall,NYJ,22,RB,17,16,95,76,80.0,591,7.8,4,28,40.0,50,6.2,4.5,34.8,2,0,0,121.1,2023
Calvin Ridley,JAX,29,WR,17,17,136,76,55.9,1016,13.4,8,49,48.5,59,7.5,4.5,59.8,1,0,0,187.60000000000002,2023
Brandon Aiyuk,SFO,25,WR,16,16,105,75,71.4,1342,17.9,7,61,70.5,76,12.8,4.7,83.9,1,0,0,213.70000000000002,2023
DeAndre Hopkins,TEN,31,WR,17,16,137,75,54.7,1057,14.1,7,48,43.8,61,7.7,4.4,62.2,0,0,0,185.2,2023
Alvin Kamara,NOR,28,RB,13,12,86,75,87.2,466,6.2,1,23,45.3,25,5.4,5.8,35.8,0,0,0,90.1,2023
Dalton Kincaid,BUF,24,TE,16,11,91,73,80.2,673,9.2,2,29,61.5,51,7.4,4.6,42.1,1,0,0,115.8,2023
Cole Kmet,CHI,24,TE,17,17,90,73,81.1,719,9.8,6,36,62.2,53,8.0,4.3,42.3,1,0,0,144.4,2023
Amari Cooper,CLE,29,WR,15,15,128,72,56.3,1250,17.4,5,50,53.1,75,9.8,4.8,83.3,2,0,1,191.0,2023
Jaylen Waddle,MIA,25,WR,14,14,104,72,69.2,1014,14.1,4,47,58.7,60,9.8,5.1,72.4,0,0,0,161.4,2023
Jake Ferguson,DAL,24,TE,17,16,102,71,69.6,761,10.7,5,40,55.9,40,7.5,4.2,44.8,0,0,1,141.60000000000002,2023
Jakobi Meyers,LVR,27,WR,16,16,106,71,67.0,807,11.4,8,46,54.7,33,7.6,4.4,50.4,0,0,0,164.2,2023
Jordan Addison,MIN,21,WR,17,14,108,70,64.8,911,13.0,10,38,50.0,62,8.4,4.1,53.6,0,0,0,186.10000000000002,2023
Drake London,ATL,22,WR,16,16,110,69,62.7,905,13.1,2,45,52.7,45,8.2,4.3,56.6,0,0,0,137.0,2023
Josh Downs,IND,22,WR,17,9,98,68,69.4,771,11.3,2,30,50.0,59,7.9,4.0,45.4,0,0,0,123.10000000000001,2023
Justin Jefferson,MIN,24,WR,10,9,100,68,68.0,1074,15.8,5,51,61.0,52,10.7,6.8,107.4,1,0,0,171.4,2023
Tyler Boyd,CIN,29,WR,17,13,98,67,68.4,667,10.0,2,28,46.9,64,6.8,3.9,39.2,0,0,0,112.2,2023
Christian McCaffrey,SFO,27,RB,16,16,83,67,80.7,564,8.4,7,31,55.4,41,6.8,4.2,35.3,3,1,1,131.9,2023
D.K. Metcalf,SEA,26,WR,16,16,119,66,55.5,1114,16.9,8,52,51.3,73,9.4,4.1,69.6,0,0,1,192.4,2023
George Kittle,SFO,30,TE,16,16,90,65,72.2,1020,15.7,6,42,60.0,66,11.3,4.1,63.8,0,1,1,170.5,2023
Jayden Reed,GNB,23,WR,16,13,94,64,68.1,793,12.4,8,32,51.1,59,8.4,4.0,49.6,2,0,0,159.3,2023
Rachaad White,TAM,24,RB,17,17,70,64,91.4,549,8.6,3,23,54.3,43,7.8,3.8,32.3,3,0,0,104.9,2023
George Pickens,PIT,22,WR,17,16,106,63,59.4,1140,18.1,5,42,50.9,86,10.8,3.7,67.1,3,0,0,175.5,2023
Jaxon Smith-Njigba,SEA,21,WR,17,3,93,63,67.7,628,10.0,4,29,47.3,35,6.8,3.7,36.9,0,0,0,118.30000000000001,2023
Curtis Samuel,WAS,27,WR,16,13,91,62,68.1,613,9.9,4,26,50.5,37,6.7,3.9,38.3,0,0,0,116.30000000000001,2023
Tyler Conklin,NYJ,28,TE,17,12,87,61,70.1,621,10.2,0,27,44.8,37,7.1,3.6,36.5,0,0,0,92.6,2023
Jaylen Warren,PIT,25,RB,17,0,74,61,82.4,370,6.1,0,19,44.6,30,5.0,3.6,21.8,4,0,0,67.5,2023
Wan'Dale Robinson,NYG,22,WR,15,8,78,60,76.9,525,8.8,1,29,53.8,33,6.7,4.0,35.0,0,0,0,88.5,2023
Deebo Samuel,SFO,27,WR,15,15,89,60,67.4,892,14.9,7,34,56.2,54,10.0,4.0,59.5,1,0,0,161.2,2023
Romeo Doubs,GNB,23,WR,17,16,96,59,61.5,674,11.4,8,41,51.0,36,7.0,3.5,39.6,1,0,0,144.9,2023
Dallas Goedert,PHI,28,TE,14,14,83,59,71.1,592,10.0,3,33,60.2,49,7.1,4.2,42.3,0,0,0,106.7,2023
Cooper Kupp,LAR,30,WR,12,12,95,59,62.1,737,12.5,5,33,49.5,62,7.8,4.9,61.4,0,0,0,133.2,2023
Elijah Moore,CLE,23,WR,17,12,104,59,56.7,640,10.8,2,29,42.3,42,6.2,3.5,37.6,2,0,0,105.5,2023
Dalton Schultz,HOU,27,TE,15,8,88,59,67.0,635,10.8,5,35,52.3,31,7.2,3.9,42.3,1,0,0,123.0,2023
Courtland Sutton,DEN,28,WR,16,14,90,59,65.6,772,13.1,10,37,54.4,46,8.6,3.7,48.3,3,0,0,166.7,2023
Travis Etienne,JAX,24,RB,17,17,73,58,79.5,476,8.2,1,23,49.3,56,6.5,3.4,28.0,0,0,0,82.6,2023
Bijan Robinson,ATL,21,RB,17,16,86,58,67.4,487,8.4,4,24,45.3,71,5.7,3.4,28.6,4,0,0,101.7,2023
Christian Kirk,JAX,27,WR,12,12,85,57,67.1,787,13.8,3,34,57.6,57,9.3,4.8,65.6,2,0,0,125.2,2023
Tony Pollard,DAL,26,RB,17,17,67,55,82.1,311,5.7,0,12,43.3,60,4.6,3.2,18.3,3,0,0,58.6,2023
Logan Thomas,WAS,32,TE,16,15,78,55,70.5,496,9.0,4,21,56.4,29,6.4,3.4,31.0,2,0,0,101.1,2023
Brandin Cooks,DAL,30,WR,16,15,81,54,66.7,657,12.2,8,38,59.3,37,8.1,3.4,41.1,1,0,0,140.7,2023
Jerry Jeudy,DEN,24,WR,16,11,87,54,62.1,758,14.0,2,28,46.0,47,8.7,3.4,47.4,1,0,0,114.8,2023
Chigoziem Okonkwo,TEN,24,TE,17,11,77,54,70.1,528,9.8,1,25,48.1,39,6.9,3.2,31.1,0,0,0,85.80000000000001,2023
Kyle Pitts,ATL,23,TE,17,15,90,53,58.9,667,12.6,3,35,52.2,39,7.4,3.1,39.2,0,0,0,111.2,2023
Jahmyr Gibbs,DET,21,RB,15,3,71,52,73.2,316,6.1,1,20,46.5,24,4.5,3.5,21.1,2,0,1,63.6,2023
Joe Mixon,CIN,27,RB,17,17,64,52,81.3,376,7.2,3,14,54.7,45,5.9,3.1,22.1,0,0,0,81.6,2023
Tyjae Spears,TEN,22,RB,17,1,70,52,74.3,385,7.4,1,17,34.3,48,5.5,3.1,22.6,1,0,0,70.5,2023
Darren Waller,NYG,31,TE,12,11,74,52,70.3,552,10.6,1,25,56.8,29,7.5,4.3,46.0,0,0,0,87.2,2023
Marquise Brown,ARI,26,WR,14,14,101,51,50.5,574,11.3,4,32,42.6,41,5.7,3.6,41.0,0,0,0,106.9,2023
Austin Ekeler,LAC,28,RB,14,14,74,51,68.9,436,8.5,1,20,43.2,39,5.9,3.6,31.1,5,0,0,75.1,2023
Ezekiel Elliott,NWE,28,RB,17,5,65,51,78.5,313,6.1,2,12,40.0,23,4.8,3.0,18.4,2,0,0,68.8,2023
Gerald Everett,LAC,29,TE,15,12,70,51,72.9,411,8.1,3,25,50.0,31,5.9,3.4,27.4,3,0,0,84.6,2023
Diontae Johnson,PIT,27,WR,13,11,87,51,58.6,717,14.1,5,37,52.9,71,8.2,3.9,55.2,1,0,0,127.2,2023
Samaje Perine,DEN,28,RB,17,1,56,50,89.3,455,9.1,0,23,67.9,29,8.1,2.9,26.8,3,0,0,70.5,2023
Darius Slayton,NYG,26,WR,17,13,79,50,63.3,770,15.4,4,29,49.4,80,9.7,2.9,45.3,0,0,0,126.0,2023
Jonnu Smith,ATL,28,TE,17,6,70,50,71.4,582,11.6,3,26,51.4,60,8.3,2.9,34.2,1,0,0,101.2,2023
Jahan Dotson,WAS,23,WR,17,16,83,49,59.0,518,10.6,4,27,48.2,33,6.2,2.9,30.5,0,0,0,100.30000000000001,2023
Demario Douglas,NWE,23,WR,14,7,79,49,62.0,561,11.4,0,26,45.6,42,7.1,3.5,40.1,3,0,0,80.6,2023
