"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Garrett Wilson","NYJ","1","WR","7","6","1","115","1","0","0","0","85.7","8.43","16.43","19.17","9.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.5","0.28","2.42"
"Drake London","ATL","1","WR","5","4","0","31","0","0","0","0","80","11.6","6.2","7.75","1.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.1","0.09","1.27"
"Rashod Bateman","BLT","1","WR","1","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Brandon Aiyuk","SF","1","WR","6","6","0","81","0","1","0","0","100","10","13.5","13.5","3.5","2","2","1","33.3","33.3","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.1","0.33","2.85"
"Jaylen Waddle","MIA","1","WR","9","8","0","106","1","2","0","1","88.9","10.67","11.78","13.25","2.13","4","3","2","44.4","37.5","100","1","1","11.1","12.5","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.6","0.51","3.33"
"Tyquan Thornton","NE","1","WR","2","1","0","13","0","0","0","1","50","8.5","6.5","13","0","1","1","0","50","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8","0.03","1.8"
"Christian Watson","GB","1","WR","1","1","0","12","0","0","0","0","100","0","12","12","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7","0.28","1.7"
"Rashid Shaheed","NO","1","WR","3","3","0","38","0","0","0","0","100","8","12.67","12.67","4.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.3","0.35","1.77"
"Kyric McGowan","WAS","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Braylon Sanders","MIA","1","WR","2","2","0","17","0","0","0","0","100","6.5","8.5","8.5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2.7","0.19","1.35"
"Justin Jefferson","MIN","1","WR","8","6","0","98","0","0","0","0","75","11.13","12.25","16.33","7","3","1","0","37.5","16.7","0","1","0","12.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.8","0.18","2.13"
"Gabe Davis","BUF","1","WR","7","2","0","35","0","0","0","1","28.6","13.57","5","17.5","10.5","1","0","0","14.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.5","0.09","2.25"
"Keelan Cole Sr.","LV","1","WR","5","2","0","30","0","0","0","0","40","20.2","6","15","8","2","0","0","40","0","0","1","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0.22","2"
"DJ Moore","CAR","1","WR","11","6","1","152","1","1","1","1","54.5","22.91","13.82","25.33","5.33","3","1","1","27.3","16.7","100","2","1","18.2","16.7","100","1","0","3","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24.5","0.32","3.5"
"Darnell Mooney","CHI","1","WR","5","5","0","70","0","0","0","0","100","5.8","14","14","8.2","1","1","0","20","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","9.5","0.14","1.9"
"Courtland Sutton","DEN","1","WR","4","1","0","13","0","0","0","1","25","9.25","3.25","13","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8","0.03","1.8"
"Dante Pettis","CHI","1","WR","5","4","0","18","0","0","0","0","80","7.4","3.6","4.5","1.5","2","1","0","40","25","0","1","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8","0.09","0.95"
"Trenton Irwin","CIN","1","WR","2","2","0","27","0","0","0","0","100","10","13.5","13.5","3.5","1","1","0","50","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.7","0.16","1.85"
"Jeff Smith","NYJ","1","WR","2","1","0","23","0","0","0","0","50","14.5","11.5","23","11","2","1","0","100","100","0","1","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8","0.22","2.8"
"Brandon Powell","LA","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"D.K. Metcalf","SEA","1","WR","10","6","0","55","0","1","0","0","60","15.4","5.5","9.17","1.33","2","1","1","20","16.7","100","1","1","10","16.7","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.5","0.36","2.42"
"Nick Westbrook-Ikhine","TEN","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Scott Miller","TB","1","WR","2","2","0","13","0","0","0","0","100","3.5","6.5","6.5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3","0.11","1.15"
"Marquez Callaway","NO","1","WR","1","1","0","10","0","0","0","0","100","6","10","10","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5","0.07","1.5"
"Velus Jones Jr.","CHI","1","WR","2","1","0","5","0","0","0","1","50","23","2.5","5","6","1","0","0","50","0","0","0","0","0","0","0","2","0","33","0","0","0","16.5","13.5","0","0","0","0","0","0","0","0","0","0","0","0","0","4.3","0.29","1.43"
"Devin Duvernay","BLT","1","WR","4","4","0","31","0","0","0","0","100","1.5","7.75","7.75","6.25","1","1","0","25","25","0","0","0","0","0","0","2","0","33","0","1","0","16.5","3","0","0","0","1","1","50","100","0","0","0","0","0","0","14.4","0.29","2.4"
"David Sills V","NYG","1","WR","2","1","0","5","0","0","0","0","50","10","2.5","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.1","1"
"Kendall Hinton","DEN","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Diontae Johnson","PIT","1","WR","9","5","0","35","0","0","0","0","55.6","9.11","3.89","7","6.4","4","2","0","44.4","40","0","2","0","22.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0.08","1.2"
"Bryan Edwards","ATL","1","WR","1","1","0","3","0","0","0","0","100","-2","3","3","5","1","1","0","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8","0.27","0.8"
"Michael Gallup","DAL","1","WR","6","4","0","49","0","0","0","0","66.7","8.5","8.17","12.25","4.25","1","0","0","16.7","0","0","1","0","16.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.9","0.14","1.73"
"K.J. Osborn","MIN","1","WR","4","2","0","8","0","1","0","0","50","7.5","2","4","3","1","1","1","25","50","100","1","1","25","50","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.8","0.14","3.9"
"Cody Hollister","TEN","1","WR","1","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
