"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Trey Lance","SF","1","26","23","16","1","73.9","249","0","12","2","1","0","1","1","1","0","0","4.3","0","8","31","0","0","0","1","0","12.5","0","0","0","0","0","20.1","0.77"
"Justin Fields","CHI","1","47","39","26","5","86.1","285","0","8","1","0","0","0","3","5","1","0","12.8","2.6","7","35","0","0","2","2","0","28.6","0","0","0","0","0","18.9","0.4"
"Zach Wilson","NYJ","3","92","78","46","4","74.6","506","0","6.2","2","0","0","0","8","2","1","0","2.6","1.3","10","103","2","1","1","3","1","30","2","1","20","0","0","50.5","0.55"
"Trevor Lawrence","JAX","3","116","104","65","9","77.9","683","0","8.6","1","0","0","3","6","8","0","0","7.7","0","13","74","0","0","2","3","0","23.1","3","0","23.1","0","1","35.7","0.31"
"Kellen Mond","MIN","1","3","3","2","0","66.7","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0.07"
"Jake Fromm","NYG","2","35","29","12","1","52","107","0","7.6","0","0","0","1","3","1","0","0","3.4","0","3","12","0","0","1","0","0","0","0","0","0","0","0","4.5","0.13"
"Tua Tagovailoa","MIA","3","103","91","53","4","64","599","0","9.1","3","0","0","4","7","5","1","0","5.5","1.1","10","21","0","0","5","0","0","0","0","0","0","0","0","34.1","0.33"
"Mac Jones","NE","3","114","107","62","5","66.3","671","0","10.3","5","0","0","4","2","10","5","0","9.3","4.7","9","57","0","0","1","1","0","11.1","0","0","0","0","0","48.5","0.43"
"Davis Mills","HST","3","95","89","61","1","72.9","626","0","7","5","2","0","2","5","4","1","0","4.5","1.1","3","5","0","0","1","0","0","0","0","0","0","0","0","43.5","0.46"
"Josh Allen","BUF","3","118","107","60","6","71","644","1","8.9","6","0","0","4","4","15","5","1","14","4.7","30","169","2","0","1","7","2","23.3","3","2","10","1","2","74.7","0.63"
