"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"1",1,"Todd Gurley II",FA,"RB1","1","11","1.8","1.2","0"
"2",1,"David Johnson",FA,"RB2","1","13","2.7","2.2","+1"
"3",1,"Antonio Brown",FA,"WR1","1","11","4.3","1.7","+2"
"4",1,"Ezekiel Elliott",NE,"RB3","1","22","5.3","3.2","0"
"5",1,"Alvin Kamara",NO,"RB4","2","23","6.4","3.6","+1"
"6",2,"DeAndre Hopkins",TEN,"WR2","3","33","7.8","3.3","+2"
"7",2,"Odell Beckham Jr.",BAL,"WR3","3","25","8.3","3.0","+4"
"8",2,"Saquon Barkley",NYG,"RB5","2","26","9.1","4.5","-1"
"9",2,"Julio Jones",PHI,"WR4","4","25","10.9","2.7","+4"
"10",2,"Michael Thomas",NO,"WR5","4","28","11.7","3.5","+6"
"11",2,"Melvin Gordon III",BAL,"RB6","3","35","11.7","5.8","+1"
"12",2,"Keenan Allen",LAC,"WR6","6","22","13.3","3.0","+5"
"13",3,"Kareem Hunt",CLE,"RB7","6","38","14.0","5.1","-3"
"14",3,"Leonard Fournette",BUF,"RB8","3","41","15.1","5.5","-5"
"15",3,"Davante Adams",LV,"WR7","9","30","16.0","3.8","+3"
"16",3,"A.J. Green",FA,"WR8","8","26","16.5","3.4","+4"
"17",3,"Le'Veon Bell",FA,"RB9","1","131","16.5","19.4","-15"
"18",3,"Christian McCaffrey",SF,"RB10","6","78","16.6","8.0","-3"
"19",3,"Dalvin Cook",NYJ,"RB11","9","43","20.8","6.4","-5"
"20",3,"Rob Gronkowski",FA,"TE1","14","52","22.8","6.6","+1"
"21",3,"Mike Evans",TB,"WR9","15","42","23.6","4.5","+1"
"22",4,"Devonta Freeman",FA,"RB12","14","49","24.0","6.8","-3"
"23",4,"T.Y. Hilton",FA,"WR10","13","48","24.6","5.8","+6"
"24",4,"Larry Fitzgerald",FA,"WR11","14","66","25.9","6.9","+8"
"25",4,"Stefon Diggs",BUF,"WR12","15","50","27.1","6.9","+5"
"26",4,"Travis Kelce",KC,"TE2","17","53","27.5","6.7","-1"
"27",4,"Tyreek Hill",MIA,"WR13","16","49","28.5","5.9","0"
"28",4,"Adam Thielen",CAR,"WR14","9","68","28.9","8.5","+3"
"29",4,"Joe Mixon",CIN,"RB13","9","74","32.0","11.8","-5"
"30",4,"Amari Cooper",CLE,"WR15","15","89","33.0","9.5","+4"
"31",4,"Jordan Howard",FA,"RB14","17","77","33.1","8.8","-8"
"32",4,"Jarvis Landry",FA,"WR16","16","64","35.2","8.3","+6"
"33",4,"Golden Tate",FA,"WR17","24","74","35.7","7.6","+12"
"34",4,"Doug Baldwin",FA,"WR18","19","69","31.7","9.2","+2"
"35",4,"Demaryius Thomas",FA,"WR19","20","71","36.8","8.2","+6"
"36",4,"Zach Ertz",ARI,"TE3","18","74","37.9","10.2","-1"
"37",4,"LeSean McCoy",FA,"RB15","14","83","38.0","11.9","-11"
"38",5,"Aaron Rodgers",NYJ,"QB1","25","261","40.4","21.9","-10"
"39",5,"Kenyan Drake",CLE,"RB16","20","98","41.1","12.9","-6"
"40",5,"Allen Robinson II",PIT,"WR20","25","91","43.1","12.0","+9"
"41",5,"JuJu Smith-Schuster",NE,"WR21","28","83","44.4","9.8","+2"
"42",5,"Alex Collins",FA,"RB17","22","77","44.5","11.7","-5"
"43",5,"Lamar Miller",FA,"RB18","21","109","48.5","15.3","+3"
"44",5,"Brandin Cooks",DAL,"WR22","27","89","50.2","11.1","0"
"45",5,"Marvin Jones Jr.",FA,"WR23","30","87","50.4","10.3","+9"
"46",5,"Chris Hogan",FA,"WR24","29","133","52.2","16.4","+9"
"47",5,"Royce Freeman",LAR,"RB19","21","104","52.6","14.8","-8"
"48",5,"Josh Gordon",FA,"WR25","22","91","53.3","14.4","+2"
"49",5,"Tom Brady",FA,"QB2","28","262","54.3","22.6","-2"
"50",5,"Russell Wilson",DEN,"QB3","31","259","54.4","23.5","+2"
