"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Parker Washington","JAX","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Malik Heath","GB","1","WR","1","1","0","7","0","0","0","0","100","1","7","7","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2","0.08","1.2"
"Tyler Scott","CHI","1","WR","2","1","0","4","0","0","0","0","50","24","2","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0.9","0.03","0.9"
"Marvin Mims Jr.","DEN","1","WR","3","2","0","12","0","0","0","0","66.7","14.67","4","6","5.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2","0.07","1.1"
"Jason Brownlee","NYJ","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Jalen Brooks","DAL","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Puka Nacua","LA","1","WR","7","5","0","70","0","1","0","0","71.4","9.71","10","14","2.6","3","2","1","42.9","40","100","1","1","14.3","20","100","1","0","7","0","0","0","7","4","0","0","0","1","0","100","0","0","0","0","0","0","0","16.2","0.27","2.7"
"Dontayvion Wicks","GB","1","WR","5","3","0","91","0","0","0","1","60","13","18.2","30.33","16.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.6","0.44","3.53"
"George Pickens","PIT","1","WR","5","4","0","38","0","0","0","0","80","12.2","7.6","9.5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","-1","0","0","0","-1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","5.7","0.11","1.14"
"Garrett Wilson","NYJ","1","WR","8","2","0","9","0","0","0","1","25","13","1.13","4.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1.9","0.04","0.95"
"Zay Flowers","BLT","1","WR","4","3","0","43","0","0","0","0","75","8","10.75","14.33","14","1","0","0","25","0","0","1","0","25","0","0","1","0","7","0","0","0","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","6.5","0.1","1.63"
"Deven Thompkins","TB","1","WR","1","0","0","0","0","0","0","1","0","14","0","0","0","1","0","0","100","0","0","1","0","100","0","0","1","0","17","0","0","0","17","11","1","1","0","1","0","100","0","0","0","0","0","0","0","1.7","0.11","1.7"
"Jahan Dotson","WAS","1","WR","4","3","0","23","0","1","0","0","75","11.75","5.75","7.67","2","1","1","1","25","33.3","100","1","1","25","33.3","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.8","0.15","3.27"
"Romeo Doubs","GB","1","WR","6","5","0","53","0","1","0","0","83.3","15.17","8.83","10.6","2.8","2","2","1","33.3","40","100","1","1","16.7","20","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.8","0.28","2.76"
"Elijah Moore","CLV","1","WR","7","6","0","60","0","0","0","1","85.7","7.14","8.57","10","3.17","1","1","0","14.3","16.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0.17","1.5"
"Rashod Bateman","BLT","1","WR","2","1","0","10","0","1","0","0","50","29","5","10","0","2","1","1","100","100","100","1","1","50","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.5","0.15","7.5"
"Jalen Nailor","MIN","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Ja'Marr Chase","CIN","1","WR","6","2","0","12","0","1","0","0","33.3","13.17","2","6","7","2","1","1","33.3","50","100","1","1","16.7","50","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.2","0.14","4.1"
"Brandon Aiyuk","SF","1","WR","6","5","1","156","1","1","1","0","83.3","15.33","26","31.2","15.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24.1","0.45","4.82"
"Jaylen Waddle","MIA","1","WR","8","4","0","55","0","0","0","0","50","11.25","6.88","13.75","8.75","2","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.5","0.13","1.88"
"Tutu Atwell","LA","1","WR","3","1","0","17","0","0","0","1","33.3","11.67","5.67","17","6","2","1","0","66.7","100","0","1","0","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2","0.04","2.2"
"Terrell Bynum","LAC","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Tylan Wallace","BLT","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"CeeDee Lamb","DAL","1","WR","9","6","0","38","0","1","0","0","66.7","8.44","4.22","6.33","3.17","2","1","1","22.2","16.7","100","2","1","22.2","16.7","100","1","0","7","0","0","0","7","5","2","2","0","0","0","0","0","0","0","0","0","0","0","13.5","0.24","1.93"
"Marquise Brown","ARZ","1","WR","4","2","0","18","0","0","0","0","50","21","4.5","9","0.5","1","0","0","25","0","0","0","0","0","0","0","1","0","-6","0","0","0","-6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2","0.04","0.73"
"Nico Collins","HST","1","WR","11","7","0","65","0","0","0","0","63.6","9.45","5.91","9.29","2","5","2","0","45.5","28.6","0","2","0","18.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0.2","1.43"
"Donovan Peoples-Jones","DET","1","WR","1","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"DeVonta Smith","PHI","1","WR","8","6","1","99","0","0","0","0","75","12","12.38","16.5","1","2","2","0","25","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.9","0.24","2.15"
"Gabe Davis","BUF","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
