id,player,team,opponent,position,salary,ownership
94059-170287,Rashid Shaheed,NO,GB,WR,6000,2.0
94059-16606,DeAndre Hopkins,TEN,CLE,WR,6600,2.0
94059-103564,Garrett Wilson,NYJ,NE,WR,7200,2.0
94059-129305,Josh Downs,IND,BAL,WR,5000,1.9
94059-85845,Rashod Bateman,BAL,IND,WR,5600,1.9
94059-63043,D.J. Moore,CHI,KC,WR,6400,1.9
94059-38435,Jared Goff,DET,ATL,QB,7500,1.9
94059-91591,Justin Fields,CHI,KC,QB,7700,1.8
94059-90562,Brian Robinson Jr.,WAS,BUF,RB,7500,1.8
94059-90428,Tyler Allgeier,ATL,DET,RB,6600,1.8
94059-12552,Washington Commanders,WAS,BUF,D,4000,1.7
94059-88575,Elijah Moore,CLE,TEN,WR,6100,1.7
94059-12531,Denver Broncos,DEN,MIA,D,3400,1.6
94059-12554,Jacksonville Jaguars,JAC,HOU,D,4700,1.6
94059-54608,Jerick McKinnon,KC,CHI,RB,5000,1.6
94059-42046,Durham Smythe,MIA,DEN,TE,4800,1.6
94059-21948,Ryan Tannehill,TEN,CLE,QB,6700,1.6
94059-29780,Zach Ertz,ARI,DAL,TE,5100,1.5
94059-83083,Justin Watson,KC,CHI,WR,5100,1.5
94059-90584,Mac Jones,NE,NYJ,QB,6800,1.5
94059-40407,Joshua Dobbs,ARI,DAL,QB,6500,1.5
94059-112062,Skyy Moore,KC,CHI,WR,5600,1.5
94059-53097,Josh Reynolds,DET,ATL,WR,7000,1.4
94059-89455,Jayden Reed,GB,NO,WR,5900,1.4
94059-91047,Cole Kmet,CHI,KC,TE,5100,1.4
94059-57299,Gerald Everett,LAC,MIN,TE,5300,1.3
94059-55335,David Njoku,CLE,TEN,TE,5400,1.3
94059-64808,Juwan Johnson,NO,GB,TE,5000,1.3
94059-130270,Adam Trautman,DEN,MIA,TE,4300,1.3
94059-145558,Dalton Kincaid,BUF,WAS,TE,5000,1.3
94059-64031,Hayden Hurst,CAR,SEA,TE,5500,1.2
94059-40845,Hunter Henry,NE,NYJ,TE,5700,1.2
94059-71143,Kylen Granson,IND,BAL,TE,4800,1.2
94059-25267,Mack Hollins,ATL,DET,WR,5500,1.2
94059-94370,Romeo Doubs,GB,NO,WR,5900,1.2
94059-56809,Allen Lazard,NYJ,NE,WR,5800,1.1
94059-69777,Darnell Mooney,CHI,KC,WR,5600,1.1
94059-54140,Dalvin Cook,NYJ,NE,RB,5900,1.1
94059-110259,Treylon Burks,TEN,CLE,WR,5700,1.1
94059-55987,JuJu Smith-Schuster,NE,NYJ,WR,5600,1.1
94059-60451,Tyler Conklin,NYJ,NE,TE,4900,1.0
94059-45565,Taysom Hill,NO,GB,TE,5500,1.0
94059-52451,Samaje Perine,DEN,MIA,RB,5500,1.0
94059-52917,DJ Chark Jr.,CAR,SEA,WR,5600,1.0
94059-87467,Chuba Hubbard,CAR,SEA,RB,5900,1.0
94059-112192,Jonathan Mingo,CAR,SEA,WR,5100,1.0
94059-86312,Alec Pierce,IND,BAL,WR,5200,0.9
94059-52613,Curtis Samuel,WAS,BUF,WR,5700,0.9
94059-73121,Tony Jones,NO,GB,RB,4500,0.9
94059-12532,Detroit Lions,DET,ATL,D,4000,0.8
94059-52495,Braxton Berrios,MIA,DEN,WR,5100,0.8
94059-185878,Elijah Dotson,LAC,MIN,RB,4600,0.8
94059-56265,Mike Gesicki,NE,NYJ,TE,4700,0.8
94059-104278,Donald Parham,LAC,MIN,TE,4500,0.8
94059-69956,Michael Gallup,DAL,ARI,WR,5300,0.8
94059-93143,Noah Gray,KC,CHI,TE,4600,0.8
94059-41997,River Cracraft,MIA,DEN,WR,5200,0.8
94059-72705,John Bates,WAS,BUF,TE,4700,0.8
94059-71705,Noah Fant,SEA,CAR,TE,4900,0.8
94059-86543,Erik Ezukanma,MIA,DEN,WR,4700,0.8
94059-79979,Jamal Agnew,JAC,HOU,WR,4800,0.8
94059-91426,Donovan Peoples-Jones,CLE,TEN,WR,5900,0.8
94059-107293,Tyjae Spears,TEN,CLE,RB,4800,0.7
94059-87418,Josh Palmer,LAC,MIN,WR,4900,0.7
94059-90933,Antonio Gibson,WAS,BUF,RB,5300,0.7
94059-72297,Rico Dowdle,DAL,ARI,RB,4700,0.7
94059-89588,Colby Parkinson,SEA,CAR,TE,4600,0.7
94059-30989,Kenyan Drake,BAL,IND,RB,4200,0.7
94059-29683,Nelson Agholor,BAL,IND,WR,5500,0.7
94059-85741,Clyde Edwards-Helaire,KC,CHI,RB,4900,0.7
94059-14225,Andy Dalton,CAR,SEA,QB,6200,0.7
94059-103187,Roschon Johnson,CHI,KC,RB,4700,0.6
94059-91750,Trey McBride,ARI,DAL,TE,4500,0.6
94059-94345,Cole Turner,WAS,BUF,TE,4600,0.6
94059-28900,Melvin Gordon III,BAL,IND,RB,5200,0.6
94059-63907,Josh Oliver,MIN,LAC,TE,4600,0.6
94059-48116,Jonnu Smith,ATL,DET,TE,4700,0.6
94059-103376,Zach Charbonnet,SEA,CAR,RB,4600,0.5
94059-70603,Devin Singletary,HOU,JAC,RB,5600,0.5
94059-87371,Ty Chandler,MIN,LAC,RB,4600,0.5
94059-89612,Michael Wilson,ARI,DAL,WR,4800,0.5
94059-70422,Kalif Raymond,DET,ATL,WR,5300,0.5
94059-12525,Atlanta Falcons,ATL,DET,D,3700,0.5
94059-128693,Tank Bigsby,JAC,HOU,RB,5100,0.5
94059-38791,Ezekiel Elliott,NE,NYJ,RB,5800,0.4
94059-64389,Nick Westbrook-Ikhine,TEN,CLE,WR,5600,0.4
94059-93408,Rondale Moore,ARI,DAL,WR,5200,0.4
94059-22103,Marvin Jones Jr.,DET,ATL,WR,5700,0.4
94059-104176,Deonte Harty,BUF,WAS,WR,4300,0.4
94059-64576,Damien Harris,BUF,WAS,RB,5500,0.4
94059-111311,Rashee Rice,KC,CHI,WR,5000,0.4
94059-34331,Latavius Murray,BUF,WAS,RB,5200,0.4
94059-90406,Zach Wilson,NYJ,NE,QB,6300,0.4
94059-12540,Minnesota Vikings,MIN,LAC,D,3300,0.4
94059-185861,Emanuel Wilson,GB,NO,RB,4500,0.3
94059-93539,Michael Carter,NYJ,NE,RB,4400,0.3
94059-71241,Brandon Johnson,DEN,MIA,WR,5300,0.3
94059-120093,Marvin Mims,DEN,MIA,WR,5300,0.3
94059-71032,Devin Duvernay,BAL,IND,WR,4600,0.3
94059-12527,Chicago Bears,CHI,KC,D,3000,0.3
94059-120639,Quentin Johnston,LAC,MIN,WR,4800,0.3
94059-72627,Patrick Taylor,GB,NO,RB,4700,0.3
94059-73111,Chase Claypool,CHI,KC,WR,5500,0.3
94059-12548,Los Angeles Chargers,LAC,MIN,D,3600,0.2
94059-71031,Lil'Jordan Humphrey,DEN,MIA,WR,4600,0.2
94059-93538,Dyami Brown,WAS,BUF,WR,4600,0.1
94059-71352,Mecole Hardman,NYJ,NE,WR,5500,0.0
94059-85672,Terrace Marshall Jr.,CAR,SEA,WR,5400,0.0
94059-87859,Laviska Shenault Jr.,CAR,SEA,WR,5300,0.0
94059-14257,Randall Cobb,NYJ,NE,WR,5100,0.0
94059-92545,Keaontay Ingram,ARI,DAL,RB,5100,0.0
94059-111876,Demario Douglas,NE,NYJ,WR,5000,0.0
94059-32243,Marquise Goodwin,CLE,TEN,WR,5000,0.0
94059-30733,Cordarrelle Patterson,ATL,DET,RB,5000,0.0
94059-110457,Dontayvion Wicks,GB,NO,WR,4900,0.0
94059-114180,David Bell,CLE,TEN,WR,4900,0.0
94059-86518,Khalil Shakir,BUF,WAS,WR,4900,0.0
94059-28827,Dare Ogunbowale,HOU,JAC,RB,4800,0.0
94059-33047,Chris Moore,TEN,CLE,WR,4700,0.0
94059-88548,Jalen Tolbert,DAL,ARI,WR,4700,0.0
94059-45997,Keith Kirkwood,NO,GB,WR,4700,0.0
94059-94579,Emari Demercado,ARI,DAL,RB,4700,0.0
94059-70601,Harrison Bryant,CLE,TEN,TE,4700,0.0
94059-87432,Cedric Tillman,CLE,TEN,WR,4700,0.0
94059-70133,Jake Funk,IND,BAL,RB,4600,0.0
94059-129240,Tyler Scott,CHI,KC,WR,4600,0.0
94059-57543,D'Ernest Johnson,JAC,HOU,RB,4600,0.0
94059-53639,Isaiah McKenzie,IND,BAL,WR,4600,0.0
94059-147051,Jaleel McLaughlin,DEN,MIA,RB,4600,0.0
94059-112455,Xavier Gipson,NYJ,NE,WR,4600,0.0
94059-56059,Trent Sherfield,BUF,WAS,WR,4500,0.0
94059-152631,Samori Toure,GB,NO,WR,4500,0.0
94059-53390,Zach Pascal,ARI,DAL,WR,4500,0.0
94059-85306,KhaDarel Hodge,ATL,DET,WR,4500,0.0
94059-26251,Robbie Chosen,MIA,DEN,WR,4500,0.0
94059-94116,Will Mallory,IND,BAL,TE,4500,0.0
94059-91417,Luke Schoonmaker,DAL,ARI,TE,4500,0.0
94059-114100,Isaiah Spiller,LAC,MIN,RB,4500,0.0
94059-65477,Giovanni Ricci,CAR,SEA,TE,4500,0.0
94059-57338,Jordan Akins,CLE,TEN,TE,4500,0.0
94059-87260,Isaiah Likely,BAL,IND,TE,4400,0.0
94059-60957,KaVontae Turpin,DAL,ARI,WR,4400,0.0
94059-61273,Scotty Miller,ATL,DET,WR,4400,0.0
94059-24533,Mo Alie-Cox,IND,BAL,TE,4400,0.0
94059-137254,Deuce Vaughn,DAL,ARI,RB,4400,0.0
94059-31207,C.J. Uzomah,NYJ,NE,TE,4400,0.0
94059-72515,Ian Thomas,CAR,SEA,TE,4400,0.0
94059-103252,Zonovan Knight,DET,ATL,RB,4400,0.0
94059-91046,Brock Wright,DET,ATL,TE,4400,0.0
94059-52345,Brandon Powell,MIN,LAC,WR,4400,0.0
94059-93531,Antoine Green,DET,ATL,WR,4400,0.0
94059-94094,Brevin Jordan,HOU,JAC,TE,4400,0.0
94059-69558,Greg Dortch,ARI,DAL,WR,4400,0.0
94059-93150,Jake Bobo,SEA,CAR,WR,4300,0.0
94059-94621,Derius Davis,LAC,MIN,WR,4300,0.0
94059-69295,Byron Pringle,WAS,BUF,WR,4300,0.0
94059-89964,Justyn Ross,KC,CHI,WR,4300,0.0
94059-80353,Robert Tonyan,CHI,KC,TE,4300,0.0
94059-88816,Peyton Hendershot,DAL,ARI,TE,4300,0.0
94059-27403,Blake Bell,KC,CHI,TE,4300,0.0
94059-93026,Teagan Quitoriano,HOU,JAC,TE,4300,0.0
94059-87127,Chris Rodriguez,WAS,BUF,RB,4300,0.0
94059-26038,Tyler Kroft,MIA,DEN,TE,4300,0.0
94059-103966,Stone Smartt,LAC,MIN,TE,4300,0.0
94059-61112,Josiah Deguara,GB,NO,TE,4300,0.0
94059-94087,DeeJay Dallas,SEA,CAR,RB,4300,0.0
94059-87515,Tylan Wallace,BAL,IND,WR,4200,0.0
94059-90123,Quintin Morris,BUF,WAS,TE,4200,0.0
94059-170184,Julius Chestnut,TEN,CLE,RB,4200,0.0
94059-86255,Josh Whyle,TEN,CLE,TE,4200,0.0
94059-6672,Marcedes Lewis,CHI,KC,TE,4200,0.0
94059-29411,Pharaoh Brown,NE,NYJ,TE,4200,0.0
94059-70501,C.J. Ham,MIN,LAC,RB,4200,0.0
94059-119788,Xavier Hutchinson,HOU,JAC,WR,4200,0.0
94059-62505,MyCole Pruitt,ATL,DET,TE,4200,0.0
94059-103587,Brenton Strange,JAC,HOU,TE,4200,0.0
94059-89283,Tre' McKitty,LAC,MIN,TE,4200,0.0
94059-38523,Geoff Swaim,ARI,DAL,TE,4200,0.0
94059-87815,Jeremy Ruckert,NYJ,NE,TE,4200,0.0
94059-71444,Travis Homer,CHI,KC,RB,4200,0.0
94059-92859,Jalen Nailor,MIN,LAC,WR,4100,0.0
94059-138786,Malik Heath,GB,NO,WR,4100,0.0
94059-91101,Tommy Tremble,CAR,SEA,TE,4100,0.0
94059-70705,Trevon Wesco,TEN,CLE,TE,4100,0.0
94059-40371,Johnny Mundt,MIN,LAC,TE,4100,0.0
94059-73176,Luke Farrell,JAC,HOU,TE,4100,0.0
94059-18009,Chris Manhertz,DEN,MIA,TE,4100,0.0
94059-85986,James Mitchell,DET,ATL,TE,4100,0.0
94059-89437,Tim Jones,JAC,HOU,WR,4000,0.0
94059-55414,Cody Thompson,SEA,CAR,WR,4000,0.0
94059-43416,Trent Taylor,CHI,KC,WR,4000,0.0
94059-56142,Juwann Winfree,IND,BAL,WR,4000,0.0
94059-56041,Khari Blasingame,CHI,KC,RB,4000,0.0
94059-89185,Ben Sims,GB,NO,TE,4000,0.0
94059-11512,Jimmy Graham,NO,GB,TE,4000,0.0
94059-91488,Chris Brooks,MIA,DEN,RB,4000,0.0
94059-91618,John FitzPatrick,ATL,DET,TE,4000,0.0
94059-185850,Julian Hill,MIA,DEN,TE,4000,0.0
94059-130276,Mason Kinsey,TEN,CLE,WR,4000,0.0
