"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Justin Fields","CHI","1","29","21","15","2","85","208","0","8.9","1","0","0","0","2","2","0","0","9.5","0","8","47","0","0","2","1","0","12.5","0","0","0","0","1","17","0.59"
"Zach Wilson","NYJ","1","24","21","14","0","77.8","210","0","10.8","0","0","0","0","2","0","0","0","0","0","4","2","1","0","0","1","1","25","1","1","25","0","0","14.6","0.61"
"Brock Purdy","SF","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","0","0","0","0","0","0","0","-0.1",""
"Trevor Lawrence","JAX","1","50","47","25","5","68.2","286","0","11","0","0","0","2","0","3","0","1","6.4","0","4","29","0","0","0","0","0","0","0","0","0","0","0","12.3","0.25"
"Kenny Pickett","PIT","1","56","52","34","4","76","327","1","7.6","0","0","0","1","3","2","0","0","3.8","0","1","10","0","0","0","0","0","0","0","0","0","0","0","13.1","0.23"
"Skylar Thompson","MIA","1","35","33","19","3","71","166","0","7.2","0","0","0","1","2","1","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","5.6","0.16"
"Bailey Zappe","NE","1","22","21","17","1","85.7","188","0","8.2","1","0","0","1","0","0","0","0","0","0","5","5","0","0","1","1","0","20","0","0","0","0","0","11","0.5"
"Davis Mills","HST","1","25","24","16","2","78.3","140","0","5.3","0","0","0","0","1","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","5.8","0.23"
"Josh Allen","BUF","1","34","31","20","1","72.4","424","1","14.9","4","2","2","1","0","4","1","1","12.9","3.2","5","42","0","0","0","1","0","20","0","0","0","0","0","36.2","1.06"
"Baker Mayfield","CAR","1","41","36","20","2","66.7","215","0","7.5","0","0","0","1","4","1","0","0","2.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.6","0.19"
"Lamar Jackson","BLT","1","35","32","19","0","76","174","0","10.1","1","0","0","1","1","1","0","0","3.1","0","12","58","0","0","1","1","0","8.3","0","0","0","0","0","15.8","0.45"
"Jalen Hurts","PHI","1","40","36","26","2","84.8","239","0","3.5","0","0","0","0","2","1","0","0","2.8","0","15","61","2","0","0","8","2","53.3","5","2","33.3","0","0","27.7","0.69"
