"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Trey Lance","SF","1","35","29","15","3","78.3","192","0","10","0","0","0","1","1","1","0","0","3.4","0","17","89","0","0","0","3","0","17.6","2","0","11.8","0","0","15.6","0.45"
"Justin Fields","CHI","1","23","20","12","0","63.2","111","0","10.2","1","0","0","0","2","1","1","0","5","5","3","4","0","0","1","0","0","0","0","0","0","0","0","8.8","0.38"
"Zach Wilson","NYJ","1","35","32","19","1","69","192","0","9","0","0","0","1","2","1","0","0","3.1","0","1","3","0","0","0","0","0","0","0","0","0","1","1","7","0.2"
"Trevor Lawrence","JAX","1","38","33","23","0","74.2","273","0","8.1","1","0","0","1","2","5","1","1","15.2","3","7","28","1","0","0","2","1","28.6","2","1","28.6","0","1","22.7","0.6"
"Mac Jones","NE","1","31","30","23","0","82.1","231","0","8","1","0","0","1","1","1","1","0","3.3","3.3","1","3","0","0","0","1","0","100","0","0","0","0","0","12.5","0.4"
"Davis Mills","HST","1","32","29","21","1","84.6","312","1","9","3","1","1","0","3","1","1","0","3.4","3.4","1","2","0","0","0","0","0","0","0","0","0","0","0","24.7","0.77"
"Josh Allen","BUF","1","30","26","15","2","70.8","315","1","12.9","3","1","1","0","0","4","2","0","15.4","7.7","11","59","1","0","0","3","1","27.3","0","0","0","0","0","36.5","1.22"
"Baker Mayfield","CLV","1","35","32","23","1","80","305","1","10.4","2","1","1","0","1","1","0","0","3.1","0","2","8","0","0","1","0","0","0","0","0","0","1","1","21","0.6"
"Lamar Jackson","BLT","1","52","43","37","1","90.5","442","1","7.2","4","1","0","0","2","4","3","0","9.3","7","14","62","0","0","1","3","0","21.4","3","0","21.4","2","3","39.9","0.77"
"Jalen Hurts","PHI","1","40","37","22","4","81.3","198","0","6.2","0","0","0","1","2","0","0","0","0","0","9","30","2","0","1","5","2","55.6","1","1","11.1","1","1","21.9","0.55"
"Daniel Jones","NYG","1","14","13","5","1","46.2","98","0","14.1","0","0","0","0","0","0","0","0","0","0","3","9","0","0","0","1","0","33.3","1","0","33.3","0","0","4.8","0.34"
"Kyler Murray","ARZ","1","34","31","22","0","78.6","239","0","8.1","1","0","0","0","2","3","1","0","9.7","3.2","7","1","0","0","2","1","0","14.3","0","0","0","0","0","13.7","0.4"
"Sam Darnold","CAR","1","42","37","21","2","69.7","177","0","7.5","1","0","0","3","3","2","1","0","5.4","2.7","2","10","0","0","0","0","0","0","0","0","0","0","0","9.1","0.22"
