"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Justin Fields","CHI","1","42","27","14","1","62.5","190","0","11.7","1","1","0","1","5","5","1","1","18.5","3.7","12","88","0","0","1","2","0","16.7","2","0","16.7","0","0","19.4","0.46"
"Zach Wilson","NYJ","1","21","18","10","0","62.5","110","0","6.6","0","0","0","0","2","1","0","0","5.6","0","5","1","0","0","0","1","0","20","1","0","20","0","0","4.5","0.21"
"Trevor Lawrence","JAX","1","28","22","20","0","90.9","165","0","4.2","1","0","0","0","4","2","1","0","9.1","4.5","6","23","2","0","0","2","2","33.3","2","2","33.3","0","1","24.9","0.89"
"Kenny Pickett","PIT","1","21","18","11","0","73.3","67","0","4.5","1","0","0","0","1","1","0","0","5.6","0","2","16","0","0","0","0","0","0","0","0","0","0","0","8.3","0.4"
"Skylar Thompson","MIA","1","15","13","7","2","81.8","89","0","10.6","0","0","0","0","1","0","0","0","0","0","1","9","0","0","0","0","0","0","0","0","0","0","0","4.5","0.3"
"Bailey Zappe","NE","1","36","34","24","1","80.6","309","1","6.1","2","0","0","0","2","2","1","0","5.9","2.9","3","-4","0","0","1","0","0","0","0","0","0","0","0","20","0.56"
"Josh Allen","BUF","1","45","40","27","0","77.1","329","1","8.1","3","0","0","0","1","3","2","0","7.5","5","12","32","0","0","1","2","0","16.7","0","0","0","0","0","28.4","0.63"
"Jacob Eason","CAR","1","5","5","3","1","80","59","0","5","0","0","0","1","0","1","0","1","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4","0.28"
"Lamar Jackson","BLT","1","36","32","17","2","61.3","210","0","10.4","1","0","0","1","2","6","1","0","18.8","3.1","7","77","0","0","2","1","0","14.3","0","0","0","0","0","19.1","0.53"
"Jordan Love","GB","1","4","4","2","2","100","8","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3","0.07"
"Jalen Hurts","PHI","1","30","25","15","2","81","155","0","4.7","2","0","0","0","3","1","1","0","4","4","10","25","0","0","1","2","0","20","0","0","0","0","0","16.7","0.56"
"Daniel Jones","NYG","1","32","27","19","3","91.7","173","0","6.3","2","0","0","0","4","3","1","0","11.1","3.7","6","6","0","0","1","4","0","66.7","3","0","50","0","0","15.5","0.48"
"Kyler Murray","ARZ","1","47","37","23","1","70.6","222","0","9.4","0","0","0","1","6","1","0","0","2.7","0","10","100","0","0","2","1","0","10","1","0","10","0","0","17.9","0.38"
"Justin Herbert","LAC","1","61","57","37","1","76","238","0","5.9","0","0","0","1","2","1","0","0","1.8","0","2","9","0","0","0","0","0","0","0","0","0","0","0","9.4","0.15"
"Joe Burrow","CIN","1","42","37","28","3","91.2","300","1","6.4","3","1","1","0","3","2","1","0","5.4","2.7","4","25","1","0","0","2","1","50","0","0","0","0","1","32.5","0.77"
"Cooper Rush","DAL","1","38","38","18","0","54.5","181","0","9.1","1","0","0","3","0","3","0","0","7.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.2","0.22"
"P.J. Walker","CAR","1","18","16","10","1","73.3","60","0","0.1","0","0","0","0","1","0","0","0","0","0","2","-1","0","0","0","0","0","0","0","0","0","0","0","2.3","0.13"
"Patrick Mahomes","KC","1","47","40","25","0","73.5","338","1","6.2","2","1","0","2","3","3","1","1","7.5","2.5","4","21","0","0","0","3","0","75","1","0","25","0","0","21.6","0.46"
"Mitch Trubisky","PIT","1","13","12","9","0","81.8","144","0","10.6","1","0","0","0","1","1","1","0","8.3","8.3","6","5","0","0","0","0","0","0","0","0","0","0","0","10.3","0.79"
"Jacoby Brissett","CLV","1","49","45","21","5","63.4","266","0","13.3","1","0","0","2","4","5","1","0","11.1","2.2","1","0","0","0","2","1","0","100","0","0","0","0","1","12.6","0.26"
"Carson Wentz","WAS","1","25","22","12","3","71.4","99","0","6.5","0","0","0","0","3","1","0","0","4.5","0","2","2","0","0","0","1","0","50","0","0","0","0","1","4.2","0.17"
"Marcus Mariota","ATL","1","17","14","13","0","92.9","129","0","6.1","2","0","0","0","2","2","2","0","14.3","14.3","6","50","1","0","0","2","1","33.3","1","1","16.7","0","0","24.2","1.42"
"Jimmy Garoppolo","SF","1","42","41","29","2","77.5","296","0","7.6","2","0","0","2","0","1","0","0","2.4","0","3","11","0","0","0","0","0","0","0","0","0","0","0","18.9","0.45"
"Teddy Bridgewater","MIA","1","40","34","23","1","75","329","1","9.4","2","0","0","2","5","2","2","0","5.9","5.9","1","10","0","0","0","1","0","100","0","0","0","0","1","20.2","0.51"
"Geno Smith","SEA","1","38","31","20","0","69","197","0","8","0","0","0","0","5","3","0","0","9.7","0","6","48","0","0","1","2","0","33.3","0","0","0","0","0","12.7","0.33"
"Kirk Cousins","MIN","1","33","30","20","0","74.1","175","0","6","2","0","0","0","3","2","2","0","6.7","6.7","2","-5","0","0","0","0","0","0","0","0","0","1","1","14.5","0.44"
"Russell Wilson","DEN","1","34","28","15","0","65.2","189","0","11","1","0","0","0","4","3","0","0","10.7","0","4","23","0","0","0","0","0","0","0","0","0","0","0","13.9","0.41"
"Andy Dalton","NO","1","33","32","17","3","80","162","0","8.9","1","0","0","0","1","2","0","0","6.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.5","0.32"
"Matthew Stafford","LA","1","34","33","26","0","83.9","253","0","4.7","1","0","0","1","1","2","1","0","6.1","3","2","-3","0","0","0","0","0","0","0","0","0","0","0","12.8","0.38"
"Matt Ryan","IND","1","58","58","42","1","82.7","389","1","5.7","3","0","0","0","0","3","1","0","5.2","1.7","1","-4","0","0","0","0","0","0","0","0","0","0","1","27.2","0.47"
"Aaron Rodgers","GB","1","45","41","26","4","75","246","0","9","1","0","0","0","4","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","13.8","0.31"
"Tom Brady","TB","1","42","40","25","1","72.2","243","0","7.6","1","0","0","0","2","3","0","0","7.5","0","1","0","0","0","1","0","0","0","0","0","0","0","1","13.7","0.33"
