"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Trevor Lawrence","JAX","1","42","37","29","1","83.3","321","1","6.5","3","0","0","0","4","1","1","0","2.7","2.7","2","1","0","0","2","1","0","50","0","0","0","1","1","24.9","0.59"
"Kenny Pickett","PIT","1","34","28","20","2","78.6","174","0","6.2","0","0","0","0","3","2","0","0","7.1","0","6","32","0","0","0","2","0","33.3","0","0","0","1","1","10.2","0.3"
"Skylar Thompson","MIA","1","8","5","1","0","20","6","0","15.2","0","0","0","0","1","0","0","0","0","0","6","5","0","0","1","0","0","0","0","0","0","0","0","0.7","0.09"
"Tua Tagovailoa","MIA","1","40","36","22","3","75.8","299","0","11.2","1","0","0","0","4","3","1","0","8.3","2.8","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0.4"
"Mac Jones","NE","1","42","39","28","1","82.9","382","1","8.6","2","0","0","0","3","2","0","0","5.1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","23.3","0.55"
"Josh Allen","BUF","1","52","42","24","4","75.7","253","0","8.9","2","0","0","1","3","3","1","1","7.1","2.4","10","78","1","0","1","2","1","20","1","1","10","0","0","30.9","0.59"
"Mike White","NYJ","1","30","28","22","0","78.6","315","1","5.9","3","1","1","0","1","1","1","0","3.6","3.6","3","2","0","0","0","0","0","0","0","0","0","0","0","24.8","0.83"
"Tyler Huntley","BLT","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Lamar Jackson","BLT","1","37","32","16","5","72.4","254","0","13.1","1","0","0","0","1","3","0","0","9.4","0","14","89","0","0","1","4","0","28.6","0","0","0","1","1","23.1","0.62"
"Jordan Love","GB","1","9","9","6","1","77.8","113","0","11.4","1","1","1","0","0","2","0","0","22.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.5","0.94"
"Jalen Hurts","PHI","1","35","28","16","1","70.8","153","0","8","2","0","0","0","2","2","1","0","7.1","3.6","17","157","0","0","1","1","0","5.9","1","0","5.9","0","0","29.8","0.85"
"Daniel Jones","NYG","1","39","35","21","1","81.5","228","0","6.7","1","0","0","0","3","0","0","0","0","0","3","14","0","0","1","1","0","33.3","1","0","33.3","0","0","14.5","0.37"
"Kyler Murray","ARZ","1","34","29","18","1","73.1","191","0","9.8","2","0","0","1","1","1","0","0","3.4","0","7","56","1","0","0","1","1","14.3","1","1","14.3","0","0","26.2","0.77"
"Bryce Perkins","LA","1","29","23","13","0","61.9","100","0","6.5","1","0","0","2","3","1","1","0","4.3","4.3","9","44","0","0","0","0","0","0","0","0","0","0","0","10.4","0.36"
"Sam Darnold","CAR","1","20","19","11","0","68.8","164","0","10.9","1","0","0","0","0","2","1","0","10.5","5.3","3","3","1","0","1","2","1","66.7","1","1","33.3","0","0","16.9","0.84"
"Justin Herbert","LAC","1","53","47","35","1","83.7","274","0","4.4","3","0","0","0","4","5","2","0","10.6","4.3","4","38","0","0","0","1","0","25","0","0","0","1","1","26.8","0.51"
"Joe Burrow","CIN","1","42","37","22","1","65.7","270","0","7.3","1","0","0","0","1","0","0","0","0","0","9","32","0","0","0","4","0","44.4","0","0","0","0","0","18","0.43"
"Kyle Allen","HST","1","45","38","25","2","75","215","0","5.1","1","0","0","2","5","1","0","0","2.6","0","4","12","0","0","2","0","0","0","0","0","0","0","1","11.8","0.26"
"Jarrett Stidham","LV","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Patrick Mahomes","KC","1","46","42","27","1","77.8","320","1","6.1","1","0","0","1","0","3","0","1","7.1","0","4","36","0","0","0","2","0","50","0","0","0","0","0","19.4","0.42"
"Dak Prescott","DAL","1","31","30","21","0","75","261","0","12.4","2","0","0","2","0","2","1","0","6.7","3.3","2","4","0","0","1","0","0","0","0","0","0","0","0","16.8","0.54"
"Jacoby Brissett","CLV","1","43","37","23","2","71.4","210","0","10.8","1","0","0","1","4","2","1","1","5.4","2.7","2","27","0","0","0","0","0","0","0","0","0","0","0","14.1","0.33"
"Jared Goff","DET","1","39","37","23","1","75","240","0","7.6","2","0","0","0","2","2","2","0","5.4","5.4","0","0","0","0","0","0","0","0","0","0","0","0","0","17.6","0.45"
"Taylor Heinicke","WAS","1","23","23","14","1","71.4","138","0","9","2","0","0","1","0","3","1","0","13","4.3","1","-1","0","0","0","0","0","0","0","0","0","0","0","12.4","0.54"
"Trevor Siemian","CHI","1","28","25","14","0","58.3","179","0","7.5","1","0","0","1","2","2","1","0","8","4","4","8","0","0","0","0","0","0","0","0","0","0","0","11","0.39"
"Marcus Mariota","ATL","1","26","25","15","2","73.9","174","0","5.6","1","0","0","1","1","1","1","0","4","4","6","49","0","0","0","1","0","16.7","1","0","16.7","0","0","14.9","0.57"
"Jimmy Garoppolo","SF","1","38","37","26","1","75","222","0","5.9","1","0","0","0","1","3","1","0","8.1","2.7","4","4","0","0","0","0","0","0","0","0","0","0","0","13.3","0.35"
"Derek Carr","LV","1","39","36","25","1","78.8","295","0","8.5","3","0","0","2","1","3","2","0","8.3","5.6","2","10","0","0","0","1","0","50","0","0","0","0","0","22.8","0.58"
"Geno Smith","SEA","1","43","37","27","1","80","328","1","8.6","2","0","0","1","3","3","0","0","8.1","0","5","22","0","0","1","0","0","0","0","0","0","0","0","22.3","0.52"
