"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Josh Allen","BUF","1","30","26","16","2","75","202","0","11","2","0","0","0","2","2","1","0","7.7","3.8","4","32","0","0","0","0","0","0","0","0","0","1","1","19.3","0.64"
"Lamar Jackson","BLT","1","26","20","9","4","68.4","143","0","10.3","0","0","0","0","1","1","0","0","5","0","14","116","1","0","2","3","1","21.4","0","0","0","0","0","23.3","0.9"
"Gardner Minshew","JAX","1","41","32","15","2","65.4","255","0","10.3","1","0","0","0","2","3","1","0","9.4","3.1","9","48","0","0","1","1","0","11.1","1","0","11.1","1","1","19","0.46"
"Daniel Jones","NYG","1","47","35","22","5","84.4","223","0","7.5","1","0","0","1","8","0","0","0","0","0","4","35","0","0","3","1","0","25","0","0","0","0","0","15.4","0.33"
"Kyler Murray","ARZ","1","27","21","14","2","80","104","0","5.6","0","0","0","0","1","0","0","0","0","0","11","28","0","0","0","2","0","18.2","1","0","9.1","0","0","7","0.26"
"Sam Darnold","NYJ","1","33","32","11","1","42.9","86","0","12.1","0","0","0","4","1","2","0","1","6.3","0","2","-1","0","0","2","0","0","0","0","0","0","0","0","-0.7","-0.02"
"Tim Boyle","GB","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","3","-3","0","0","0","0","0","0","0","0","0","0","0","-0.3",""
"Jarrett Stidham","NE","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","2","-2","0","0","0","0","0","0","0","0","0","0","0","-0.2",""
"Taysom Hill","NO","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","2","21","0","0","0","1","0","50","0","0","0","0","0","2.1",""
"Deshaun Watson","HST","1","40","34","23","2","78.1","308","1","8.2","1","0","0","2","3","2","1","0","5.9","2.9","3","32","0","0","0","0","0","0","0","0","0","0","0","17.5","0.44"
"Patrick Mahomes","KC","1","11","11","10","0","100","76","0","1.1","1","0","0","0","0","0","0","0","0","0","1","2","0","0","0","1","0","100","1","0","100","0","0","7.2","0.65"
"Mitch Trubisky","CHI","1","56","54","34","1","72.9","251","0","7","2","0","0","0","2","5","2","0","9.3","3.7","0","0","0","0","0","0","0","0","0","0","0","1","1","18","0.32"
"Dak Prescott","DAL","1","31","27","21","3","96","239","0","8.5","1","0","0","1","3","2","1","1","7.4","3.7","5","30","1","0","1","1","1","20","0","0","0","0","0","21.6","0.7"
"Jacoby Brissett","IND","1","41","38","26","2","87.5","326","1","8","4","0","0","0","1","1","1","0","2.6","2.6","5","6","0","0","1","1","0","20","0","0","0","0","0","29.6","0.72"
"Carson Wentz","PHI","1","31","26","16","0","66.7","191","0","12.7","1","0","0","1","3","2","1","0","7.7","3.8","4","12","0","0","2","0","0","0","0","0","0","0","0","11.8","0.38"
"Jared Goff","LA","1","38","37","22","0","62.9","268","0","9.9","2","0","0","0","0","3","1","0","8.1","2.7","3","3","1","0","0","2","1","66.7","2","1","66.7","0","0","25","0.66"
"Jimmy Garoppolo","SF","1","25","21","12","0","60","151","0","8.2","0","0","0","1","2","0","0","0","0","0","4","20","0","0","1","0","0","0","0","0","0","0","0","7","0.28"
"Derek Carr","OAK","1","29","28","22","0","81.5","293","0","10.1","2","0","0","1","0","2","1","1","7.1","3.6","2","0","0","0","1","1","0","50","1","0","50","0","0","18.7","0.64"
"Teddy Bridgewater","NO","1","41","38","23","2","73.5","281","0","7.6","2","0","0","0","1","2","0","0","5.3","0","4","7","0","0","0","0","0","0","0","0","0","0","0","19.9","0.49"
"Blake Bortles","LA","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Mike Glennon","OAK","1","3","3","2","0","66.7","36","0","17","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.4","1.8"
"Case Keenum","WAS","1","15","12","9","1","83.3","77","0","3.6","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1","0.21"
"Kirk Cousins","MIN","1","34","34","24","2","81.3","337","1","11.7","4","0","0","0","0","3","2","0","8.8","5.9","4","-3","0","0","0","0","0","0","0","0","0","0","0","29.2","0.86"
"Russell Wilson","SEA","1","44","41","20","3","62.2","241","0","11.8","1","0","0","1","1","7","1","0","17.1","2.4","3","27","0","0","0","1","0","33.3","0","0","0","0","0","15.3","0.35"
"Ryan Tannehill","TEN","1","32","29","23","0","85.2","312","1","7.7","2","0","0","1","2","2","2","0","6.9","6.9","5","7","0","0","2","0","0","0","0","0","0","0","0","20.2","0.63"
"Andy Dalton","CIN","1","47","43","22","5","65.9","276","0","10.3","1","0","0","3","2","4","1","0","9.3","2.3","4","33","1","0","0","1","1","25","1","1","25","0","0","21.3","0.45"
"Matthew Stafford","DET","1","48","45","30","0","69.8","364","1","9.1","4","0","0","1","2","4","3","0","8.9","6.7","0","0","0","0","0","0","0","0","0","0","0","0","1","29.6","0.62"
"Joe Flacco","DEN","1","42","34","21","2","76.7","213","0","9.5","0","0","0","0","8","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","8.5","0.2"
"Matt Ryan","ATL","1","33","27","16","2","78.3","159","0","9.3","0","0","0","1","5","0","0","0","0","0","1","2","0","0","2","0","0","0","0","0","0","0","0","5.6","0.17"
"Matt Moore","KC","1","20","19","10","0","58.8","117","0","7.7","1","1","1","0","1","0","0","0","0","0","1","-1","0","0","0","0","0","0","0","0","0","0","0","8.6","0.43"
"Ryan Fitzpatrick","MIA","1","38","35","23","2","75.8","282","0","9.9","1","0","0","1","0","1","0","0","2.9","0","6","13","1","0","2","2","1","33.3","1","0","16.7","0","0","21.6","0.57"
"Aaron Rodgers","GB","1","34","31","25","2","93.1","429","1","8.7","5","1","1","0","1","1","1","0","3.2","3.2","2","6","1","0","0","1","1","50","1","1","50","0","0","43.8","1.29"
"Matt Schaub","ATL","1","6","6","6","0","100","65","0","9.7","1","0","0","0","0","1","1","0","16.7","16.7","1","-1","0","0","0","0","0","0","0","0","0","0","0","6.5","1.08"
"Philip Rivers","LAC","1","39","38","24","1","67.6","329","1","11.7","2","1","0","0","1","4","1","0","10.5","2.6","0","0","0","0","0","0","0","0","0","0","0","0","0","21.2","0.54"
"Tom Brady","NE","1","45","45","31","3","82.9","249","0","6","1","0","0","1","0","1","1","0","2.2","2.2","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0.29"
