"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Justin Fields","CHI","1","37","27","16","3","73.1","174","0","12.5","1","0","0","1","4","4","1","1","14.8","3.7","6","43","0","0","0","0","0","0","0","0","0","0","0","14.3","0.39"
"Trevor Lawrence","JAX","1","44","41","25","2","77.1","319","1","8.4","1","0","0","0","2","2","1","0","4.9","2.4","2","11","0","0","1","0","0","0","0","0","0","0","0","17.9","0.41"
"Tua Tagovailoa","MIA","1","50","47","33","2","79.5","329","1","8.5","2","0","0","1","0","0","0","0","0","0","3","22","0","0","0","1","0","33.3","0","0","0","0","0","22.4","0.45"
"Mac Jones","NE","1","23","21","15","1","84.2","229","0","8.6","2","1","1","1","2","1","1","0","4.8","4.8","2","-4","0","0","1","0","0","0","0","0","0","1","1","15.8","0.69"
"Davis Mills","HST","1","46","43","29","2","75.6","243","0","7.1","0","0","0","2","2","2","0","0","4.7","0","2","5","0","0","0","0","0","0","0","0","0","0","0","8.2","0.18"
"Josh Allen","BUF","1","54","47","35","1","83.7","353","1","9","3","0","0","1","3","5","3","0","10.6","6.4","9","26","0","0","0","3","0","33.3","2","0","22.2","1","1","27.7","0.51"
"Baker Mayfield","CLV","1","36","28","19","2","77.8","234","0","8.2","2","1","1","1","5","1","1","0","3.6","3.6","3","8","0","0","2","1","0","33.3","0","0","0","0","0","17.2","0.48"
"John Wolford","LA","1","2","2","0","0","0","0","0","5.5","0","0","0","1","0","0","0","0","0","0","2","-1","0","0","0","0","0","0","0","0","0","0","0","-1.1","-0.55"
"Tyler Huntley","BLT","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","3","10","0","0","0","0","0","0","0","0","0","0","0","1",""
"Lamar Jackson","BLT","1","33","27","19","1","80","167","0","7.9","1","0","0","2","3","1","1","0","3.7","3.7","8","51","0","0","0","1","0","12.5","0","0","0","0","0","13.8","0.42"
"Jalen Hurts","PHI","1","33","26","12","0","50","115","0","11","1","0","0","1","2","1","0","0","3.8","0","10","44","2","0","0","4","2","40","1","1","10","1","1","24","0.73"
"Daniel Jones","NYG","1","56","51","29","2","67.4","242","0","6.7","0","0","0","3","4","1","0","0","2","0","3","4","0","0","2","1","0","33.3","0","0","0","1","1","7.1","0.13"
