"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"C.J. Stroud","HST","1","55","47","30","1","72.1","384","1","10.3","2","0","0","0","6","3","1","0","6.4","2.1","2","1","0","0","3","0","0","0","0","0","0","0","0","23.5","0.43"
"Anthony Richardson","IND","1","10","10","6","1","77.8","56","0","1.9","0","0","0","0","0","0","0","0","0","0","3","35","2","0","0","2","2","66.7","0","0","0","0","0","17.7","1.77"
"Bryce Young","CAR","1","39","33","22","1","74.2","153","0","6.8","1","0","0","0","4","0","0","0","0","0","2","34","0","0","1","0","0","0","0","0","0","1","1","13.5","0.35"
"Sam Howell","WAS","1","45","39","27","1","87.5","299","0","6","2","0","0","0","4","2","2","0","5.1","5.1","2","13","0","0","1","0","0","0","0","0","0","0","0","21.3","0.47"
"Justin Fields","CHI","1","36","29","16","0","64","211","0","7.6","1","0","0","2","6","1","1","0","3.4","3.4","4","3","1","0","2","1","1","25","1","1","25","0","0","16.7","0.46"
"Zach Wilson","NYJ","1","34","27","12","2","60.9","170","0","10.8","1","1","1","3","3","0","0","0","0","0","5","36","0","0","0","0","0","0","0","0","0","0","0","11.4","0.34"
"Brock Purdy","SF","1","28","25","17","0","70.8","206","0","9.3","0","0","0","0","1","0","0","0","0","0","3","5","1","0","1","2","1","66.7","1","1","33.3","0","0","14.7","0.53"
"Trevor Lawrence","JAX","1","49","41","22","4","68.4","216","0","8.1","0","0","0","0","4","5","0","0","12.2","0","4","26","0","0","2","2","0","50","1","0","25","0","0","11.2","0.23"
"Kenny Pickett","PIT","1","32","30","15","2","63","222","0","6.6","1","1","1","1","2","0","0","0","0","0","4","-6","0","0","0","0","0","0","0","0","0","0","0","11.3","0.35"
"Tua Tagovailoa","MIA","1","33","30","21","2","76.7","249","0","8.9","1","0","0","1","1","1","1","0","3.3","3.3","4","1","0","0","2","0","0","0","0","0","0","0","0","13.1","0.4"
"Mac Jones","NE","1","47","42","31","0","75.6","231","0","9.2","1","0","0","1","4","1","1","0","2.4","2.4","5","25","0","0","0","0","0","0","0","0","0","0","0","14.7","0.31"
"Desmond Ridder","ATL","1","38","32","19","1","69","237","0","9","1","0","0","1","1","3","1","0","9.4","3.1","10","39","1","0","0","2","1","20","0","0","0","0","0","22.4","0.59"
"Josh Allen","BUF","1","39","37","31","1","91.4","274","0","4.7","3","0","0","0","2","4","2","0","10.8","5.4","3","7","0","0","0","3","0","100","1","0","33.3","0","0","23.7","0.61"
"Baker Mayfield","TB","1","37","34","26","0","83.9","328","1","8.2","1","0","0","0","0","4","1","0","11.8","2.9","6","17","0","0","0","2","0","33.3","0","0","0","0","0","18.8","0.51"
"Lamar Jackson","BLT","1","39","33","24","1","75.8","237","0","9.5","2","0","0","0","0","2","1","0","6.1","3","12","54","0","0","0","1","0","8.3","0","0","0","0","0","22.9","0.59"
"Gardner Minshew","IND","1","25","23","19","1","90.9","171","0","6","1","0","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","11.1","0.44"
"Jordan Love","GB","1","27","25","14","0","60.9","151","0","8.2","3","0","0","0","1","1","0","0","4","0","2","23","0","0","0","0","0","0","0","0","0","0","0","20.3","0.75"
"Jalen Hurts","PHI","1","31","23","18","1","86.4","193","0","9.4","1","1","1","1","4","1","0","0","4.3","0","12","35","2","0","0","3","2","25","2","2","16.7","0","0","26.2","0.85"
"Daniel Jones","NYG","1","44","37","26","1","79.4","321","1","9.8","2","0","0","1","3","2","1","0","5.4","2.7","9","59","1","0","0","3","1","33.3","0","0","0","0","0","31.7","0.72"
"Justin Herbert","LAC","1","44","41","27","1","73.7","305","1","11.1","2","0","0","0","3","5","2","0","12.2","4.9","1","0","0","0","0","0","0","0","0","0","0","1","1","20.2","0.46"
"Joe Burrow","CIN","1","43","41","27","1","75.7","222","0","6","2","0","0","1","1","8","2","1","19.5","4.9","1","5","0","0","0","0","0","0","0","0","0","0","0","16.4","0.38"
"Kyle Allen","BUF","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","2","-2","0","0","0","0","0","0","0","0","0","0","0","-0.2",""
"Joshua Dobbs","ARZ","1","32","31","21","1","78.6","228","0","10.3","1","0","0","0","0","0","0","0","0","0","3","41","1","0","0","0","0","0","0","0","0","1","1","23.2","0.72"
"Deshaun Watson","CLV","1","49","40","22","2","64.9","235","0","10.2","1","0","0","1","6","2","1","0","5","2.5","6","22","0","0","2","0","0","0","0","0","0","1","1","14.6","0.3"
"Patrick Mahomes","KC","1","45","41","28","1","72.5","306","1","6.7","2","0","0","1","1","2","1","0","4.9","2.4","7","30","0","0","0","3","0","42.9","2","0","28.6","0","0","22.2","0.49"
"Dak Prescott","DAL","1","41","38","31","0","83.8","255","0","5","2","0","0","0","1","2","1","0","5.3","2.6","6","14","0","0","0","1","0","16.7","0","0","0","0","0","19.6","0.48"
"Jared Goff","DET","1","37","35","28","1","85.3","323","1","8.1","3","0","0","1","2","1","1","0","2.9","2.9","0","0","0","0","0","0","0","0","0","0","0","0","0","23.9","0.65"
"Jimmy Garoppolo","LV","1","25","24","16","0","72.7","185","0","9.5","1","0","0","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","9.5","0.38"
"Derek Carr","NO","1","40","36","21","0","65.6","228","0","9.6","0","0","0","1","4","3","0","0","8.3","0","3","-4","0","0","0","0","0","0","0","0","0","0","0","7.7","0.19"
"Geno Smith","SEA","1","45","41","32","0","91.4","328","1","7.7","2","0","0","0","1","3","1","0","7.3","2.4","3","20","0","0","0","0","0","0","0","0","0","0","0","23.1","0.51"
"Kirk Cousins","MIN","1","46","44","31","3","79.1","364","1","9.1","4","1","1","0","2","1","1","0","2.3","2.3","0","0","0","0","1","0","0","0","0","0","0","0","0","30.6","0.67"
"Russell Wilson","DEN","1","42","32","18","1","73.1","308","1","11.7","3","2","2","1","7","2","1","0","6.3","3.1","6","56","0","0","1","1","0","16.7","1","0","16.7","0","1","28.9","0.69"
"Ryan Tannehill","TEN","1","29","24","20","2","95.7","246","0","9.4","1","0","0","0","5","1","1","0","4.2","4.2","1","12","1","0","0","1","1","100","0","0","0","0","0","21","0.72"
"Andy Dalton","CAR","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Matthew Stafford","LA","1","60","55","34","4","77.6","307","1","6.8","1","0","0","2","1","1","0","0","1.8","0","4","17","0","0","0","0","0","0","0","0","0","0","0","16","0.27"
