Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
36,Darren Sproles,NOR,30,RB,15,4,89,71,79.8%,604,8.5,2,25,50.6,48,6.8,4.7,40.3,2,SproDa00
37,Jamaal Charles*+,KAN,27,RB,15,15,104,70,67.3%,693,9.9,7,32,44.2,71,6.7,4.7,46.2,4,CharJa00
38,Charles Clay,MIA,24,TE,16,15,102,69,67.6%,759,11.0,6,36,56.9,67,7.4,4.3,47.4,0,ClayCh00
39,Greg Jennings,MIN,30,WR,15,15,106,68,64.2%,804,11.8,4,37,50.9,70,7.6,4.5,53.6,0,JennGr00
40,Emmanuel Sanders,PIT,26,WR,16,10,113,67,59.3%,740,11.0,6,37,46.9,55,6.5,4.2,46.3,1,SandEm00
41,Cecil Shorts,JAX,26,WR,13,13,123,66,53.7%,777,11.8,3,41,43.1,59,6.3,5.1,59.8,0,ShorCe00
42,Martellus Bennett,CHI,26,TE,16,15,94,65,69.1%,759,11.7,5,40,51.1,43,8.1,4.1,47.4,1,BennMa00
43,Michael Floyd,ARI,24,WR,16,16,113,65,57.5%,1041,16.0,5,48,53.1,91,9.2,4.1,65.1,0,FloyMi00
44,Torrey Smith,BAL,24,WR,16,16,137,65,47.4%,1128,17.4,4,50,39.4,74,8.2,4.1,70.5,1,SmitTo02
45,Julius Thomas*,DEN,25,TE,14,14,90,65,72.2%,788,12.1,12,41,56.7,74,8.8,4.6,56.3,0,ThomJu00
46,Steve Smith Sr.,CAR,34,WR,15,15,110,64,58.2%,745,11.6,4,44,46.4,44,6.8,4.3,49.7,0,SmitSt01
47,Golden Tate,SEA,25,WR,16,13,99,64,64.6%,898,14.0,5,41,54.5,80,9.1,4.0,56.1,3,TateGo00
48,Roddy White,ATL,32,WR,13,13,97,63,64.9%,711,11.3,3,37,56.7,39,7.3,4.8,54.7,2,WhitRo00
49,Knowshon Moreno,DEN,26,RB,16,15,74,60,81.1%,548,9.1,3,30,59.5,35,7.4,3.8,34.3,1,MoreKn00
50,Rod Streater,OAK,25,WR,16,14,100,60,60.0%,888,14.8,4,39,51.0,66,8.9,3.8,55.5,1,StreRo00
51,Delanie Walker,TEN,29,TE,15,11,86,60,69.8%,571,9.5,6,31,55.8,33,6.6,4.0,38.1,1,WalkHu00
52,James Jones,GNB,29,WR,14,14,93,59,63.4%,817,13.8,3,30,53.8,83,8.8,4.2,58.4,2,JoneJa04
53,Heath Miller,PIT,31,TE,14,14,79,58,73.4%,593,10.2,1,30,58.2,31,7.5,4.1,42.4,1,MillHe00
54,Ray Rice,BAL,26,RB,15,15,72,58,80.6%,321,5.5,0,13,37.5,22,4.5,3.9,21.4,2,RiceRa00
55,Nate Washington,TEN,30,WR,16,15,105,58,55.2%,919,15.8,3,43,48.6,77,8.8,3.6,57.4,0,WashNa00
56,Dwayne Bowe,KAN,29,WR,15,15,103,57,55.3%,673,11.8,5,39,47.6,34,6.5,3.8,44.9,0,BoweDw00
57,Giovani Bernard,CIN,22,RB,16,0,71,56,78.9%,514,9.2,3,22,45.1,41,7.2,3.5,32.1,1,BernGi00
58,Hakeem Nicks,NYG,25,WR,15,15,101,56,55.4%,896,16.0,0,38,48.5,57,8.9,3.7,59.7,0,NickHa01
59,Danny Amendola,NWE,28,WR,12,6,83,54,65.1%,633,11.7,2,37,56.6,57,7.6,4.5,52.8,0,AmenDa00
60,Reggie Bush,DET,28,RB,14,14,80,54,67.5%,506,9.4,3,22,45.0,77,6.3,3.9,36.1,5,BushRe00
61,Tim Wright,TAM,23,TE,16,8,76,54,71.1%,571,10.6,5,32,53.9,36,7.5,3.4,35.7,0,WrigTi01
62,Joique Bell,DET,27,RB,16,4,69,53,76.8%,547,10.3,0,23,53.6,37,7.9,3.3,34.2,4,BellJo01
63,Scott Chandler,BUF,28,TE,16,7,81,53,65.4%,655,12.4,2,26,53.1,33,8.1,3.3,40.9,1,ChanSc00
64,Dexter McCluster*,KAN,24,WR,15,6,83,53,63.9%,511,9.6,2,30,45.8,43,6.2,3.5,34.1,2,McClDe00
65,DeMarco Murray*,DAL,25,RB,14,14,66,53,80.3%,350,6.6,1,18,54.5,22,5.3,3.8,25.0,3,MurrDe00
66,Vernon Davis*,SFO,29,TE,15,15,84,52,61.9%,850,16.3,13,35,51.2,64,10.1,3.5,56.7,1,DaviVe00
67,Coby Fleener,IND,25,TE,16,12,87,52,59.8%,608,11.7,4,32,46.0,44,7.0,3.3,38.0,1,FleeCo00
68,DeAndre Hopkins,HOU,21,WR,16,16,91,52,57.1%,802,15.4,2,38,51.6,66,8.8,3.3,50.1,1,HopkDe00
69,Stevie Johnson,BUF,27,WR,12,12,101,52,51.5%,597,11.5,3,33,41.6,45,5.9,4.3,49.8,1,JohnSt00
70,LeSean McCoy*+,PHI,25,RB,16,16,64,52,81.3%,539,10.4,2,24,51.6,70,8.4,3.3,33.7,1,McCoLe01
71,Jacquizz Rodgers,ATL,23,RB,15,4,63,52,82.5%,341,6.6,2,12,44.4,22,5.4,3.5,22.7,1,RodgJa00
72,Jared Cook,STL,26,TE,16,13,85,51,60.0%,671,13.2,5,34,52.9,47,7.9,3.2,41.9,1,CookJa02
73,Marvin Jones,CIN,23,WR,16,3,80,51,63.8%,712,14.0,10,36,57.5,45,8.9,3.2,44.5,0,JoneMa02
74,Ace Sanders,JAX,22,WR,15,4,87,51,58.6%,484,9.5,1,22,34.5,51,5.6,3.4,32.3,0,SandAc00
75,Doug Baldwin,SEA,25,WR,16,9,72,50,69.4%,778,15.6,5,38,56.9,52,10.8,3.1,48.6,0,BaldDo00
76,Jarrett Boykin,GNB,24,WR,16,8,83,49,59.0%,681,13.9,3,34,54.2,52,8.2,3.1,42.6,0,BoykJa00
77,Marlon Brown,BAL,22,WR,14,12,82,49,59.8%,524,10.7,7,30,47.6,59,6.4,3.5,37.4,0,BrowMa00
78,Garrett Graham,HOU,27,TE,13,11,89,49,55.1%,545,11.1,5,26,42.7,42,6.1,3.8,41.9,2,GrahGa00
79,Brandon LaFell,CAR,27,WR,16,16,85,49,57.6%,627,12.8,5,31,50.6,79,7.4,3.1,39.2,1,LaFeBr00
80,Chris Ogbonnaya,CLE,27,RB,16,7,74,48,64.9%,343,7.1,2,15,37.8,17,4.6,3.0,21.4,2,OgboCh00
81,Jerome Simpson,MIN,27,WR,16,8,100,48,48.0%,726,15.1,1,35,40.0,51,7.3,3.0,45.4,1,SimpJe00
82,Riley Cooper,PHI,26,WR,16,15,84,47,56.0%,835,17.8,8,33,46.4,63,9.9,2.9,52.2,0,CoopRi00
83,Fred Jackson,BUF,32,RB,16,6,65,47,72.3%,387,8.2,1,17,43.1,37,6.0,2.9,24.2,3,JackFr02
84,Brandon Myers,NYG,28,TE,16,14,76,47,61.8%,522,11.1,4,28,47.4,27,6.9,2.9,32.6,0,MyerBr00
85,Eddie Royal,SDG,27,WR,15,3,68,47,69.1%,631,13.4,8,33,58.8,54,9.3,3.1,42.1,1,RoyaEd00
86,Mohamed Sanu,CIN,24,WR,16,14,77,47,61.0%,455,9.7,2,28,48.1,32,5.9,2.9,28.4,1,SanuMo00
87,Shane Vereen,NWE,24,RB,8,1,69,47,68.1%,427,9.1,3,25,52.2,50,6.2,5.9,53.4,1,VereSh00
88,Jerricho Cotchery,PIT,31,WR,16,6,76,46,60.5%,602,13.1,10,38,55.3,36,7.9,2.9,37.6,0,CotcJe00
89,Jermaine Gresham,CIN,25,TE,14,14,68,46,67.6%,458,10.0,4,24,52.9,30,6.7,3.3,32.7,3,GresJe00
90,Denarius Moore,OAK,25,WR,13,10,86,46,53.5%,695,15.1,5,36,45.3,73,8.1,3.5,53.5,0,MoorDe02
91,Le'Veon Bell,PIT,21,RB,13,13,66,45,68.2%,399,8.9,0,15,43.9,43,6.0,3.5,30.7,1,BellLe00
92,Cordarrelle Patterson*+,MIN,22,WR,16,6,77,45,58.4%,469,10.4,4,19,36.4,79,6.1,2.8,29.3,0,PattCo00
93,Jordan Reed,WAS,23,TE,9,4,59,45,76.3%,499,11.1,3,30,64.4,38,8.5,5.0,55.4,0,ReedJo02
94,Terrance Williams,DAL,24,WR,16,8,74,44,59.5%,736,16.7,5,31,50.0,82,9.9,2.8,46.0,2,WillTe01
95,Maurice Jones-Drew,JAX,28,RB,15,15,60,43,71.7%,314,7.3,0,13,51.7,17,5.2,2.9,20.9,1,DrewMa00
96,Jeremy Kerley,NYJ,25,WR,12,8,72,43,59.7%,523,12.2,3,31,47.2,26,7.3,3.6,43.6,0,KerlJe00
97,Andre Roberts,ARI,25,WR,16,2,76,43,56.6%,471,11.0,2,22,42.1,34,6.2,2.7,29.4,0,RobeAn00
98,Davone Bess,CLE,28,WR,14,3,86,42,48.8%,362,8.6,2,24,32.6,20,4.2,3.0,25.9,1,BessDa00
99,Chris Johnson,TEN,28,RB,16,16,52,42,80.8%,345,8.2,4,11,38.5,66,6.6,2.6,21.6,3,JohnCh04
100,Santana Moss,WAS,34,WR,16,1,79,42,53.2%,452,10.8,2,29,43.0,28,5.7,2.6,28.3,2,MossSa00
101,Vincent Brown,SDG,24,WR,16,12,70,41,58.6%,472,11.5,1,29,50.0,51,6.7,2.6,29.5,0,BrowVi00
102,Julio Jones,ATL,24,WR,5,5,59,41,69.5%,580,14.1,2,25,57.6,81,9.8,8.2,116.0,2,JoneJu02
103,Greg Little,CLE,24,WR,16,13,99,41,41.4%,465,11.3,2,22,31.3,47,4.7,2.6,29.1,0,LittGr00
104,Rishard Matthews,MIA,24,TE,16,5,67,41,61.2%,448,10.9,2,26,53.7,29,6.7,2.6,28.0,0,MattRi00
105,Brandon Pettigrew,DET,28,TE,14,14,63,41,65.1%,416,10.1,2,19,52.4,31,6.6,2.9,29.7,1,PettBr00
106,Rueben Randle,NYG,22,WR,16,3,78,41,52.6%,611,14.9,6,28,43.6,37,7.8,2.6,38.2,3,RandRu00
107,Tavon Austin,STL,23,WR,13,3,69,40,58.0%,418,10.5,4,17,42.0,81,6.1,3.1,32.2,4,AustTa00
108,Donnie Avery,KAN,29,WR,16,14,71,40,56.3%,596,14.9,2,25,49.3,51,8.4,2.5,37.3,1,AverDo00
109,Robert Woods,BUF,21,WR,14,14,85,40,47.1%,587,14.7,3,26,42.4,57,6.9,2.9,41.9,0,WoodRo02
110,Cole Beasley,DAL,24,WR,14,3,54,39,72.2%,368,9.4,2,21,55.6,23,6.8,2.8,26.3,1,BeasCo00
111,Nate Burleson,DET,32,WR,9,8,55,39,70.9%,461,11.8,1,23,56.4,47,8.4,4.3,51.2,1,BurlNa00
112,Tyler Eifert,CIN,23,TE,15,15,60,39,65.0%,445,11.4,2,19,46.7,61,7.4,2.6,29.7,0,EifeTy00
113,Andre Ellington,ARI,24,RB,15,1,57,39,68.4%,371,9.5,1,21,42.1,38,6.5,2.6,24.7,1,ElliAn00
114,Rob Gronkowski,NWE,24,TE,7,6,66,39,59.1%,592,15.2,4,31,53.0,50,9.0,5.6,84.6,0,GronRo00
115,Rob Housler,ARI,25,TE,13,10,57,39,68.4%,454,11.6,1,22,57.9,31,8.0,3.0,34.9,1,HousRo01
116,Jason Avant,PHI,30,WR,16,13,77,38,49.4%,447,11.8,2,24,44.2,31,5.8,2.4,27.9,1,AvanJa00
117,Kris Durham,DET,25,WR,16,13,85,38,44.7%,490,12.9,2,25,40.0,40,5.8,2.4,30.6,1,DurhKr00
118,Austin Pettis,STL,25,WR,16,6,63,38,60.3%,399,10.5,4,25,54.0,31,6.3,2.4,24.9,1,PettAu00
119,Mychal Rivera,OAK,23,TE,16,3,60,38,63.3%,407,10.7,4,25,50.0,37,6.8,2.4,25.4,0,RiveMy00
120,Reggie Wayne,IND,35,WR,7,7,58,38,65.5%,503,13.2,2,28,56.9,35,8.7,5.4,71.9,0,WaynRe00
121,Aaron Dobson,NWE,22,WR,12,9,72,37,51.4%,519,14.0,4,25,45.8,81,7.2,3.1,43.3,1,DobsAa00
122,Jacoby Jones,BAL,29,WR,12,9,68,37,54.4%,455,12.3,2,20,44.1,66,6.7,3.1,37.9,0,JoneJa03
123,Lance Moore,NOR,30,WR,13,5,54,37,68.5%,457,12.4,2,26,64.8,44,8.5,2.8,35.2,1,MoorLa00
124,Zach Ertz,PHI,23,TE,16,3,57,36,63.2%,469,13.0,4,25,50.9,38,8.2,2.3,29.3,0,ErtzZa00
125,Ted Ginn Jr.,CAR,28,WR,16,2,68,36,52.9%,556,15.4,5,24,41.2,47,8.2,2.3,34.8,0,GinnTe00
126,Rashad Jennings,OAK,28,RB,15,8,48,36,75.0%,292,8.1,0,12,52.1,24,6.1,2.4,19.5,0,JennRa00
127,Marshawn Lynch*,SEA,27,RB,16,16,44,36,81.8%,316,8.8,2,12,40.9,55,7.2,2.3,19.8,4,LyncMa00
128,David Nelson,NYJ,27,WR,12,6,60,36,60.0%,423,11.8,2,20,46.7,31,7.1,3.0,35.3,0,NelsDa01
129,Bilal Powell,NYJ,25,RB,16,11,57,36,63.2%,272,7.6,0,15,35.1,36,4.8,2.3,17.0,1,PoweBi00
130,Eddie Lacy*,GNB,23,RB,15,15,44,35,79.5%,257,7.3,0,12,50.0,34,5.8,2.3,17.1,1,LacyEd00
131,Trent Richardson,2TM,23,RB,16,10,52,35,67.3%,316,9.0,1,32,48.1,24,6.1,2.2,19.8,2,RichTr00
132,Chris Givens,STL,24,WR,16,13,83,34,41.0%,569,16.7,0,27,36.1,47,6.9,2.1,35.6,1,GiveCh00
133,Ben Tate,HOU,25,RB,14,7,49,34,69.4%,140,4.1,0,2,30.6,10,2.9,2.4,10.0,5,TateBe00
134,Steven Jackson,ATL,30,RB,12,12,49,33,67.3%,191,5.8,1,11,26.5,25,3.9,2.8,15.9,0,JackSt00
135,Zach Miller,SEA,28,TE,14,12,56,33,58.9%,387,11.7,5,19,44.6,60,6.9,2.4,27.6,0,MillZa01
136,C.J. Spiller,BUF,26,RB,15,10,41,33,80.5%,185,5.6,0,7,36.6,27,4.5,2.2,12.3,4,SpilC.00
137,Earl Bennett,CHI,26,WR,15,3,43,32,74.4%,243,7.6,4,14,51.2,17,5.7,2.1,16.2,0,BennEa00
138,Mike Brown,JAX,24,WR,11,6,56,32,57.1%,446,13.9,2,20,46.4,43,8.0,2.9,40.5,2,BrowMi00
139,John Carlson,MIN,29,TE,13,8,48,32,66.7%,344,10.8,1,19,45.8,30,7.2,2.5,26.5,1,CarlJo00
140,Brent Celek,PHI,28,TE,16,15,51,32,62.7%,502,15.7,6,22,52.9,42,9.8,2.0,31.4,1,CeleBr00
141,Lance Kendricks,STL,25,WR,15,13,46,32,69.6%,258,8.1,4,16,52.2,21,5.6,2.1,17.2,0,KendLa00
142,Andrew Quarless,GNB,25,TE,16,10,53,32,60.4%,312,9.8,2,18,50.9,22,5.9,2.0,19.5,0,QuarAn00
143,Marcel Reece*,OAK,28,RB,16,15,54,32,59.3%,331,10.3,2,12,38.9,45,6.1,2.0,20.7,0,ReecMa00
144,Kenny Stills,NOR,21,WR,16,10,50,32,64.0%,641,20.0,5,24,60.0,76,12.8,2.0,40.1,0,StilKe00
145,Kenbrell Thompkins,NWE,25,WR,12,8,69,32,46.4%,466,14.6,4,21,42.0,49,6.8,2.7,38.8,0,ThomKe02
146,Dallas Clark,BAL,34,TE,12,0,52,31,59.6%,343,11.1,3,19,46.2,45,6.6,2.6,28.6,0,ClarDa00
147,Randall Cobb,GNB,23,WR,6,4,47,31,66.0%,433,14.0,4,18,48.9,48,9.2,5.2,72.2,0,CobbRa00
148,Roy Helu,WAS,25,RB,16,0,42,31,73.8%,251,8.1,0,9,38.1,28,6.0,1.9,15.7,2,HeluRo00
149,Kellen Winslow,NYJ,30,TE,12,3,47,31,66.0%,388,12.5,2,20,57.4,34,8.3,2.6,32.3,0,WinsKe01
150,Brandon Gibson,MIA,26,WR,7,3,43,30,69.8%,326,10.9,3,19,62.8,46,7.6,4.3,46.6,0,GibsBr00
151,Leonard Hankerson,WAS,24,WR,10,7,50,30,60.0%,375,12.5,3,21,52.0,29,7.5,3.0,37.5,0,HankLe00
152,Kyle Rudolph,MIN,24,TE,8,8,46,30,65.2%,313,10.4,3,13,47.8,31,6.8,3.8,39.1,0,RudoKy00
153,Justin Blackmon,JAX,23,WR,4,4,48,29,60.4%,415,14.3,1,17,58.3,67,8.6,7.3,103.8,0,BlacJu00
154,Darrius Heyward-Bey,IND,26,WR,16,11,64,29,45.3%,309,10.7,1,17,39.1,27,4.8,1.8,19.3,0,HeywDa00
155,Jerrel Jernigan,NYG,24,WR,15,3,45,29,64.4%,329,11.3,2,16,44.4,30,7.3,1.9,21.9,1,JernJe00
156,Brian Leonard,TAM,29,RB,16,1,37,29,78.4%,179,6.2,0,9,37.8,19,4.8,1.8,11.2,0,LeonBr00
157,Adrian Peterson*,MIN,28,RB,14,14,40,29,72.5%,171,5.9,1,11,42.5,22,4.3,2.1,12.2,5,PeteAd01
158,Jason Snelling,ATL,30,RB,14,1,34,29,85.3%,216,7.4,3,11,50.0,34,6.4,2.1,15.4,0,SnelJa00
159,Logan Paulsen,WAS,26,TE,16,14,50,28,56.0%,267,9.5,3,11,42.0,33,5.3,1.8,16.7,2,PaulLo00
160,Donald Brown,IND,26,RB,16,5,35,27,77.1%,214,7.9,2,10,48.6,33,6.1,1.7,13.4,0,BrowDo00
161,Mike Tolbert*+,CAR,28,RB,16,13,33,27,81.8%,184,6.8,2,12,45.5,18,5.6,1.7,11.5,0,TolbMi00
162,Jeff Cumberland,NYJ,26,TE,15,12,40,26,65.0%,398,15.3,4,15,57.5,47,10.0,1.7,26.5,0,CumbJe00
163,Jim Dray,ARI,27,TE,16,15,32,26,81.3%,215,8.3,2,14,65.6,18,6.7,1.6,13.4,1,DrayJi00
164,Ryan Mathews,SDG,26,RB,16,14,33,26,78.8%,189,7.3,1,9,57.6,17,5.7,1.6,11.8,2,MathRy00
165,Sean McGrath,KAN,26,TE,16,9,40,26,65.0%,302,11.6,2,16,50.0,25,7.6,1.6,18.9,0,McGrSe00
166,Lamar Miller,MIA,22,RB,16,15,35,26,74.3%,170,6.5,0,6,31.4,22,4.9,1.6,10.6,1,MillLa01
167,Zac Stacy,STL,22,RB,14,12,35,26,74.3%,141,5.4,1,8,37.1,25,4.0,1.9,10.1,1,StacZa00
168,DeAngelo Williams,CAR,30,RB,15,15,36,26,72.2%,333,12.8,1,10,47.2,72,9.3,1.7,22.2,3,WillDe02
169,Jarius Wright,MIN,24,WR,16,3,43,26,60.5%,434,16.7,3,20,51.2,42,10.1,1.6,27.1,0,WrigJa02
170,Ed Dickson,BAL,26,TE,16,14,43,25,58.1%,273,10.9,1,16,46.5,43,6.3,1.6,17.1,0,DickEd00
171,Jermichael Finley,GNB,26,TE,6,5,34,25,73.5%,300,12.0,3,13,52.9,52,8.8,4.2,50.0,0,FinlJe00
172,Andre Holmes,OAK,25,WR,10,4,52,25,48.1%,431,17.2,1,22,44.2,40,8.3,2.5,43.1,0,HolmAn00
173,Marcedes Lewis,JAX,29,TE,11,11,47,25,53.2%,359,14.4,4,17,51.1,41,7.6,2.3,32.6,1,LewiMa00
174,Bruce Miller,SFO,26,RB,14,13,36,25,69.4%,243,9.7,0,12,52.8,43,6.8,1.8,17.4,1,MillBr02
175,Miles Austin,DAL,29,WR,11,8,49,24,49.0%,244,10.2,0,15,44.9,20,5.0,2.2,22.2,0,AustMi00
176,Owen Daniels,HOU,31,TE,5,5,41,24,58.5%,252,10.5,3,18,51.2,28,6.1,4.8,50.4,0,DaniOw00
177,Clay Harbor,JAX,26,TE,16,7,35,24,68.6%,292,12.2,2,16,60.0,31,8.3,1.5,18.3,2,HarbCl00
178,Stephen Hill,NYJ,22,WR,12,11,59,24,40.7%,342,14.3,1,17,33.9,51,5.8,2.0,28.5,1,HillSt00
179,Tiquan Underwood,TAM,26,WR,12,7,46,24,52.2%,440,18.3,4,19,52.2,85,9.6,2.0,36.7,0,UndeTi00
180,Griff Whalen,IND,23,WR,9,3,40,24,60.0%,259,10.8,2,14,55.0,25,6.5,2.7,28.8,0,WhalGr00
181,Anthony Fasano,KAN,29,TE,9,9,33,23,69.7%,200,8.7,3,12,51.5,20,6.1,2.6,22.2,0,FasaAn00
182,T.J. Graham,BUF,24,WR,16,6,58,23,39.7%,361,15.7,2,14,31.0,47,6.2,1.4,22.6,1,GrahT.00
183,Santonio Holmes,NYJ,29,WR,11,11,59,23,39.0%,456,19.8,1,19,37.3,69,7.7,2.1,41.5,0,HolmSa00
184,Arian Foster,HOU,27,RB,8,8,35,22,62.9%,183,8.3,1,6,28.6,41,5.2,2.8,22.9,0,FostAr00
185,Darius Johnson,ATL,22,WR,10,2,43,22,51.2%,210,9.5,1,13,32.6,17,4.9,2.2,21.0,1,JohnDa06
186,Jermaine Kearse,SEA,23,WR,15,5,38,22,57.9%,346,15.7,4,16,55.3,43,9.1,1.5,23.1,1,KearJe01
187,Keshawn Martin,HOU,23,WR,16,1,40,22,55.0%,253,11.5,2,12,35.0,32,6.3,1.4,15.8,2,MartKe01
188,Kerry Taylor,2TM,24,WR,10,4,34,22,64.7%,229,10.4,1,24,52.9,17,6.7,2.2,22.9,0,TaylKe00
189,Mike Williams,TAM,26,WR,6,5,40,22,55.0%,216,9.8,2,12,40.0,28,5.4,3.7,36.0,0,WillMi04
190,Brandon Bolden,NWE,23,RB,12,2,29,21,72.4%,152,7.2,0,6,31.0,18,5.2,1.8,12.7,0,BoldBr00
191,Kevin Ogletree,2TM,26,WR,16,2,45,21,46.7%,269,12.8,2,30,40.0,43,6.0,1.3,16.8,0,OgleKe00
192,Fozzy Whittaker,2TM,24,RB,14,2,36,21,58.3%,155,7.4,2,12,41.7,35,4.3,1.5,11.1,1,WhitFo00
193,Montee Ball,DEN,23,RB,16,0,27,20,74.1%,145,7.3,0,10,51.9,31,5.4,1.3,9.1,3,BallMo00
194,Andre Brown,NYG,27,RB,8,8,29,20,69.0%,103,5.2,0,3,34.5,14,3.6,2.5,12.9,3,BrowAn03
195,Josh Morgan,WAS,28,WR,14,7,34,20,58.8%,214,10.7,0,14,50.0,21,6.3,1.4,15.3,2,MorgJo00
196,Bernard Pierce,BAL,22,RB,16,1,25,20,80.0%,104,5.2,0,3,28.0,15,4.2,1.3,6.5,0,PierBe00
197,Dennis Pitta,BAL,28,TE,4,1,33,20,60.6%,169,8.5,1,11,48.5,18,5.1,5.0,42.3,0,PittDe00
198,Jacob Tamme,DEN,28,TE,16,1,25,20,80.0%,184,9.2,1,14,76.0,15,7.4,1.3,11.5,0,TammJa00
199,Luke Willson,SEA,23,TE,16,7,28,20,71.4%,272,13.6,1,14,53.6,39,9.7,1.3,17.0,0,WillLu00
