"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Trey Lance","SF","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0.4",""
"Justin Fields","CHI","1","14","11","4","0","40","79","0","14.4","0","0","0","0","2","0","0","0","0","0","4","23","0","0","1","0","0","0","0","0","0","0","0","5.5","0.39"
"Trevor Lawrence","JAX","1","30","25","16","2","78.3","158","0","7.6","0","0","0","0","3","0","0","0","0","0","3","23","0","0","0","2","0","66.7","0","0","0","0","0","8.6","0.29"
"Sam Ehlinger","IND","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","1","9","0","0","0","0","0","0","0","0","0","0","0","0.9",""
"Tua Tagovailoa","MIA","1","34","33","27","1","90.3","273","0","5.1","2","1","1","1","0","1","1","0","3","3","3","6","0","0","0","0","0","0","0","0","0","0","0","18.5","0.54"
"Mac Jones","NE","1","30","26","22","0","84.6","207","0","6.6","1","0","0","1","3","1","0","0","3.8","0","6","1","0","0","0","3","0","50","0","0","0","0","0","11.4","0.38"
"Josh Allen","BUF","1","37","35","21","5","78.8","209","0","8.4","2","0","0","2","1","4","2","0","11.4","5.7","2","18","0","0","1","0","0","0","0","0","0","1","1","16.2","0.44"
"Baker Mayfield","CLV","1","32","29","15","2","65.4","176","0","9.3","1","0","0","2","1","0","0","0","0","0","4","9","0","0","0","0","0","0","0","0","0","0","0","9.9","0.31"
"Tyler Huntley","BLT","1","44","36","26","3","80.6","219","0","5","0","0","0","1","6","0","0","0","0","0","7","40","0","0","1","1","0","14.3","0","0","0","0","0","11.8","0.27"
"Jordan Love","GB","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","0","0","0","0","0","0","0","-0.1",""
"Jalen Hurts","PHI","1","30","24","13","2","75","147","0","8.8","0","0","0","0","2","1","0","0","4.2","0","19","69","3","0","0","4","2","21.1","2","2","10.5","0","0","30.8","1.03"
"Feleipe Franks","ATL","1","1","1","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1"
"Daniel Jones","NYG","1","40","38","23","0","69.7","167","0","6.3","1","0","0","2","2","1","1","0","2.6","2.6","3","10","0","0","0","2","0","66.7","1","0","33.3","0","0","9.7","0.24"
