"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"1",1,"Antonio Brown",FA,"WR1","1","4","1.2","0.5","0"
"2",1,"Julio Jones",PHI,"WR2","1","6","2.4","0.9","0"
"3",1,"Odell Beckham Jr.",BAL,"WR3","2","10","4.0","1.6","0"
"4",2,"David Johnson",FA,"RB1","1","33","5.3","4.0","+3"
"5",2,"Todd Gurley II",FA,"RB2","2","23","7.5","4.2","-1"
"6",2,"A.J. Green",FA,"WR4","4","18","7.8","3.2","0"
"7",2,"DeAndre Hopkins",TEN,"WR5","3","20","8.6","3.6","-2"
"8",2,"Lamar Miller",FA,"RB3","2","29","11.0","5.0","+4"
"9",3,"Rob Gronkowski",FA,"TE1","6","40","11.3","6.8","+2"
"10",3,"Allen Robinson II",PIT,"WR6","5","21","11.4","3.6","-1"
"11",3,"Ezekiel Elliott",NE,"RB4","3","29","11.7","5.5","-3"
"12",3,"Adrian Peterson",FA,"RB5","3","36","12.2","5.6","-2"
"13",3,"Keenan Allen",LAC,"WR7","5","27","14.6","4.8","+2"
"14",3,"Brandon Marshall",FA,"WR8","6","39","16.4","5.8","+2"
"15",3,"Dez Bryant",FA,"WR9","6","34","17.4","6.4","-1"
"16",3,"Mike Evans",TB,"WR10","8","34","17.5","4.8","+2"
"17",3,"Devonta Freeman",FA,"RB6","5","74","18.2","9.7","0"
"18",4,"Alshon Jeffery",FA,"WR11","9","39","20.5","6.5","+2"
"19",4,"Jordy Nelson",FA,"WR12","9","38","21.0","5.9","0"
"20",4,"Mark Ingram II",FA,"RB7","8","43","21.6","6.7","+4"
"21",4,"Brandin Cooks",DAL,"WR13","8","44","22.6","6.5","+2"
"22",4,"Amari Cooper",CLE,"WR14","10","39","22.9","5.6","-1"
"23",4,"LeSean McCoy",FA,"RB8","11","41","23.6","6.6","+3"
"24",4,"Le'Veon Bell",FA,"RB9","3","73","18.6","9.3","-11"
"25",4,"Eddie Lacy",FA,"RB10","13","49","28.8","8.4","0"
"26",4,"Jarvis Landry",FA,"WR15","13","59","29.0","7.6","+5"
"27",4,"T.Y. Hilton",FA,"WR16","8","55","29.7","10.5","0"
"28",5,"Sammy Watkins",FA,"WR17","13","69","30.2","11.3","+1"
"29",5,"Demaryius Thomas",FA,"WR18","17","50","30.6","7.7","-1"
"30",5,"Doug Martin",FA,"RB11","14","62","32.1","8.7","0"
"31",5,"Randall Cobb",NYJ,"WR19","14","49","33.8","8.8","+4"
"32",5,"C.J. Anderson",FA,"RB12","16","65","34.1","9.4","+2"
"33",5,"Jordan Reed",FA,"TE2","24","66","37.9","7.2","-1"
"34",5,"Jeremy Maclin",FA,"WR20","24","64","38.1","8.8","+6"
"35",5,"Julian Edelman",FA,"WR21","19","69","38.3","11.4","+1"
"36",5,"Golden Tate",FA,"WR22","22","70","40.1","10.2","+9"
"37",5,"Latavius Murray",BUF,"RB13","16","92","42.5","13.3","+2"
"38",5,"Jamaal Charles",FA,"RB14","8","142","36.9","20.0","-16"
"39",5,"Matt Forte",FA,"RB15","23","91","43.2","11.3","-2"
"40",5,"Eric Decker",FA,"WR23","24","60","44.0","7.6","+8"
"41",6,"Donte Moncrief",FA,"WR24","20","79","44.7","12.8","+6"
"42",6,"Carlos Hyde",FA,"RB16","22","86","46.5","12.5","0"
"43",6,"Greg Olsen",FA,"TE3","32","65","48.4","7.3","0"
"44",6,"Cam Newton",FA,"QB1","27","199","43.9","26.1","-11"
"45",6,"Aaron Rodgers",NYJ,"QB2","29","198","41.8","20.5","-7"
"46",6,"Doug Baldwin",FA,"WR25","29","67","50.2","9.3","+4"
"47",6,"DeMarco Murray",FA,"RB17","27","104","51.6","17.6","-3"
"48",6,"Danny Woodhead",FA,"RB18","17","86","53.7","15.7","+5"
"49",6,"Giovani Bernard",FA,"RB19","31","82","54.8","11.1","+12"
"50",6,"Larry Fitzgerald",FA,"WR26","30","84","55.2","11.7","+5"
"51",6,"Michael Floyd",FA,"WR27","25","102","55.9","15.0","+5"
"52",6,"Travis Kelce",KC,"TE4","36","89","56.9","13.0","+2"
"53",6,"Jordan Matthews",CAR,"WR28","27","89","57.5","11.9","+5"
"54",6,"Jeremy Hill",FA,"RB20","38","111","59.6","16.9","+3"
"55",6,"Russell Wilson",DEN,"QB3","31","201","51.8","19.5","-4"
"56",7,"Delanie Walker",FA,"TE5","31","94","60.0","12.9","+3"
