"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Josh Allen","BUF","1","36","33","21","3","77.4","256","0","8.5","3","1","0","0","0","2","1","0","6.1","3","7","56","1","0","0","1","1","14.3","0","0","0","0","0","33.8","0.94"
"Mason Rudolph","PIT","1","49","44","23","3","65","221","0","10.2","1","0","0","4","4","2","0","0","4.5","0","2","15","0","0","1","0","0","0","0","0","0","0","0","10.3","0.21"
"Baker Mayfield","CLV","1","33","32","17","2","65.5","193","0","9.5","2","0","0","0","1","4","2","0","12.5","6.3","1","1","1","0","0","1","1","100","1","1","100","0","0","21.8","0.66"
"Ryan Finley","CIN","1","38","31","13","3","55.2","115","0","6.6","0","0","0","1","5","0","0","0","0","0","3","47","0","0","1","0","0","0","0","0","0","0","0","8.3","0.22"
"Lamar Jackson","BLT","1","28","24","17","1","75","222","0","9.3","4","0","0","0","0","2","2","0","8.3","8.3","10","79","0","0","0","2","0","20","0","0","0","0","0","32.8","1.17"
"Dwayne Haskins","WAS","1","43","35","19","5","77.4","214","0","7.1","2","1","0","1","6","2","1","0","5.7","2.9","4","5","0","0","2","1","0","25","1","0","25","1","3","16.1","0.37"
"Kyler Murray","ARZ","1","37","33","24","1","75.8","150","0","4.2","2","0","0","0","4","3","1","0","9.1","3","8","67","1","0","0","2","0","25","1","0","12.5","0","0","26.7","0.72"
"Sam Darnold","NYJ","1","32","30","19","1","80","293","0","11.5","4","0","0","1","2","3","2","0","10","6.7","2","-3","0","0","1","0","0","0","0","0","0","0","0","26.4","0.82"
"Kyle Allen","CAR","1","56","50","31","3","72.3","325","1","7.7","0","0","0","4","5","3","0","1","6","0","1","7","0","0","0","0","0","0","0","0","0","0","0","9.7","0.17"
"Taysom Hill","NO","1","1","0","0","0","0","0","0","","0","0","0","0","1","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0.2","0.2"
"Deshaun Watson","HST","1","37","29","18","1","67.9","169","0","8.3","0","0","0","1","6","1","0","0","3.4","0","3","12","0","0","1","0","0","0","0","0","0","0","0","7","0.19"
"Patrick Mahomes","KC","1","37","32","19","0","67.9","182","0","7.6","1","0","0","1","1","1","1","0","3.1","3.1","5","59","0","0","0","0","0","0","0","0","0","0","0","16.2","0.44"
"Mitch Trubisky","CHI","1","45","43","24","1","62.5","190","0","7.9","1","0","0","1","1","2","1","0","4.7","2.3","1","4","0","0","0","0","0","0","0","0","0","0","0","11","0.24"
"Jeff Driskel","DET","1","34","26","15","0","68.2","209","0","11.4","2","0","0","0","3","1","1","0","3.8","3.8","8","51","1","0","0","2","1","25","1","1","12.5","0","1","27.5","0.81"
"Brandon Allen","DEN","1","42","39","17","1","56.3","240","0","9.3","1","0","0","1","2","8","1","1","20.5","2.6","3","18","0","0","0","1","0","33.3","0","0","0","0","0","14.4","0.34"
