"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Deshaun Watson","HST","1","42","30","21","1","84.6","219","0","6.7","1","0","0","0","6","2","1","0","6.7","3.3","7","38","0","0","0","2","0","28.6","1","0","14.3","0","0","16.6","0.4"
"Patrick Mahomes","KC","1","39","34","24","4","82.4","393","1","8.8","2","1","0","3","3","3","1","1","8.8","2.9","5","9","0","0","1","0","0","0","0","0","0","0","0","21.6","0.55"
"Mitch Trubisky","CHI","1","39","33","24","1","78.1","267","0","4.4","3","0","0","0","3","3","2","0","9.1","6.1","4","23","0","0","0","0","0","0","0","0","0","0","0","25","0.64"
"Brandon Allen","CIN","1","38","36","27","2","82.9","217","0","3.5","1","0","0","0","0","3","1","0","8.3","2.8","4","12","0","0","0","0","0","0","0","0","0","0","0","13.9","0.37"
"Jacoby Brissett","IND","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","2","-2","0","0","0","0","0","0","0","0","0","0","0","-0.2",""
"Jared Goff","LA","1","27","25","16","2","75","137","0","4.7","1","0","0","1","1","1","1","0","4","4","4","11","1","0","0","1","1","25","1","1","25","0","0","15.6","0.58"
"A.J. McCarron","HST","1","1","0","0","0","0","0","0","","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Derek Carr","LV","1","47","45","31","5","81.8","316","1","6.6","2","1","0","2","0","3","0","1","6.7","0","3","12","1","0","0","1","1","33.3","1","1","33.3","0","0","25.8","0.55"
"Teddy Bridgewater","CAR","1","46","40","30","3","86.8","283","0","6.3","0","0","0","0","4","3","0","0","7.5","0","3","31","1","0","0","1","1","33.3","0","0","0","0","0","20.4","0.44"
"Mike Glennon","JAX","1","23","23","13","2","71.4","85","0","8.6","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4","0.1"
"Geno Smith","SEA","1","6","5","4","0","100","33","0","4.5","0","0","0","0","1","0","0","0","0","0","2","-2","0","0","1","1","0","50","0","0","0","0","0","1.1","0.18"
"Kirk Cousins","MIN","1","47","37","24","3","81.8","225","0","6.8","1","0","0","0","6","1","0","0","2.7","0","5","41","0","0","2","1","0","20","0","0","0","1","1","17.1","0.36"
"Russell Wilson","SEA","1","27","27","21","2","85.2","206","0","8.1","4","0","0","1","0","3","3","0","11.1","11.1","1","-1","0","0","0","0","0","0","0","0","0","0","0","23.1","0.86"
"Ryan Tannehill","TEN","1","25","24","19","1","87","212","0","8.4","2","0","0","0","1","2","2","0","8.3","8.3","0","0","0","0","0","0","0","0","0","0","0","0","0","16.5","0.66"
"Andy Dalton","DAL","1","25","23","16","1","77.3","185","0","9","2","0","0","0","2","2","1","0","8.7","4.3","1","-1","0","0","0","0","0","0","0","0","0","0","0","15.3","0.61"
"Cam Newton","NE","1","23","16","9","2","78.6","119","0","9.2","0","0","0","1","4","0","0","0","0","0","7","16","0","0","1","5","0","71.4","2","0","28.6","0","0","5.4","0.23"
"Colt McCoy","NYG","1","5","3","2","0","66.7","18","0","10.3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0.7","0.14"
"Chase Daniel","DET","1","6","6","3","1","66.7","29","0","6.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2","0.2"
"Matthew Stafford","DET","1","39","34","24","1","86.2","244","0","6.3","1","0","0","0","4","1","0","0","2.9","0","1","6","0","0","0","1","0","100","0","0","0","0","0","14.4","0.37"
"Matt Ryan","ATL","1","35","32","21","2","74.2","224","0","9.7","1","0","0","3","2","2","0","1","6.3","0","1","3","0","0","0","0","0","0","0","0","0","0","0","10.3","0.29"
"Aaron Rodgers","GB","1","37","33","26","0","83.9","290","0","6.6","3","1","1","0","0","2","1","0","6.1","3","6","13","1","0","0","1","1","16.7","0","0","0","0","0","30.9","0.84"
"Alex Smith","WAS","1","20","19","8","1","52.9","57","0","8.6","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3","0.07"
"Ben Roethlisberger","PIT","1","38","37","21","3","70.6","187","0","6.6","2","0","0","2","1","2","2","0","5.4","5.4","0","0","0","0","0","0","0","0","0","0","0","1","1","13.5","0.36"
"Philip Rivers","IND","1","28","28","19","0","73.1","244","0","9.8","2","1","0","0","0","1","1","0","3.6","3.6","0","0","0","0","0","0","0","0","0","0","0","0","0","17.8","0.64"
"Tom Brady","TB","1","23","23","15","1","72.7","196","0","10.4","2","1","0","0","0","2","2","0","8.7","8.7","3","-2","0","0","0","0","0","0","0","0","0","0","0","15.6","0.68"
