"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Mike Strachan","IND","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Deonte Harty","NO","1","WR","8","5","0","52","0","0","0","0","62.5","8.5","6.5","10.4","11.2","1","0","0","12.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.7","0.23","1.54"
"Ja'Marr Chase","CIN","1","WR","9","6","1","77","0","0","0","0","66.7","14.22","8.56","12.83","4","3","1","0","33.3","16.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.7","0.23","1.78"
"Anthony Schwartz","CLV","1","WR","1","0","0","0","0","0","0","0","0","34","0","0","0","1","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Brandon Aiyuk","SF","1","WR","3","1","0","15","0","0","0","0","33.3","15.33","5","15","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0.04","2"
"Brandon Zylstra","CAR","1","WR","2","2","1","63","0","0","0","0","100","9","31.5","31.5","22.5","1","1","0","50","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.3","0.56","3.65"
"Jalen Reagor","PHI","1","WR","1","1","0","9","0","0","0","0","100","-2","9","9","11","0","0","0","0","0","0","0","0","0","0","0","1","0","12","0","0","0","12","7","1","1","0","0","0","0","0","0","0","0","0","0","0","2.6","0.05","1.3"
"CeeDee Lamb","DAL","1","WR","4","2","0","13","0","0","0","0","50","13","3.25","6.5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3","0.05","1.15"
"Marquise Brown","BLT","1","WR","5","4","1","91","0","1","1","0","80","20.2","18.2","22.75","6.75","1","1","1","20","25","100","1","1","20","25","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.1","0.39","4.28"
"Donovan Peoples-Jones","CLV","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Racey McMath","TEN","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"DeVonta Smith","PHI","1","WR","10","7","0","122","1","0","0","0","70","17.3","12.2","17.43","5.29","2","0","0","20","0","0","1","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.7","0.23","2.24"
"Keelan Cole Sr.","NYJ","1","WR","4","3","1","92","0","0","0","0","75","23.75","23","30.67","2.67","1","1","0","25","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.7","0.3","3.57"
"N'Keal Harry","NE","1","WR","1","1","0","10","0","0","0","0","100","10","10","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5","0.1","1.5"
"DJ Moore","CAR","1","WR","11","8","0","113","1","2","0","0","72.7","9.09","10.27","14.13","9.38","4","3","2","36.4","37.5","100","2","2","18.2","25","100","1","0","6","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27.9","0.47","3.1"
"Calvin Ridley","ATL","1","WR","13","7","0","80","0","0","0","1","53.8","15.08","6.15","11.43","2.43","2","1","0","15.4","14.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.5","0.16","1.64"
"Terry McLaurin","WAS","1","WR","13","6","0","123","1","2","0","0","46.2","17.77","9.46","20.5","1.17","5","2","2","38.5","33.3","100","3","2","23.1","33.3","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27.3","0.42","4.55"
"Auden Tate","CIN","1","WR","1","1","0","18","0","0","0","0","100","10","18","18","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3","0.11","2.3"
"Courtland Sutton","DEN","1","WR","8","3","0","47","0","0","0","0","37.5","21","5.88","15.67","4.67","3","1","0","37.5","33.3","0","1","0","12.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.2","0.11","2.07"
"Cody Thompson","SEA","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Trent Sherfield","SF","1","WR","2","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Equanimeous St. Brown","GB","1","WR","1","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"D.K. Metcalf","SEA","1","WR","8","4","0","65","0","1","0","1","50","10.88","8.13","16.25","6.75","1","1","1","12.5","25","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.5","0.32","3.63"
"DJ Chark Jr.","JAX","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Cameron Batson","TEN","1","WR","4","1","0","2","0","1","0","0","25","20.75","0.5","2","0","4","1","1","100","100","100","2","1","50","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.7","0.27","6.7"
"Van Jefferson","LA","1","WR","6","6","0","90","0","1","0","0","100","12.67","15","15","3.17","1","1","1","16.7","16.7","100","1","1","16.7","16.7","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0.39","3"
"Marquez Callaway","NO","1","WR","2","2","1","74","0","0","0","0","100","32","37","37","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.4","0.15","4.2"
