"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Justin Fields","CHI","1","19","13","6","1","53.8","60","0","11.6","0","0","0","1","2","3","0","0","23.1","0","10","31","0","0","1","2","0","20","0","0","0","0","0","4.5","0.24"
"Zach Wilson","NYJ","1","39","33","19","2","67.7","210","0","9","0","0","0","4","4","0","0","0","0","0","3","19","0","0","0","0","0","0","0","0","0","0","0","6.3","0.16"
"Trevor Lawrence","JAX","1","36","33","14","2","51.6","118","0","12.6","1","0","0","2","1","1","1","0","3","3","2","21","0","0","0","0","0","0","0","0","0","0","1","8.8","0.24"
"Tua Tagovailoa","MIA","1","6","4","1","0","50","13","0","-6","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","0.08"
"Mac Jones","NE","1","33","30","22","2","85.7","186","0","4.6","0","0","0","0","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","7.4","0.22"
"Davis Mills","HST","1","19","18","8","0","47.1","102","0","11.4","1","0","0","1","1","0","0","0","0","0","2","-1","0","0","1","0","0","0","0","0","0","0","0","7","0.37"
"Josh Allen","BUF","1","36","33","17","0","60.7","179","0","10","2","0","0","1","1","4","2","0","12.1","6.1","5","35","0","0","0","3","0","60","0","0","0","0","0","17.7","0.49"
"Baker Mayfield","CLV","1","28","21","19","0","90.5","213","0","5.6","1","0","0","1","2","0","0","0","0","0","8","10","1","0","1","2","1","25","1","1","12.5","0","0","18.5","0.66"
"Jacob Eason","IND","1","5","5","2","0","40","25","0","12.4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lamar Jackson","BLT","1","28","26","18","1","76","239","0","10.1","1","1","0","2","1","3","0","1","11.5","0","16","107","2","0","0","4","2","25","3","2","18.8","0","3","34.3","1.22"
"Jordan Love","GB","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","3","-3","0","0","0","0","0","0","0","0","0","0","0","-0.3",""
