"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Jameson Williams","DET","1","WR","1","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"George Pickens","PIT","1","WR","5","5","0","57","0","1","0","0","100","10.6","11.4","11.4","2","1","1","1","20","20","100","1","1","20","20","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.2","0.26","2.84"
"Treylon Burks","TEN","1","WR","3","0","0","0","0","0","0","0","0","19.67","0","0","0","1","0","0","33.3","0","0","1","0","33.3","0","0","1","0","15","0","0","0","15","6","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5","0.03","1.5"
"David Bell","CLV","1","WR","2","1","0","18","0","0","0","1","50","8.5","9","18","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3","0.05","2.3"
"Garrett Wilson","NYJ","1","WR","8","4","0","30","0","0","0","0","50","12.75","3.75","7.5","2.25","2","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","5","0.09","1.25"
"Skyy Moore","KC","1","WR","1","1","0","5","0","0","0","0","100","-3","5","5","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.09","1"
"Ashton Dulin","IND","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Drake London","ATL","1","WR","9","7","0","96","0","0","0","0","77.8","12.22","10.67","13.71","1.71","3","2","0","33.3","28.6","0","1","0","11.1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","13.1","0.24","1.87"
"Terrace Marshall Jr.","CAR","1","WR","3","2","0","55","0","0","0","0","66.7","15","18.33","27.5","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.5","0.1","3.25"
"Ja'Marr Chase","CIN","1","WR","11","8","0","79","0","0","0","1","72.7","10","7.18","9.88","4.88","2","1","0","18.2","12.5","0","1","0","9.1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","11.9","0.15","1.49"
