"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Elijah Moore","NYJ","1","WR","9","8","1","141","1","1","1","0","88.9","10.33","15.67","17.63","8","0","0","0","0","0","0","0","0","0","0","0","1","0","15","0","0","0","15","4","0","0","0","0","0","0","0","0","0","0","0","0","0","25.6","0.53","2.84"
"Ja'Marr Chase","CIN","1","WR","6","3","0","32","0","1","0","0","50","22","5.33","10.67","3","3","1","1","50","33.3","100","2","1","33.3","33.3","100","2","0","8","0","0","0","4","2","1","0.5","0","0","0","0","0","0","0","0","0","0","0","11.5","0.17","2.3"
"Brandon Aiyuk","SF","1","WR","7","7","0","85","0","1","0","0","100","8","12.14","12.14","5.43","1","1","1","14.3","14.3","100","1","1","14.3","14.3","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0.28","2.57"
"Jaylen Waddle","MIA","1","WR","9","8","0","65","0","0","0","0","88.9","5.67","7.22","8.13","3.75","2","2","0","22.2","25","0","0","0","0","0","0","1","0","1","0","1","0","1","0","0","0","0","1","1","100","100","1","1","100","100","0","0","16.6","0.3","1.84"
"Jalen Reagor","PHI","1","WR","2","1","0","-1","0","0","0","0","50","4.5","-0.5","-1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4","0.01","0.4"
"Tylan Wallace","BLT","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"CeeDee Lamb","DAL","1","WR","4","3","0","14","0","0","0","0","75","8.25","3.5","4.67","4","1","0","0","25","0","0","1","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.9","0.08","0.97"
"Jaelon Darden","TB","1","WR","1","1","0","3","0","0","0","0","100","-2","3","3","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8","0.1","0.8"
"Nico Collins","HST","1","WR","2","1","0","9","0","0","0","0","50","11.5","4.5","9","0","1","0","0","50","0","0","1","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4","0.04","1.4"
"Justin Jefferson","MIN","1","WR","9","8","2","169","1","2","0","0","88.9","16.22","18.78","21.13","7","3","3","2","33.3","37.5","100","0","0","0","0","0","1","0","3","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","33.2","0.54","3.69"
