"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Danny Gray","SF","1","WR","2","0","0","0","0","0","0","0","0","27.5","0","0","0","1","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Garrett Wilson","NYJ","1","WR","4","4","0","24","0","0","0","0","100","1.5","6","6","4.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.4","0.1","1.1"
"Jason Moore","LAC","1","WR","2","1","0","5","0","0","0","0","50","13","2.5","5","0","1","0","0","50","0","0","1","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.06","1"
"Drake London","ATL","1","WR","1","1","0","9","0","0","0","0","100","6","9","9","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4","0.03","1.4"
"Amon-Ra St. Brown","DET","1","WR","1","1","0","4","0","0","0","0","100","-4","4","4","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9","0.09","0.9"
"Romeo Doubs","GB","1","WR","4","0","0","0","0","0","0","1","0","3.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Rashod Bateman","BLT","1","WR","5","4","0","42","0","0","0","1","80","6.6","8.4","10.5","3.75","1","1","0","20","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.2","0.17","1.55"
"Terrace Marshall Jr.","CAR","1","WR","3","2","0","31","0","0","0","0","66.7","21.33","10.33","15.5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.1","0.1","2.05"
"Ja'Marr Chase","CIN","1","WR","10","8","1","130","1","2","1","0","80","11.1","13","16.25","4.5","2","2","1","20","25","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","0.46","3.63"
"Dax Milne","WAS","1","WR","1","1","0","4","0","0","0","0","100","1","4","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9","0.03","0.9"
"Brandon Aiyuk","SF","1","WR","10","7","0","82","0","0","0","0","70","5.8","8.2","11.71","6.29","3","1","0","30","14.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.7","0.16","1.67"
"Jaylen Waddle","MIA","1","WR","5","4","0","88","0","0","0","0","80","11.6","17.6","22","8.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.8","0.22","2.7"
