"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Tua Tagovailoa","MIA","1","26","20","11","1","63.2","83","0","9.5","1","0","0","0","6","1","1","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","7.3","0.28"
"Mason Rudolph","PIT","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","3","-4","0","0","0","0","0","0","0","0","0","0","0","-0.4",""
"Baker Mayfield","CLV","1","26","22","12","2","77.8","204","0","15.9","0","0","0","0","3","2","0","0","9.1","0","6","9","0","0","2","1","0","16.7","0","0","0","0","0","9.1","0.35"
"Ryan Finley","CIN","1","15","10","3","1","40","30","0","12.9","0","0","0","1","4","0","0","0","0","0","1","19","0","0","0","0","0","0","0","0","0","0","0","2.1","0.14"
"Lamar Jackson","BLT","1","34","29","17","2","67.9","186","0","10.1","1","0","0","1","1","2","0","0","6.9","0","13","51","0","0","0","3","0","23.1","0","0","0","1","1","15.5","0.46"
"Jalen Hurts","PHI","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0.6",""
"Drew Lock","DEN","1","31","30","18","0","64.3","270","0","11.7","0","0","0","1","0","0","0","0","0","0","2","23","0","0","0","0","0","0","0","0","0","0","0","12.1","0.39"
"Kyler Murray","ARZ","1","47","42","29","0","76.3","269","0","7.3","2","0","0","0","3","3","2","0","7.1","4.8","5","15","0","0","0","1","0","20","1","0","20","0","0","20.3","0.43"
"Justin Herbert","LAC","1","54","49","37","2","84.8","366","1","7","3","0","0","0","3","4","2","0","8.2","4.1","2","11","0","0","0","0","0","0","0","0","0","0","0","27.7","0.51"
"Joe Burrow","CIN","1","35","34","22","3","78.1","203","0","9.2","1","0","0","0","0","4","0","0","11.8","0","2","12","0","0","1","2","0","100","1","0","50","0","0","13.3","0.38"
"Jake Luton","JAX","1","39","37","16","1","56.7","151","0","9.3","0","0","0","4","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0.05"
"P.J. Walker","CAR","1","35","34","24","3","84.4","258","0","6.4","1","0","0","2","1","3","1","2","8.8","2.9","5","-2","0","0","1","1","0","20","1","0","20","0","0","12.1","0.35"
"Taysom Hill","NO","1","30","23","18","2","90.9","233","0","6.7","0","0","0","0","3","1","0","0","4.3","0","10","49","2","0","1","4","2","40","1","1","10","0","0","26.2","0.87"
"Deshaun Watson","HST","1","43","37","28","2","83.3","344","1","9.1","2","0","0","0","0","4","2","0","10.8","5.4","6","36","1","0","0","1","1","16.7","1","1","16.7","0","0","31.4","0.73"
"Patrick Mahomes","KC","1","47","45","34","2","83.7","348","1","8.4","2","0","0","1","0","3","1","0","6.7","2.2","4","16","0","0","0","0","0","0","0","0","0","0","0","22.5","0.48"
"Jacoby Brissett","IND","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0.9",""
"Carson Wentz","PHI","1","40","35","21","2","67.6","235","0","9.1","2","0","0","2","5","4","2","0","11.4","5.7","3","10","0","0","1","0","0","0","0","0","0","0","0","16.4","0.41"
"Jared Goff","LA","1","51","51","39","1","85.1","376","1","5","3","0","0","2","0","1","1","0","2","2","1","0","0","0","1","0","0","0","0","0","0","0","0","25","0.49"
"Derek Carr","LV","1","33","31","23","4","93.1","275","0","8.1","3","0","0","1","0","4","3","0","12.9","9.7","3","6","0","0","0","0","0","0","0","0","0","0","0","22.6","0.68"
"Kirk Cousins","MIN","1","33","30","22","1","85.2","314","1","9.9","3","0","0","0","2","3","3","0","10","10","1","4","0","0","1","1","0","100","0","0","0","0","0","25","0.76"
"Russell Wilson","SEA","1","38","28","23","3","96.3","197","0","7.1","2","0","0","0","3","3","2","0","10.7","7.1","10","42","0","0","2","1","0","10","0","0","0","0","0","20.1","0.53"
"Ryan Tannehill","TEN","1","36","31","22","1","76.7","259","0","6.5","2","0","0","1","2","2","1","0","6.5","3.2","4","35","0","0","2","1","0","25","0","0","0","1","1","20.9","0.58"
"Andy Dalton","DAL","1","34","32","22","2","77.4","203","0","7.3","3","0","0","1","1","4","2","0","12.5","6.3","3","5","0","0","0","0","0","0","0","0","0","0","0","19.6","0.58"
"Cam Newton","NE","1","42","40","26","1","84.4","365","1","6.1","1","1","0","0","2","1","1","0","2.5","2.5","3","6","0","0","0","1","0","33.3","0","0","0","0","0","19.2","0.46"
"Matthew Stafford","DET","1","39","33","18","3","70","178","0","6.7","0","0","0","0","5","0","0","0","0","0","4","5","0","0","0","0","0","0","0","0","0","0","0","7.6","0.19"
"Joe Flacco","NYJ","1","32","30","15","1","64","205","0","14","2","1","0","1","1","2","1","0","6.7","3.3","1","2","0","0","0","0","0","0","0","0","0","0","0","15.4","0.48"
"Matt Ryan","ATL","1","45","37","19","3","62.9","232","0","12","0","0","0","2","8","2","0","1","5.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.3","0.16"
"Ryan Fitzpatrick","MIA","1","19","18","12","1","76.5","117","0","7.4","0","0","0","1","0","2","0","1","11.1","0","2","6","0","0","0","0","0","0","0","0","0","0","0","4.3","0.23"
"Aaron Rodgers","GB","1","41","38","27","1","80","311","1","8.2","3","0","0","1","1","1","0","0","2.6","0","3","13","0","0","1","0","0","0","0","0","0","0","0","24.7","0.6"
"Alex Smith","WAS","1","27","25","17","1","81.8","166","0","6.1","1","0","0","1","2","1","1","0","4","4","3","-3","0","0","0","0","0","0","0","0","0","0","0","9.3","0.34"
"Ben Roethlisberger","PIT","1","46","46","32","1","73.3","267","0","8.4","2","0","0","1","0","2","1","1","4.3","2.2","0","0","0","0","0","0","0","0","0","0","0","0","0","17.7","0.38"
"Philip Rivers","IND","1","37","36","24","0","75","288","0","7.3","3","1","0","1","1","4","2","0","11.1","5.6","1","-1","0","0","0","0","0","0","0","0","0","0","0","22.4","0.61"
"Tom Brady","TB","1","49","48","26","3","63","216","0","8.9","2","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.6","0.3"
