"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Mike Strachan","IND","1","WR","3","1","0","23","0","0","0","0","33.3","17.33","7.67","23","2","3","1","0","100","100","0","2","0","66.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8","0.08","2.8"
"Treylon Burks","TEN","1","WR","6","4","0","47","0","0","0","0","66.7","7.33","7.83","11.75","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.7","0.27","1.68"
"Drake London","ATL","1","WR","11","8","0","86","0","1","0","0","72.7","8.64","7.82","10.75","5.25","4","3","1","36.4","37.5","100","1","1","9.1","12.5","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","18.6","0.37","2.33"
"Chris Olave","NO","1","WR","13","5","1","80","0","0","0","1","38.5","24.62","6.15","16","1.6","4","1","0","30.8","20","0","1","0","7.7","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","10.5","0.21","2.1"
"Rashod Bateman","BLT","1","WR","7","4","1","108","1","1","1","1","57.1","12.29","15.43","27","21.5","1","0","0","14.3","0","0","1","0","14.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18.8","0.54","4.7"
"Ja'Marr Chase","CIN","1","WR","8","5","0","54","0","0","0","1","62.5","5.5","6.75","10.8","6.2","1","0","0","12.5","0","0","0","0","0","0","0","1","0","4","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","8.3","0.13","1.38"
"Khalil Shakir","BUF","1","WR","2","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Jaylen Waddle","MIA","1","WR","19","11","1","171","1","2","0","3","57.9","10.16","9","15.55","7.82","4","2","2","21.1","18.2","100","2","1","10.5","9.1","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34.6","0.61","3.15"
"Dyami Brown","WAS","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Justin Watson","KC","1","WR","2","2","1","50","0","1","1","0","100","24.5","25","25","0.5","1","1","1","50","50","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0.86","6"
"Jalen Reagor","MIN","1","WR","2","1","0","7","0","0","0","0","50","1","3.5","7","8","0","0","0","0","0","0","0","0","0","0","0","1","0","17","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.9","0.29","1.45"
"Marquise Brown","ARZ","1","WR","10","6","0","68","0","0","0","0","60","10.1","6.8","11.33","4.33","5","1","0","50","16.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.8","0.12","1.63"
"Jaelon Darden","TB","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Nico Collins","HST","1","WR","9","4","0","58","0","0","0","0","44.4","13.67","6.44","14.5","3.75","3","1","0","33.3","25","0","1","0","11.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.8","0.19","1.95"
"Deebo Samuel","SF","1","WR","5","5","0","44","0","0","0","0","100","-0.2","8.8","8.8","9","0","0","0","0","0","0","0","0","0","0","0","4","1","53","0","0","0","13.25","16.25","2","0.5","1","0","0","0","0","0","0","0","0","0","0","12.2","0.21","1.36"
"DJ Moore","CAR","1","WR","6","3","0","43","0","1","0","0","50","12","7.17","14.33","1","1","1","1","16.7","33.3","100","1","1","16.7","33.3","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.8","0.21","3.93"
"Darnell Mooney","CHI","1","WR","2","1","0","-4","0","0","0","0","50","22","-2","-4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0","0.1"
"Terry McLaurin","WAS","1","WR","7","4","0","75","0","0","0","1","57.1","12.86","10.71","18.75","6.25","0","0","0","0","0","0","0","0","0","0","0","1","0","7","0","0","0","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","10.2","0.15","2.04"
"Courtland Sutton","DEN","1","WR","11","7","0","122","1","0","0","0","63.6","13","11.09","17.43","2.14","4","2","0","36.4","28.6","0","2","0","18.2","0","0","1","0","5","0","0","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","16.2","0.25","2.02"
"Dante Pettis","CHI","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Stanley Morgan","CIN","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Jeff Smith","NYJ","1","WR","1","1","0","17","0","0","0","0","100","6","17","17","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2","0.2","2.2"
"Trent Sherfield","MIA","1","WR","2","2","0","9","0","0","0","0","100","0.5","4.5","4.5","4","2","2","0","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9","0.08","0.95"
"Cam Sims","WAS","1","WR","2","0","0","0","0","0","0","0","0","38","0","0","0","2","0","0","100","0","0","2","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Ray-Ray McCloud III","SF","1","WR","1","1","0","16","0","0","0","0","100","13","16","16","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1","0.12","2.1"
"D.K. Metcalf","SEA","1","WR","6","4","0","35","0","0","0","0","66.7","9.17","5.83","8.75","0.25","1","0","0","16.7","0","0","1","0","16.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.5","0.12","1.38"
"Marquez Valdes-Scantling","KC","1","WR","5","2","0","13","0","0","0","0","40","11.4","2.6","6.5","1","1","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3","0.05","1.15"
"River Cracraft","MIA","1","WR","2","1","0","2","0","1","0","0","50","4","1","2","0","2","1","1","100","100","100","2","1","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.7","0.42","6.7"
"Byron Pringle","CHI","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Marquez Callaway","NO","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Tyrie Cleveland","DEN","1","WR","3","2","0","28","0","0","0","0","66.7","5","9.33","14","8.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8","0.12","1.9"
