Player,Team,Position,Value,APY,Guaranteed,"APY% Of
Cap","Inflated
Value","Inflated
APY","Inflated
Guaranteed"
Jason Avant,Eagles,WR,14750000,2950000,8000000,2.3,25703876,5140775,13941085
Dez Bryant,Cowboys,WR,11810500,2362100,8625000,1.8,20581398,4116280,15030233
Dexter McCluster,Chiefs,WR,5195000,1298750,3150000,1,9052992,2263248,5489302
Eric Decker,Broncos,WR,3315148,828787,732148,0.6,5777095,1444274,1275867
Brandon LaFell,Panthers,WR,2653400,663350,818400,0.5,4623909,1155977,1426173
Andre Roberts,Cardinals,WR,2559200,639800,724200,0.5,4459753,1114938,1262017
Emmanuel Sanders,Steelers,WR,1801069,600356,586069,0.5,3138607,1046202,1021305
Mike Williams,Buccaneers,WR,2328250,582063,538250,0.5,4057291,1014324,937974
Riley Cooper,Eagles,WR,2006478,501620,171478,0.4,3496560,874141,298824
Kyle Williams,49ers,WR,1869350,467338,79350,0.4,3257596,814400,138278
Greg Jennings,Packers,WR,26250000,8750000,16250000,7.1,47975610,15991870,29699187
Roddy White,Falcons,WR,42720000,8544000,18600000,6.9,78076878,15615376,33994146
Darrius Heyward-Bey,Raiders,WR,38250000,7650000,23500000,6.2,69907317,13981463,42949593
Michael Crabtree,49ers,WR,32000000,5333333,17000000,4.3,58484553,9747425,31069919
Nate Washington,Titans,WR,26800000,4466667,6500000,3.6,48980813,8163469,11879675
Javon Walker,Raiders,WR,16000000,3200000,4600000,2.6,29242276,5848455,8407154
Jeremy Maclin,Eagles,WR,12500000,2500000,9500000,2,22845528,4569106,17362602
Percy Harvin,Vikings,WR,11050000,2210000,8425000,1.8,20195447,4039089,15397886
Hakeem Nicks,Giants,WR,9225000,1845000,6575000,1.5,16860000,3372000,12016748
Kenny Britt,Titans,WR,9150010,1830002,6527510,1.5,16722945,3344589,11929953
Mike Wallace,Steelers,WR,1740500,580167,555500,0.5,3181011,1060338,1015255
Mike Thomas,Jaguars,WR,2302450,575613,507450,0.5,4208055,1052015,927437
Brian Hartline,Dolphins,WR,2254975,563744,504975,0.5,4121288,1030322,922914
Brandon Gibson,LAR/PHI,WR,1850000,462500,100000,0.4,3381138,845285,182764
Julian Edelman,Patriots,WR,1798700,449675,48700,0.4,3287380,821845,89006
Larry Fitzgerald,Cardinals,WR,40000000,10000000,30000000,8.6,77517241,19379310,58137931
Javon Walker,Raiders,WR,55000000,9166667,16000000,7.9,106586207,17764368,31006897
Devin Hester,Bears,WR,22003523,5500881,15000000,4.7,42641310,10660328,29068966
Donnie Avery,Rams,WR,4712500,1178125,2775000,1,9132500,2283125,5377759
Jordy Nelson,Packers,WR,4635250,1158813,3385000,1,8982795,2245700,6559897
Eddie Royal,Broncos,WR,3949830,987458,2244830,0.9,7654498,1913626,4350326
Jerome Simpson,Bengals,WR,3617000,904250,1912000,0.8,7009497,1752374,3705324
DeSean Jackson,Eagles,WR,3469335,867334,1353000,0.7,6723332,1680833,2622021
Earl Bennett,Bears,WR,2525837,631459,820837,0.5,4894898,1223724,1590725
Harry Douglas,Falcons,WR,2409050,602263,704050,0.5,4668573,1167144,1364400
Matt Slater,Patriots,WR,1880000,470000,175000,0.4,3643310,910828,339138
Josh Morgan,49ers,WR,1811000,452750,106000,0.4,3509593,877398,205421
Pierre Garcon,Colts,WR,1776600,444150,71600,0.4,3442928,860732,138756
Steve Johnson,Bills,WR,1759030,439758,54030,0.4,3408879,852221,104706
Calvin Johnson,Lions,WR,58000000,9666667,27170800,8.9,119618349,19936392,56036659
Andre Johnson,Texans,WR,44050000,7341667,15000000,6.7,90848073,15141346,30935780
Ted Ginn,SF/MIA,WR,17027086,3405417,9067919,3.1,35116412,7023282,18701543
Dwayne Bowe,Chiefs,WR,9000000,1800000,6500000,1.7,18561468,3712294,13405505
Reggie Wayne,Colts,WR,39000000,6500000,12500000,6.4,85952941,14325490,27549020
Rob Gronkowski,TB/NE,TE,54000000,9000000,18170000,7.5,100656716,16776119,33869121
Jermichael Finley,Packers,TE,14000000,7000000,4000000,5.8,26096186,13048093,7456053
Fred Davis,Commanders,TE,5446000,5446000,5446000,4.5,10151416,10151416,10151416
John Carlson,Vikings,TE,25000000,5000000,9100000,4.1,46600332,9320066,16962521
Craig Stevens,Titans,TE,14400000,3600000,4000000,3,26841791,6710448,7456053
Joel Dreessen,Broncos,TE,8500000,2833333,4000000,2.3,15844113,5281370,7456053
Scott Chandler,Bills,TE,5450000,2725000,1250000,2.3,10158872,5079436,2330017
Jacob Tamme,Broncos,TE,8000000,2666667,3500000,2.2,14912106,4970703,6524046
Martellus Bennett,Giants,TE,1800000,1800000,675000,1.5,3355224,3355224,1258209
Coby Fleener,Colts,TE,5341648,1335412,3767638,1.1,9956903,2489226,7022927
David Johnson,Steelers,TE,1260000,1260000,0,1,2348657,2348657,0
Daniel Graham,Saints,TE,990000,990000,65000,0.8,1845373,1845373,121161
Kellen Winslow,Patriots,TE,825000,825000,0,0.7,1537811,1537811,0
Rhett Ellison,Vikings,TE,3282584,820646,300584,0.7,6118780,1529695,560293
Dwayne Allen,Colts,TE,3080304,770076,703304,0.6,5741728,1435432,1310968
Michael Egnew,MIA/DET,TE,2776456,694114,588956,0.6,5175351,1293838,1097822
Ladarius Green,Chargers,TE,2550900,637725,450900,0.5,4754911,1188728,840484
Orson Charles,Bengals,TE,2529300,632325,429300,0.5,4714649,1178662,800221
Adrien Robinson,Giants,TE,2485652,621413,385652,0.5,4633288,1158322,718860
Taylor Thompson,Titans,TE,2298000,574500,198000,0.5,4283502,1070876,369075
James Hanna,Cowboys,TE,2204852,551213,104852,0.5,4109873,1027468,195446
Drake Dunsmore,Buccaneers,TE,2149000,537250,49000,0.4,4005765,1001441,91337
David Paulson,Steelers,TE,2145896,536474,45896,0.4,3999979,999995,85551
Brad Smelley,Browns,TE,2145896,536474,45896,0.4,3999979,999995,85551
Garrett Celek,49ers,TE,1446000,482000,6000,0.4,2695363,898454,11184
Daniel Hardy,Vikings,TE,870000,435000,0,0.4,1621692,810846,0
Brad Smelley,Browns,TE,870000,435000,0,0.4,1621692,810846,0
Jason Witten,Cowboys,TE,37000000,7400000,21000000,6.1,69097404,13819481,39217445
Tony Gonzalez,Falcons,TE,6900000,6900000,4500000,5.7,12885732,12885732,8403738
Marcedes Lewis,Jaguars,TE,34000000,6800000,17000000,5.6,63494912,12698982,31747456
Zach Miller,Seahawks,TE,34000000,6800000,17000000,5.6,63494912,12698982,31747456
Greg Olsen,Panthers,TE,22800000,5700000,10000000,4.7,42578941,10644735,18674974
Owen Daniels,Texans,TE,22000000,5500000,6000000,4.6,41084943,10271236,11204984
Daniel Graham,Titans,TE,8250000,2750000,2000000,2.3,15406854,5135618,3734995
Scott Chandler,Bills,TE,1200000,1200000,0,1,2240997,2240997,0
Kyle Rudolph,Vikings,TE,4629851,1157463,0,1,8646235,2161559,0
Lance Kendricks,Rams,TE,4226105,1056526,0,0.9,7892240,1973060,0
Rob Housler,Cardinals,TE,3645092,911273,684092,0.8,6807200,1701800,1277540
Gary Barnidge,Panthers,TE,690000,690000,50000,0.6,1288573,1288573,93375
Jordan Cameron,Browns,TE,2517400,629350,477400,0.5,4701238,1175309,891543
Luke Stocker,Buccaneers,TE,2512688,628172,472688,0.5,4692438,1173110,882744
Julius Thomas,Broncos,TE,2424000,606000,384000,0.5,4526814,1131703,717119
Lee Smith,NE/BUF,TE,2298282,574571,171480,0.5,4292036,1073010,320238
Gabe Miller,Chiefs,TE,2238500,559625,198500,0.5,4180393,1045098,370698
D.J. Williams,GB/JAX,TE,2238000,559500,198000,0.5,4179459,1044865,369764
Niles Paul,Commanders,TE,2221652,555413,181652,0.5,4148929,1037232,339235
Charles Clay,Dolphins,TE,2152000,538000,112000,0.4,4018854,1004714,209160
Richard Gordon,Raiders,TE,2144852,536213,104852,0.4,4005506,1001376,195811
Virgil Green,Broncos,TE,2109000,527250,69000,0.4,3938552,984638,128857
Ryan Taylor,CLE/GB/BAL,TE,2099176,524794,59176,0.4,3920206,980051,110511
Daniel Hardy,Buccaneers,TE,2085900,521475,45900,0.4,3895413,973853,85718
Vernon Davis,SF/DEN,TE,36750000,7350000,23000000,5.7,64041860,12808372,40080620
Antonio Gates,Chargers,TE,36175000,7235000,20400000,5.6,63039845,12607969,35549767
Ben Watson,Browns,TE,12000000,4000000,6400000,3.1,20911628,6970543,11152868
Anthony Fasano,Dolphins,TE,7750000,3875000,2100000,3,13505426,6752713,3659535
Jermaine Gresham,Bengals,TE,12400000,2480000,8248500,1.9,21608682,4321736,14374130
Rob Gronkowski,Patriots,TE,4440000,1110000,2590000,0.9,7737302,1934326,4513426
Jimmy Graham,Saints,TE,3298140,825736,665140,0.6,5747456,1438957,1159097
Ed Dickson,Ravens,TE,1877500,625833,662500,0.5,3271798,1090599,1154496
Garrett Graham,Texans,TE,2270100,567525,480100,0.4,3955957,988989,836639
Dennis Pitta,Ravens,TE,1586000,528667,371000,0.4,2763820,921274,646518
Heath Miller,Steelers,TE,33750000,6750000,5750000,5.5,61682927,12336585,10508943
Kellen Winslow,TB/SEA,TE,26550000,6637500,20150000,5.4,48523902,12130976,36826992
Brent Celek,Eagles,TE,29250000,4875000,10824706,4,53458537,8909756,19783690
Brandon Pettigrew,Lions,TE,12000000,2400000,9396500,2,21931707,4386341,17173441
Joel Dreessen,Texans,TE,3215000,1071667,945000,0.9,5875870,1958624,1727122
Jared Cook,Titans,TE,2450000,612500,700000,0.5,4477724,1119431,1279350
Zach Miller,Jaguars,TE,1880500,470125,110500,0.4,3436881,859220,201954
Brandon Myers,Raiders,TE,1841000,460250,91000,0.4,3364689,841172,166315
David Johnson,Steelers,TE,1263200,421067,33200,0.3,2308678,769560,60678
Dustin Keller,Jets,TE,8500000,1700000,5995000,1.5,16472414,3294483,11617897
John Carlson,Seahawks,TE,4520250,1130063,2480000,1,8759933,2189984,4806069
Fred Davis,Commanders,TE,3517000,879250,1812000,0.8,6815703,1703926,3511531
Martellus Bennett,Cowboys,TE,2965000,741250,1260000,0.6,5745966,1436491,2441793
Craig Stevens,Titans,TE,2402000,600500,697000,0.5,4654910,1163728,1350738
Jermichael Finley,Packers,TE,2358000,589500,653000,0.5,4569641,1142410,1265469
Jacob Tamme,Colts,TE,2126572,531643,421572,0.5,4121150,1030287,816977
Gary Barnidge,Panthers,TE,1894250,473563,189250,0.4,3670926,917732,366753
Tony Gonzalez,ATL/KC,TE,31250000,6250000,17750000,5.7,64449541,12889908,36607339
Daniel Graham,Broncos,TE,30000000,6000000,15000000,5.5,61871560,12374312,30935780
Greg Olsen,Bears,TE,7774450,1554890,5248750,1.4,16033912,3206782,10824945
Jason Witten,Cowboys,TE,27600000,4600000,12000000,4.5,60828235,10138039,26447059
