"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Baker Mayfield","CLV","1","40","37","22","4","72.2","249","0","9.5","1","0","0","3","0","3","0","1","8.1","0","4","35","1","0","0","1","1","25","0","0","0","1","1","20.5","0.51"
"Lamar Jackson","BLT","1","37","33","21","0","75","236","0","7.8","0","0","0","0","1","1","0","0","3","0","19","152","1","0","0","2","0","10.5","0","0","0","0","0","30.6","0.83"
"Gardner Minshew","JAX","1","32","29","14","0","51.9","163","0","8","0","0","0","1","2","1","0","0","3.4","0","2","1","0","0","0","0","0","0","0","0","0","0","0","5.6","0.17"
"Daniel Jones","NYG","1","33","31","15","0","55.6","161","0","10.5","1","1","1","3","1","0","0","0","0","0","2","8","0","0","0","0","0","0","0","0","0","0","0","8.2","0.25"
"Kyler Murray","ARZ","1","41","37","27","1","87.5","340","1","7.7","3","0","0","0","0","1","1","0","2.7","2.7","11","32","0","0","0","1","0","9.1","0","0","0","0","0","28.8","0.7"
"Josh Rosen","MIA","1","30","25","15","1","69.6","85","0","2.1","0","0","0","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4","0.05"
"Devlin Hodges","PIT","1","21","20","15","0","83.3","132","0","5.1","1","0","0","1","0","1","0","0","5","0","3","8","0","0","0","1","0","33.3","0","0","0","0","0","9.1","0.43"
"Sam Darnold","NYJ","1","35","32","23","0","76.7","338","1","8.8","2","1","1","1","2","0","0","0","0","0","5","1","0","0","0","2","0","40","0","0","0","0","0","20.6","0.59"
"Kyle Allen","CAR","1","34","32","20","3","76.7","227","0","9.6","2","0","0","0","2","2","1","0","6.3","3.1","3","3","0","0","0","1","0","33.3","1","0","33.3","0","0","17.4","0.51"
"Taysom Hill","NO","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","3","17","0","0","0","2","0","66.7","0","0","0","0","0","1.7",""
"Deshaun Watson","HST","1","47","42","30","4","81","280","0","8.5","1","0","0","2","0","1","0","0","2.4","0","10","42","2","0","0","4","2","40","2","2","20","1","1","29.4","0.63"
"Patrick Mahomes","KC","1","36","35","19","4","69.7","273","0","9.4","3","1","0","1","1","3","1","0","8.6","2.9","1","-1","0","0","1","0","0","0","0","0","0","0","0","21.8","0.61"
"Dak Prescott","DAL","1","42","40","28","5","82.5","277","0","8.4","0","0","0","0","1","2","0","0","5","0","3","11","1","0","0","3","1","100","1","1","33.3","0","1","18.2","0.43"
"Carson Wentz","PHI","1","43","40","26","2","71.8","306","1","9.6","2","0","0","1","2","3","1","0","7.5","2.5","2","23","0","0","0","0","0","0","0","0","0","0","0","21.5","0.5"
"Jared Goff","LA","1","28","24","13","1","63.6","78","0","6.3","0","0","0","0","4","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","3.1","0.11"
"Marcus Mariota","TEN","1","23","18","7","2","60","63","0","8.7","0","0","0","2","3","0","0","0","0","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0.9","0.04"
"Jameis Winston","TB","1","62","54","30","5","70","400","1","12","1","0","0","5","7","2","1","1","3.7","1.9","1","1","0","0","2","0","0","0","0","0","0","2","2","15.1","0.24"
"Jimmy Garoppolo","SF","1","35","33","24","2","83.9","243","0","4.2","0","0","0","1","2","2","0","1","6.1","0","5","4","1","0","1","1","1","20","1","1","20","0","0","15.1","0.43"
"Teddy Bridgewater","NO","1","39","36","24","1","75.8","240","0","5.6","1","0","0","0","3","1","1","0","2.8","2.8","3","0","0","0","0","3","0","100","0","0","0","0","0","13.6","0.35"
"Case Keenum","WAS","1","27","25","13","1","63.6","166","0","9.4","2","0","0","0","0","2","1","0","8","4","4","10","0","0","1","1","0","25","1","0","25","0","0","15.6","0.58"
"Kirk Cousins","MIN","1","31","29","22","2","85.7","333","1","13.7","4","2","2","1","1","4","2","0","13.8","6.9","2","0","0","0","0","0","0","0","0","0","0","0","0","28.3","0.91"
"Russell Wilson","SEA","1","41","33","23","2","83.3","295","0","8.8","2","0","0","0","3","4","2","0","12.1","6.1","9","31","1","0","0","5","1","55.6","3","0","33.3","0","0","28.9","0.7"
