"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Jalin Hyatt","NYG","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Marvin Mims Jr.","DEN","1","WR","1","1","0","4","0","0","0","0","100","-4","4","4","8","1","1","0","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9","0.04","0.9"
"Dontayvion Wicks","GB","1","WR","1","1","0","10","0","0","0","0","100","10","10","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5","0.12","1.5"
"Garrett Wilson","NYJ","1","WR","7","3","0","54","0","0","0","1","42.9","15","7.71","18","3.67","4","1","0","57.1","33.3","0","1","0","14.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.9","0.13","2.3"
"Skyy Moore","KC","1","WR","2","2","0","11","0","0","0","0","100","1","5.5","5.5","4.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1","0.06","1.05"
"Drake London","ATL","1","WR","9","6","0","78","0","0","0","0","66.7","11","8.67","13","2.83","1","0","0","11.1","0","0","1","0","11.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.8","0.16","1.8"
"Jahan Dotson","WAS","1","WR","4","3","0","30","0","0","0","0","75","10","7.5","10","4","1","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.5","0.08","1.5"
"Chris Olave","NO","1","WR","5","2","0","12","0","1","0","0","40","19.6","2.4","6","0.5","3","1","1","60","50","100","1","1","20","50","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.2","0.14","4.1"
"Romeo Doubs","GB","1","WR","3","1","0","4","0","0","0","1","33.3","6","1.33","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9","0.02","0.9"
"Rashod Bateman","BLT","1","WR","3","1","0","8","0","0","0","1","33.3","17","2.67","8","1","1","0","0","33.3","0","0","1","0","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3","0.05","1.3"
"Ja'Marr Chase","CIN","1","WR","19","15","1","192","1","3","1","0","78.9","9.11","10.11","12.8","5.8","7","5","3","36.8","33.3","100","4","2","21.1","13.3","66.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.7","0.59","2.98"
"Brandon Aiyuk","SF","1","WR","6","4","0","58","0","0","0","0","66.7","12.33","9.67","14.5","2.75","1","0","0","16.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.8","0.14","1.95"
"Tank Dell","HST","1","WR","4","3","0","57","0","0","0","0","75","15.75","14.25","19","2","0","0","0","0","0","0","0","0","0","0","0","2","0","-4","0","0","0","-2","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","6.8","0.32","1.36"
"Justyn Ross","KC","1","WR","4","2","0","28","0","0","0","2","50","10","7","14","2.5","1","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8","0.63","1.9"
"Dyami Brown","WAS","1","WR","3","1","0","11","0","0","0","0","33.3","17","3.67","11","7","2","0","0","66.7","0","0","2","0","66.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6","0.09","1.6"
"Antoine Green","DET","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Rashid Shaheed","NO","1","WR","2","2","0","28","0","0","0","0","100","14","14","14","0","1","1","0","50","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8","0.09","1.9"
"Tim Jones","JAX","1","WR","1","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Marquise Brown","ARZ","1","WR","11","4","0","61","0","1","0","1","36.4","13.09","5.55","15.25","10","1","1","1","9.1","25","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.1","0.27","3.52"
