"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Tua Tagovailoa","MIA","1","2","2","2","0","100","9","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4","0.2"
"Josh Allen","BUF","1","31","27","14","1","62.5","122","0","11.2","2","0","0","1","0","4","1","0","14.8","3.7","8","42","0","0","0","0","0","0","0","0","0","0","0","16.1","0.52"
"Mason Rudolph","PIT","1","1","1","1","0","100","6","0","-2","0","0","0","0","0","0","0","0","0","0","3","-3","0","0","0","0","0","0","0","0","0","0","0","-0.1","-0.1"
"Baker Mayfield","CLV","1","23","18","10","1","68.8","119","0","7.3","1","0","0","2","4","1","1","0","5.6","5.6","1","5","0","0","0","0","0","0","0","0","0","0","0","7.3","0.32"
"Lamar Jackson","BLT","1","33","27","16","2","78.3","186","0","6.7","1","0","0","0","3","0","0","0","0","0","9","108","1","0","0","3","0","33.3","0","0","0","0","0","28.2","0.85"
"Gardner Minshew","JAX","1","47","44","25","4","67.4","243","0","10","1","0","0","1","1","4","0","0","9.1","0","3","14","1","0","1","1","1","33.3","0","0","0","0","1","20.1","0.43"
"Jalen Hurts","PHI","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","2","23","0","0","0","0","0","0","0","0","0","0","1","2.3",""
"Drew Lock","DEN","1","27","24","10","3","56.5","189","0","18.6","0","0","0","2","2","7","0","0","29.2","0","5","-1","0","0","1","1","0","20","1","0","20","0","0","5.5","0.2"
"Daniel Jones","NYG","1","21","19","12","1","72.2","112","0","7.9","1","0","0","1","1","2","1","1","10.5","5.3","7","74","0","0","0","2","0","28.6","0","0","0","0","0","14.9","0.71"
"Kyler Murray","ARZ","1","28","24","9","1","55.6","188","0","11.7","2","1","1","0","1","3","0","0","12.5","0","10","74","1","0","0","3","1","30","1","1","10","0","0","28.9","1.03"
