id,player,team,opponent,position,salary,ownership
94704-71706,T.J. Hockenson,MIN,CHI,TE,6700,8.7
94704-129305,Josh Downs,IND,JAC,WR,5600,8.4
94704-12539,Miami Dolphins,MIA,CAR,D,4800,8.3
94704-12556,Houston Texans,HOU,NO,D,3700,8.3
94704-103064,Breece Hall,NYJ,PHI,RB,6800,8.2
94704-90572,Tua Tagovailoa,MIA,CAR,QB,8300,8.1
94704-86687,Marquise Brown,ARI,LAR,WR,7000,7.9
94704-29780,Zach Ertz,ARI,LAR,TE,5200,7.9
94704-103342,Kenneth Walker III,SEA,CIN,RB,8400,7.8
94704-91591,Justin Fields,CHI,MIN,QB,8500,7.5
94704-12545,Philadelphia Eagles,PHI,NYJ,D,4900,7.3
94704-27050,Tyler Lockett,SEA,CIN,WR,6600,7.3
94704-91419,Nico Collins,HOU,NO,WR,6800,7.2
94704-90562,Brian Robinson Jr.,WAS,ATL,RB,6700,7.2
94704-83074,Dallas Goedert,PHI,NYJ,TE,6200,6.7
94704-12541,New England Patriots,NE,LV,D,3600,6.6
94704-111540,Rhamondre Stevenson,NE,LV,RB,6200,6.3
94704-105646,Sam LaPorta,DET,TB,TE,6800,6.2
94704-69531,Jalen Hurts,PHI,NYJ,QB,8700,5.7
94704-56250,Terry McLaurin,WAS,ATL,WR,6900,5.5
94704-12551,Tampa Bay Buccaneers,TB,DET,D,3400,5.3
94704-89981,Tee Higgins,CIN,SEA,WR,7000,5.3
94704-80289,Kendrick Bourne,NE,LV,WR,5700,5.3
94704-87770,Chris Olave,NO,HOU,WR,7100,5.2
94704-39793,George Kittle,SF,CLE,TE,5900,5.2
94704-72776,Alexander Mattison,MIN,CHI,RB,6900,5.2
94704-26355,Logan Thomas,WAS,ATL,TE,5400,4.9
94704-104576,Sam Howell,WAS,ATL,QB,7000,4.9
94704-33260,DeVante Parker,NE,LV,WR,5200,4.9
94704-103564,Garrett Wilson,NYJ,PHI,WR,6900,4.9
94704-63855,K.J. Osborn,MIN,CHI,WR,6200,4.8
94704-86997,Amon-Ra St. Brown,DET,TB,WR,7800,4.8
94704-28573,Michael Thomas,NO,HOU,WR,5900,4.6
94704-22038,Kirk Cousins,MIN,CHI,QB,8000,4.4
94704-56018,Deebo Samuel,SF,CLE,WR,7200,4.4
94704-40407,Joshua Dobbs,ARI,LAR,QB,6700,4.2
94704-26483,Geno Smith,SEA,CIN,QB,6800,4.2
94704-92976,Tutu Atwell,LAR,ARI,WR,5500,4.2
94704-91047,Cole Kmet,CHI,MIN,TE,6100,4.1
94704-73048,DK Metcalf,SEA,CIN,WR,7500,4.1
94704-55042,Dalton Schultz,HOU,NO,TE,5200,4.0
94704-85798,Brandon Aiyuk,SF,CLE,WR,7700,3.9
94704-29685,Robert Woods,HOU,NO,WR,5500,3.9
94704-12537,Las Vegas Raiders,LV,NE,D,4300,3.8
94704-86229,Jahan Dotson,WAS,ATL,WR,5700,3.8
94704-12532,Detroit Lions,DET,TB,D,4400,3.8
94704-63043,D.J. Moore,CHI,MIN,WR,8000,3.8
94704-70027,Zack Moss,IND,JAC,RB,7400,3.5
94704-129471,C.J. Stroud,HOU,NO,QB,6900,3.5
94704-89612,Michael Wilson,ARI,LAR,WR,5300,3.3
94704-39716,Adam Thielen,CAR,MIA,WR,7400,3.2
94704-61798,Gardner Minshew,IND,JAC,QB,6500,3.1
94704-56809,Allen Lazard,NYJ,PHI,WR,5500,3.1
94704-90576,DeVonta Smith,PHI,NYJ,WR,7300,3.0
94704-38435,Jared Goff,DET,TB,QB,7800,3.0
94704-31001,Amari Cooper,CLE,SF,WR,6600,2.9
94704-54604,Jimmy Garoppolo,LV,NE,QB,6700,2.8
94704-12525,Atlanta Falcons,ATL,WAS,D,4100,2.8
94704-119606,Bryce Young,CAR,MIA,QB,6600,2.8
94704-12550,Seattle Seahawks,SEA,CIN,D,3900,2.7
94704-41535,Baker Mayfield,TB,DET,QB,7100,2.7
94704-86278,Desmond Ridder,ATL,WAS,QB,6800,2.7
94704-12538,Los Angeles Rams,LAR,ARI,D,4100,2.7
94704-45859,Derek Carr,NO,HOU,QB,6600,2.6
94704-12528,Cincinnati Bengals,CIN,SEA,D,4200,2.5
94704-55635,Chris Godwin,TB,DET,WR,6300,2.4
94704-40669,Tyler Boyd,CIN,SEA,WR,6100,2.4
94704-47870,Tyler Higbee,LAR,ARI,TE,5000,2.4
94704-40845,Hunter Henry,NE,LV,TE,5600,2.3
94704-90584,Mac Jones,NE,LV,QB,6400,2.3
94704-85607,Brock Purdy,SF,CLE,QB,7200,2.2
94704-48116,Jonnu Smith,ATL,WAS,TE,5100,2.2
94704-112745,Drake London,ATL,WAS,WR,6400,2.2
94704-89675,Jonathan Taylor,IND,JAC,RB,6500,2.1
94704-12554,Jacksonville Jaguars,JAC,IND,D,4500,2.1
94704-112192,Jonathan Mingo,CAR,MIA,WR,4900,2.1
94704-12529,Cleveland Browns,CLE,SF,D,3800,2.0
94704-170287,Rashid Shaheed,NO,HOU,WR,5400,1.9
94704-72725,Irv Smith Jr.,CIN,SEA,TE,4500,1.8
94704-60451,Tyler Conklin,NYJ,PHI,TE,4900,1.8
94704-103376,Zach Charbonnet,SEA,CIN,RB,4800,1.8
94704-38791,Ezekiel Elliott,NE,LV,RB,5400,1.8
94704-52613,Curtis Samuel,WAS,ATL,WR,6200,1.8
94704-88575,Elijah Moore,CLE,SF,WR,5600,1.7
94704-86811,Cade Otton,TB,DET,TE,4900,1.7
94704-94579,Emari Demercado,ARI,LAR,RB,5900,1.7
94704-93408,Rondale Moore,ARI,LAR,WR,4800,1.7
94704-90933,Antonio Gibson,WAS,ATL,RB,5100,1.7
94704-53097,Josh Reynolds,DET,TB,WR,6700,1.7
94704-111631,Jameson Williams,DET,TB,WR,5500,1.7
94704-52917,DJ Chark Jr.,CAR,MIA,WR,6000,1.7
94704-129458,Jaxon Smith-Njigba,SEA,CIN,WR,4800,1.6
94704-55335,David Njoku,CLE,SF,TE,5000,1.5
94704-42046,Durham Smythe,MIA,CAR,TE,4800,1.5
94704-71143,Kylen Granson,IND,JAC,TE,4600,1.5
94704-52495,Braxton Berrios,MIA,CAR,WR,4900,1.5
94704-89230,Cam Akers,MIN,CHI,RB,5700,1.5
94704-69777,Darnell Mooney,CHI,MIN,WR,5800,1.5
94704-12546,Arizona Cardinals,ARI,LAR,D,3300,1.4
94704-64031,Hayden Hurst,CAR,MIA,TE,4900,1.3
94704-90428,Tyler Allgeier,ATL,WAS,RB,5700,1.3
94704-71705,Noah Fant,SEA,CIN,TE,5100,1.3
94704-90912,Kenneth Gainwell,PHI,NYJ,RB,5000,1.3
94704-92545,Keaontay Ingram,ARI,LAR,RB,5600,1.2
94704-45565,Taysom Hill,NO,HOU,TE,5000,1.2
94704-70383,Darrynton Evans,CHI,MIN,RB,4500,1.2
94704-60712,Foster Moreau,NO,HOU,TE,4600,1.2
94704-12552,Washington Commanders,WAS,ATL,D,4000,1.1
94704-120657,Kendre Miller,NO,HOU,RB,4700,1.1
94704-12544,New York Jets,NYJ,PHI,D,3500,1.1
94704-147049,Drew Ogletree,IND,JAC,TE,4700,1.1
94704-80353,Robert Tonyan,CHI,MIN,TE,4400,1.1
94704-70603,Devin Singletary,HOU,NO,RB,4700,1.1
94704-138998,Michael Mayer,LV,NE,TE,4500,1.1
94704-91750,Trey McBride,ARI,LAR,TE,4400,1.1
94704-56265,Mike Gesicki,NE,LV,TE,4700,1.1
94704-70422,Kalif Raymond,DET,TB,WR,5100,1.1
94704-92590,Raheem Blackshear,CAR,MIA,RB,4100,1.1
94704-12542,New Orleans Saints,NO,HOU,D,4600,1.0
94704-12535,Indianapolis Colts,IND,JAC,D,3700,1.0
94704-90533,Jerome Ford,CLE,SF,RB,6400,1.0
94704-102902,Trey Palmer,TB,DET,WR,5100,1.0
94704-45229,Kareem Hunt,CLE,SF,RB,5400,1.0
94704-91971,Ronnie Rivers,LAR,ARI,RB,4600,0.9
94704-79979,Jamal Agnew,JAC,IND,WR,4500,0.9
94704-93539,Michael Carter,NYJ,PHI,RB,4700,0.9
94704-89220,Tyquan Thornton,NE,LV,WR,4100,0.9
94704-104424,Craig Reynolds,DET,TB,RB,4900,0.8
94704-56248,Noah Brown,HOU,NO,WR,4200,0.8
94704-63078,Ke'Shawn Vaughn,TB,DET,RB,4500,0.8
94704-92413,Elijah Mitchell,SF,CLE,RB,5500,0.8
94704-40126,Austin Hooper,LV,NE,TE,4800,0.8
94704-52345,Brandon Powell,MIN,CHI,WR,5100,0.8
94704-86312,Alec Pierce,IND,JAC,WR,5100,0.8
94704-61593,Jauan Jennings,SF,CLE,WR,5100,0.7
94704-128693,Tank Bigsby,JAC,IND,RB,4600,0.7
94704-86780,Salvon Ahmed,MIA,CAR,RB,4300,0.7
94704-54140,Dalvin Cook,NYJ,PHI,RB,5300,0.6
94704-94481,Deven Thompkins,TB,DET,WR,4700,0.6
94704-91426,Donovan Peoples-Jones,CLE,SF,WR,5200,0.5
94704-90406,Zach Wilson,NYJ,PHI,QB,6500,0.5
94704-57986,Hunter Renfrow,LV,NE,WR,5300,0.5
94704-64496,Olamide Zaccheaus,PHI,NYJ,WR,4500,0.5
94704-64905,Trenton Irwin,CIN,SEA,WR,5500,0.4
94704-14257,Randall Cobb,NYJ,PHI,WR,4700,0.3
94704-41827,P.J. Walker,CLE,SF,QB,6100,0.3
94704-12553,Carolina Panthers,CAR,MIA,D,3000,0.2
94704-25957,J.P. Holtz,NO,HOU,TE,4000,0.1
94704-73121,Tony Jones,ARI,LAR,RB,4400,0.0
94704-91578,Zamir White,LV,NE,RB,5600,0.0
94704-85672,Terrace Marshall Jr.,CAR,MIA,WR,5200,0.0
94704-27229,Ameer Abdullah,LV,NE,RB,5200,0.0
94704-25267,Mack Hollins,ATL,WAS,WR,5000,0.0
94704-73111,Chase Claypool,MIA,CAR,WR,5000,0.0
94704-137059,Sean Tucker,TB,DET,RB,4900,0.0
94704-87859,Laviska Shenault Jr.,CAR,MIA,WR,4700,0.0
94704-62628,DeAndre Carter,LV,NE,WR,4700,0.0
94704-91401,Ronnie Bell,SF,CLE,WR,4700,0.0
94704-85306,KhaDarel Hodge,ATL,WAS,WR,4700,0.0
94704-22103,Marvin Jones Jr.,DET,TB,WR,4700,0.0
94704-89588,Colby Parkinson,SEA,CIN,TE,4600,0.0
94704-64581,Van Jefferson,ATL,WAS,WR,4600,0.0
94704-103619,Tre Tucker,LV,NE,WR,4600,0.0
94704-129240,Tyler Scott,CHI,MIN,WR,4500,0.0
94704-93538,Dyami Brown,WAS,ATL,WR,4500,0.0
94704-69168,N'Keal Harry,MIN,CHI,WR,4500,0.0
94704-63907,Josh Oliver,MIN,CHI,TE,4500,0.0
94704-112455,Xavier Gipson,NYJ,PHI,WR,4500,0.0
94704-69860,Trayveon Williams,CIN,SEA,RB,4500,0.0
94704-62055,Ray-Ray McCloud,SF,CLE,WR,4500,0.0
94704-61273,Scotty Miller,ATL,WAS,WR,4500,0.0
94704-91046,Brock Wright,DET,TB,TE,4500,0.0
94704-30733,Cordarrelle Patterson,ATL,WAS,RB,4500,0.0
94704-43433,Boston Scott,PHI,NYJ,RB,4500,0.0
94704-24533,Mo Alie-Cox,IND,JAC,TE,4500,0.0
94704-91101,Tommy Tremble,CAR,MIA,TE,4500,0.0
94704-56041,Khari Blasingame,CHI,MIN,RB,4500,0.0
94704-27441,Damien Williams,ARI,LAR,RB,4500,0.0
94704-53390,Zach Pascal,ARI,LAR,WR,4400,0.0
94704-89437,Tim Jones,JAC,IND,WR,4400,0.0
94704-93150,Jake Bobo,SEA,CIN,WR,4400,0.0
94704-72705,John Bates,WAS,ATL,TE,4400,0.0
94704-56708,Will Dissly,SEA,CIN,TE,4400,0.0
94704-31207,C.J. Uzomah,NYJ,PHI,TE,4400,0.0
94704-83138,Ross Dwelley,SF,CLE,TE,4400,0.0
94704-73176,Luke Farrell,JAC,IND,TE,4400,0.0
94704-32243,Marquise Goodwin,CLE,SF,WR,4400,0.0
94704-94094,Brevin Jordan,HOU,NO,TE,4400,0.0
94704-70601,Harrison Bryant,CLE,SF,TE,4400,0.0
94704-69295,Byron Pringle,WAS,ATL,WR,4300,0.0
94704-185593,Andrei Iosivas,CIN,SEA,WR,4300,0.0
94704-53639,Isaiah McKenzie,IND,JAC,WR,4300,0.0
94704-71105,Ben Skowronek,LAR,ARI,WR,4300,0.0
94704-45997,Keith Kirkwood,NO,HOU,WR,4300,0.0
94704-62505,MyCole Pruitt,ATL,WAS,TE,4300,0.0
94704-94345,Cole Turner,WAS,ATL,TE,4300,0.0
94704-38523,Geoff Swaim,ARI,LAR,TE,4300,0.0
94704-29411,Pharaoh Brown,NE,LV,TE,4300,0.0
94704-69451,Jack Stoll,PHI,NYJ,TE,4300,0.0
94704-93026,Teagan Quitoriano,HOU,NO,TE,4300,0.0
94704-94087,DeeJay Dallas,SEA,CIN,RB,4300,0.0
94704-119653,Kayshon Boutte,NE,LV,WR,4200,0.0
94704-11512,Jimmy Graham,NO,HOU,TE,4200,0.0
94704-114180,David Bell,CLE,SF,WR,4200,0.0
94704-136031,Rakim Jarrett,TB,DET,WR,4200,0.0
94704-69558,Greg Dortch,ARI,LAR,WR,4200,0.0
94704-68714,Ko Kieft,TB,DET,TE,4200,0.0
94704-103587,Brenton Strange,JAC,IND,TE,4200,0.0
94704-63697,Brycen Hopkins,LAR,ARI,TE,4200,0.0
94704-131328,Zach Evans,LAR,ARI,RB,4200,0.0
94704-56711,Drew Sample,CIN,SEA,TE,4200,0.0
94704-73130,Chris Evans,CIN,SEA,RB,4200,0.0
94704-40371,Johnny Mundt,MIN,CHI,TE,4200,0.0
94704-86646,Trey Sermon,IND,JAC,RB,4200,0.0
94704-71351,Charlie Woerner,SF,CLE,TE,4200,0.0
94704-58041,Mike Boone,HOU,NO,RB,4200,0.0
94704-87815,Jeremy Ruckert,NYJ,PHI,TE,4200,0.0
94704-70501,C.J. Ham,MIN,CHI,RB,4200,0.0
94704-43973,Keith Smith,ATL,WAS,RB,4200,0.0
94704-57338,Jordan Akins,CLE,SF,TE,4200,0.0
94704-64147,Britain Covey,PHI,NYJ,WR,4100,0.0
94704-89970,Amari Rodgers,IND,JAC,WR,4100,0.0
94704-64403,Irvin Charles,NYJ,PHI,WR,4100,0.0
94704-119788,Xavier Hutchinson,HOU,NO,WR,4100,0.0
94704-87127,Chris Rodriguez,WAS,ATL,RB,4100,0.0
94704-46177,David Wells,TB,DET,TE,4100,0.0
94704-65724,JaMycal Hasty,JAC,IND,RB,4100,0.0
94704-91488,Chris Brooks,MIA,CAR,RB,4100,0.0
94704-26038,Tyler Kroft,MIA,CAR,TE,4100,0.0
94704-185850,Julian Hill,MIA,CAR,TE,4100,0.0
94704-39428,Kyle Juszczyk,SF,CLE,RB,4100,0.0
94704-6672,Marcedes Lewis,CHI,MIN,TE,4100,0.0
94704-65182,Mitchell Wilcox,CIN,SEA,TE,4100,0.0
94704-61060,Devine Ozigbo,DET,TB,RB,4100,0.0
94704-55414,Cody Thompson,SEA,CIN,WR,4000,0.0
94704-38264,Demarcus Robinson,LAR,ARI,WR,4000,0.0
94704-43416,Trent Taylor,CHI,MIN,WR,4000,0.0
94704-94363,Elijah Cooks,JAC,IND,WR,4000,0.0
94704-102831,Davis Allen,LAR,ARI,TE,4000,0.0
94704-41469,Darrell Daniels,DET,TB,TE,4000,0.0
94704-86682,Grant Calcaterra,PHI,NYJ,TE,4000,0.0
94704-104421,Jesper Horsted,LV,NE,TE,4000,0.0
94704-69655,Stephen Sullivan,CAR,MIA,TE,4000,0.0
94704-94625,Jalen Reagor,NE,LV,WR,4000,0.0
94704-40365,Devon Allen,PHI,NYJ,WR,4000,0.0
94704-91989,Jordan Mims,NO,HOU,RB,4000,0.0
94704-92093,Jaelon Darden,CLE,SF,WR,4000,0.0
