"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Justin Fields","CHI","1","26","20","12","0","75","167","0","10.6","2","1","1","1","3","1","1","0","5","5","13","147","2","1","1","4","1","30.8","2","1","15.4","0","0","40.4","1.55"
"Trevor Lawrence","JAX","1","48","40","29","2","86.1","259","0","7.4","2","0","0","0","5","3","2","0","7.5","5","4","26","0","0","0","0","0","0","0","0","0","0","0","21","0.44"
"Kenny Pickett","PIT","1","40","30","18","1","73.1","199","0","7.8","0","0","0","0","6","3","0","0","10","0","8","51","1","0","0","1","1","12.5","1","1","12.5","0","0","19.1","0.48"
"Skylar Thompson","MIA","1","1","1","1","0","100","17","0","3","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0.7","0.7"
"Malik Willis","TEN","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","1","-4","0","0","1","0","0","0","0","0","0","0","0","-0.4",""
"Tua Tagovailoa","MIA","1","32","32","25","0","80.6","285","0","7.9","3","0","0","0","0","3","2","0","9.4","6.3","1","0","0","0","1","1","0","100","0","0","0","0","0","23.4","0.73"
"Davis Mills","HST","1","41","37","22","0","64.7","319","1","8.4","1","0","0","1","4","3","1","1","8.1","2.7","0","0","0","0","0","0","0","0","0","0","0","0","0","15.8","0.39"
"Josh Allen","BUF","1","50","43","29","2","77.5","330","1","9.5","1","0","0","2","2","4","1","2","9.3","2.3","6","84","0","0","1","0","0","0","0","0","0","0","0","23.6","0.47"
"John Wolford","LA","1","39","36","24","0","70.6","212","0","6.8","1","0","0","1","3","1","1","0","2.8","2.8","3","3","0","0","2","0","0","0","0","0","0","0","0","11.8","0.3"
"Jalen Hurts","PHI","1","28","26","17","1","72","175","0","8.6","2","0","0","1","1","1","1","0","3.8","3.8","6","28","1","0","0","2","1","33.3","1","1","16.7","0","0","22.8","0.81"
"Daniel Jones","NYG","1","23","17","13","2","88.2","197","0","5.7","2","1","1","0","3","0","0","0","0","0","5","24","0","0","0","1","0","20","0","0","0","0","0","18.3","0.8"
"Bryce Perkins","LA","1","1","1","1","0","100","-3","0","-3","0","0","0","0","0","0","0","0","0","0","3","4","0","0","0","1","0","33.3","0","0","0","0","0","0.3","0.3"
"Trace McSorley","ARZ","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Justin Herbert","LAC","1","40","35","21","2","79.3","196","0","6.7","1","0","0","1","2","2","1","0","5.7","2.9","5","22","0","0","1","0","0","0","0","0","0","0","0","13","0.33"
"P.J. Walker","CAR","1","19","16","10","1","68.8","108","0","6.1","0","0","0","0","1","1","0","0","6.3","0","3","14","0","0","0","0","0","0","0","0","0","0","0","5.7","0.3"
"Patrick Mahomes","KC","1","40","35","26","4","85.7","331","1","7.6","4","0","0","1","0","2","2","0","5.7","5.7","7","39","0","0","1","1","0","14.3","1","0","14.3","0","0","32.1","0.8"
"Dak Prescott","DAL","1","48","46","27","2","74.4","265","0","7.6","3","0","0","2","2","1","0","1","2.2","0","4","6","0","0","0","0","0","0","0","0","0","0","0","21.2","0.44"
"Jacoby Brissett","CLV","1","42","35","22","1","67.6","212","0","9.4","1","0","0","0","3","3","0","0","8.6","0","7","40","0","0","0","0","0","0","0","0","0","0","0","16.5","0.39"
"Jared Goff","DET","1","30","26","19","1","83.3","236","0","7.4","1","0","0","0","2","1","1","0","3.8","3.8","4","14","0","0","1","1","0","25","0","0","0","0","0","14.8","0.49"
"Taylor Heinicke","WAS","1","33","29","17","0","68","211","0","11","0","0","0","1","3","2","0","0","6.9","0","5","10","0","0","2","0","0","0","0","0","0","0","0","8.4","0.25"
"Marcus Mariota","ATL","1","37","30","19","0","65.5","186","0","12.1","2","0","0","1","5","2","2","0","6.7","6.7","3","43","0","0","0","0","0","0","0","0","0","0","0","18.7","0.51"
"Jimmy Garoppolo","SF","1","30","28","19","1","83.3","240","0","6.6","0","0","0","0","1","1","0","0","3.6","0","5","3","1","0","0","1","1","20","1","1","20","0","0","15.9","0.53"
"Derek Carr","LV","1","40","38","24","2","70.3","248","0","8.6","2","1","0","0","2","3","1","0","7.9","2.6","0","0","0","0","0","0","0","0","0","0","0","0","1","17.9","0.45"
"Geno Smith","SEA","1","40","33","23","1","75","275","0","8.3","2","0","0","0","3","4","2","0","12.1","6.1","4","22","0","0","1","0","0","0","0","0","0","0","1","21.2","0.53"
"Kirk Cousins","MIN","1","56","50","30","2","69.6","357","1","9.1","1","0","0","2","4","4","0","0","8","0","6","12","0","0","2","3","0","50","2","0","33.3","0","0","17.5","0.31"
"Russell Wilson","DEN","1","49","42","21","2","63.9","286","0","10.7","1","1","1","1","6","1","0","0","2.4","0","7","8","0","0","3","0","0","0","0","0","0","0","0","15.2","0.31"
"Ryan Tannehill","TEN","1","38","36","19","3","64.7","255","0","7.7","2","1","1","0","1","2","1","0","5.6","2.8","2","12","0","0","0","0","0","0","0","0","0","0","0","19.4","0.51"
"Andy Dalton","NO","1","30","27","17","2","70.4","174","0","9.6","1","0","0","2","2","0","0","0","0","0","3","1","0","0","2","0","0","0","0","0","0","0","0","9.1","0.3"
"Colt McCoy","ARZ","1","40","37","26","2","80","238","0","6.1","1","0","0","0","2","1","1","0","2.7","2.7","4","4","0","0","1","2","0","50","0","0","0","0","0","13.9","0.35"
"Chase Daniel","LAC","1","3","2","0","0","0","0","0","-4.5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Ryan","IND","1","30","28","21","1","81.5","222","0","5.9","1","0","0","0","1","0","0","0","0","0","4","38","1","0","0","1","1","25","1","1","25","0","2","22.7","0.76"
"Aaron Rodgers","GB","1","23","20","14","2","84.2","224","0","11.9","3","1","1","0","2","1","1","0","5","5","2","4","0","0","1","1","0","50","0","0","0","0","0","21.4","0.93"
"Tom Brady","TB","1","29","29","22","1","82.1","258","0","9.2","2","0","0","1","0","1","1","0","3.4","3.4","6","-3","0","0","0","3","0","50","0","0","0","0","0","17","0.59"
