"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Josh Allen","BUF","1","46","39","17","3","54.1","146","0","10.6","1","0","0","0","6","2","0","0","5.1","0","2","9","0","0","2","1","0","50","0","0","0","1","1","10.7","0.23"
"Baker Mayfield","CLV","1","27","24","11","0","55","192","0","10.6","0","0","0","2","1","1","0","0","4.2","0","2","13","1","0","0","1","1","50","0","0","0","0","0","13","0.48"
"David Blough","DET","1","45","40","24","3","75","205","0","7.7","1","0","0","2","5","3","1","1","7.5","2.5","0","0","0","0","0","0","0","0","0","0","0","0","0","10.2","0.23"
"Lamar Jackson","BLT","1","26","25","16","1","73.9","145","0","6.5","3","1","1","1","1","2","1","0","8","4","11","40","0","0","0","1","0","9.1","1","0","9.1","0","0","20.8","0.8"
"Dwayne Haskins","WAS","1","31","27","16","0","64","170","0","10.3","1","0","0","1","4","1","1","0","3.7","3.7","1","-1","0","0","0","0","0","0","0","0","0","0","1","9.7","0.31"
"Gardner Minshew","JAX","1","45","37","24","1","75.8","162","0","6.1","1","0","0","0","2","1","1","0","2.7","2.7","6","31","0","0","0","1","0","16.7","0","0","0","0","0","13.6","0.3"
"Drew Lock","DEN","1","30","27","22","0","84.6","309","1","6.7","3","0","0","1","1","1","1","0","3.7","3.7","3","15","0","0","0","0","0","0","0","0","0","0","0","24.9","0.83"
"Kyler Murray","ARZ","1","38","30","20","1","75","194","0","6","2","0","0","3","5","3","2","1","10","6.7","6","2","0","0","1","2","0","33.3","1","0","16.7","0","0","13","0.34"
"Devlin Hodges","PIT","1","26","19","16","0","94.1","152","0","5.1","1","0","0","0","3","1","1","0","5.3","5.3","5","34","0","0","1","1","0","20","0","0","0","0","0","13.5","0.52"
"Sam Darnold","NYJ","1","37","36","20","4","70.6","270","0","12.2","2","0","0","1","1","1","0","0","2.8","0","3","3","0","0","1","0","0","0","0","0","0","0","0","18.1","0.49"
"Kyle Allen","CAR","1","51","41","28","2","76.9","293","0","8.7","1","0","0","2","5","1","1","0","2.4","2.4","6","24","1","0","2","2","1","33.3","1","1","16.7","0","0","22.1","0.43"
"Taysom Hill","NO","1","2","1","0","0","0","0","0","33","0","0","0","0","0","0","0","0","0","0","5","13","0","0","0","1","0","20","0","0","0","0","1","1.3","0.65"
"Deshaun Watson","HST","1","60","50","28","4","71.1","292","0","8.4","1","1","0","2","3","3","0","0","6","0","6","44","2","0","0","2","2","33.3","1","1","16.7","0","0","30.1","0.5"
"Patrick Mahomes","KC","1","45","40","26","4","81.1","283","0","5.9","1","1","0","1","1","1","0","0","2.5","0","6","6","0","0","0","0","0","0","0","0","0","0","0","14.9","0.33"
"Mitch Trubisky","CHI","1","37","31","23","1","80","244","0","7","3","0","0","1","2","5","2","0","16.1","6.5","10","63","1","0","0","0","0","0","0","0","0","0","0","33.1","0.89"
"Dak Prescott","DAL","1","51","49","27","2","67.4","334","1","11.1","1","0","0","0","2","1","1","0","2","2","3","1","0","0","0","2","0","66.7","1","0","33.3","0","0","17.5","0.34"
"Jacoby Brissett","IND","1","40","36","19","4","65.7","251","0","10.3","2","1","0","0","1","4","2","0","11.1","5.6","4","26","0","0","0","3","0","75","1","0","25","1","1","20.6","0.52"
"Carson Wentz","PHI","1","54","50","33","5","82.6","325","1","6.6","2","0","0","0","3","3","2","0","6","4","5","9","0","0","2","0","0","0","0","0","0","0","0","21.9","0.41"
"Jared Goff","LA","1","32","31","22","2","88.9","293","0","10.3","2","0","0","2","0","2","2","0","6.5","6.5","2","4","0","0","0","0","0","0","0","0","0","0","0","18.1","0.57"
