"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Dareke Young","SEA","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Deonte Harty","NO","1","WR","1","1","0","4","0","0","0","0","100","-4","4","4","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9","0.13","0.9"
"Drake London","ATL","1","WR","7","5","0","74","0","0","0","0","71.4","12.43","10.57","14.8","3.4","2","1","0","28.6","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.9","0.18","1.98"
"Elijah Moore","NYJ","1","WR","7","5","0","49","0","0","0","0","71.4","8.14","7","9.8","3.2","2","1","0","28.6","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.4","0.1","1.48"
"Rashod Bateman","BLT","1","WR","5","2","1","59","0","1","1","1","40","21","11.8","29.5","6.5","2","1","1","40","50","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.9","0.35","6.45"
"Ja'Marr Chase","CIN","1","WR","15","10","0","129","1","1","0","1","66.7","9.13","8.6","12.9","4.8","8","4","1","53.3","40","100","5","1","33.3","10","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23.9","0.24","2.39"
"Anthony Schwartz","CLV","1","WR","2","1","0","19","0","0","0","0","50","10","9.5","19","6","0","0","0","0","0","0","0","0","0","0","0","2","0","20","0","0","0","10","3.5","1","0.5","0","0","0","0","0","0","0","0","0","0","0","4.4","0.19","1.47"
"Jaylen Waddle","MIA","1","WR","5","4","1","69","0","1","1","0","80","9.4","13.8","17.25","7.75","0","0","0","0","0","0","0","0","0","0","0","1","0","8","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.7","0.39","3.14"
"Tutu Atwell","LA","1","WR","1","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Tylan Wallace","BLT","1","WR","1","0","0","0","0","0","0","0","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Marquise Brown","ARZ","1","WR","6","4","0","43","0","1","0","0","66.7","18.33","7.17","10.75","0.75","2","1","1","33.3","25","100","2","1","33.3","25","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.3","0.2","3.08"
"Nico Collins","HST","1","WR","3","2","0","26","0","0","0","0","66.7","11.33","8.67","13","3.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.6","0.08","1.8"
"Donovan Peoples-Jones","CLV","1","WR","11","6","0","60","0","0","0","1","54.5","8.45","5.45","10","0.33","1","0","0","9.1","0","0","1","0","9.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0.14","1.5"
"Kadarius Toney","NYG","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","23","0","0","0","11.5","11","3","1.5","0","0","0","0","0","0","0","0","0","0","0","2.3","0.33","1.15"
"Tee Higgins","CIN","1","WR","2","2","0","27","0","0","0","0","100","9","13.5","13.5","4.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.7","0.14","1.85"
"A.J. Brown","PHI","1","WR","11","10","1","155","1","0","0","0","90.9","8.64","14.09","15.5","6.6","1","1","0","9.1","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20.5","0.31","2.05"
"DJ Moore","CAR","1","WR","4","3","0","43","0","0","0","0","75","8.5","10.75","14.33","5.33","0","0","0","0","0","0","0","0","0","0","0","1","0","7","0","0","0","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0","6.5","0.12","1.63"
"Darnell Mooney","CHI","1","WR","3","1","0","8","0","0","0","0","33.3","13.67","2.67","8","9","1","0","0","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3","0.03","1.3"
"Terry McLaurin","WAS","1","WR","3","2","1","58","0","1","1","0","66.7","18.33","19.33","29","9.5","1","1","1","33.3","50","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.8","0.19","6.4"
"Courtland Sutton","DEN","1","WR","7","4","0","72","0","0","0","0","57.1","19.14","10.29","18","3.25","3","0","0","42.9","0","0","2","0","28.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.2","0.15","2.3"
