Player,Team,"Year
Signed",Years,,Value,APY,Guaranteed,,"APY as % Of
Cap At Signing",,"Inflated
Value","Inflated
APY","Inflated
Guaranteed"
J.P. Holtz,Bears,2021,1,,"$850,000","$850,000",$0,,0.5%,,"$1,189,534","$1,189,534",$0
Gabe Miller,Chiefs,2011,4,,"$2,238,500","$559,625","$198,500",,0.5%,,"$4,749,432","$1,187,358","$421,158"
D.J. Williams,JAX/GB,2011,4,,"$2,238,000","$559,500","$198,000",,0.5%,,"$4,748,371","$1,187,093","$420,097"
Rob Housler,Patriots,2017,1,,"$775,000","$775,000",$0,,0.5%,,"$1,185,240","$1,185,240",$0
Logan Paulsen,49ers,2017,1,,"$775,000","$775,000",$0,,0.5%,,"$1,185,240","$1,185,240",$0
Larry Donnell,Ravens,2017,1,,"$775,000","$775,000",$0,,0.5%,,"$1,185,240","$1,185,240",$0
Jeff Cumberland,Chargers,2017,1,,"$775,000","$775,000",$0,,0.5%,,"$1,185,240","$1,185,240",$0
Jim Dray,Cardinals,2017,1,,"$775,000","$775,000",$0,,0.5%,,"$1,185,240","$1,185,240",$0
Clay Harbor,Saints,2017,1,,"$775,000","$775,000",$0,,0.5%,,"$1,185,240","$1,185,240",$0
Brandon Williams,Colts,2017,1,,"$775,000","$775,000",$0,,0.5%,,"$1,185,240","$1,185,240",$0
Gavin Escobar,Ravens,2017,1,,"$775,000","$775,000",$0,,0.5%,,"$1,185,240","$1,185,240",$0
Jeff Cumberland,Chargers,2017,1,,"$775,000","$775,000",$0,,0.5%,,"$1,185,240","$1,185,240",$0
Nick Kasa,Raiders,2013,4,,"$2,280,600","$570,150","$120,600",,0.5%,,"$4,735,490","$1,183,872","$250,417"
Garrett Griffin,Lions,2022,1,,"$965,000","$965,000",$0,,0.5%,,"$1,183,770","$1,183,770",$0
J.P. Holtz,Saints,2022,1,,"$965,000","$965,000",$0,,0.5%,,"$1,183,770","$1,183,770",$0
Daniel Helm,Falcons,2022,1,,"$965,000","$965,000",$0,,0.5%,,"$1,183,770","$1,183,770",$0
Mason Schreck,Texans,2022,1,,"$965,000","$965,000",$0,,0.5%,,"$1,183,770","$1,183,770",$0
Jace Sternberger,Steelers,2022,1,,"$965,000","$965,000",$0,,0.5%,,"$1,183,770","$1,183,770",$0
Jordan Thomas,Lions,2022,1,,"$965,000","$965,000",$0,,0.5%,,"$1,183,770","$1,183,770",$0
J.P. Holtz,Saints,2022,1,,"$965,000","$965,000",$0,,0.5%,,"$1,183,770","$1,183,770",$0
Alex Ellis,Cardinals,2022,1,,"$965,000","$965,000",$0,,0.5%,,"$1,183,770","$1,183,770",$0
Josh Whyle,Titans,2023,4,,"$4,165,368","$1,041,342","$325,368",,0.5%,,"$4,732,362","$1,183,091","$369,657"
Mitchell Wilcox,Bengals,2023,1,,"$1,040,000","$1,040,000","$25,000",,0.5%,,"$1,181,566","$1,181,566","$28,403"
Tyler Davis,Packers,2023,1,,"$1,040,000","$1,040,000",$0,,0.5%,,"$1,181,566","$1,181,566",$0
Niles Paul,Commanders,2011,4,,"$2,221,652","$555,413","$181,652",,0.5%,,"$4,713,686","$1,178,421","$385,412"
Jared Wiley,Chiefs,2024,4,,"$4,708,620","$1,177,155","$688,620",,0.5%,,"$4,708,620","$1,177,155","$688,620"
Andrew Ogletree,Colts,2022,4,,"$3,838,192","$959,548","$178,192",,0.5%,,"$4,708,330","$1,177,082","$218,589"
Zach Miller,Bears,2015,1,,"$660,000","$660,000",$0,,0.5%,,"$1,176,466","$1,176,466",$0
D.J. Williams,Commanders,2015,1,,"$660,000","$660,000",$0,,0.5%,,"$1,176,466","$1,176,466",$0
Anthony McCoy,Seahawks,2015,1,,"$660,000","$660,000",$0,,0.5%,,"$1,176,466","$1,176,466",$0
Allen Reisner,Ravens,2015,1,,"$660,000","$660,000",$0,,0.5%,,"$1,176,466","$1,176,466",$0
Grant Calcaterra,Eagles,2022,4,,"$3,834,140","$958,535","$174,140",,0.5%,,"$4,703,359","$1,175,840","$213,618"
Mychal Rivera,Raiders,2013,4,,"$2,264,852","$566,213","$104,852",,0.5%,,"$4,702,790","$1,175,698","$217,717"
Will Mallory,Colts,2023,4,,"$4,130,592","$1,032,648","$290,592",,0.5%,,"$4,692,852","$1,173,213","$330,148"
Eric Tomlinson,Ravens,2020,1,,"$910,000","$910,000",$0,,0.5%,,"$1,172,624","$1,172,624",$0
Geoff Swaim,Titans,2020,1,,"$910,000","$910,000",$0,,0.5%,,"$1,172,624","$1,172,624",$0
Trey Burton,Colts,2020,1,,"$910,000","$910,000","$100,000",,0.5%,,"$1,172,624","$1,172,624","$128,860"
Seth DeValve,Cardinals,2020,1,,"$910,000","$910,000",$0,,0.5%,,"$1,172,624","$1,172,624",$0
MarQueis Gray,49ers,2020,1,,"$910,000","$910,000",$0,,0.5%,,"$1,172,624","$1,172,624",$0
Eric Tomlinson,Giants,2020,1,,"$910,000","$910,000",$0,,0.5%,,"$1,172,624","$1,172,624",$0
Khari Lee,Falcons,2020,1,,"$910,000","$910,000",$0,,0.5%,,"$1,172,624","$1,172,624",$0
Richard Rodgers,Eagles,2020,1,,"$910,000","$910,000",$0,,0.5%,,"$1,172,624","$1,172,624",$0
Cole Hikutini,Cowboys,2021,2,,"$1,675,000","$837,500",$0,,0.5%,,"$2,344,082","$1,172,041",$0
Jordan Franks,Browns,2021,2,,"$1,675,000","$837,500",$0,,0.5%,,"$2,344,082","$1,172,041",$0
Kendall Blanton,Rams,2021,2,,"$1,675,000","$837,500",$0,,0.5%,,"$2,344,082","$1,172,041",$0
Kevin Rader,Steelers,2021,2,,"$1,675,000","$837,500",$0,,0.5%,,"$2,344,082","$1,172,041",$0
Tyler Davis,Packers,2021,2,,"$1,675,000","$837,500",$0,,0.5%,,"$2,344,082","$1,172,041",$0
Kendall Blanton,WAS/LAR,2021,2,,"$1,675,000","$837,500",$0,,0.5%,,"$2,344,082","$1,172,041",$0
Brandon Dillon,Vikings,2021,2,,"$1,675,000","$837,500",$0,,0.5%,,"$2,344,082","$1,172,041",$0
Chris Myarick,Dolphins,2021,2,,"$1,675,000","$837,500",$0,,0.5%,,"$2,344,082","$1,172,041",$0
Jacob Tamme,Colts,2008,4,,"$2,126,572","$531,643","$421,572",,0.5%,,"$4,682,125","$1,170,531","$928,185"
Connor Heyward,Steelers,2022,4,,"$3,815,224","$953,806","$155,224",,0.5%,,"$4,680,155","$1,170,039","$190,414"
Sean McKeon,Cowboys,2022,2,,"$1,905,000","$952,500",$0,,0.5%,,"$2,336,873","$1,168,437",$0
Kevin Rader,Titans,2022,2,,"$1,905,000","$952,500",$0,,0.5%,,"$2,336,873","$1,168,437",$0
James Hanna,Cowboys,2012,4,,"$2,204,852","$551,213","$104,852",,0.5%,,"$4,669,313","$1,167,328","$222,050"
John FitzPatrick,Falcons,2022,4,,"$3,792,012","$948,003","$132,012",,0.5%,,"$4,651,680","$1,162,920","$161,940"
Ko Kieft,Buccaneers,2022,4,,"$3,792,012","$948,003","$132,012",,0.5%,,"$4,651,680","$1,162,920","$161,940"
Ryan Griffin,Texans,2013,4,,"$2,238,680","$559,670","$78,680",,0.5%,,"$4,648,446","$1,162,112","$163,373"
Davis Allen,Rams,2023,4,,"$4,084,980","$1,021,245","$244,980",,0.5%,,"$4,641,032","$1,160,258","$278,327"
Payne Durham,Buccaneers,2023,4,,"$4,084,980","$1,021,245","$244,980",,0.5%,,"$4,641,032","$1,160,258","$278,327"
Arthur Lynch,MIA/NYJ,2014,4,,"$2,411,300","$602,825","$191,300",,0.5%,,"$4,630,421","$1,157,605","$367,354"
Ian Thomas,Panthers,2018,4,,"$3,207,992","$801,998","$747,992",,0.5%,,"$4,623,709","$1,155,927","$1,078,088"
Nick Muse,Vikings,2022,4,,"$3,766,932","$941,733","$106,932",,0.5%,,"$4,620,915","$1,155,229","$131,174"
Michael Williams,Lions,2013,4,,"$2,225,148","$556,287","$65,148",,0.5%,,"$4,620,348","$1,155,087","$135,275"
Jake Fisher,Bills,2019,1,,"$850,000","$850,000","$15,000",,0.5%,,"$1,153,507","$1,153,507","$20,356"
D.C. Jefferson,Cardinals,2013,4,,"$2,220,248","$555,062","$60,248",,0.5%,,"$4,610,173","$1,152,543","$125,100"
Dan Gronkowski,Browns,2013,1,,"$555,000","$555,000",$0,,0.5%,,"$1,152,415","$1,152,415",$0
Richard Gordon,KC/PIT,2013,1,,"$555,000","$555,000",$0,,0.5%,,"$1,152,415","$1,152,415",$0
Chris Gragg,Bills,2013,4,,"$2,219,172","$554,794","$59,172",,0.5%,,"$4,607,939","$1,151,987","$122,866"
Kaden Smith,Commanders,2023,1,,"$1,010,000","$1,010,000",$0,,0.4%,,"$1,147,482","$1,147,482",$0
Kendall Blanton,Chiefs,2023,1,,"$1,010,000","$1,010,000",$0,,0.4%,,"$1,147,482","$1,147,482",$0
Ben Ellefson,Vikings,2023,1,,"$1,010,000","$1,010,000",$0,,0.4%,,"$1,147,482","$1,147,482",$0
Kevin Rader,Titans,2023,1,,"$1,010,000","$1,010,000",$0,,0.4%,,"$1,147,482","$1,147,482",$0
Kaden Smith,Colts,2023,1,,"$1,010,000","$1,010,000",$0,,0.4%,,"$1,147,482","$1,147,482",$0
Daniel Helm,Lions,2023,1,,"$1,010,000","$1,010,000",$0,,0.4%,,"$1,147,482","$1,147,482",$0
Jace Sternberger,Bills,2023,1,,"$1,010,000","$1,010,000",$0,,0.4%,,"$1,147,482","$1,147,482",$0
Chris Myarick,Giants,2023,1,,"$1,010,000","$1,010,000",$0,,0.4%,,"$1,147,482","$1,147,482",$0
Sean McKeon,Cowboys,2023,1,,"$1,010,000","$1,010,000",$0,,0.4%,,"$1,147,482","$1,147,482",$0
Michael Roberts,Lions,2017,4,,"$2,999,244","$749,811","$599,244",,0.4%,,"$4,586,868","$1,146,717","$916,449"
Cary Angeline,Cardinals,2021,3,,"$2,455,000","$818,333","$30,000",,0.4%,,"$3,435,655","$1,145,218","$41,984"
Briley Moore,Titans,2021,3,,"$2,455,000","$818,333","$180,000",,0.4%,,"$3,435,655","$1,145,218","$251,901"
Justice Cunningham,Colts,2013,4,,"$2,205,896","$551,474","$45,896",,0.4%,,"$4,580,373","$1,145,093","$95,299"
Christopher Herndon IV,NYJ/MIN,2018,4,,"$3,171,368","$792,842","$711,368",,0.4%,,"$4,570,922","$1,142,731","$1,025,301"
Bruno Labelle,Cardinals,2021,3,,"$2,447,500","$815,833","$22,500",,0.4%,,"$3,425,159","$1,141,719","$31,488"
Jack Stoll,Eagles,2021,3,,"$2,447,500","$815,833","$122,500",,0.4%,,"$3,425,159","$1,141,719","$171,433"
Charles Clay,Dolphins,2011,4,,"$2,152,000","$538,000","$112,000",,0.4%,,"$4,565,905","$1,141,476","$237,631"
Dylan Soehner,Saints,2021,3,,"$2,445,000","$815,000","$120,000",,0.4%,,"$3,421,660","$1,140,553","$167,934"
Kenny Yeboah,Jets,2021,3,,"$2,445,000","$815,000","$200,000",,0.4%,,"$3,421,660","$1,140,553","$279,890"
Sammis Reyes,Commanders,2021,3,,"$2,445,000","$815,000","$392,600",,0.4%,,"$3,421,660","$1,140,553","$549,425"
Gavin Escobar,Dolphins,2018,1,,"$790,000","$790,000",$0,,0.4%,,"$1,138,634","$1,138,634",$0
Zach Miller,Bears,2018,1,,"$790,000","$790,000",$0,,0.4%,,"$1,138,634","$1,138,634",$0
Logan Thomas,Bills,2018,1,,"$790,000","$790,000",$0,,0.4%,,"$1,138,634","$1,138,634",$0
Gavin Escobar,Dolphins,2018,1,,"$790,000","$790,000",$0,,0.4%,,"$1,138,634","$1,138,634",$0
Orson Charles,Browns,2018,1,,"$790,000","$790,000",$0,,0.4%,,"$1,138,634","$1,138,634",$0
Gavin Escobar,Browns,2018,1,,"$790,000","$790,000",$0,,0.4%,,"$1,138,634","$1,138,634",$0
Pro Wells,Bengals,2021,3,,"$2,440,000","$813,333","$15,000",,0.4%,,"$3,414,663","$1,138,221","$20,992"
Shaun Beyer,Broncos,2021,3,,"$2,440,000","$813,333","$125,000",,0.4%,,"$3,414,663","$1,138,221","$174,932"
Tony Poljan,Ravens,2021,3,,"$2,440,000","$813,333","$30,000",,0.4%,,"$3,414,663","$1,138,221","$41,984"
Drake Dunsmore,Buccaneers,2012,4,,"$2,149,000","$537,250","$49,000",,0.4%,,"$4,551,033","$1,137,758","$103,769"
Richard Gordon,Raiders,2011,4,,"$2,144,852","$536,213","$104,852",,0.4%,,"$4,550,739","$1,137,685","$222,465"
Quintin Morris,Bills,2021,3,,"$2,437,500","$812,333","$12,000",,0.4%,,"$3,411,164","$1,136,821","$16,793"
Brad Smelley,Browns,2012,4,,"$2,145,896","$536,474","$45,896",,0.4%,,"$4,544,460","$1,136,115","$97,196"
David Paulson,Steelers,2012,4,,"$2,145,896","$536,474","$45,896",,0.4%,,"$4,544,460","$1,136,115","$97,196"
Brock Wright,Lions,2021,3,,"$2,435,000","$811,667","$50,000",,0.4%,,"$3,407,666","$1,135,889","$69,973"
Matt Bushman,Raiders,2021,3,,"$2,435,000","$811,667","$135,000",,0.4%,,"$3,407,666","$1,135,889","$188,926"
Miller Forristall,Titans,2021,3,,"$2,433,000","$811,000","$23,000",,0.4%,,"$3,404,867","$1,134,956","$32,187"
Hunter Kampmoyer,Chargers,2021,3,,"$2,433,000","$811,000","$8,000",,0.4%,,"$3,404,867","$1,134,956","$11,196"
Josh Pederson,49ers,2021,3,,"$2,433,000","$811,000","$28,000",,0.4%,,"$3,404,867","$1,134,956","$39,185"
Nick Eubanks,Cowboys,2021,3,,"$2,430,000","$810,000","$60,000",,0.4%,,"$3,400,668","$1,133,556","$83,967"
Artayvious Lynn,Cowboys,2021,3,,"$2,430,000","$810,000","$60,000",,0.4%,,"$3,400,668","$1,133,556","$83,967"
Tyree Jackson,Giants,2023,2,,"$1,995,000","$997,500",$0,,0.4%,,"$2,266,561","$1,133,281",$0
Logan Thomas,Lions,2019,1,,"$835,000","$835,000",$0,,0.4%,,"$1,133,151","$1,133,151",$0
Jake Hausmann,Lions,2021,3,,"$2,428,000","$809,333","$3,000",,0.4%,,"$3,397,870","$1,132,623","$4,198"
Carl Tucker,Dolphins,2021,3,,"$2,428,000","$809,333","$10,000",,0.4%,,"$3,397,870","$1,132,623","$13,995"
Jake Hausmann,Giants,2021,3,,"$2,428,000","$809,333","$3,000",,0.4%,,"$3,397,870","$1,132,623","$4,198"
John Raine,Falcons,2021,3,,"$2,426,500","$808,833","$6,500",,0.4%,,"$3,395,770","$1,131,923","$9,096"
Orson Charles,Chiefs,2017,2,,"$1,480,000","$740,000",$0,,0.4%,,"$2,263,425","$1,131,713",$0
Scooter Harrington,Bears,2021,3,,"$2,426,000","$808,667","$1,000",,0.4%,,"$3,395,071","$1,131,691","$1,399"
Hunter Thedford,Lions,2021,3,,"$2,425,000","$808,333",$0,,0.4%,,"$3,393,671","$1,131,223",$0
Carson Williams,Raiders,2021,3,,"$2,425,000","$808,333","$50,000",,0.4%,,"$3,393,671","$1,131,223","$69,973"
Matt Seybert,Chargers,2021,3,,"$2,425,000","$808,333",$0,,0.4%,,"$3,393,671","$1,131,223",$0
Nick Guggemos,Seahawks,2021,3,,"$2,425,000","$808,333",$0,,0.4%,,"$3,393,671","$1,131,223",$0
Jibri Blount,Dolphins,2021,3,,"$2,425,000","$808,333",$0,,0.4%,,"$3,393,671","$1,131,223",$0
Graham Adomitis,Colts,2021,3,,"$2,425,000","$808,333",$0,,0.4%,,"$3,393,671","$1,131,223",$0
Sal Cannella,Dolphins,2021,3,,"$2,425,000","$808,333",$0,,0.4%,,"$3,393,671","$1,131,223",$0
Shane Zylstra,Vikings,2021,3,,"$2,425,000","$808,333",$0,,0.4%,,"$3,393,671","$1,131,223",$0
Daniel Crawford,Packers,2021,3,,"$2,425,000","$808,333",$0,,0.4%,,"$3,393,671","$1,131,223",$0
Cheyenne O'Grady,Bengals,2021,3,,"$2,425,000","$808,333",$0,,0.4%,,"$3,393,671","$1,131,223",$0
Bernhard Seikovits,Cardinals,2021,3,,"$2,425,000","$808,333",$0,,0.4%,,"$3,393,671","$1,131,223",$0
Michael Jacobson,Seahawks,2021,3,,"$2,425,000","$808,333",$0,,0.4%,,"$3,393,671","$1,131,223",$0
Nick Ralston,Cowboys,2021,3,,"$2,425,000","$808,333",$0,,0.4%,,"$3,393,671","$1,131,223",$0
Kalif Jackson,Dolphins,2021,3,,"$2,425,000","$808,333",$0,,0.4%,,"$3,393,671","$1,131,223",$0
Rashod Berry,Colts,2022,2,,"$1,835,000","$917,500",$0,,0.4%,,"$2,251,004","$1,125,502",$0
Hayden Hurst,Chargers,2024,1,,"$1,125,000","$1,125,000",$0,,0.4%,,"$1,125,000","$1,125,000",$0
Josiah Deguara,Jaguars,2024,1,,"$1,125,000","$1,125,000",$0,,0.4%,,"$1,125,000","$1,125,000",$0
Robert Tonyan,Vikings,2024,1,,"$1,125,000","$1,125,000",$0,,0.4%,,"$1,125,000","$1,125,000",$0
Jesper Horsted,CAR/NO,2024,1,,"$1,125,000","$1,125,000",$0,,0.4%,,"$1,125,000","$1,125,000",$0
Sean McKeon,Lions,2024,1,,"$1,125,000","$1,125,000",$0,,0.4%,,"$1,125,000","$1,125,000",$0
Jacob Hollister,Panthers,2024,1,,"$1,125,000","$1,125,000",$0,,0.4%,,"$1,125,000","$1,125,000",$0
Jordan Matthews,Panthers,2024,1,,"$1,125,000","$1,125,000",$0,,0.4%,,"$1,125,000","$1,125,000",$0
Kevin Rader,Saints,2024,1,,"$1,125,000","$1,125,000",$0,,0.4%,,"$1,125,000","$1,125,000",$0
Tommy Sweeney,Bears,2024,1,,"$1,125,000","$1,125,000",$0,,0.4%,,"$1,125,000","$1,125,000",$0
Robert Tonyan,Vikings,2024,1,,"$1,125,000","$1,125,000","$150,000",,0.4%,,"$1,125,000","$1,125,000","$150,000"
Anthony Firkser,Jets,2024,1,,"$1,125,000","$1,125,000",$0,,0.4%,,"$1,125,000","$1,125,000",$0
Garrett Graham,Texans,2010,4,,"$2,270,100","$567,525","$480,100",,0.4%,,"$4,494,446","$1,123,612","$950,524"
Zack Kuntz,Jets,2023,4,,"$3,954,388","$988,597","$114,388",,0.4%,,"$4,492,663","$1,123,166","$129,959"
David Paulson,Chargers,2015,2,,"$1,260,000","$630,000",$0,,0.4%,,"$2,245,980","$1,122,990",$0
Joseph Fauria,Cardinals,2015,2,,"$1,260,000","$630,000",$0,,0.4%,,"$2,245,980","$1,122,990",$0
Nick Muse,Vikings,2022,4,,"$3,660,000","$915,000",$0,,0.4%,,"$4,489,741","$1,122,435",$0
Justice Cunningham,Colts,2013,4,,"$2,160,000","$540,000",$0,,0.4%,,"$4,485,073","$1,121,268",$0
Daniel Brown,Jets,2020,1,,"$870,000","$870,000",$0,,0.4%,,"$1,121,080","$1,121,080",$0
Will Dissly,Seahawks,2018,4,,"$3,110,268","$777,567","$650,268",,0.4%,,"$4,482,858","$1,120,715","$937,237"
Charlie Woerner,49ers,2020,4,,"$3,476,032","$869,008","$181,032",,0.4%,,"$4,479,206","$1,119,801","$233,277"
Virgil Green,Broncos,2011,4,,"$2,109,000","$527,250","$69,000",,0.4%,,"$4,474,672","$1,118,668","$146,398"
Durham Smythe,Dolphins,2018,4,,"$3,092,232","$773,058","$632,232",,0.4%,,"$4,456,863","$1,114,216","$911,242"
Ryan Taylor,BAL/GB/CLE,2011,4,,"$2,099,176","$524,794","$59,176",,0.4%,,"$4,453,828","$1,113,457","$125,554"
Brayden Willis,49ers,2023,4,,"$3,919,900","$979,975","$79,900",,0.4%,,"$4,453,481","$1,113,370","$90,776"
Kenny Yeboah,Jets,2022,2,,"$1,815,000","$907,500","$50,000",,0.4%,,"$2,226,470","$1,113,235","$61,335"
Tyler Davis,Jaguars,2020,4,,"$3,454,548","$863,637","$159,548",,0.4%,,"$4,451,521","$1,112,880","$205,593"
Xavier Grimble,Colts,2019,1,,"$820,000","$820,000",$0,,0.4%,,"$1,112,795","$1,112,795",$0
C.J. Uzomah,Bengals,2015,4,,"$2,492,764","$623,191","$212,764",,0.4%,,"$4,443,411","$1,110,853","$379,257"
Adrien Robinson,Jets,2016,1,,"$675,000","$675,000",$0,,0.4%,,"$1,110,292","$1,110,292",$0
Dominique Jones,Dolphins,2016,1,,"$675,000","$675,000",$0,,0.4%,,"$1,110,292","$1,110,292",$0
Greg Scruggs,Patriots,2016,1,,"$675,000","$675,000",$0,,0.4%,,"$1,110,292","$1,110,292",$0
Konrad Reuland,Colts,2016,1,,"$675,000","$675,000",$0,,0.4%,,"$1,110,292","$1,110,292",$0
Jesse James,Steelers,2015,4,,"$2,488,912","$622,228","$208,912",,0.4%,,"$4,436,545","$1,109,136","$372,391"
Daniel Hardy,Buccaneers,2011,4,,"$2,085,900","$521,475","$45,900",,0.4%,,"$4,425,660","$1,106,415","$97,386"
Jack Stoll,Giants,2024,1,,"$1,105,000","$1,105,000","$327,400",,0.4%,,"$1,105,000","$1,105,000","$327,400"
James O'Shaughnessy,NE/JAX/KC,2015,4,,"$2,473,252","$618,313","$166,252",,0.4%,,"$4,408,630","$1,102,158","$296,348"
Joel Dreessen,Jets,2005,4,,"$1,473,000","$368,250","$88,000",,0.4%,,"$4,400,049","$1,100,012","$262,868"
Ted Bolser,Commanders,2014,4,,"$2,288,900","$572,225","$68,900",,0.4%,,"$4,395,376","$1,098,844","$132,309"
Kahale Warring,Saints,2022,1,,"$895,000","$895,000",$0,,0.4%,,"$1,097,901","$1,097,901",$0
Juwan Johnson,Saints,2022,1,,"$895,000","$895,000",$0,,0.4%,,"$1,097,901","$1,097,901",$0
Rashod Berry,Jaguars,2022,1,,"$895,000","$895,000",$0,,0.4%,,"$1,097,901","$1,097,901",$0
Donald Parham,Chargers,2022,1,,"$895,000","$895,000",$0,,0.4%,,"$1,097,901","$1,097,901",$0
Rashod Berry,Lions,2022,1,,"$895,000","$895,000",$0,,0.4%,,"$1,097,901","$1,097,901",$0
Jesper Horsted,Raiders,2022,1,,"$895,000","$895,000",$0,,0.4%,,"$1,097,901","$1,097,901",$0
Colin Thompson,Panthers,2022,1,,"$895,000","$895,000",$0,,0.4%,,"$1,097,901","$1,097,901",$0
Jaeden Graham,Eagles,2022,1,,"$895,000","$895,000",$0,,0.4%,,"$1,097,901","$1,097,901",$0
Kendall Blanton,Rams,2022,1,,"$895,000","$895,000",$0,,0.4%,,"$1,097,901","$1,097,901",$0
Troy Fumagalli,49ers,2022,1,,"$895,000","$895,000",$0,,0.4%,,"$1,097,901","$1,097,901",$0
Dominique Dafney,Packers,2022,1,,"$895,000","$895,000",$0,,0.4%,,"$1,097,901","$1,097,901",$0
Ryan Izzo,Panthers,2022,1,,"$895,000","$895,000",$0,,0.4%,,"$1,097,901","$1,097,901",$0
Chris Myarick,Giants,2022,1,,"$895,000","$895,000",$0,,0.4%,,"$1,097,901","$1,097,901",$0
Trevon Wesco,CHI/NYJ,2019,4,,"$3,226,572","$806,643","$706,572",,0.4%,,"$4,378,674","$1,094,669","$958,866"
Rob Blanchflower,Steelers,2014,4,,"$2,279,400","$569,850","$59,400",,0.4%,,"$4,377,134","$1,094,283","$114,066"
Orson Charles,Broncos,2019,1,,"$805,000","$805,000",$0,,0.4%,,"$1,092,439","$1,092,439",$0
Richard Rodgers,Eagles,2019,1,,"$805,000","$805,000",$0,,0.4%,,"$1,092,439","$1,092,439",$0
Neal Sterling,Chiefs,2019,1,,"$805,000","$805,000",$0,,0.4%,,"$1,092,439","$1,092,439",$0
Nick O'Leary,Jaguars,2019,1,,"$805,000","$805,000",$0,,0.4%,,"$1,092,439","$1,092,439",$0
Orson Charles,Broncos,2019,1,,"$805,000","$805,000",$0,,0.4%,,"$1,092,439","$1,092,439",$0
Maxx Williams,Cardinals,2019,1,,"$805,000","$805,000","$250,000",,0.4%,,"$1,092,439","$1,092,439","$339,267"
Ryan Hewitt,Titans,2019,1,,"$805,000","$805,000",$0,,0.4%,,"$1,092,439","$1,092,439",$0
Luke Willson,Seahawks,2019,1,,"$805,000","$805,000",$0,,0.4%,,"$1,092,439","$1,092,439",$0
Orson Charles,Browns,2019,1,,"$805,000","$805,000",$0,,0.4%,,"$1,092,439","$1,092,439",$0
Troy Niklas,Buccaneers,2019,1,,"$805,000","$805,000",$0,,0.4%,,"$1,092,439","$1,092,439",$0
Scott Simonson,Giants,2019,1,,"$805,000","$805,000",$0,,0.4%,,"$1,092,439","$1,092,439",$0
Chris Myarick,Giants,2021,1,,"$780,000","$780,000",$0,,0.4%,,"$1,091,573","$1,091,573",$0
Rashod Berry,Lions,2021,1,,"$780,000","$780,000",$0,,0.4%,,"$1,091,573","$1,091,573",$0
Colin Thompson,Panthers,2021,1,,"$780,000","$780,000",$0,,0.4%,,"$1,091,573","$1,091,573",$0
Dylan Cantrell,Commanders,2021,1,,"$780,000","$780,000",$0,,0.4%,,"$1,091,573","$1,091,573",$0
Marcus Baugh,Steelers,2021,1,,"$780,000","$780,000",$0,,0.4%,,"$1,091,573","$1,091,573",$0
Tyrone Swoopes,Commanders,2021,1,,"$780,000","$780,000",$0,,0.4%,,"$1,091,573","$1,091,573",$0
Cole Hikutini,Giants,2021,1,,"$780,000","$780,000",$0,,0.4%,,"$1,091,573","$1,091,573",$0
Nick Keizer,Chiefs,2021,1,,"$780,000","$780,000",$0,,0.4%,,"$1,091,573","$1,091,573",$0
Charles Jones,Steelers,2021,1,,"$780,000","$780,000",$0,,0.4%,,"$1,091,573","$1,091,573",$0
Lance Lenoir,Bills,2021,1,,"$780,000","$780,000",$0,,0.4%,,"$1,091,573","$1,091,573",$0
Kevin Rader,Steelers,2021,1,,"$780,000","$780,000",$0,,0.4%,,"$1,091,573","$1,091,573",$0
Kahale Warring,Jaguars,2021,1,,"$780,000","$780,000",$0,,0.4%,,"$1,091,573","$1,091,573",$0
Rashod Berry,Lions,2021,1,,"$780,000","$780,000",$0,,0.4%,,"$1,091,573","$1,091,573",$0
Nick Boyle,Ravens,2015,4,,"$2,446,252","$611,563","$611,563",,0.4%,,"$4,360,502","$1,090,126","$1,090,126"
Andre Smith,Browns,2013,2,,"$1,050,000","$525,000",$0,,0.4%,,"$2,180,244","$1,090,122",$0
Stephen Sullivan,Seahawks,2020,4,,"$3,370,492","$842,623","$75,492",,0.4%,,"$4,343,207","$1,085,802","$97,279"
Ben Watson,Patriots,2019,1,,"$800,000","$800,000",$0,,0.4%,,"$1,085,654","$1,085,654",$0
Jared Pinkney,Rams,2022,2,,"$1,765,000","$882,500",$0,,0.4%,,"$2,165,134","$1,082,567",$0
David Wells,TEN/ARI,2022,2,,"$1,765,000","$882,500",$0,,0.4%,,"$2,165,134","$1,082,567",$0
Nick Ralston,Cowboys,2022,2,,"$1,765,000","$882,500",$0,,0.4%,,"$2,165,134","$1,082,567",$0
Jared Pinkney,Rams,2022,2,,"$1,765,000","$882,500",$0,,0.4%,,"$2,165,134","$1,082,567",$0
Brandon Dillon,Jets,2022,2,,"$1,765,000","$882,500",$0,,0.4%,,"$2,165,134","$1,082,567",$0
Kevin Boss,Giants,2007,4,,"$1,838,360","$459,590","$173,360",,0.4%,,"$4,307,497","$1,076,874","$406,203"
Mason Schreck,Bengals,2020,2,,"$1,670,000","$835,000",$0,,0.4%,,"$2,151,958","$1,075,979",$0
Temarrick Hemingway,Commanders,2020,2,,"$1,670,000","$835,000",$0,,0.4%,,"$2,151,958","$1,075,979",$0
Jordan Thomas,NE/ARI,2020,2,,"$1,670,000","$835,000",$0,,0.4%,,"$2,151,958","$1,075,979",$0
Tyler Davis,Packers,2024,1,,"$1,075,000","$1,075,000",$0,,0.4%,,"$1,075,000","$1,075,000",$0
Mitchell Wilcox,Patriots,2024,1,,"$1,075,000","$1,075,000","$20,000",,0.4%,,"$1,075,000","$1,075,000","$20,000"
