id,player,team,opponent,position,salary,ownership
93784-47870,Tyler Higbee,LAR,SF,TE,5100,2.5
93784-89956,Travis Etienne Jr.,JAC,KC,RB,8200,2.5
93784-64581,Van Jefferson,LAR,SF,WR,5400,2.5
93784-69956,Michael Gallup,DAL,NYJ,WR,5700,2.4
93784-86229,Jahan Dotson,WAS,DEN,WR,6100,2.4
93784-29685,Robert Woods,HOU,IND,WR,5800,2.3
93784-94370,Romeo Doubs,GB,ATL,WR,6300,2.3
93784-41872,Evan Engram,JAC,KC,TE,6000,2.3
93784-54604,Jimmy Garoppolo,LV,BUF,QB,6700,2.2
93784-22015,Russell Wilson,DEN,WAS,QB,7100,2.2
93784-69213,Michael Pittman Jr.,IND,HOU,WR,7200,2.1
93784-129471,C.J. Stroud,HOU,IND,QB,6400,2.1
93784-129458,Jaxon Smith-Njigba,SEA,DET,WR,5200,2.1
93784-110259,Treylon Burks,TEN,LAC,WR,5400,2.0
93784-103064,Breece Hall,NYJ,DAL,RB,6900,2.0
93784-54608,Jerick McKinnon,KC,JAX,RB,5100,1.9
93784-41535,Baker Mayfield,TB,CHI,QB,6800,1.9
93784-86052,Kadarius Toney,KC,JAX,WR,5300,1.9
93784-91591,Justin Fields,CHI,TB,QB,8000,1.9
93784-86687,Marquise Brown,ARI,NYG,WR,6200,1.9
93784-57986,Hunter Renfrow,LV,BUF,WR,5100,1.8
93784-6654,Matthew Stafford,LAR,SF,QB,6600,1.8
93784-90561,Jerry Jeudy,DEN,WAS,WR,6700,1.8
93784-112062,Skyy Moore,KC,JAX,WR,5200,1.8
93784-89230,Cam Akers,LAR,SF,RB,5900,1.7
93784-86278,Desmond Ridder,ATL,GB,QB,6500,1.6
93784-63043,D.J. Moore,CHI,TB,WR,6100,1.6
93784-56250,Terry McLaurin,WAS,DEN,WR,6400,1.6
93784-55042,Dalton Schultz,HOU,IND,TE,4800,1.6
93784-130270,Adam Trautman,DEN,WAS,TE,4600,1.4
93784-86080,Kyle Pitts,ATL,GB,TE,5700,1.4
93784-72725,Irv Smith Jr.,CIN,BAL,TE,4800,1.4
93784-57299,Gerald Everett,LAC,TEN,TE,5500,1.4
93784-103564,Garrett Wilson,NYJ,DAL,WR,7400,1.4
93784-69017,Jordan Love,GB,ATL,QB,7200,1.3
93784-104576,Sam Howell,WAS,DEN,QB,6900,1.3
93784-40647,Marquez Valdes-Scantling,KC,JAX,WR,5700,1.3
93784-90933,Antonio Gibson,WAS,DEN,RB,5600,1.3
93784-105646,Sam LaPorta,DET,SEA,TE,5100,1.3
93784-93134,Deon Jackson,IND,HOU,RB,5700,1.3
93784-26355,Logan Thomas,WAS,DEN,TE,4900,1.3
93784-70027,Zack Moss,IND,HOU,RB,6100,1.3
93784-64585,Dawson Knox,BUF,LV,TE,5400,1.3
93784-40407,Joshua Dobbs,ARI,NYG,QB,6300,1.2
93784-85845,Rashod Bateman,BAL,CIN,WR,5700,1.2
93784-92413,Elijah Mitchell,SF,LAR,RB,5200,1.1
93784-107293,Tyjae Spears,TEN,LAC,RB,4700,1.1
93784-12543,New York Giants,NYG,ARI,D,4400,1.1
93784-89612,Michael Wilson,ARI,NYG,WR,4600,1.1
93784-63819,Darius Slayton,NYG,ARI,WR,5600,1.1
93784-12531,Denver Broncos,DEN,WAS,D,4700,1.0
93784-12537,Las Vegas Raiders,LV,BUF,D,3000,1.0
93784-56809,Allen Lazard,NYJ,DAL,WR,5700,1.0
93784-69777,Darnell Mooney,CHI,TB,WR,5700,0.9
93784-71521,Justice Hill,BAL,CIN,RB,6100,0.9
93784-86811,Cade Otton,TB,CHI,TE,4600,0.9
93784-103187,Roschon Johnson,CHI,TB,RB,4600,0.9
93784-12549,San Francisco 49ers,SF,LAR,D,5000,0.9
93784-104176,Deonte Harty,BUF,LV,WR,4200,0.9
93784-72297,Rico Dowdle,DAL,NYJ,RB,5500,0.9
93784-40126,Austin Hooper,LV,BUF,TE,4600,0.9
93784-60451,Tyler Conklin,NYJ,DAL,TE,5000,0.9
93784-93055,Isaiah Hodgins,NYG,ARI,WR,6200,0.9
93784-71143,Kylen Granson,IND,HOU,TE,4700,0.9
93784-111311,Rashee Rice,KC,JAX,WR,5300,0.9
93784-103376,Zach Charbonnet,SEA,DET,RB,4700,0.8
93784-86312,Alec Pierce,IND,HOU,WR,5100,0.8
93784-40167,Gus Edwards,BAL,CIN,RB,5900,0.8
93784-137059,Sean Tucker,TB,CHI,RB,4600,0.8
93784-93408,Rondale Moore,ARI,NYG,WR,5600,0.8
93784-12533,Green Bay Packers,GB,ATL,D,4200,0.8
93784-70603,Devin Singletary,HOU,IND,RB,5100,0.8
93784-25267,Mack Hollins,ATL,GB,WR,5500,0.8
93784-185878,Elijah Dotson,LAC,TEN,RB,4000,0.8
93784-52613,Curtis Samuel,WAS,DEN,WR,5900,0.8
93784-56262,Parris Campbell,NYG,ARI,WR,5700,0.8
93784-31360,Odell Beckham Jr.,BAL,CIN,WR,5300,0.8
93784-12527,Chicago Bears,CHI,TB,D,3900,0.8
93784-104278,Donald Parham,LAC,TEN,TE,4600,0.8
93784-71705,Noah Fant,SEA,DET,TE,4600,0.8
93784-138998,Michael Mayer,LV,BUF,TE,4500,0.7
93784-128693,Tank Bigsby,JAC,KC,RB,5300,0.7
93784-120639,Quentin Johnston,LAC,TEN,WR,5100,0.7
93784-185861,Emanuel Wilson,GB,ATL,RB,4100,0.7
93784-52451,Samaje Perine,DEN,WAS,RB,6200,0.7
93784-93143,Noah Gray,KC,JAX,TE,4700,0.6
93784-64576,Damien Harris,BUF,LV,RB,6300,0.6
93784-92545,Keaontay Ingram,ARI,NYG,RB,4900,0.6
93784-85741,Clyde Edwards-Helaire,KC,JAX,RB,5300,0.6
93784-87418,Josh Palmer,LAC,TEN,WR,4800,0.6
93784-24533,Mo Alie-Cox,IND,HOU,TE,4500,0.6
93784-12554,Jacksonville Jaguars,JAC,KC,D,3700,0.6
93784-61593,Jauan Jennings,SF,LAR,WR,4600,0.6
93784-88548,Jalen Tolbert,DAL,NYJ,WR,4500,0.5
93784-139094,Jalin Hyatt,NYG,ARI,WR,4300,0.5
93784-56708,Will Dissly,SEA,DET,TE,4600,0.5
93784-53303,Matt Breida,NYG,ARI,RB,6000,0.4
93784-83083,Justin Watson,KC,JAX,WR,5100,0.4
93784-28900,Melvin Gordon III,BAL,CIN,RB,5500,0.4
93784-120093,Marvin Mims,DEN,WAS,WR,4600,0.4
93784-129291,Tank Dell,HOU,IND,WR,4800,0.4
93784-129305,Josh Downs,IND,HOU,WR,5200,0.4
93784-64389,Nick Westbrook-Ikhine,TEN,LAC,WR,5400,0.4
93784-90406,Zach Wilson,NYJ,DAL,QB,6200,0.4
93784-130275,Kristian Wilkerson,LV,BUF,WR,4100,0.3
93784-53498,Richie James Jr.,KC,JAX,WR,4900,0.3
93784-110457,Dontayvion Wicks,GB,ATL,WR,4300,0.3
93784-73111,Chase Claypool,CHI,TB,WR,5200,0.3
93784-60957,KaVontae Turpin,DAL,NYJ,WR,4200,0.2
93784-102902,Trey Palmer,TB,CHI,WR,5000,0.2
93784-12550,Seattle Seahawks,SEA,DET,D,3300,0.2
93784-71105,Ben Skowronek,LAR,SF,WR,4600,0.2
93784-71241,Brandon Johnson,DEN,WAS,WR,4800,0.2
93784-14257,Randall Cobb,NYJ,DAL,WR,4900,0.1
93784-71352,Mecole Hardman,NYJ,DAL,WR,5500,0.0
93784-86518,Khalil Shakir,BUF,LV,WR,5300,0.0
93784-27477,Sterling Shepard,NYG,ARI,WR,5300,0.0
93784-72627,Patrick Taylor,GB,ATL,RB,5300,0.0
93784-93539,Michael Carter,NYJ,DAL,RB,5300,0.0
93784-34331,Latavius Murray,BUF,LV,RB,5300,0.0
93784-88109,Gary Brightwell,NYG,ARI,RB,5000,0.0
93784-70133,Jake Funk,IND,HOU,RB,5000,0.0
93784-56059,Trent Sherfield,BUF,LV,WR,5000,0.0
93784-62628,DeAndre Carter,LV,BUF,WR,4900,0.0
93784-137254,Deuce Vaughn,DAL,NYJ,RB,4800,0.0
93784-90307,Daniel Bellinger,NYG,ARI,TE,4800,0.0
93784-87260,Isaiah Likely,BAL,CIN,TE,4800,0.0
93784-27403,Blake Bell,KC,JAX,TE,4700,0.0
93784-70422,Kalif Raymond,DET,SEA,WR,4700,0.0
93784-152631,Samori Toure,GB,ATL,WR,4700,0.0
93784-114100,Isaiah Spiller,LAC,TEN,RB,4700,0.0
93784-79979,Jamal Agnew,JAC,KC,WR,4600,0.0
93784-129240,Tyler Scott,CHI,TB,WR,4600,0.0
93784-69860,Trayveon Williams,CIN,BAL,RB,4600,0.0
93784-94481,Deven Thompkins,TB,CHI,WR,4600,0.0
93784-31207,C.J. Uzomah,NYJ,DAL,TE,4600,0.0
93784-85306,KhaDarel Hodge,ATL,GB,WR,4600,0.0
93784-91750,Trey McBride,ARI,NYG,TE,4600,0.0
93784-89964,Justyn Ross,KC,JAX,WR,4600,0.0
93784-94087,DeeJay Dallas,SEA,DET,RB,4600,0.0
93784-24755,Jamison Crowder,WAS,DEN,WR,4500,0.0
93784-53639,Isaiah McKenzie,IND,HOU,WR,4500,0.0
93784-88816,Peyton Hendershot,DAL,NYJ,TE,4500,0.0
93784-83081,Chase Edmonds,TB,CHI,RB,4500,0.0
93784-38264,Demarcus Robinson,LAR,SF,WR,4500,0.0
93784-71032,Devin Duvernay,BAL,CIN,WR,4500,0.0
93784-91578,Zamir White,LV,BUF,RB,4500,0.0
93784-89588,Colby Parkinson,SEA,DET,TE,4500,0.0
93784-71444,Travis Homer,CHI,TB,RB,4500,0.0
93784-61273,Scotty Miller,ATL,GB,WR,4500,0.0
93784-69558,Greg Dortch,ARI,NYG,WR,4500,0.0
93784-53390,Zach Pascal,ARI,NYG,WR,4400,0.0
93784-63646,Lawrence Cager,NYG,ARI,TE,4400,0.0
93784-94621,Derius Davis,LAC,TEN,WR,4400,0.0
93784-80353,Robert Tonyan,CHI,TB,TE,4400,0.0
93784-27229,Ameer Abdullah,LV,BUF,RB,4400,0.0
93784-62055,Ray-Ray McCloud,SF,LAR,WR,4400,0.0
93784-93026,Teagan Quitoriano,HOU,IND,TE,4400,0.0
93784-91046,Brock Wright,DET,SEA,TE,4400,0.0
93784-29683,Nelson Agholor,BAL,CIN,WR,4400,0.0
93784-48116,Jonnu Smith,ATL,GB,TE,4400,0.0
93784-87127,Chris Rodriguez,WAS,DEN,RB,4400,0.0
93784-91417,Luke Schoonmaker,DAL,NYJ,TE,4400,0.0
93784-93538,Dyami Brown,WAS,DEN,WR,4400,0.0
93784-64905,Trenton Irwin,CIN,BAL,WR,4400,0.0
93784-112455,Xavier Gipson,NYJ,DAL,WR,4400,0.0
93784-94345,Cole Turner,WAS,DEN,TE,4300,0.0
93784-57543,D'Ernest Johnson,JAC,KC,RB,4300,0.0
93784-170184,Julius Chestnut,TEN,LAC,RB,4300,0.0
93784-63697,Brycen Hopkins,LAR,SF,TE,4300,0.0
93784-68714,Ko Kieft,TB,CHI,TE,4300,0.0
93784-103619,Tre Tucker,LV,BUF,WR,4300,0.0
93784-83138,Ross Dwelley,SF,LAR,TE,4300,0.0
93784-56711,Drew Sample,CIN,BAL,TE,4300,0.0
93784-89493,Chase Brown,CIN,BAL,RB,4300,0.0
93784-61112,Josiah Deguara,GB,ATL,TE,4300,0.0
93784-87815,Jeremy Ruckert,NYJ,DAL,TE,4300,0.0
93784-104424,Craig Reynolds,DET,SEA,RB,4300,0.0
93784-90123,Quintin Morris,BUF,LV,TE,4200,0.0
93784-86255,Josh Whyle,TEN,LAC,TE,4200,0.0
93784-33047,Chris Moore,TEN,LAC,WR,4200,0.0
93784-6672,Marcedes Lewis,CHI,TB,TE,4200,0.0
93784-86875,Jordan Mason,SF,LAR,RB,4200,0.0
93784-136031,Rakim Jarrett,TB,CHI,WR,4200,0.0
93784-119788,Xavier Hutchinson,HOU,IND,WR,4200,0.0
93784-72705,John Bates,WAS,DEN,TE,4200,0.0
93784-62505,MyCole Pruitt,ATL,GB,TE,4200,0.0
93784-58499,Parker Hesse,ATL,GB,TE,4200,0.0
93784-103587,Brenton Strange,JAC,KC,TE,4200,0.0
93784-89283,Tre' McKitty,LAC,TEN,TE,4200,0.0
93784-18009,Chris Manhertz,DEN,WAS,TE,4200,0.0
93784-147051,Jaleel McLaughlin,DEN,WAS,RB,4200,0.0
93784-38523,Geoff Swaim,ARI,NYG,TE,4200,0.0
93784-65182,Mitchell Wilcox,CIN,BAL,TE,4200,0.0
93784-94116,Will Mallory,IND,HOU,TE,4200,0.0
93784-43416,Trent Taylor,CHI,TB,WR,4100,0.0
93784-70705,Trevon Wesco,TEN,LAC,TE,4100,0.0
93784-46177,David Wells,TB,CHI,TE,4100,0.0
93784-93531,Antoine Green,DET,SEA,WR,4100,0.0
93784-71031,Lil'Jordan Humphrey,DEN,WAS,WR,4100,0.0
93784-73176,Luke Farrell,JAC,KC,TE,4100,0.0
93784-103966,Stone Smartt,LAC,TEN,TE,4100,0.0
93784-138786,Malik Heath,GB,ATL,WR,4100,0.0
93784-71351,Charlie Woerner,SF,LAR,TE,4100,0.0
93784-91971,Ronnie Rivers,LAR,SF,RB,4100,0.0
93784-85986,James Mitchell,DET,SEA,TE,4100,0.0
93784-104421,Jesper Horsted,LV,BUF,TE,4100,0.0
93784-55414,Cody Thompson,SEA,DET,WR,4000,0.0
93784-94579,Emari Demercado,ARI,NYG,RB,4000,0.0
93784-102831,Davis Allen,LAR,SF,TE,4000,0.0
93784-160303,Tucker Kraft,GB,ATL,TE,4000,0.0
93784-56142,Juwann Winfree,IND,HOU,WR,4000,0.0
93784-93150,Jake Bobo,SEA,DET,WR,4000,0.0
93784-138277,Jalen Brooks,DAL,NYJ,WR,4000,0.0
93784-89185,Ben Sims,GB,ATL,TE,4000,0.0
93784-54426,Andrew Beck,HOU,IND,TE,4000,0.0
93784-185593,Andrei Iosivas,CIN,BAL,WR,4000,0.0
93784-91401,Ronnie Bell,SF,LAR,WR,4000,0.0
93784-89437,Tim Jones,JAC,KC,WR,4000,0.0
93784-91635,Kearis Jackson,TEN,LAC,WR,4000,0.0
