"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Danny Gray","SF","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"George Pickens","PIT","1","WR","6","4","0","83","0","1","0","1","66.7","20","13.83","20.75","2.5","2","1","1","33.3","25","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.3","0.26","4.08"
"Treylon Burks","TEN","1","WR","8","7","2","111","1","0","0","0","87.5","11.25","13.88","15.86","5.86","2","1","0","25","14.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.6","0.44","2.09"
"Garrett Wilson","NYJ","1","WR","3","2","0","12","0","0","0","0","66.7","10","4","6","3.5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2","0.04","0.73"
"Tom Kennedy","DET","1","WR","1","1","0","13","0","0","0","0","100","4","13","13","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8","0.09","1.8"
"Drake London","ATL","1","WR","3","1","0","2","0","1","0","0","33.3","7.67","0.67","2","0","1","1","1","33.3","100","100","1","1","33.3","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.7","0.16","6.7"
"Jalen Nailor","MIN","1","WR","2","1","0","15","0","0","0","0","50","11","7.5","15","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0.17","2"
"Terrace Marshall Jr.","CAR","1","WR","6","3","0","76","0","0","0","1","50","17.5","12.67","25.33","2.67","1","0","0","16.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.1","0.17","3.03"
"Michael Woods II","CLV","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Brandon Aiyuk","SF","1","WR","4","2","0","20","0","2","0","0","50","9.5","5","10","4","2","2","2","50","100","100","1","1","25","50","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0.33","7.5"
