Player,Tm,Age,Pos,G_x,GS,Tgt,Rec,Ctch%,Yds_x,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional,AllPro,ProBowl,Receiving_Points,Year,Career_Passing_Points,Career_Rushing_Points,Career_Receiving_Points,Pick,Kmeans,PF,Yds_y,Ply,Y/P,TO,FL,1stD,Cmp,Att_Pass,Yds_Pass,TD_Pass,Int,NY/A,1stD_Pass,Att_Rush,Yds_Rush,TD_Rush,YdsPer_Rush,1stD_Rush,Pen,Yds_Pen,1stPy,Sc%,TO%,EXP,Future_Receiving_Points
Jerry Jeudy,DEN,21.0,WR,16.0,14.0,113.0,52.0,46.0,856.0,16.5,3.0,39.0,36.3,92.0,7.6,3.3,53.5,2.0,JeudJe00,0.0,0.0,129.60000000000002,2020,,,,15.0,7,323,5369,1030,5.2,32,9,308,317,556,3451,21,23,5.9,176,442,1918,13,4.3,94,81,670,38,33.0,17.0,-21.82,65.7
Jerry Jeudy,DEN,22.0,WR,10.0,5.0,56.0,38.0,67.9,467.0,12.3,0.0,22.0,53.6,40.0,8.3,3.8,46.7,1.0,JeudJe00,0.0,0.0,65.7,2021,,,129.60000000000002,15.0,7,335,5618,1036,5.4,18,9,331,354,541,3593,20,9,6.2,179,455,2025,16,4.5,124,83,711,28,36.9,9.5,61.32,166.7
Jerry Jeudy,DEN,23.0,WR,15.0,14.0,100.0,67.0,67.0,972.0,14.5,6.0,41.0,52.0,67.0,9.7,4.5,64.8,0.0,JeudJe00,0.0,0.0,166.7,2022,,-1.7,97.65,15.0,7,287,5527,1078,5.1,24,9,300,345,571,3592,18,15,5.7,166,444,1935,11,4.4,105,113,970,29,28.6,10.6,-41.62,114.8
Jesse James,PIT,22.0,TE,16.0,13.0,60.0,39.0,65.0,338.0,8.7,3.0,20.0,51.7,24.0,5.6,2.4,21.1,0.0,JameJe00,0.0,0.0,71.30000000000001,2016,,,,160.0,6,399,5962,1026,5.8,18,3,336,381,596,4202,33,15,6.8,210,409,1760,13,4.3,97,112,1068,29,38.5,9.9,-22.48,76.7
Jesse James,PIT,23.0,TE,16.0,14.0,63.0,43.0,68.3,372.0,8.7,3.0,20.0,52.4,32.0,5.9,2.7,23.3,0.0,JameJe00,0.0,0.0,76.7,2017,,,71.30000000000001,160.0,6,406,6047,1051,5.8,20,5,348,384,590,4380,29,15,7.1,217,437,1667,12,3.8,96,101,897,35,43.0,10.6,-32.55,69.30000000000001
Jesse James,PIT,24.0,TE,16.0,7.0,39.0,30.0,76.9,423.0,14.1,2.0,17.0,69.2,51.0,10.8,1.9,26.4,0.0,JameJe00,0.0,0.0,69.30000000000001,2018,,,74.0,160.0,6,428,6453,1058,6.1,26,9,378,459,689,5008,35,17,7.0,251,345,1445,16,4.2,88,111,1026,39,36.8,14.3,156.16,22.200000000000003
Jim Dray,ARI,27.0,TE,16.0,15.0,32.0,26.0,81.3,215.0,8.3,2.0,14.0,65.6,18.0,6.7,1.6,13.4,1.0,DrayJi00,0.0,0.0,46.5,2013,,,,233.0,9,379,5542,1037,5.3,31,9,329,363,574,4002,24,22,6.5,205,422,1540,12,3.6,84,96,744,40,33.0,15.5,-5.74,38.7
Jimmy Graham,NOR,26.0,TE,15.0,9.0,135.0,85.0,63.0,982.0,11.6,9.0,59.0,54.8,46.0,7.3,5.7,65.5,1.0,GrahJi00,0.0,0.0,194.7,2012,,,,95.0,4,461,6574,1067,6.2,24,5,352,423,671,4997,43,19,7.2,267,370,1577,10,4.3,64,104,911,21,37.4,12.1,74.33,260.5
Jimmy Graham,NOR,27.0,TE,16.0,12.0,142.0,86.0,60.6,1215.0,14.1,16.0,61.0,52.1,56.0,8.6,5.4,75.9,0.0,GrahJi00,1.0,1.0,260.5,2013,,,194.7,95.0,4,414,6391,1079,5.9,19,7,359,446,651,4918,39,12,7.1,244,391,1473,10,3.8,87,95,817,28,40.3,8.3,169.86,191.4
Jimmy Graham,NOR,28.0,TE,16.0,13.0,125.0,85.0,68.0,889.0,10.5,10.0,54.0,62.4,29.0,7.1,5.3,55.6,2.0,GrahJi00,0.0,1.0,191.4,2014,,,227.6,95.0,4,401,6582,1095,6.0,30,13,395,456,659,4764,33,17,6.9,258,406,1818,16,4.5,101,80,670,36,39.1,16.7,151.45,96.5
Jimmy Graham,SEA,29.0,TE,11.0,11.0,74.0,48.0,64.9,605.0,12.6,2.0,29.0,54.1,45.0,8.2,4.4,55.0,0.0,GrahJi00,0.0,0.0,96.5,2015,,,215.53333333333333,95.0,4,423,6058,1035,5.9,16,8,335,333,489,3790,34,8,7.1,190,500,2268,10,4.5,128,117,1007,17,42.0,8.6,129.31,160.8
Jimmy Graham,SEA,30.0,TE,16.0,15.0,95.0,65.0,68.4,923.0,14.2,6.0,45.0,58.9,42.0,9.7,4.1,57.7,2.0,GrahJi00,0.0,1.0,160.8,2016,,,185.775,95.0,4,354,5715,1012,5.6,18,6,313,368,567,4124,23,12,6.8,203,403,1591,13,3.9,85,117,970,25,37.3,9.7,-11.48,140.5
Jimmy Graham,SEA,31.0,TE,16.0,13.0,96.0,57.0,59.4,520.0,9.1,10.0,34.0,49.0,33.0,5.4,3.6,32.5,0.0,GrahJi00,0.0,1.0,140.5,2017,,-4.0,180.78000000000003,95.0,4,366,5286,1007,5.2,17,5,299,340,555,3657,34,12,6.1,183,409,1629,4,4.0,85,148,1342,31,30.5,8.6,-78.12,103.1
Jimmy Graham,GNB,32.0,TE,16.0,12.0,89.0,55.0,61.8,636.0,11.6,2.0,32.0,47.2,54.0,7.1,3.4,39.8,0.0,GrahJi00,0.0,0.0,103.1,2018,,-4.0,174.0666666666667,95.0,4,376,5905,1026,5.8,15,11,332,392,640,4238,25,4,6.1,208,333,1667,14,5.0,98,108,937,26,38.8,6.7,108.88,81.7
Jimmy Graham,GNB,33.0,TE,16.0,10.0,60.0,38.0,63.3,447.0,11.8,3.0,23.0,48.3,48.0,7.5,2.4,27.9,1.0,GrahJi00,0.0,0.0,81.7,2019,,-4.0,163.92857142857142,95.0,4,376,5528,1020,5.4,13,9,320,356,573,3733,26,4,6.1,190,411,1795,18,4.4,90,100,774,40,37.3,6.8,113.4,118.6
John Brown,ARI,24.0,WR,16.0,5.0,102.0,48.0,47.1,696.0,14.5,5.0,31.0,36.3,75.0,6.8,3.0,43.5,0.0,BrowJo02,0.0,0.0,123.6,2014,,,,91.0,7,310,5116,993,5.2,17,5,302,320,568,3808,21,12,6.4,191,397,1308,6,3.3,67,91,707,44,30.9,9.4,-9.8,174.8
John Brown,ARI,25.0,WR,15.0,11.0,101.0,65.0,64.4,1003.0,15.4,7.0,49.0,56.4,68.0,9.9,4.3,66.9,1.0,BrowJo02,0.0,0.0,174.8,2015,,-0.6000000000000001,123.6,91.0,7,489,6533,1041,6.3,24,11,373,353,562,4616,35,13,7.8,237,452,1917,16,4.2,92,94,758,44,42.5,11.8,148.43,83.2
John Brown,ARI,26.0,WR,15.0,6.0,73.0,39.0,53.4,517.0,13.3,2.0,28.0,50.7,30.0,7.1,2.6,34.5,1.0,BrowJo02,0.0,0.0,83.2,2016,,-0.2,149.2,91.0,7,418,5868,1086,5.4,28,11,368,383,646,4136,28,17,6.0,229,399,1732,20,4.3,97,104,889,42,35.0,14.2,-25.79,58.400000000000006
John Brown,ARI,27.0,WR,10.0,5.0,55.0,21.0,38.2,299.0,14.2,3.0,15.0,32.7,52.0,5.4,2.1,29.9,0.0,BrowJo02,0.0,0.0,58.400000000000006,2017,,-0.4666666666666666,127.19999999999999,91.0,7,295,5026,1060,4.7,25,7,310,339,598,3640,21,18,5.6,200,410,1386,6,3.4,66,110,880,44,29.2,12.4,-185.97,122.5
John Brown,BAL,28.0,WR,16.0,15.0,97.0,42.0,43.3,715.0,17.0,5.0,28.0,38.1,71.0,7.4,2.6,44.7,0.0,BrowJo02,0.0,0.0,122.5,2018,,-0.09999999999999998,110.0,91.0,7,389,5999,1135,5.3,20,11,367,334,556,3558,18,9,6.1,184,547,2441,19,4.5,153,116,940,30,40.7,10.7,72.85,178.0
John Brown,BUF,29.0,WR,15.0,15.0,115.0,72.0,62.6,1060.0,14.7,6.0,53.0,54.8,53.0,9.2,4.8,70.7,0.0,BrowJo02,0.0,0.0,178.0,2019,,2.2204460492503132e-17,112.5,91.0,7,314,5283,1018,5.2,19,7,314,299,513,3229,21,12,5.8,162,465,2054,13,4.4,120,117,927,32,30.1,10.2,6.66,80.30000000000001
John Carlson,MIN,29.0,TE,13.0,8.0,48.0,32.0,66.7,344.0,10.8,1.0,19.0,45.8,30.0,7.2,2.5,26.5,1.0,CarlJo00,0.0,0.0,56.4,2013,,,,38.0,6,391,5508,1013,5.4,32,13,309,325,546,3427,18,19,5.8,173,423,2081,23,4.9,106,70,695,30,34.4,14.9,24.52,57.5
John Ross,CIN,23.0,WR,13.0,10.0,58.0,21.0,36.2,210.0,10.0,7.0,13.0,25.9,39.0,3.6,1.6,16.2,0.0,RossJo00,0.0,0.0,73.5,2018,,-0.7999999999999998,,9.0,1,368,4972,938,5.3,17,4,304,331,542,3290,27,13,5.7,182,359,1682,13,4.7,92,114,957,30,35.5,9.6,47.57,82.6
Joique Bell,DET,26.0,RB,16.0,0.0,68.0,52.0,76.5,485.0,9.3,0.0,29.0,60.3,50.0,7.1,3.3,30.3,2.0,BellJo01,0.0,0.0,74.5,2012,,,,,7,372,6540,1160,5.6,33,16,382,445,740,4927,22,17,6.4,272,391,1613,17,4.1,84,103,944,26,36.0,15.2,-59.66,81.2
Joique Bell,DET,27.0,RB,16.0,4.0,69.0,53.0,76.8,547.0,10.3,0.0,23.0,53.6,37.0,7.9,3.3,34.2,4.0,BellJo01,0.0,0.0,81.2,2013,,55.400000000000006,74.5,,7,395,6274,1102,5.7,34,15,350,371,634,4482,29,19,6.8,221,445,1792,15,4.0,106,110,925,23,32.1,17.3,25.59,55.2
Joique Bell,DET,28.0,RB,15.0,6.0,53.0,34.0,64.2,322.0,9.5,1.0,14.0,43.4,28.0,6.1,2.3,21.5,5.0,BellJo01,0.0,0.0,55.2,2014,,80.2,77.85,,7,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,50.59,39.6
Jonathan Taylor,IND,21.0,RB,15.0,13.0,39.0,36.0,92.3,299.0,8.3,1.0,12.0,51.3,39.0,7.7,2.4,19.9,1.0,TaylJo02,0.0,0.0,53.900000000000006,2020,,,,41.0,14,451,6049,1032,5.9,15,4,364,371,552,4053,24,11,7.1,201,459,1996,20,4.3,129,94,899,34,44.4,8.8,168.41,68.0
Jonathan Taylor,IND,22.0,RB,17.0,17.0,51.0,40.0,78.4,360.0,9.0,2.0,12.0,43.1,76.0,7.1,2.4,21.2,4.0,TaylJo02,1.0,1.0,68.0,2021,,180.9,53.900000000000006,41.0,14,451,5901,1052,5.6,19,11,354,324,521,3361,27,8,6.1,167,499,2540,22,5.1,154,76,688,33,43.3,8.9,127.06,28.3
Jonathan Taylor,IND,23.0,RB,11.0,11.0,40.0,28.0,70.0,143.0,5.1,0.0,4.0,32.5,19.0,3.6,2.5,13.0,3.0,TaylJo02,0.0,0.0,28.3,2022,,231.0,60.95,41.0,14,289,5298,1103,4.8,34,14,310,398,604,3432,17,20,5.2,193,439,1866,8,4.3,91,89,794,26,29.2,16.9,-110.46,30.8
Jonnu Smith,TEN,22.0,TE,16.0,13.0,30.0,18.0,60.0,157.0,8.7,2.0,5.0,40.0,32.0,5.2,1.1,9.8,0.0,SmitJo01,0.0,0.0,36.7,2017,,,,100.0,6,334,5024,974,5.2,25,8,290,306,496,3191,14,17,6.0,157,443,1833,18,4.1,97,85,785,36,35.1,12.6,-134.32,53.8
Jonnu Smith,TEN,23.0,TE,13.0,12.0,30.0,20.0,66.7,258.0,12.9,3.0,10.0,56.7,61.0,8.6,1.5,19.8,1.0,SmitJo01,0.0,0.0,53.8,2018,,,36.7,100.0,6,310,5002,940,5.3,18,6,289,293,437,2975,16,12,6.1,156,456,2027,15,4.4,106,82,727,27,34.9,10.2,10.48,79.4
Jonnu Smith,TEN,24.0,TE,16.0,14.0,44.0,35.0,79.5,439.0,12.5,3.0,16.0,56.8,57.0,10.0,2.2,27.4,0.0,SmitJo01,0.0,0.0,79.4,2019,,,45.25,100.0,6,402,5805,949,6.1,17,9,317,297,448,3582,29,8,7.1,177,445,2223,21,5.0,104,99,932,36,31.4,8.6,115.88,113.3
Jonnu Smith,TEN,25.0,TE,15.0,14.0,65.0,41.0,63.1,448.0,10.9,8.0,25.0,55.4,63.0,6.9,2.7,29.9,0.0,SmitJo01,0.0,0.0,113.3,2020,,7.800000000000001,56.633333333333326,100.0,6,491,6343,1031,6.2,12,5,381,316,485,3653,33,7,7.2,203,521,2690,26,5.2,142,86,783,36,47.9,7.2,245.01,49.400000000000006
Jonnu Smith,NWE,26.0,TE,16.0,11.0,45.0,28.0,62.2,294.0,10.5,1.0,15.0,40.0,28.0,6.5,1.8,18.4,1.0,SmitJo01,0.0,0.0,49.400000000000006,2021,,7.1000000000000005,70.8,100.0,6,462,6008,1052,5.7,23,10,362,364,535,3857,24,13,6.9,187,489,2151,24,4.4,139,95,854,36,48.0,12.6,126.97,38.0
Jonnu Smith,NWE,27.0,TE,14.0,8.0,38.0,27.0,71.1,245.0,9.1,0.0,9.0,47.4,53.0,6.4,1.9,17.5,1.0,SmitJo01,0.0,0.0,38.0,2022,,5.400000000000001,66.52000000000001,100.0,6,364,5348,1006,5.3,23,9,288,358,540,3536,19,14,6.1,166,425,1812,12,4.3,98,104,841,24,32.8,12.0,-25.81,101.2
Jordan Akins,HOU,27.0,TE,16.0,9.0,55.0,36.0,65.5,418.0,11.6,2.0,21.0,49.1,53.0,7.6,2.3,26.1,0.0,AkinJo00,0.0,0.0,71.80000000000001,2019,,,,98.0,8,378,5792,1017,5.7,22,8,346,355,534,3783,27,14,6.5,203,434,2009,17,4.6,112,111,892,31,37.9,12.4,118.67,64.80000000000001
Jordan Akins,HOU,28.0,TE,13.0,5.0,49.0,37.0,75.5,403.0,10.9,1.0,20.0,65.3,26.0,8.2,2.8,31.0,0.0,AkinJo00,0.0,0.0,64.80000000000001,2020,,,71.80000000000001,98.0,8,384,6004,940,6.4,18,11,326,383,546,4538,33,7,7.6,222,344,1466,10,4.3,83,80,619,21,42.9,9.8,140.22,33.400000000000006
Jordan Akins,HOU,29.0,TE,13.0,3.0,33.0,24.0,72.7,214.0,8.9,0.0,11.0,57.6,31.0,6.5,1.8,16.5,2.0,AkinJo00,0.0,0.0,33.400000000000006,2021,,0.4,68.30000000000001,98.0,8,280,4727,1010,4.7,22,7,266,354,546,3305,21,15,5.6,162,420,1422,8,3.4,77,114,978,27,26.6,11.2,-74.29,98.0
Jordan Cameron,CLE,24.0,TE,14.0,6.0,40.0,20.0,50.0,226.0,11.3,1.0,12.0,42.5,28.0,5.7,1.4,16.1,0.0,CameJo00,0.0,0.0,38.6,2012,,,,102.0,6,302,5028,998,5.0,26,8,279,328,566,3435,16,18,5.7,185,396,1593,12,4.0,71,113,1005,23,29.8,12.0,-139.68,173.7
Jordan Cameron,CLE,25.0,TE,15.0,14.0,118.0,80.0,67.8,917.0,11.5,7.0,47.0,51.7,53.0,7.8,5.3,61.1,1.0,CameJo00,0.0,1.0,173.7,2013,,,38.6,102.0,6,308,5423,1078,5.0,29,9,301,379,681,4040,26,20,5.5,200,348,1383,4,4.0,77,104,920,24,26.2,13.8,-83.4,66.4
Jordan Cameron,CLE,26.0,TE,10.0,9.0,48.0,24.0,50.0,424.0,17.7,2.0,13.0,31.3,81.0,8.8,2.4,42.4,0.0,CameJo00,0.0,0.0,66.4,2014,,,106.14999999999999,102.0,6,299,5193,1010,5.1,23,7,294,274,502,3465,12,16,6.5,179,477,1728,17,3.6,88,116,932,27,28.0,10.9,-21.15,74.1
Jordan Howard,CHI,22.0,RB,15.0,13.0,50.0,29.0,58.0,298.0,10.3,1.0,12.0,44.0,34.0,6.0,1.9,19.9,2.0,HowaJo00,0.0,1.0,50.3,2016,,,,150.0,15,279,5704,967,5.9,31,12,324,347,559,3969,19,19,6.8,212,380,1735,10,4.6,93,110,967,19,27.3,17.4,-70.06,24.0
Jordan Howard,CHI,23.0,RB,16.0,16.0,32.0,23.0,71.9,125.0,5.4,0.0,4.0,21.9,12.0,3.9,1.4,7.8,1.0,HowaJo00,0.0,0.0,24.0,2017,,163.3,50.3,150.0,15,264,4599,934,4.9,22,10,266,291,473,2811,13,12,5.5,144,422,1788,13,4.2,92,115,943,30,24.1,12.1,-115.2,24.5
Jordan Matthews,PHI,22.0,WR,16.0,10.0,103.0,67.0,65.0,872.0,13.0,8.0,43.0,52.4,44.0,8.5,4.2,54.5,0.0,MattJo00,0.0,0.0,168.7,2014,,,,42.0,0,474,6348,1127,5.6,36,15,356,384,621,4356,27,21,6.7,218,474,1992,16,4.2,109,115,995,29,36.9,17.2,35.17,190.2
Jordan Matthews,PHI,23.0,WR,16.0,12.0,126.0,85.0,67.5,997.0,11.7,8.0,46.0,53.2,78.0,7.9,5.3,62.3,2.0,MattJo00,0.0,0.0,190.2,2015,,,168.7,42.0,0,377,5830,1102,5.3,31,13,339,405,623,4087,23,18,6.2,193,442,1743,15,3.9,110,104,819,36,29.1,15.3,1.07,134.9
Jordan Matthews,PHI,24.0,WR,14.0,13.0,117.0,73.0,62.4,804.0,11.0,3.0,38.0,48.7,54.0,6.9,5.2,57.4,1.0,MattJo00,0.0,0.0,134.9,2016,,,179.45,42.0,0,367,5398,1080,5.0,20,6,333,380,609,3585,16,14,5.6,192,438,1813,16,4.1,114,113,945,27,37.6,11.2,-45.33,46.7
Jordan Matthews,BUF,25.0,WR,10.0,7.0,36.0,25.0,69.4,282.0,11.3,1.0,13.0,55.6,47.0,7.8,2.5,28.2,1.0,MattJo00,0.0,0.0,46.7,2017,,,164.6,42.0,0,302,4842,1010,4.8,16,6,278,289,476,2825,16,10,5.4,149,487,2017,12,4.1,105,98,872,24,31.7,8.9,-156.16,52.0
Jordan Norwood,DEN,29.0,WR,11.0,5.0,32.0,22.0,68.8,207.0,9.4,0.0,11.0,43.8,34.0,6.5,2.0,18.8,1.0,NorwJo00,0.0,0.0,31.700000000000003,2015,,0.1,,,7,355,5688,1056,5.4,31,8,314,368,606,3970,19,23,6.2,201,411,1718,13,4.2,85,115,1063,28,31.2,15.1,-50.98,39.7
Jordan Reed,WAS,23.0,TE,9.0,4.0,59.0,45.0,76.3,499.0,11.1,3.0,30.0,64.4,38.0,8.5,5.0,55.4,0.0,ReedJo02,0.0,0.0,90.4,2013,,,,85.0,9,334,5915,1107,5.3,34,15,329,355,611,3751,20,19,5.7,198,453,2164,14,4.8,112,99,802,19,27.6,16.6,-42.64,71.5
Jordan Reed,WAS,24.0,TE,11.0,2.0,65.0,50.0,76.9,465.0,9.3,0.0,23.0,52.3,30.0,7.2,4.5,42.3,1.0,ReedJo02,0.0,0.0,71.5,2014,,1.8,90.4,85.0,9,301,5738,1006,5.7,31,13,318,364,547,4047,18,18,6.7,186,401,1691,15,4.2,88,120,1130,44,29.7,15.6,14.06,204.7
Jordan Reed,WAS,25.0,TE,14.0,8.0,114.0,87.0,76.3,952.0,10.9,11.0,54.0,62.3,32.0,8.4,6.2,68.0,3.0,ReedJo02,0.0,0.0,204.7,2015,,1.8,80.95,85.0,9,388,5661,1011,5.6,22,11,317,386,555,4095,30,11,7.0,208,429,1566,9,3.7,81,105,828,28,36.1,11.1,54.93,137.60000000000002
Jordan Reed,WAS,26.0,TE,12.0,8.0,89.0,66.0,74.2,686.0,10.4,6.0,41.0,59.6,33.0,7.7,5.5,57.2,1.0,ReedJo02,0.0,1.0,137.60000000000002,2016,,1.8,122.2,85.0,9,396,6454,1009,6.4,21,9,345,407,607,4758,25,12,7.6,226,379,1696,17,4.5,89,110,909,30,43.4,11.4,105.24,46.6
Jordan Reed,WAS,27.0,TE,6.0,5.0,35.0,27.0,77.1,211.0,7.8,2.0,10.0,60.0,20.0,6.0,4.5,35.2,1.0,ReedJo02,0.0,0.0,46.6,2017,,1.8,126.05000000000001,85.0,9,342,5199,982,5.3,27,14,278,347,540,3751,27,13,6.5,191,401,1448,10,3.6,66,92,733,21,31.9,12.6,-95.51,94.8
Jordy Nelson,GNB,27.0,WR,12.0,10.0,73.0,49.0,67.1,745.0,15.2,7.0,36.0,57.5,73.0,10.2,4.1,62.1,0.0,NelsJo00,0.0,0.0,141.0,2012,,,,36.0,4,433,5751,1042,5.5,16,8,341,374,558,4049,40,8,6.6,213,433,1702,9,3.9,85,103,923,43,37.6,8.1,25.77,221.9
Jordy Nelson,GNB,28.0,WR,16.0,16.0,127.0,85.0,66.9,1314.0,15.5,8.0,60.0,56.7,76.0,10.3,5.3,82.1,0.0,NelsJo00,0.0,0.0,221.9,2013,,,141.0,36.0,4,417,6404,1074,6.0,25,9,351,366,570,4268,25,16,6.9,201,459,2136,17,4.7,119,86,801,31,40.9,12.4,113.82,278.9
Jordy Nelson,GNB,31.0,WR,16.0,16.0,152.0,97.0,63.8,1257.0,13.0,14.0,62.0,59.2,60.0,8.3,6.1,78.6,1.0,NelsJo00,0.0,0.0,258.2,2016,,,213.9333333333333,36.0,4,432,5900,1029,5.7,17,9,349,403,620,4199,40,8,6.4,222,374,1701,11,4.5,91,100,827,36,43.8,9.1,115.16,110.7
Jordy Nelson,GNB,32.0,WR,15.0,15.0,88.0,53.0,60.2,482.0,9.1,6.0,38.0,51.1,58.0,5.5,3.5,32.1,0.0,NelsJo00,0.0,0.0,110.7,2017,,,225.0,36.0,4,320,4891,999,4.9,25,7,307,352,562,3167,25,18,5.2,176,386,1724,13,4.5,99,96,789,32,30.5,13.2,-61.83,123.4
Josh Doctson,WAS,25.0,WR,16.0,14.0,78.0,35.0,44.9,502.0,14.3,6.0,25.0,41.0,52.0,6.4,2.2,31.4,0.0,DoctJo00,0.0,0.0,103.7,2017,,,,22.0,0,342,5199,982,5.3,27,14,278,347,540,3751,27,13,6.5,191,401,1448,10,3.6,66,92,733,21,31.9,12.6,-95.51,87.2
Josh Jacobs,OAK,21.0,RB,13.0,13.0,27.0,20.0,74.1,166.0,8.3,0.0,8.0,51.9,28.0,6.1,1.5,12.8,1.0,JacoJo01,0.0,0.0,26.6,2019,,,,24.0,8,313,5819,989,5.9,17,9,315,367,523,3926,22,8,7.1,194,437,1893,13,4.3,104,128,1138,17,32.7,9.7,79.57,40.3
Josh Jacobs,LVR,22.0,RB,15.0,15.0,45.0,33.0,73.3,238.0,7.2,0.0,9.0,46.7,29.0,5.3,2.2,15.9,2.0,JacoJo01,0.0,1.0,40.3,2020,,155.0,26.6,24.0,8,434,6133,1036,5.9,26,16,359,369,551,4217,28,10,7.3,206,457,1916,20,4.2,121,98,856,32,47.9,14.8,147.62,61.8
Josh Jacobs,LVR,23.0,RB,15.0,14.0,64.0,54.0,84.4,348.0,6.4,0.0,14.0,51.6,29.0,5.4,3.6,23.2,2.0,JacoJo01,0.0,0.0,61.8,2021,,164.75,33.45,24.0,8,374,6184,1082,5.7,24,10,349,429,628,4567,23,14,6.8,217,414,1617,14,3.9,95,124,1104,37,41.0,12.8,77.89,66.5
Josh Jacobs,LVR,24.0,RB,17.0,17.0,64.0,53.0,82.8,400.0,7.5,0.0,16.0,50.0,43.0,6.3,3.1,23.5,3.0,JacoJo01,1.0,1.0,66.5,2022,,155.56666666666666,42.9,24.0,8,395,5993,1049,5.7,21,4,343,359,586,3934,28,17,6.3,193,428,2059,12,4.8,122,113,932,28,42.4,12.2,74.09,48.1
Josh Morgan,WAS,27.0,WR,16.0,15.0,73.0,48.0,65.8,510.0,10.6,2.0,30.0,52.1,32.0,7.0,3.0,31.9,1.0,MorgJo00,0.0,0.0,87.0,2012,,,,174.0,2,436,6131,994,6.2,14,6,341,291,442,3422,24,8,7.2,171,519,2709,22,5.2,144,116,985,26,39.3,7.7,-16.5,31.4
Josh Reynolds,LAR,23.0,WR,16.0,8.0,53.0,29.0,54.7,402.0,13.9,5.0,23.0,47.2,33.0,7.6,1.8,25.1,0.0,ReynJo00,0.0,0.0,84.7,2018,,,,117.0,4,527,6738,1060,6.4,19,7,401,368,568,4507,32,12,7.5,236,459,2231,23,4.9,134,96,878,31,48.6,9.8,239.79,49.1
Josh Reynolds,LAR,24.0,WR,16.0,2.0,43.0,21.0,48.8,326.0,15.5,1.0,15.0,41.9,31.0,7.6,1.3,20.4,0.0,ReynJo00,0.0,0.0,49.1,2019,,0.8,84.7,117.0,4,394,5998,1055,5.7,24,7,342,397,632,4499,22,17,6.9,222,401,1499,20,3.7,92,118,899,28,35.7,13.0,37.09,99.8
Josh Reynolds,DET,27.0,WR,14.0,11.0,59.0,38.0,64.4,479.0,12.6,3.0,25.0,61.0,31.0,8.1,2.7,34.2,0.0,ReynJo00,0.0,0.0,84.9,2022,,-0.13333333333333316,74.92500000000001,117.0,4,453,6460,1092,5.9,15,8,376,383,588,4281,29,7,7.0,228,480,2179,23,4.5,114,90,773,34,43.2,8.0,162.04,110.8
JuJu Smith-Schuster,PIT,21.0,WR,14.0,7.0,79.0,58.0,73.4,917.0,15.8,7.0,37.0,57.0,97.0,11.6,4.1,65.5,0.0,SmitJu00,0.0,0.0,162.7,2017,,,,62.0,15,406,6047,1051,5.8,20,5,348,384,590,4380,29,15,7.1,217,437,1667,12,3.8,96,101,897,35,43.0,10.6,-32.55,240.1
JuJu Smith-Schuster,PIT,22.0,WR,16.0,13.0,166.0,111.0,66.9,1426.0,12.8,7.0,67.0,57.2,97.0,8.6,6.9,89.1,1.0,SmitJu00,0.0,1.0,240.1,2018,,,162.7,62.0,15,428,6453,1058,6.1,26,9,378,459,689,5008,35,17,7.0,251,345,1445,16,4.2,88,111,1026,39,36.8,14.3,156.16,94.2
JuJu Smith-Schuster,PIT,23.0,WR,12.0,12.0,70.0,42.0,60.0,552.0,13.1,3.0,23.0,44.3,76.0,7.9,3.5,46.0,1.0,SmitJu00,0.0,0.0,94.2,2019,,-0.7,201.39999999999998,62.0,15,289,4428,937,4.7,30,11,265,315,510,2981,18,19,5.5,147,395,1447,7,3.7,75,111,893,43,28.9,16.0,-85.56,185.6
JuJu Smith-Schuster,KAN,26.0,WR,16.0,14.0,101.0,78.0,77.2,933.0,12.0,3.0,47.0,67.3,53.0,9.2,4.9,58.3,3.0,SmitJu00,0.0,0.0,150.3,2022,,3.1,170.65,62.0,15,496,7032,1094,6.4,23,11,408,435,651,5062,41,12,7.5,272,417,1970,18,4.7,105,87,838,31,46.4,10.1,281.0,46.5
Julio Jones,ATL,23.0,WR,16.0,15.0,128.0,79.0,61.7,1198.0,15.2,10.0,56.0,54.7,80.0,9.4,4.9,74.9,0.0,JoneJu02,0.0,1.0,219.3,2012,,,,6.0,0,419,5906,1021,5.8,18,4,343,422,615,4509,32,14,7.0,247,378,1397,12,3.7,70,55,415,26,44.0,10.3,-18.12,90.5
Julio Jones,ATL,24.0,WR,5.0,5.0,59.0,41.0,69.5,580.0,14.1,2.0,25.0,57.6,81.0,9.8,8.2,116.0,2.0,JoneJu02,0.0,0.0,90.5,2013,,3.0,219.3,6.0,0,353,5490,1024,5.4,28,11,330,445,659,4243,26,17,6.0,227,321,1247,11,3.9,64,91,788,39,34.1,14.5,48.53,247.3
Julio Jones,ATL,25.0,WR,15.0,15.0,163.0,104.0,63.8,1593.0,15.3,6.0,76.0,55.8,79.0,9.8,6.9,106.2,2.0,JoneJu02,0.0,1.0,247.3,2014,,-0.1499999999999999,154.9,6.0,0,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,61.55,303.1
