Player,Tm,Age,Pos,G_x,GS,Tgt,Rec,Ctch%,Yds_x,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional,AllPro,ProBowl,Receiving_Points,Year,Career_Passing_Points,Career_Rushing_Points,Career_Receiving_Points,Pick,Kmeans,PF,Yds_y,Ply,Y/P,TO,FL,1stD,Cmp,Att_Pass,Yds_Pass,TD_Pass,Int,NY/A,1stD_Pass,Att_Rush,Yds_Rush,TD_Rush,YdsPer_Rush,1stD_Rush,Pen,Yds_Pen,1stPy,Sc%,TO%,EXP,Future_Receiving_Points
Deebo Samuel,SFO,25.0,WR,16.0,15.0,121.0,77.0,63.6,1405.0,18.2,6.0,51.0,50.4,83.0,11.6,4.8,87.8,4.0,SamuDe00,1.0,1.0,215.0,2021,,16.25,94.15,36.0,14,427,6387,1046,6.1,24,10,361,343,514,4221,26,14,7.7,200,499,2166,22,4.3,130,102,1066,31,41.2,11.5,130.03,103.2
Deebo Samuel,SFO,26.0,WR,13.0,12.0,94.0,56.0,59.6,632.0,11.3,2.0,25.0,47.9,57.0,6.7,4.3,48.6,3.0,SamuDe00,0.0,0.0,103.2,2022,4.96,36.333333333333336,134.43333333333334,36.0,14,450,6216,1047,5.9,17,8,347,338,512,3856,30,9,7.1,188,504,2360,20,4.7,132,94,730,27,41.4,9.1,161.29,161.2
Delanie Walker,SFO,28.0,TE,16.0,4.0,39.0,21.0,53.8,344.0,16.4,3.0,14.0,48.7,45.0,8.8,1.3,21.5,1.0,WalkHu00,0.0,0.0,62.9,2012,,,,175.0,12,397,5789,969,6.0,16,8,322,289,436,3298,23,8,6.9,172,492,2491,17,5.1,128,109,960,22,39.3,7.9,-15.31,123.1
Delanie Walker,TEN,29.0,TE,15.0,11.0,86.0,60.0,69.8,571.0,9.5,6.0,31.0,55.8,33.0,6.6,4.0,38.1,1.0,WalkHu00,0.0,0.0,123.1,2013,,,62.9,175.0,12,362,5390,1032,5.2,25,9,311,328,533,3496,22,16,6.1,172,462,1894,16,4.1,103,101,900,36,34.2,11.4,46.52,144.5
Delanie Walker,TEN,30.0,TE,15.0,14.0,106.0,63.0,59.4,890.0,14.1,4.0,34.0,45.3,68.0,8.4,4.2,59.3,2.0,WalkHu00,0.0,0.0,144.5,2014,,,93.0,175.0,12,254,4859,919,5.3,26,10,258,299,513,3412,20,16,6.1,159,356,1447,6,4.1,75,111,961,24,23.6,12.6,-88.85,191.8
Delanie Walker,TEN,31.0,TE,15.0,10.0,133.0,94.0,70.7,1088.0,11.6,6.0,53.0,53.4,61.0,8.2,6.3,72.5,0.0,WalkHu00,0.0,1.0,191.8,2015,,,110.16666666666667,175.0,12,299,4988,976,5.1,33,16,298,342,551,3503,25,17,5.8,195,371,1485,10,4.0,66,93,779,37,25.7,16.2,-89.79,154.5
Delanie Walker,TEN,32.0,TE,15.0,9.0,102.0,65.0,63.7,800.0,12.3,7.0,35.0,49.0,47.0,7.8,4.3,53.3,1.0,WalkHu00,0.0,1.0,154.5,2016,,3.6,130.575,175.0,12,381,5728,1008,5.7,18,7,322,307,504,3541,29,11,6.7,175,476,2187,16,4.6,115,110,1012,32,36.4,9.8,-10.0,135.7
Demarcus Robinson,KAN,23.0,WR,16.0,8.0,39.0,21.0,53.8,212.0,10.1,0.0,12.0,46.2,33.0,5.4,1.3,13.3,0.0,RobiDe01,0.0,0.0,31.700000000000003,2017,,,,126.0,7,415,6007,985,6.1,11,3,322,363,543,4104,26,8,7.1,198,405,1903,12,4.7,95,118,1044,29,44.9,6.3,-22.58,63.8
Demarcus Robinson,KAN,24.0,WR,16.0,5.0,33.0,22.0,66.7,288.0,13.1,4.0,12.0,54.5,89.0,8.7,1.4,18.0,0.0,RobiDe01,0.0,0.0,63.8,2018,,,31.700000000000003,126.0,7,565,6810,996,6.8,18,6,384,385,583,4955,50,12,8.1,239,387,1855,16,4.8,108,137,1152,37,52.6,10.5,298.14,84.9
Demarcus Robinson,KAN,25.0,WR,16.0,10.0,55.0,32.0,58.2,449.0,14.0,4.0,19.0,52.7,44.0,8.2,2.0,28.1,0.0,RobiDe01,0.0,0.0,84.9,2019,,,47.75,126.0,7,451,6067,976,6.2,15,10,350,378,576,4498,30,5,7.5,211,375,1569,16,4.2,93,107,1029,46,48.8,7.9,263.38,87.1
Demarcus Robinson,KAN,26.0,WR,16.0,9.0,59.0,45.0,76.3,466.0,10.4,3.0,26.0,59.3,28.0,7.9,2.8,29.1,2.0,RobiDe01,0.0,0.0,87.1,2020,,,60.133333333333326,126.0,7,473,6653,1057,6.3,16,9,397,420,630,4854,40,7,7.4,255,403,1799,13,4.5,110,105,919,32,47.9,9.2,280.82,56.900000000000006
Demarcus Robinson,KAN,27.0,WR,17.0,10.0,41.0,25.0,61.0,264.0,10.6,3.0,13.0,43.9,33.0,6.4,1.5,15.5,0.0,RobiDe01,0.0,0.0,56.900000000000006,2021,,,66.875,126.0,7,480,6746,1134,5.9,25,12,419,448,675,4791,37,13,6.8,267,431,1955,16,4.5,119,111,925,33,48.2,13.7,261.77,81.80000000000001
Demarcus Robinson,BAL,28.0,WR,17.0,5.0,75.0,48.0,64.0,458.0,9.5,2.0,23.0,46.7,31.0,6.1,2.8,26.9,2.0,RobiDe01,0.0,0.0,81.80000000000001,2022,,,64.88,126.0,7,350,5760,1052,5.5,21,8,337,300,488,3040,19,13,5.8,149,526,2720,14,5.2,167,82,678,21,38.9,11.7,48.17,74.1
Demaryius Thomas,DEN,25.0,WR,16.0,16.0,143.0,94.0,65.7,1434.0,15.3,10.0,60.0,54.5,71.0,10.0,5.9,89.6,3.0,ThomDe03,0.0,1.0,250.4,2012,,,,22.0,13,481,6366,1090,5.8,25,14,380,402,588,4534,37,11,7.4,232,481,1832,12,3.8,112,100,805,36,39.9,12.2,54.27,273.0
Demaryius Thomas,DEN,26.0,WR,16.0,16.0,142.0,92.0,64.8,1430.0,15.5,14.0,66.0,58.5,78.0,10.1,5.8,89.4,1.0,ThomDe03,0.0,1.0,273.0,2013,,,250.4,22.0,13,606,7317,1156,6.3,26,16,435,461,675,5444,55,10,7.8,293,461,1873,16,4.1,107,117,1000,35,47.5,10.4,277.21,283.4
Demaryius Thomas,DEN,27.0,WR,16.0,16.0,184.0,111.0,60.3,1619.0,14.6,11.0,69.0,50.5,86.0,8.8,6.9,101.2,0.0,ThomDe03,0.0,1.0,283.4,2014,,,261.7,22.0,13,482,6446,1067,6.0,20,5,360,399,607,4661,40,15,7.5,227,443,1785,15,4.0,98,120,1045,35,39.9,9.6,140.4,218.9
Demaryius Thomas,DEN,28.0,WR,16.0,16.0,177.0,105.0,59.3,1304.0,12.4,6.0,63.0,49.2,72.0,7.4,6.6,81.5,2.0,ThomDe03,0.0,1.0,218.9,2015,,,268.93333333333334,22.0,13,355,5688,1056,5.4,31,8,314,368,606,3970,19,23,6.2,201,411,1718,13,4.2,85,115,1063,28,31.2,15.1,-50.98,183.3
Demaryius Thomas,DEN,29.0,WR,16.0,16.0,144.0,90.0,62.5,1083.0,12.0,5.0,50.0,52.8,55.0,7.5,5.6,67.7,2.0,ThomDe03,0.0,1.0,183.3,2016,,,256.425,22.0,13,333,5169,1020,5.1,25,14,290,339,570,3685,20,11,6.0,181,410,1484,11,3.6,76,119,985,33,30.3,11.6,-94.99,166.4
Denard Robinson,JAX,24.0,RB,13.0,9.0,31.0,23.0,74.2,124.0,5.4,0.0,7.0,32.3,19.0,4.0,1.8,9.5,2.0,RobiDe00,0.0,0.0,23.9,2014,0.0,0.6000000000000005,,135.0,7,249,4634,988,4.7,26,8,271,325,557,3001,15,18,4.8,154,360,1633,9,4.5,86,73,573,31,22.6,12.8,-120.53,26.9
Denarius Moore,OAK,24.0,WR,15.0,15.0,114.0,51.0,44.7,741.0,14.5,7.0,33.0,39.5,58.0,6.5,3.4,49.4,3.0,MoorDe02,0.0,0.0,141.60000000000002,2012,,,,148.0,0,290,5504,1032,5.3,26,10,300,376,629,4084,24,16,6.2,200,376,1420,4,3.8,72,108,939,28,31.4,12.8,-118.39,122.5
Dennis Pitta,BAL,27.0,TE,16.0,5.0,94.0,61.0,64.9,669.0,11.0,7.0,29.0,47.9,61.0,7.1,3.8,41.8,0.0,PittDe00,0.0,0.0,139.4,2012,,,,114.0,6,398,5640,1042,5.4,16,5,314,334,560,3739,22,11,6.3,182,444,1901,17,4.3,98,121,1127,34,35.8,7.8,22.03,32.900000000000006
Derrick Henry,TEN,25.0,RB,15.0,15.0,24.0,18.0,75.0,206.0,11.4,2.0,4.0,50.0,75.0,8.6,1.2,13.7,5.0,HenrDe00,0.0,1.0,41.6,2019,0.56,119.10000000000001,,45.0,6,402,5805,949,6.1,17,9,317,297,448,3582,29,8,7.1,177,445,2223,21,5.0,104,99,932,36,31.4,8.6,115.88,20.9
Derrick Henry,TEN,28.0,RB,16.0,16.0,41.0,33.0,80.5,398.0,12.1,0.0,11.0,61.0,69.0,9.7,2.1,24.9,6.0,HenrDe00,0.0,1.0,56.3,2022,2.38,174.61666666666667,31.25,45.0,6,298,5045,992,5.1,23,12,277,285,456,2914,16,11,5.8,153,487,2131,16,4.4,104,111,956,20,27.9,10.5,-27.22,35.400000000000006
Devin Duvernay,BAL,23.0,WR,16.0,3.0,26.0,20.0,76.9,201.0,10.1,0.0,8.0,46.2,39.0,7.7,1.3,12.6,0.0,DuveDe00,0.0,0.0,30.1,2020,,,,92.0,7,468,5810,993,5.9,18,7,327,257,406,2739,27,11,6.3,142,555,3071,24,5.5,166,104,961,19,45.3,10.6,148.3,55.7
Devin Duvernay,BAL,24.0,WR,16.0,7.0,47.0,33.0,70.2,272.0,8.2,2.0,14.0,46.8,21.0,5.8,2.1,17.0,1.0,DuveDe00,1.0,1.0,55.7,2021,,7.0,30.1,92.0,7,387,6440,1185,5.4,26,8,394,396,611,3961,21,18,5.9,209,517,2479,18,4.8,159,102,852,26,38.5,13.3,59.67,77.2
Devin Funchess,CAR,21.0,WR,16.0,5.0,63.0,31.0,49.2,473.0,15.3,5.0,24.0,47.6,52.0,7.5,1.9,29.6,1.0,FuncDe00,0.0,0.0,92.8,2015,,,,41.0,12,500,5871,1060,5.5,19,9,357,300,501,3589,35,10,6.7,197,526,2282,19,4.3,136,103,887,24,42.9,9.6,115.28,72.6
Devin Funchess,CAR,22.0,WR,15.0,7.0,58.0,23.0,39.7,371.0,16.1,4.0,20.0,37.9,48.0,6.4,1.5,24.7,0.0,FuncDe00,0.0,0.0,72.6,2016,,,92.8,41.0,12,369,5499,1052,5.2,29,10,318,306,563,3685,21,19,6.2,194,453,1814,16,4.0,99,98,835,25,34.7,14.0,-81.23,163.5
Devin Funchess,CAR,23.0,WR,16.0,16.0,111.0,63.0,56.8,840.0,13.3,8.0,40.0,48.6,44.0,7.6,3.9,52.5,0.0,FuncDe00,0.0,0.0,163.5,2017,,,82.69999999999999,41.0,12,363,5179,1026,5.0,22,6,320,293,501,3077,22,16,5.7,167,490,2102,15,4.3,121,83,682,32,37.4,11.7,-100.34,100.9
Devin Singletary,BUF,22.0,RB,12.0,8.0,41.0,29.0,70.7,194.0,6.7,2.0,5.0,29.3,49.0,4.7,2.4,16.2,4.0,SingDe00,0.0,0.0,45.900000000000006,2019,,,,74.0,3,314,5283,1018,5.2,19,7,314,299,513,3229,21,12,5.8,162,465,2054,13,4.4,120,117,927,32,30.1,10.2,6.66,45.900000000000006
Devin Singletary,BUF,23.0,RB,16.0,16.0,50.0,38.0,76.0,269.0,7.1,0.0,8.0,56.0,34.0,5.4,2.4,16.8,1.0,SingDe00,0.0,0.0,45.900000000000006,2020,,81.5,45.900000000000006,74.0,3,501,6343,1034,6.1,22,11,397,410,596,4620,40,11,7.4,240,411,1723,16,4.2,119,102,941,38,49.4,11.8,228.66,48.8
Devin Singletary,BUF,24.0,RB,17.0,16.0,50.0,40.0,80.0,228.0,5.7,1.0,11.0,48.0,19.0,4.6,2.4,13.4,5.0,SingDe00,0.0,0.0,48.8,2021,,80.1,45.900000000000006,74.0,3,483,6493,1143,5.7,22,6,398,415,655,4284,36,16,6.3,236,461,2209,20,4.8,134,113,980,28,45.2,11.3,216.68,53.0
Devin Singletary,BUF,25.0,RB,16.0,16.0,52.0,38.0,73.1,280.0,7.4,1.0,15.0,53.8,22.0,5.4,2.4,17.5,3.0,SingDe00,0.0,0.0,53.0,2022,,93.06666666666666,46.866666666666674,74.0,3,455,6361,1037,6.1,27,13,367,361,574,4129,35,14,6.8,212,430,2232,15,5.2,128,92,709,27,45.0,15.2,157.46,34.3
Devonta Freeman,ATL,22.0,RB,16.0,0.0,37.0,30.0,81.1,225.0,7.5,1.0,8.0,45.9,36.0,6.1,1.9,14.1,1.0,FreeDe00,0.0,0.0,43.5,2014,,,,103.0,7,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,61.55,112.3
Devonta Freeman,ATL,23.0,RB,15.0,13.0,97.0,73.0,75.3,578.0,7.9,3.0,21.0,52.6,44.0,6.0,4.9,38.5,3.0,FreeDe00,0.0,1.0,112.3,2015,,28.8,43.5,103.0,7,339,5985,1073,5.6,30,13,359,410,621,4379,21,17,6.7,230,420,1606,13,3.8,95,100,969,34,34.5,17.2,52.68,85.2
Devonta Freeman,ATL,24.0,RB,16.0,16.0,65.0,54.0,83.1,462.0,8.6,2.0,22.0,56.9,35.0,7.1,3.4,28.9,1.0,FreeDe00,0.0,1.0,85.2,2016,,97.20000000000002,77.9,103.0,7,540,6653,995,6.7,11,4,379,374,537,4725,38,7,8.2,239,421,1928,20,4.6,108,104,848,32,52.6,6.3,212.07,55.7
Devontae Booker,DEN,24.0,RB,16.0,6.0,45.0,31.0,68.9,265.0,8.5,1.0,8.0,40.0,43.0,5.9,1.9,16.6,4.0,BookDe00,0.0,0.0,48.0,2016,,,,136.0,9,333,5169,1020,5.1,25,14,290,339,570,3685,20,11,6.0,181,410,1484,11,3.6,76,119,985,33,30.3,11.6,-94.99,42.5
Devontae Booker,DEN,25.0,RB,13.0,0.0,38.0,30.0,78.9,275.0,9.2,0.0,13.0,44.7,29.0,7.2,2.3,21.2,2.0,BookDe00,0.0,0.0,42.5,2017,,77.2,48.0,136.0,9,289,5185,1075,4.8,34,12,297,332,566,3333,19,22,5.4,180,457,1852,8,4.1,92,113,885,25,26.4,16.6,-165.14,46.5
Dexter McCluster,KAN,23.0,RB,16.0,6.0,77.0,52.0,67.5,452.0,8.7,1.0,24.0,40.3,31.0,5.9,3.3,28.3,2.0,McClDe00,0.0,0.0,77.2,2012,,,,36.0,3,211,5108,1015,5.0,37,17,286,273,475,2713,8,20,5.3,144,500,2395,9,4.8,118,92,733,24,24.2,18.8,-203.56,89.6
Dexter McCluster,KAN,24.0,WR,15.0,6.0,83.0,53.0,63.9,511.0,9.6,2.0,30.0,45.8,43.0,6.2,3.5,34.1,2.0,McClDe00,0.0,1.0,89.6,2013,,3.0,77.2,36.0,3,430,5396,1029,5.2,18,10,323,333,546,3340,24,8,5.7,179,442,2056,17,4.7,110,101,774,34,32.0,9.1,38.85,38.7
Dexter McCluster,TEN,25.0,WR,14.0,2.0,36.0,26.0,72.2,197.0,7.6,1.0,10.0,44.4,25.0,5.5,1.9,14.1,1.0,McClDe00,0.0,0.0,38.7,2014,,-0.25,83.4,36.0,3,254,4859,919,5.3,26,10,258,299,513,3412,20,16,6.1,159,356,1447,6,4.1,75,111,961,24,23.6,12.6,-88.85,47.5
Dez Bryant,DAL,24.0,WR,16.0,14.0,138.0,92.0,66.7,1382.0,15.0,12.0,54.0,57.2,85.0,10.0,5.8,86.4,5.0,BryaDe01,0.0,0.0,256.20000000000005,2012,,,,24.0,13,376,5994,1049,5.7,29,10,338,434,658,4729,29,19,6.8,237,355,1265,8,3.6,76,117,853,25,36.7,15.0,-39.11,247.8
Dez Bryant,DAL,25.0,WR,16.0,16.0,159.0,93.0,58.5,1233.0,13.3,13.0,68.0,52.2,79.0,7.8,5.8,77.1,3.0,BryaDe01,0.0,1.0,247.8,2013,,-10.5,256.20000000000005,24.0,13,439,5458,957,5.7,20,8,325,375,586,3954,33,12,6.4,213,336,1504,12,4.5,80,102,867,32,39.9,9.8,88.89,272.0
Dez Bryant,DAL,26.0,WR,16.0,16.0,136.0,88.0,64.7,1320.0,15.0,16.0,60.0,55.1,68.0,9.7,5.5,82.5,0.0,BryaDe01,1.0,1.0,272.0,2014,,-8.2,252.00000000000003,24.0,13,467,6138,1014,6.1,25,14,342,328,476,3784,37,11,7.5,205,508,2354,16,4.6,106,105,839,31,43.6,12.8,174.23,73.6
Dez Bryant,DAL,27.0,WR,9.0,9.0,72.0,31.0,43.1,401.0,12.9,3.0,18.0,34.7,51.0,5.6,3.4,44.6,0.0,BryaDe01,0.0,0.0,73.6,2015,,-8.2,258.6666666666667,24.0,13,275,5361,969,5.5,33,11,307,334,528,3471,16,22,6.2,175,408,1890,8,4.6,94,112,882,38,31.4,18.0,-51.92,152.60000000000002
Dez Bryant,DAL,28.0,WR,13.0,13.0,96.0,50.0,52.1,796.0,15.9,8.0,38.0,50.0,56.0,8.3,3.8,61.2,1.0,BryaDe01,0.0,1.0,152.60000000000002,2016,,-8.2,212.4,24.0,13,421,6027,1010,6.0,15,9,358,325,483,3631,25,6,7.1,191,499,2396,24,4.8,142,105,879,25,43.9,8.7,86.3,154.3
Dion Lewis,NWE,25.0,RB,7.0,6.0,50.0,36.0,72.0,388.0,10.8,2.0,17.0,56.0,40.0,7.8,5.1,55.4,2.0,LewiDi00,0.0,0.0,68.80000000000001,2015,,12.9,,149.0,3,465,5991,1050,5.7,14,7,348,404,629,4587,36,7,6.9,230,383,1404,14,3.7,87,96,860,31,43.2,5.7,138.04,17.9
Dion Lewis,NWE,26.0,RB,7.0,5.0,24.0,17.0,70.8,94.0,5.5,0.0,4.0,41.7,16.0,3.9,2.4,13.4,1.0,LewiDi00,0.0,0.0,17.9,2016,,22.150000000000006,68.80000000000001,149.0,3,441,6180,1056,5.9,11,9,351,368,550,4308,32,2,7.5,203,482,1872,19,3.9,109,93,819,39,42.9,4.9,113.38,55.400000000000006
Dion Lewis,NWE,27.0,RB,16.0,8.0,35.0,32.0,91.4,214.0,6.7,3.0,11.0,60.0,20.0,6.1,2.0,13.4,0.0,LewiDi00,0.0,0.0,55.400000000000006,2017,,23.533333333333335,43.35000000000001,149.0,3,458,6307,1070,5.9,12,4,389,389,587,4418,32,8,7.1,232,448,1889,16,4.2,107,95,835,50,49.4,6.9,114.84,75.5
Dion Lewis,TEN,28.0,RB,16.0,7.0,67.0,59.0,88.1,400.0,6.8,1.0,13.0,41.8,37.0,6.0,3.7,25.0,1.0,LewiDi00,0.0,0.0,75.5,2018,,49.05,47.366666666666674,149.0,3,310,5002,940,5.3,18,6,289,293,437,2975,16,12,6.1,156,456,2027,15,4.4,106,82,727,27,34.9,10.2,10.48,34.900000000000006
Dion Lewis,TEN,29.0,RB,16.0,1.0,32.0,25.0,78.1,164.0,6.6,1.0,7.0,31.3,24.0,5.1,1.6,10.3,1.0,LewiDi00,0.0,0.0,34.900000000000006,2019,,50.379999999999995,54.400000000000006,149.0,3,402,5805,949,6.1,17,9,317,297,448,3582,29,8,7.1,177,445,2223,21,5.0,104,99,932,36,31.4,8.6,115.88,28.200000000000003
Diontae Johnson,PIT,23.0,WR,16.0,12.0,92.0,59.0,64.1,680.0,11.5,5.0,31.0,48.9,45.0,7.4,3.7,42.5,5.0,JohnDi01,0.0,0.0,127.5,2019,,,,66.0,3,289,4428,937,4.7,30,11,265,315,510,2981,18,19,5.5,147,395,1447,7,3.7,75,111,893,43,28.9,16.0,-85.56,178.3
Diontae Johnson,PIT,24.0,WR,15.0,13.0,144.0,88.0,61.1,923.0,10.5,7.0,45.0,47.2,47.0,6.4,5.9,61.5,2.0,JohnDi01,0.0,0.0,178.3,2020,,-5.9,127.5,66.0,3,416,5354,1043,5.1,18,7,322,428,656,4003,35,11,6.0,206,373,1351,12,3.6,81,81,691,35,37.2,8.5,78.22,217.6
Diontae Johnson,PIT,25.0,WR,16.0,14.0,169.0,107.0,63.3,1161.0,10.9,8.0,59.0,47.3,50.0,6.9,6.7,72.6,2.0,JohnDi01,0.0,1.0,217.6,2021,,-4.2,152.9,66.0,3,343,5361,1113,4.8,20,9,323,425,664,3778,23,11,5.4,204,411,1583,10,3.9,85,106,831,34,34.7,9.5,-14.49,131.2
Diontae Johnson,PIT,26.0,WR,17.0,17.0,147.0,86.0,58.5,882.0,10.3,0.0,45.0,49.0,37.0,6.0,5.1,51.9,1.0,JohnDi01,0.0,0.0,131.2,2022,,-2.3666666666666667,174.46666666666667,66.0,3,308,5484,1109,4.9,19,5,345,364,571,3411,12,14,5.6,189,500,2073,16,4.1,129,94,711,27,35.0,9.6,42.17,127.2
Donald Brown,IND,26.0,RB,16.0,5.0,35.0,27.0,77.1,214.0,7.9,2.0,10.0,48.6,33.0,6.1,1.7,13.4,0.0,BrowDo00,0.0,0.0,46.900000000000006,2013,,47.7,,27.0,7,391,5468,1023,5.3,14,4,318,350,582,3725,23,10,6.1,191,409,1743,15,4.3,88,66,576,39,38.8,6.9,98.0,35.6
Donnie Avery,IND,28.0,WR,16.0,15.0,124.0,60.0,48.4,781.0,13.0,3.0,37.0,40.3,48.0,6.3,3.8,48.8,1.0,AverDo00,0.0,0.0,126.1,2012,,,,33.0,2,357,5799,1109,5.2,27,9,360,339,628,4128,23,18,6.2,208,440,1671,11,3.8,110,94,801,42,33.3,13.9,-73.11,91.6
Donovan Peoples-Jones,CLE,22.0,WR,14.0,9.0,58.0,34.0,58.6,597.0,17.6,3.0,26.0,51.7,60.0,10.3,2.4,42.6,2.0,PeopDo00,0.0,0.0,94.7,2021,,,,187.0,1,349,5791,1054,5.5,22,8,342,320,520,3320,21,14,5.8,177,485,2471,20,5.1,138,112,1035,27,32.2,12.4,58.49,132.4
Donte Moncrief,IND,21.0,WR,16.0,2.0,49.0,32.0,65.3,444.0,13.9,3.0,15.0,44.9,79.0,9.1,2.0,27.8,0.0,MoncDo00,0.0,0.0,78.4,2014,,,,90.0,0,458,6506,1105,5.9,31,15,371,410,661,4894,42,16,7.1,251,415,1612,9,3.9,80,105,848,40,39.5,14.6,83.73,141.3
Donte Moncrief,IND,22.0,WR,16.0,10.0,105.0,64.0,61.0,733.0,11.5,6.0,41.0,51.4,33.0,7.0,4.0,45.8,0.0,MoncDo00,0.0,0.0,141.3,2015,,1.7000000000000002,78.4,90.0,0,333,5142,1052,4.9,30,11,311,355,619,3704,26,19,5.6,195,396,1438,6,3.6,77,108,931,39,29.4,14.4,-51.38,87.7
Donte Moncrief,IND,23.0,WR,9.0,7.0,56.0,30.0,53.6,307.0,10.2,7.0,22.0,48.2,39.0,5.5,3.3,34.1,0.0,MoncDo00,0.0,0.0,87.7,2016,,1.7000000000000002,109.85000000000001,90.0,0,411,5830,1037,5.6,22,7,351,370,584,4202,32,15,6.7,220,409,1628,13,4.0,93,103,883,38,40.6,12.2,68.23,64.1
Donte Moncrief,IND,24.0,WR,12.0,8.0,47.0,26.0,55.3,391.0,15.0,2.0,22.0,51.1,60.0,8.3,2.2,32.6,0.0,MoncDo00,0.0,0.0,64.1,2017,,0.8,102.46666666666668,90.0,0,263,4553,994,4.6,15,6,267,285,487,2892,13,9,5.3,148,451,1661,11,3.7,94,92,779,25,29.4,8.3,-189.77,108.8
Dorial Green-Beckham,TEN,22.0,WR,16.0,5.0,67.0,32.0,47.8,549.0,17.2,4.0,30.0,47.8,47.0,8.2,2.0,34.3,0.0,GreeDo00,0.0,0.0,94.9,2015,,,,40.0,6,299,4988,976,5.1,33,16,298,342,551,3503,25,17,5.8,195,371,1485,10,4.0,66,93,779,37,25.7,16.2,-89.79,69.2
Drake London,ATL,21.0,WR,17.0,15.0,117.0,72.0,61.5,866.0,12.0,4.0,48.0,56.4,40.0,7.4,4.2,50.9,3.0,LondDr00,0.0,0.0,146.60000000000002,2022,,,,8.0,8,365,5417,1011,5.4,21,12,330,257,415,2699,17,9,6.0,148,559,2718,17,4.9,152,68,594,30,39.5,11.4,73.69,137.0
Duke Johnson,CLE,22.0,RB,16.0,7.0,74.0,61.0,82.4,534.0,8.8,2.0,24.0,41.9,52.0,7.2,3.8,33.4,1.0,JohnDu00,0.0,0.0,95.9,2015,,,,77.0,1,278,5311,1042,5.1,30,18,307,371,609,3782,20,12,5.7,192,380,1529,5,4.0,81,120,1083,34,29.8,15.2,-66.22,77.9
Duke Johnson,CLE,23.0,RB,16.0,1.0,74.0,53.0,71.6,514.0,9.7,0.0,24.0,47.3,32.0,6.9,3.3,32.1,2.0,JohnDu00,0.0,0.0,77.9,2016,,35.9,95.9,77.0,1,264,4976,983,5.1,25,11,296,338,567,3264,15,14,5.2,181,350,1712,13,4.9,83,95,736,32,27.2,13.3,-72.41,124.3
Duke Johnson,CLE,24.0,RB,16.0,0.0,93.0,74.0,79.6,693.0,9.4,3.0,32.0,49.5,41.0,7.5,4.6,43.3,4.0,JohnDu00,0.0,0.0,124.3,2017,0.0,36.849999999999994,86.9,77.0,1,234,4942,1008,4.9,41,13,290,312,574,3228,15,28,5.2,157,384,1714,11,4.5,97,110,924,36,22.0,21.0,-233.13,84.4
Duke Johnson,CLE,25.0,RB,16.0,2.0,62.0,47.0,75.8,429.0,9.1,3.0,25.0,46.8,32.0,6.9,2.9,26.8,1.0,JohnDu00,0.0,0.0,84.4,2018,0.0,41.49999999999999,99.36666666666667,77.0,1,359,5900,1023,5.8,24,7,314,353,574,4007,29,17,6.5,189,411,1893,15,4.6,93,112,894,32,31.2,11.4,36.91,81.0
Duke Johnson,HOU,26.0,RB,16.0,2.0,62.0,44.0,71.0,410.0,9.3,3.0,18.0,50.0,21.0,6.6,2.8,25.6,1.0,JohnDu00,0.0,0.0,81.0,2019,0.0,35.65,95.625,77.0,1,378,5792,1017,5.7,22,8,346,355,534,3783,27,14,6.5,203,434,2009,17,4.6,112,111,892,31,37.9,12.4,118.67,44.900000000000006
Durham Smythe,MIA,25.0,TE,15.0,13.0,29.0,26.0,89.7,208.0,8.0,2.0,13.0,75.9,19.0,7.2,1.7,13.9,0.0,SmytDu00,0.0,0.0,45.8,2020,,,,123.0,6,404,5424,1021,5.3,20,7,345,370,559,3736,24,13,6.3,207,428,1688,15,3.9,100,74,635,38,41.4,11.0,61.96,52.7
Dwayne Bowe,KAN,28.0,WR,13.0,12.0,114.0,59.0,51.8,801.0,13.6,3.0,44.0,49.1,47.0,7.0,4.5,61.6,1.0,BoweDw00,0.0,0.0,127.6,2012,,,,23.0,4,211,5108,1015,5.0,37,17,286,273,475,2713,8,20,5.3,144,500,2395,9,4.8,118,92,733,24,24.2,18.8,-203.56,125.8
Dwayne Bowe,KAN,29.0,WR,15.0,15.0,103.0,57.0,55.3,673.0,11.8,5.0,39.0,47.6,34.0,6.5,3.8,44.9,0.0,BoweDw00,0.0,0.0,125.8,2013,,,127.6,23.0,4,430,5396,1029,5.2,18,10,323,333,546,3340,24,8,5.7,179,442,2056,17,4.7,110,101,774,34,32.0,9.1,38.85,105.4
Earl Bennett,CHI,25.0,WR,12.0,4.0,49.0,29.0,59.2,375.0,12.9,2.0,20.0,51.0,60.0,7.7,2.4,31.3,0.0,BennEa00,0.0,0.0,64.0,2012,,,,70.0,3,375,4969,999,5.0,24,8,292,287,485,2999,21,16,5.7,163,470,1970,11,4.2,99,102,811,30,30.3,11.8,-115.17,64.3
