"Player","Team","Pos","Fantasy Points Pts","Fantasy Points x-Pts","Fantasy Points +/-","Points Per Game PPG","Points Per Game x-PPG","Points Per Game +/-","#G","Receiving Rec","Receiving X-Rec","Receiving Yds","Receiving X-Yds","Receiving TD","Receiving X-TD","Rushing Yds","Rushing X-Yds","Rushing TD","Rushing X-TD"
"Trent Sherfield","BUF","WR","1.4","2.3","-0.8999999999999999","1.4","2.3","-0.9","1","1","1.43","9","16.22","0","0","0","0","0","0"
"Hunter Renfrow","LV","WR","4.2","4.4","-0.20000000000000018","4.2","4.4","-0.2","1","2","2.46","32","19.08","0","0.2112","0","0","0","0"
"Rhamondre Stevenson","NE","RB","20.9","10.8","10.099999999999998","20.9","10.8","10.1","1","4","4.94","42","41.85","0","0","87","39.8076","1","0.02"
"T.J. Hockenson","MIN","TE","10.5","17.9","-7.399999999999999","10.5","17.9","-7.4","1","7","8.63","70","78.36","0","0.9504","0","0","0","0"
"Alec Pierce","IND","WR","0","2","-2","0","2","-2","1","0","1.08","0","14.71","0","0","0","0","0","0"
"Devin Singletary","HST","RB","3.6","11","-7.4","3.6","11","-7.4","1","2","1.82","0","12.43","0","0","26","56.3304","0","0.53"
"Byron Pringle","WAS","WR","7","5.8","1.2000000000000002","7","5.8","1.2","1","3","2.53","55","37.15","0","0.1344","0","0","0","0"
"Josh Jacobs","LV","RB","21.8","19","2.8000000000000007","21.8","19","2.8","1","0","0","0","0","0","0","98","106.6244","2","1.39"
"Trey McBride","ARZ","TE","3.7","5.2","-1.5","3.7","5.2","-1.5","1","3","3.59","22","34.09","0","0","0","0","0","0"
"Nico Collins","HST","WR","12.9","9.7","3.200000000000001","12.9","9.7","3.2","1","3","3.42","54","42.93","1","0.6144","0","0","0","0"
"Zamir White","LV","RB","-0.2","1.8","-2","-0.2","1.8","-2","1","0","0","0","0","0","0","-2","17.7282","0","0.01"
"Chigoziem Okonkwo","TEN","TE","4.3","5.4","-1.1000000000000005","4.3","5.4","-1.1","1","3","2.63","28","26.75","0","0.2304","0","0","0","0"
"Ameer Abdullah","LV","RB","3.5","3.1","0.3999999999999999","3.5","3.1","0.4","1","2","1.69","17","13.95","0","0","8","8.9376","0","0"
"Andrew Ogletree","IND","TE","2.4","1.3","1.0999999999999999","2.4","1.3","1.1","1","1","0.51","19","9.64","0","0.0096","0","0","0","0"
"Austin Hooper","LV","TE","1.5","1","0.5","1.5","1","0.5","1","1","0.86","10","6.05","0","0","0","0","0","0"
"Antonio Gibson","WAS","RB","10.1","7.1","3","10.1","7.1","3","1","5","4.5","42","24.66","0","0","34","22.9516","0","0.02"
"Connor Heyward","PIT","TE","2.6","3.5","-0.8999999999999999","2.6","3.5","-0.9","1","2","2.58","16","21.86","0","0","0","0","0","0"
"Zach Charbonnet","SEA","RB","1.8","3","-1.2","1.8","3","-1.2","1","1","0.85","5","5.23","0","0","8","15.9054","0","0.07"
"Durham Smythe","MIA","TE","3.2","3.6","-0.3999999999999999","3.2","3.6","-0.4","1","3","2.55","17","23.64","0","0","0","0","0","0"
"Gabe Davis","BUF","WR","0","5.4","-5.4","0","5.4","-5.4","1","0","1.1","0","25.68","0","0.3744","0","0","0","0"
"Tre Tucker","LV","WR","6.6","7.1","-0.5","6.6","7.1","-0.5","1","2","1.48","52","30.75","0","0.4608","4","4.5472","0","0.01"
"Salvon Ahmed","MIA","RB","2.2","4.2","-2","2.2","4.2","-2","1","2","2.32","8","16.08","0","0.0096","4","14.2002","0","0"
"Jaylen Warren","PIT","RB","12.7","8.4","4.299999999999999","12.7","8.4","4.3","1","3","2.77","25","13.82","0","0.0768","87","48.5296","0","0.06"
"Tyler Scott","CHI","WR","-0.5","1.7","-2.2","-0.5","1.7","-2.2","1","0","0.49","0","10.03","0","0","-5","4.8314","0","0"
"Logan Thomas","WAS","TE","5.1","7","-1.9000000000000004","5.1","7","-1.9","1","4","4.17","31","34","0","0.2496","0","0","0","0"
"Chris Olave","NO","WR","13.6","12.8","0.7999999999999989","13.6","12.8","0.8","1","6","5.69","46","61.94","1","0.624","0","0","0","0"
