"Player","Team","Pos","Fantasy Points Pts","Fantasy Points x-Pts","Fantasy Points +/-","Points Per Game PPG","Points Per Game x-PPG","Points Per Game +/-","#G","Receiving Rec","Receiving X-Rec","Receiving Yds","Receiving X-Yds","Receiving TD","Receiving X-TD","Rushing Yds","Rushing X-Yds","Rushing TD","Rushing X-TD"
"Kyle Pitts","ATL","TE","5","6","-1","5","6","-1","1","3","2.78","35","45.92","0","0","0","0","0","0"
"Simi Fehoko","LAC","WR","7.4","3.9","3.5000000000000004","7.4","3.9","3.5","1","1","1.39","9","16.66","1","0.2496","0","0","0","0"
"Mo Alie-Cox","IND","TE","1.6","1.6","0","1.6","1.6","0","1","1","1.27","11","9.18","0","0","0","0","0","0"
"Chase Claypool","MIA","WR","2","2.9","-0.8999999999999999","2","2.9","-0.9","1","1","1.47","15","18.01","0","0.0672","0","0","0","0"
"Miles Sanders","CAR","RB","0","1","-1","0","1","-1","1","0","0","0","0","0","0","0","9.604","0","0"
"Latavius Murray","BUF","RB","1.6","7.8","-6.199999999999999","1.6","7.8","-6.2","1","1","0.9","4","4.84","0","0","7","14.7886","0","0.89"
"Trent Taylor","CHI","WR","-0.2","0.5","-0.7","-0.2","0.5","-0.7","1","0","0","0","0","0","0","-2","4.5472","0","0"
"Allen Robinson II","PIT","WR","0","1.9","-1.9","0","1.9","-1.9","1","0","0.42","0","16.71","0","0","0","0","0","0"
"Ke'Shawn Vaughn","TB","RB","0.1","0.5","-0.4","0.1","0.5","-0.4","1","0","0","0","0","0","0","1","4.704","0","0"
"Emari Demercado","ARZ","RB","8.4","9.8","-1.4000000000000004","8.4","9.8","-1.4","1","1","0.89","1","3.94","0","0","78","86.9358","0","0.04"
"Jonathan Taylor","IND","RB","10.2","9.7","0.5","10.2","9.7","0.5","1","1","1.36","2","9.69","0","0.0096","95","50.7346","0","0.49"
"Wan'Dale Robinson","NYG","WR","1.7","2.2","-0.5000000000000002","1.7","2.2","-0.5","1","0","0.8","0","7.12","0","0","17","8.6436","0","0.03"
"Nelson Agholor","BLT","WR","0","0.9","-0.9","0","0.9","-0.9","1","0","0.47","0","6.89","0","0","0","0","0","0"
"Tank Dell","HST","WR","4.6","6.2","-1.6000000000000005","4.6","6.2","-1.6","1","3","3.03","16","28.2","0","0.0672","15","12.8282","0","0.03"
"Payne Durham","TB","TE","0","1.5","-1.5","0","1.5","-1.5","1","0","0.43","0","10.73","0","0.0384","0","0","0","0"
"Jake Bobo","SEA","WR","9.6","4.8","4.8","9.6","4.8","4.8","1","2","1.58","23","15.1","0","0","3","1.9012","1","0.38"
"Irv Smith Jr.","CIN","TE","4.4","6.5","-2.0999999999999996","4.4","6.5","-2.1","1","4","3.42","24","23.99","0","0.4032","0","0","0","0"
"Velus Jones Jr.","CHI","WR","0.9","3.7","-2.8000000000000003","0.9","3.7","-2.8","1","1","1.04","4","17.23","0","0.2496","0","0","0","0"
"DJ Chark Jr.","CAR","WR","3.3","6.1","-2.8","3.3","6.1","-2.8","1","2","2.45","23","45.99","0","0.0384","0","0","0","0"
"Dontayvion Wicks","GB","WR","3.8","7.4","-3.6000000000000005","3.8","7.4","-3.6","1","2","2.75","28","36.15","0","0.3936","0","0","0","0"
"Allen Lazard","NYJ","WR","6","7.3","-1.2999999999999998","6","7.3","-1.3","1","3","3.81","45","52.88","0","0.0096","0","0","0","0"
"Jaleel McLaughlin","DEN","RB","5.4","4.4","1","5.4","4.4","1","1","3","2.87","15","12.11","0","0.1248","24","9.212","0","0.01"
"Jahan Dotson","WAS","WR","20.8","12.4","8.4","20.8","12.4","8.4","1","8","5.81","108","68.2","1","0.4416","0","0","0","0"
"Davante Adams","LV","WR","1.6","9.5","-7.9","1.6","9.5","-7.9","1","1","3.16","11","64.24","0","0.2496","0","0","0","0"
"Breece Hall","NYJ","RB","18.3","14.4","3.9000000000000004","18.3","14.4","3.9","1","6","6.89","76","52.8","1","0","17","56.3402","0","0.01"
"Mike Gesicki","NE","TE","2.1","4","-1.9","2.1","4","-1.9","1","2","2.25","11","29.17","0","0","0","0","0","0"
"Drake London","ATL","WR","8","6.8","1.2000000000000002","8","6.8","1.2","1","5","3.71","55","48.72","0","0.0192","0","0","0","0"
"Darren Waller","NYG","TE","0.9","1.9","-0.9999999999999999","0.9","1.9","-1","1","1","1.32","4","11.96","0","0","0","0","0","0"
"Zack Moss","IND","RB","13.9","10","3.9000000000000004","13.9","10","3.9","1","1","0.83","8","6.34","0","0","66","41.082","1","0.81"
"Boston Scott","PHI","RB","0.9","0.7","0.20000000000000007","0.9","0.7","0.2","1","1","0.91","4","2.64","0","0","0","0","0","0"
"Taysom Hill","NO","TE","20.2","11","9.2","20.2","11","9.2","1","1","0.84","14","6.65","0","0","63","24.6474","2","1.25"
"George Kittle","SF","TE","19.4","18.2","1.1999999999999993","19.4","18.2","1.2","1","9","7.95","149","101.23","0","0.6816","0","0","0","0"
"Blake Bell","KC","TE","0","1","-1","0","1","-1","1","0","0.9","0","5.51","0","0","0","0","0","0"
"Terrace Marshall Jr.","CAR","WR","1.4","2","-0.6000000000000001","1.4","2","-0.6","1","1","0.69","9","7.04","0","0.1632","0","0","0","0"
"Dalvin Cook","NYJ","RB","0.5","0.9","-0.4","0.5","0.9","-0.4","1","0","0","0","0","0","0","5","8.7514","0","0"
"KhaDarel Hodge","ATL","WR","9","4.5","4.5","9","4.5","4.5","1","3","1.97","75","34.92","0","0","0","0","0","0"
"Juwann Winfree","IND","WR","0","1.7","-1.7","0","1.7","-1.7","1","0","0.61","0","14.03","0","0","0","0","0","0"
"Adam Thielen","CAR","WR","11.2","16.1","-4.900000000000002","11.2","16.1","-4.9","1","8","8.03","72","68.75","0","0.8736","0","0","0","0"
"Travis Kelce","KC","TE","8.8","10.2","-1.3999999999999986","8.8","10.2","-1.4","1","6","5.96","58","54.11","0","0.2976","0","0","0","0"
"Julian Hill","MIA","TE","0.9","2.2","-1.3000000000000003","0.9","2.2","-1.3","1","1","1.61","4","13.66","0","0","0","0","0","0"
"Darrynton Evans","CHI","RB","11.5","8.3","3.1999999999999993","11.5","8.3","3.2","1","3","3.22","22","19.19","0","0.192","18","12.5244","1","0.39"
"Marvin Mims Jr.","DEN","WR","0.5","1","-0.5","0.5","1","-0.5","1","1","0.92","0","5.78","0","0","0","0","0","0"
"Harrison Bryant","CLV","TE","0","3.8","-3.8","0","3.8","-3.8","1","0","0.49","0","6.86","0","0.4704","0","0","0","0"
"Cordarrelle Patterson","ATL","RB","0.7","1","-0.30000000000000004","0.7","1","-0.3","1","0","0","0","0","0","0","7","8.6926","0","0.02"
"Pierre Strong Jr.","CLV","RB","8.7","5.7","2.999999999999999","8.7","5.7","3","1","1","0.95","41","3.77","0","0","41","42.0322","0","0.1"
"Jalen Reagor","NE","WR","0","4.9","-4.9","0","4.9","-4.9","1","0","1.09","0","8.69","0","0.576","0","0","0","0"
"Joe Mixon","CIN","RB","18.5","16.2","2.3000000000000007","18.5","16.2","2.3","1","3","2.53","23","15.76","0","0.4704","87","68.1394","1","0.62"
"Jamison Crowder","WAS","WR","19","9.8","9.2","19","9.8","9.2","1","7","5.17","95","58.41","1","0.2208","0","0","0","0"
"Mike Evans","TB","WR","11.4","9.9","1.5","11.4","9.9","1.5","1","3","2.67","39","44.47","1","0.6912","0","0","0","0"
"Kareem Hunt","CLV","RB","13.2","10","3.1999999999999993","13.2","10","3.2","1","1","0.92","12","5.56","0","0","55","54.9098","1","0.59"
"Roschon Johnson","CHI","RB","4.4","7.5","-3.0999999999999996","4.4","7.5","-3.1","1","3","3.66","10","22.79","0","0.1824","19","22.4518","0","0.01"
"Josh Downs","IND","WR","10.7","10.8","-0.10000000000000142","10.7","10.8","-0.1","1","7","6.37","72","70.87","0","0.0864","0","0","0","0"
"Jerry Jeudy","DEN","WR","12","10.8","1.1999999999999993","12","10.8","1.2","1","2","2.47","50","59.17","1","0.6048","0","0","0","0"
"D'Ernest Johnson","JAX","RB","0.8","1","-0.19999999999999996","0.8","1","-0.2","1","0","0","0","0","0","0","8","9.261","0","0.02"
"Noah Brown","HST","WR","7.2","6.4","0.7999999999999998","7.2","6.4","0.8","1","3","2.36","57","41.09","0","0.192","0","0","0","0"
"Dalton Kincaid","BUF","TE","15","14.3","0.6999999999999993","15","14.3","0.7","1","5","5.27","65","47.75","1","1.1536","0","0","0","0"
"Andrei Iosivas","CIN","WR","6.7","3.7","3","6.7","3.7","3","1","1","0.58","2","1.16","1","0.5568","0","0","0","0"
"Diontae Johnson","PIT","WR","12.5","22.8","-10.3","12.5","22.8","-10.3","1","8","8.48","85","125.33","0","1.008","0","0","0","0"
"Jayden Reed","GB","WR","10.3","8.5","1.8000000000000007","10.3","8.5","1.8","1","4","3.8","83","62.97","0","0.0576","0","0","0","0"
"Juwan Johnson","NO","TE","1","3.6","-2.6","1","3.6","-2.6","1","1","0.89","5","9.57","0","0.3744","0","0","0","0"
"Evan Engram","JAX","TE","14.6","13.3","1.299999999999999","14.6","13.3","1.3","1","10","8.26","96","75.39","0","0.2688","0","0","0","0"
"Austin Ekeler","LAC","RB","21.9","16.6","5.299999999999997","21.9","16.6","5.3","1","7","7.22","95","45.2","1","0.2112","29","66.4244","0","0.09"
"Tyler Lockett","SEA","WR","18.1","13.8","4.300000000000001","18.1","13.8","4.3","1","8","6.13","81","78.63","1","0.4704","0","0","0","0"
"Robert Tonyan","CHI","TE","1.3","1.3","0","1.3","1.3","0","1","1","0.85","8","8.25","0","0","0","0","0","0"
"Tank Bigsby","JAX","RB","1","1.4","-0.3999999999999999","1","1.4","-0.4","1","0","0","0","0","0","0","10","12.691","0","0.02"
"Rashod Bateman","BLT","WR","6.2","2.6","3.6","6.2","2.6","3.6","1","2","0.91","34","16.22","0","0.0096","18","5.0078","0","0"
"Braxton Berrios","MIA","WR","1.8","3","-1.2","1.8","3","-1.2","1","2","2.2","8","18.72","0","0","0","0","0","0"
"Mark Andrews","BLT","TE","12","8.9","3.0999999999999996","12","8.9","3.1","1","4","3.66","40","32.36","1","0.6336","0","0","0","0"
"Treylon Burks","TEN","WR","0","3.3","-3.3","0","3.3","-3.3","1","0","0.67","0","28.6","0","0.0192","0","0","0","0"
"K.J. Osborn","MIN","WR","13.9","14.1","-0.1999999999999993","13.9","14.1","-0.2","1","8","7.87","99","84.64","0","0.288","0","0","0","0"
"Alexander Mattison","MIN","RB","3.8","9.7","-5.8999999999999995","3.8","9.7","-5.9","1","1","0.81","2","5.17","0","0.1728","31","69.0802","0","0.14"
"KaVontae Turpin","DAL","WR","1.8","2.5","-0.7","1.8","2.5","-0.7","1","1","1.18","13","19.33","0","0","0","0","0","0"
"Jeff Wilson Jr.","MIA","RB","4.7","4.1","0.6000000000000005","4.7","4.1","0.6","1","2","1.67","14","9.36","0","0","23","21.6776","0","0.02"
"A.J. Brown","PHI","WR","29","13.3","15.7","29","13.3","15.7","1","8","4.67","130","66.08","2","0.72","0","0","0","0"
"Xavier Gipson","NYJ","WR","0.3","1.5","-1.2","0.3","1.5","-1.2","1","0","0.79","0","6.87","0","0","3","4.655","0","0"
"Courtland Sutton","DEN","WR","9.9","4.3","5.6000000000000005","9.9","4.3","5.6","1","2","1.33","29","15.99","1","0.336","0","0","0","0"
"Trayveon Williams","CIN","RB","0.6","0.9","-0.30000000000000004","0.6","0.9","-0.3","1","0","0","0","0","0","0","6","8.7024","0","0"
"Calvin Austin III","PIT","WR","3.9","2.3","1.6","3.9","2.3","1.6","1","2","0.72","19","10.19","0","0","10","9.359","0","0"
"Elijah Mitchell","SF","RB","0.2","5.4","-5.2","0.2","5.4","-5.2","1","0","0.76","0","3.81","0","0.3744","2","10.5938","0","0.23"
"Khalil Shakir","BUF","WR","12.2","8.1","4.1","12.2","8.1","4.1","1","6","4.31","92","49.28","0","0.1632","0","0","0","0"
"Brandon Aiyuk","SF","WR","13.4","14.6","-1.1999999999999993","13.4","14.6","-1.2","1","5","5.74","109","110.21","0","0.1248","0","0","0","0"
"Raheem Blackshear","CAR","RB","4.1","3.4","0.6999999999999997","4.1","3.4","0.7","1","2","1.66","26","9.31","0","0.0384","5","11.8482","0","0.04"
"Derius Davis","LAC","WR","1.4","2.1","-0.7000000000000002","1.4","2.1","-0.7","1","2","1.87","4","10.91","0","0.0096","0","0","0","0"
"Jordan Addison","MIN","WR","17.9","14.2","3.6999999999999993","17.9","14.2","3.7","1","7","5.44","82","57.07","1","0.864","2","3.6652","0","0.04"
"Ben Skowronek","LA","WR","8.5","2.3","6.2","8.5","2.3","6.2","1","1","0.59","20","8.08","1","0.2016","0","0","0","0"
