"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Mitch Trubisky","CHI","1","26","21","15","1","76.2","202","0","8.9","1","0","0","1","1","3","0","1","14.3","0","8","34","0","0","0","3","0","37.5","1","0","12.5","0","0","14.5","0.56"
"Jacoby Brissett","IND","1","1","1","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0.2","0.2"
"Jared Goff","LA","1","38","34","22","2","82.8","209","0","6.3","2","0","0","1","3","2","2","0","5.9","5.9","1","9","0","0","0","0","0","0","0","0","0","0","0","16.3","0.43"
"Marcus Mariota","LV","1","32","28","17","1","72","226","0","10.8","1","0","0","1","0","0","0","0","0","0","9","88","1","0","0","3","1","33.3","1","1","11.1","0","0","26.8","0.84"
"Derek Carr","LV","1","6","5","3","0","75","53","0","7.8","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1","0.35"
"Teddy Bridgewater","CAR","1","41","35","21","2","69.7","258","0","7.8","0","0","0","0","3","2","0","0","5.7","0","4","26","1","0","1","3","1","75","1","0","25","0","0","18.9","0.46"
"Matt Barkley","BUF","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Kirk Cousins","MIN","1","41","35","24","1","83.3","271","0","7.4","2","0","0","1","3","5","1","1","14.3","2.9","3","25","0","0","1","0","0","0","0","0","0","0","0","20.3","0.5"
"Russell Wilson","SEA","1","30","27","18","1","73.1","121","0","5.1","1","0","0","1","0","2","1","0","7.4","3.7","6","52","0","0","0","0","0","0","0","0","0","0","0","13","0.43"
"Ryan Tannehill","TEN","1","30","27","21","0","80.8","273","0","9","3","1","1","0","1","1","0","0","3.7","0","3","21","2","0","0","2","2","66.7","1","1","33.3","0","0","37","1.23"
"Andy Dalton","DAL","1","39","33","19","2","70","209","0","6.4","2","0","0","0","2","1","1","0","3","3","2","8","0","0","0","0","0","0","0","0","0","0","0","17.2","0.44"
"Cam Newton","NE","1","32","27","17","3","80","209","0","8.8","0","0","0","0","3","1","0","0","3.7","0","9","38","0","0","1","0","0","0","0","0","0","0","0","12.2","0.38"
"Colt McCoy","NYG","1","33","31","19","1","64.5","221","0","10.3","0","0","0","0","1","6","0","0","19.4","0","2","3","0","0","0","1","0","50","0","0","0","0","0","9.1","0.28"
"Chase Daniel","DET","1","7","6","5","0","83.3","55","0","9.3","0","0","0","1","0","0","0","0","0","0","1","11","0","0","0","0","0","0","0","0","0","0","0","2.3","0.33"
"Matthew Stafford","DET","1","34","32","22","1","74.2","252","0","9.7","1","0","0","0","1","2","1","0","6.3","3.1","1","12","0","0","0","1","0","100","0","0","0","0","0","15.3","0.45"
"Matt Ryan","ATL","1","53","49","34","3","80.4","356","1","9.4","3","0","0","0","3","5","3","0","10.2","6.1","1","16","0","0","0","0","0","0","0","0","0","0","0","27.8","0.52"
"Aaron Rodgers","GB","1","37","29","20","3","88.5","143","0","4.9","1","0","0","0","5","0","0","0","0","0","5","26","1","0","0","1","1","20","0","0","0","0","0","18.3","0.49"
"Ben Roethlisberger","PIT","1","39","38","20","0","57.1","170","0","8.9","1","0","0","1","1","2","1","0","5.3","2.6","2","-1","0","0","2","0","0","0","0","0","0","0","0","9.7","0.25"
"Philip Rivers","IND","1","29","28","22","1","82.1","228","0","7.1","2","0","0","0","1","1","1","0","3.6","3.6","1","-1","0","0","0","0","0","0","0","0","0","0","0","17","0.59"
"Drew Brees","NO","1","35","34","15","3","56.3","234","0","8.8","3","0","0","1","1","1","1","0","2.9","2.9","0","0","0","0","0","0","0","0","0","0","0","0","1","20.4","0.58"
"Tom Brady","TB","1","48","45","31","2","78.6","390","1","7.6","2","1","0","0","3","3","0","0","6.7","0","2","-2","0","0","0","1","0","50","0","0","0","0","0","23.4","0.49"
