"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Justin Fields","CHI","1","37","29","17","0","60.7","291","0","16.5","1","0","0","1","3","3","1","0","10.3","3.4","8","45","0","0","0","1","0","12.5","0","0","0","0","0","19.1","0.52"
"Trevor Lawrence","JAX","1","28","26","15","3","72","118","0","7.2","0","0","0","0","2","2","0","0","7.7","0","3","4","0","0","0","1","0","33.3","0","0","0","0","0","5.1","0.18"
"Sam Ehlinger","IND","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","100","1","0","100","0","0","0.1",""
"Mac Jones","NE","1","20","18","12","0","75","139","0","5.8","1","0","0","1","2","2","1","0","11.1","5.6","2","4","0","0","1","0","0","0","0","0","0","0","0","9","0.45"
"Josh Allen","BUF","1","54","47","31","1","74.4","264","0","6.2","0","0","0","2","4","1","0","0","2.1","0","5","50","0","0","1","0","0","0","0","0","0","0","0","13.6","0.25"
"Baker Mayfield","CLV","1","23","21","14","0","82.4","218","0","12.4","2","1","1","0","2","2","1","0","9.5","4.8","0","0","0","0","0","0","0","0","0","0","0","0","0","16.7","0.73"
"Logan Woodside","TEN","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","0","0","0","0","0","0","0","-0.1",""
"Mike White","NYJ","1","11","11","7","0","70","95","0","10.1","1","0","0","0","0","1","1","0","9.1","9.1","0","0","0","0","0","0","0","0","0","0","0","0","0","7.8","0.71"
"Chris Streveler","ARZ","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0.2",""
"Lamar Jackson","BLT","1","53","41","27","2","76.3","266","0","8.5","3","0","0","2","3","2","1","0","4.9","2.4","21","120","0","0","0","3","0","14.3","1","0","4.8","0","0","32.6","0.62"
"Jordan Love","GB","1","39","34","19","0","59.4","190","0","7.8","1","0","0","1","1","1","0","0","2.9","0","5","23","0","0","1","0","0","0","0","0","0","0","0","12.9","0.33"
"Jalen Hurts","PHI","1","24","17","11","0","68.8","162","0","13.3","1","0","0","0","1","1","0","0","5.9","0","10","62","0","0","0","3","0","30","0","0","0","0","0","16.7","0.7"
"Feleipe Franks","ATL","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0.3",""
"Daniel Jones","NYG","1","25","20","15","0","83.3","110","0","4.8","1","0","0","0","2","0","0","0","0","0","4","17","0","0","1","0","0","0","0","0","0","0","0","10.1","0.4"
"Sam Darnold","CAR","1","37","33","16","1","70.8","172","0","6.8","0","0","0","3","1","1","0","1","3","0","3","9","0","0","1","1","0","33.3","0","0","0","0","0","4.8","0.13"
"Justin Herbert","LAC","1","41","38","32","1","89.2","356","1","5.7","2","0","0","0","0","2","1","0","5.3","2.6","5","14","1","0","0","2","1","40","0","0","0","1","1","29.6","0.72"
"Joe Burrow","CIN","1","46","40","28","2","76.9","282","0","9.5","0","0","0","2","5","3","0","1","7.5","0","2","1","0","0","1","1","0","50","0","0","0","0","0","9.4","0.2"
"Taysom Hill","NO","1","2","2","2","0","100","33","0","16.5","0","0","0","0","0","0","0","0","0","0","1","4","0","0","0","1","0","100","0","0","0","0","0","1.7","0.85"
"C.J. Beathard","JAX","1","2","2","2","0","100","33","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3","0.65"
"Patrick Mahomes","KC","1","38","37","20","3","63.9","166","0","9.3","1","0","0","0","1","1","1","0","2.7","2.7","2","-2","0","0","0","0","0","0","0","0","0","0","0","10.4","0.27"
"Brandon Allen","CIN","1","2","2","1","0","50","6","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0.1"
"Dak Prescott","DAL","1","43","39","19","2","56.8","232","0","12.3","2","0","0","1","2","2","2","0","5.1","5.1","2","16","0","0","0","0","0","0","0","0","0","1","1","17.9","0.42"
"Jacoby Brissett","MIA","1","48","43","26","5","79.5","244","0","9.7","1","0","0","2","4","2","1","0","4.7","2.3","1","7","0","0","1","0","0","0","0","0","0","0","0","12.5","0.26"
"Carson Wentz","IND","1","33","30","22","1","82.1","272","0","8.9","3","0","0","0","1","2","2","0","6.7","6.7","4","13","0","0","0","2","0","50","2","0","50","0","0","24.2","0.73"
"Trevor Siemian","NO","1","42","41","25","3","73.7","249","0","8.5","2","0","0","0","1","3","1","0","7.3","2.4","0","0","0","0","1","0","0","0","0","0","0","0","1","18","0.43"
"Marcus Mariota","LV","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0.6",""
"Jimmy Garoppolo","SF","1","46","40","28","3","83.8","326","1","9.3","2","0","0","1","5","2","2","0","5","5","1","3","0","0","0","0","0","0","0","0","0","0","0","20.3","0.44"
"Derek Carr","LV","1","48","46","30","0","68.2","296","0","6.4","1","0","0","2","1","7","1","0","15.2","2.2","2","5","0","0","1","1","0","50","0","0","0","0","0","14.3","0.3"
"Teddy Bridgewater","DEN","1","32","28","19","0","79.2","249","0","8.4","1","1","0","0","4","1","1","0","3.6","3.6","3","-1","1","0","0","1","1","33.3","1","1","33.3","1","1","19.9","0.62"
"Case Keenum","CLV","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Kirk Cousins","MIN","1","28","28","17","0","65.4","187","0","8.3","2","1","1","0","0","2","1","0","7.1","3.6","1","1","1","0","0","1","1","100","1","1","100","0","0","21.6","0.77"
"Ryan Tannehill","TEN","1","30","27","19","2","80.8","143","0","4.3","1","0","0","1","3","2","1","0","7.4","3.7","2","3","1","0","0","2","1","100","1","1","50","0","0","15","0.5"
"Tyrod Taylor","HST","1","51","43","24","2","70.3","240","0","7.9","0","0","0","3","5","5","0","1","11.6","0","3","23","0","0","0","0","0","0","0","0","0","0","0","8.9","0.17"
"Colt McCoy","ARZ","1","29","26","22","1","92","249","0","3.5","1","1","0","0","2","0","0","0","0","0","7","23","0","0","0","2","0","28.6","0","0","0","0","0","16.3","0.56"
"Brian Hoyer","NE","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","3","-3","0","0","0","0","0","0","0","0","0","0","0","-0.3",""
"Matthew Stafford","LA","1","55","48","31","1","71.1","294","0","5.8","1","0","0","2","5","5","1","0","10.4","2.1","2","13","0","0","0","0","0","0","0","0","0","0","0","15.1","0.27"
"Josh Johnson","NYJ","1","46","41","27","2","70.7","317","1","8.3","3","0","0","1","2","1","1","0","2.4","2.4","4","18","0","0","0","0","0","0","0","0","0","0","1","25.5","0.55"
