"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Malik Heath","GB","1","WR","1","1","0","0","0","0","0","0","100","-1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","0.01","0.5"
"Tyler Scott","CHI","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Quentin Johnston","LAC","1","WR","5","2","0","29","0","0","0","0","40","22.4","5.8","14.5","4","1","0","0","20","0","0","1","0","20","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0.07","1.33"
"Jordan Addison","MIN","1","WR","3","1","0","2","0","0","0","0","33.3","20","0.67","2","0","1","0","0","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7","0.03","0.7"
"Marvin Mims Jr.","DEN","1","WR","4","3","1","63","0","0","0","0","75","15.25","15.75","21","4","1","1","0","25","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.8","0.26","2.6"
"Xavier Hutchinson","HST","1","WR","2","1","0","18","0","0","0","0","50","13.5","9","18","0","1","1","0","50","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3","0.07","2.3"
"Andrei Iosivas","CIN","1","WR","8","4","0","36","0","0","0","2","50","10.25","4.5","9","0.25","3","0","0","37.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.6","0.12","1.4"
"George Pickens","PIT","1","WR","6","4","3","195","1","2","2","0","66.7","17.83","32.5","48.75","28.25","1","0","0","16.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","33.5","0.73","8.38"
"David Bell","CLV","1","WR","2","1","0","6","0","0","0","0","50","1","3","6","7","1","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1","0.06","1.1"
"Rashee Rice","KC","1","WR","11","6","0","57","0","0","0","0","54.5","7.36","5.18","9.5","5.83","3","0","0","27.3","0","0","1","0","9.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.7","0.16","1.45"
"Garrett Wilson","NYJ","1","WR","16","9","0","76","0","0","0","0","56.3","4.56","4.75","8.44","5.33","3","2","0","18.8","22.2","0","1","0","6.3","0","0","1","0","-8","0","0","0","-8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.3","0.13","1.13"
