"player","team","games","dropbacks","att","comp","drops","comDrop","yds","passYds300Games","depthAim","tds","td40s","td50s","ints","sks","ezAtt","ezTds","ezInts","ezPct","ezTdPct","rushCarries","rushYds","rushTds","rushTd40s","fumbles","rzRushCarries","rzRushTds","rzRushPct","i5RushCarries","i5RushTds","i5RushPct","patConversions","patAttempts","fantasyPts","ptsPerDb"
"Zach Wilson","NYJ","1","40","38","23","5","77.8","226","0","9.4","2","0","0","1","2","3","2","0","7.9","5.3","3","0","1","0","0","2","1","66.7","2","1","66.7","0","1","22","0.55"
"Trevor Lawrence","JAX","1","33","28","16","1","63","145","0","3.9","0","0","0","0","2","0","0","0","0","0","4","10","0","0","1","0","0","0","0","0","0","0","0","6.8","0.21"
"Sam Ehlinger","IND","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","1","-1","0","0","0","0","0","0","0","0","0","0","0","-0.1",""
"Tua Tagovailoa","MIA","1","44","41","30","4","87.2","244","0","7.2","2","0","0","0","2","3","2","0","7.3","4.9","2","1","0","0","0","0","0","0","0","0","0","0","0","17.9","0.41"
"Mac Jones","NE","1","3","3","2","0","66.7","19","0","6.3","0","0","0","0","0","0","0","0","0","0","5","-3","0","0","1","0","0","0","0","0","0","0","0","0.5","0.17"
"Davis Mills","HST","1","18","14","6","1","50","49","0","5.3","0","0","0","0","2","0","0","0","0","0","2","11","0","0","0","0","0","0","0","0","0","0","0","3.1","0.17"
"Josh Allen","BUF","1","37","30","15","1","55.2","145","0","11.1","1","0","0","0","2","4","0","0","13.3","0","6","39","0","0","1","1","0","16.7","0","0","0","0","0","13.7","0.37"
"John Wolford","LA","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Lamar Jackson","BLT","1","47","37","23","3","74.3","253","0","7.3","1","0","0","1","7","4","1","1","10.8","2.7","8","55","0","0","1","2","0","25","0","0","0","0","1","18.6","0.4"
"Gardner Minshew","PHI","1","29","25","20","0","90.9","242","0","6.1","2","0","0","0","2","1","0","0","4","0","4","11","0","0","1","0","0","0","0","0","0","0","0","18.8","0.65"
"Kyler Murray","ARZ","1","21","15","11","1","80","123","0","4.3","2","0","0","0","1","2","1","0","13.3","6.7","10","59","2","0","2","6","2","60","2","1","20","0","0","30.8","1.47"
"Justin Herbert","LAC","1","40","35","26","0","76.5","317","1","10.3","3","1","0","1","4","4","3","0","11.4","8.6","1","6","0","0","0","1","0","100","0","0","0","1","1","24.3","0.61"
"Joe Burrow","CIN","1","47","40","24","4","73.7","300","1","10.2","1","0","0","2","6","4","1","1","10","2.5","1","6","1","0","1","1","1","100","0","0","0","0","0","20.6","0.44"
"Taysom Hill","NO","1","47","41","19","4","60.5","264","0","8.2","2","1","1","4","2","0","0","0","0","0","11","101","0","0","0","0","0","0","0","0","0","0","0","24.7","0.53"
"C.J. Beathard","JAX","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0.2",""
"Patrick Mahomes","KC","1","32","29","15","4","73.1","184","0","5.6","0","0","0","1","1","0","0","0","0","0","4","12","1","0","0","1","1","25","0","0","0","0","0","13.6","0.42"
"Dak Prescott","DAL","1","42","40","26","0","70.3","238","0","9.6","1","0","0","1","1","1","1","0","2.5","2.5","3","-3","0","0","0","0","0","0","0","0","0","0","0","12.2","0.29"
"Carson Wentz","IND","1","24","22","16","1","77.3","158","0","8.2","1","0","0","0","1","3","1","0","13.6","4.5","3","8","0","0","0","0","0","0","0","0","0","0","0","11.1","0.46"
"Jared Goff","DET","1","45","41","25","3","75.7","296","0","8.6","3","0","0","1","3","5","2","0","12.2","4.9","2","1","0","0","1","0","0","0","0","0","0","0","0","22.9","0.51"
